Step	Cached	Command	Outputs
prodigal-truth-GCA_000016425.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000016425.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016425.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016425.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016425.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000016425.1.faa;genes/truth-parts/GCA_000016425.1.fna;genes/truth-parts/GCA_000016425.1.gff
prodigal-truth-GCA_000016545.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000016545.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016545.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016545.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016545.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000016545.1.faa;genes/truth-parts/GCA_000016545.1.fna;genes/truth-parts/GCA_000016545.1.gff
prodigal-truth-GCA_000016785.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000016785.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016785.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016785.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000016785.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000016785.1.faa;genes/truth-parts/GCA_000016785.1.fna;genes/truth-parts/GCA_000016785.1.gff
prodigal-truth-GCA_000017325.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000017325.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000017325.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000017325.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000017325.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000017325.1.faa;genes/truth-parts/GCA_000017325.1.fna;genes/truth-parts/GCA_000017325.1.gff
prodigal-truth-GCA_000017945.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000017945.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000017945.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000017945.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000017945.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000017945.1.faa;genes/truth-parts/GCA_000017945.1.fna;genes/truth-parts/GCA_000017945.1.gff
prodigal-truth-GCA_000018265.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000018265.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018265.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018265.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018265.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000018265.1.faa;genes/truth-parts/GCA_000018265.1.fna;genes/truth-parts/GCA_000018265.1.gff
prodigal-truth-GCA_000018565.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000018565.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018565.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018565.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018565.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000018565.1.faa;genes/truth-parts/GCA_000018565.1.fna;genes/truth-parts/GCA_000018565.1.gff
prodigal-truth-GCA_000018865.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000018865.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018865.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018865.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018865.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000018865.1.faa;genes/truth-parts/GCA_000018865.1.fna;genes/truth-parts/GCA_000018865.1.gff
prodigal-truth-GCA_000018945.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000018945.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018945.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018945.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000018945.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000018945.1.faa;genes/truth-parts/GCA_000018945.1.fna;genes/truth-parts/GCA_000018945.1.gff
prodigal-truth-GCA_000019085.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000019085.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000019085.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000019085.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000019085.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000019085.1.faa;genes/truth-parts/GCA_000019085.1.fna;genes/truth-parts/GCA_000019085.1.gff
prodigal-truth-GCA_000019785.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000019785.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000019785.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000019785.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000019785.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000019785.1.faa;genes/truth-parts/GCA_000019785.1.fna;genes/truth-parts/GCA_000019785.1.gff
prodigal-truth-GCA_000020225.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000020225.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020225.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020225.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020225.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000020225.1.faa;genes/truth-parts/GCA_000020225.1.fna;genes/truth-parts/GCA_000020225.1.gff
prodigal-truth-GCA_000020325.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000020325.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020325.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020325.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020325.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000020325.1.faa;genes/truth-parts/GCA_000020325.1.fna;genes/truth-parts/GCA_000020325.1.gff
prodigal-truth-GCA_000020465.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000020465.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020465.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020465.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020465.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000020465.1.faa;genes/truth-parts/GCA_000020465.1.fna;genes/truth-parts/GCA_000020465.1.gff
prodigal-truth-GCA_000020725.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000020725.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020725.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020725.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020725.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000020725.1.faa;genes/truth-parts/GCA_000020725.1.fna;genes/truth-parts/GCA_000020725.1.gff
prodigal-truth-GCA_000020785.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000020785.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020785.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020785.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000020785.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000020785.1.faa;genes/truth-parts/GCA_000020785.1.fna;genes/truth-parts/GCA_000020785.1.gff
prodigal-truth-GCA_000021565.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000021565.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021565.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021565.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021565.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000021565.1.faa;genes/truth-parts/GCA_000021565.1.fna;genes/truth-parts/GCA_000021565.1.gff
prodigal-truth-GCA_000021645.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000021645.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021645.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021645.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021645.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000021645.1.faa;genes/truth-parts/GCA_000021645.1.fna;genes/truth-parts/GCA_000021645.1.gff
prodigal-truth-GCA_000021665.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000021665.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021665.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021665.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000021665.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000021665.1.faa;genes/truth-parts/GCA_000021665.1.fna;genes/truth-parts/GCA_000021665.1.gff
prodigal-truth-GCA_000022325.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000022325.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000022325.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000022325.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000022325.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000022325.1.faa;genes/truth-parts/GCA_000022325.1.fna;genes/truth-parts/GCA_000022325.1.gff
prodigal-truth-GCA_000022565.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000022565.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000022565.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000022565.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000022565.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000022565.1.faa;genes/truth-parts/GCA_000022565.1.fna;genes/truth-parts/GCA_000022565.1.gff
prodigal-truth-GCA_000025665.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000025665.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000025665.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000025665.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000025665.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000025665.1.faa;genes/truth-parts/GCA_000025665.1.fna;genes/truth-parts/GCA_000025665.1.gff
prodigal-truth-GCA_000025685.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000025685.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000025685.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000025685.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000025685.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000025685.1.faa;genes/truth-parts/GCA_000025685.1.fna;genes/truth-parts/GCA_000025685.1.gff
prodigal-truth-GCA_000091665.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000091665.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000091665.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000091665.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000091665.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000091665.1.faa;genes/truth-parts/GCA_000091665.1.fna;genes/truth-parts/GCA_000091665.1.gff
prodigal-truth-GCA_000144915.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000144915.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000144915.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000144915.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000144915.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000144915.1.faa;genes/truth-parts/GCA_000144915.1.fna;genes/truth-parts/GCA_000144915.1.gff
prodigal-truth-GCA_000154225.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000154225.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000154225.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000154225.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000154225.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000154225.1.faa;genes/truth-parts/GCA_000154225.1.fna;genes/truth-parts/GCA_000154225.1.gff
prodigal-truth-GCA_000156375.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000156375.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000156375.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000156375.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000156375.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000156375.1.faa;genes/truth-parts/GCA_000156375.1.fna;genes/truth-parts/GCA_000156375.1.gff
prodigal-truth-GCA_000166095.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000166095.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000166095.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000166095.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000166095.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000166095.1.faa;genes/truth-parts/GCA_000166095.1.fna;genes/truth-parts/GCA_000166095.1.gff
prodigal-truth-GCA_000172575.2	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000172575.2.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000172575.2.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000172575.2.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000172575.2.gff -f gff -p meta -q	genes/truth-parts/GCA_000172575.2.faa;genes/truth-parts/GCA_000172575.2.fna;genes/truth-parts/GCA_000172575.2.gff
prodigal-truth-GCA_000189295.2	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000189295.2.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000189295.2.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000189295.2.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000189295.2.gff -f gff -p meta -q	genes/truth-parts/GCA_000189295.2.faa;genes/truth-parts/GCA_000189295.2.fna;genes/truth-parts/GCA_000189295.2.gff
prodigal-truth-GCA_000195675.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000195675.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000195675.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000195675.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000195675.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000195675.1.faa;genes/truth-parts/GCA_000195675.1.fna;genes/truth-parts/GCA_000195675.1.gff
prodigal-truth-GCA_000195755.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000195755.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000195755.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000195755.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000195755.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000195755.1.faa;genes/truth-parts/GCA_000195755.1.fna;genes/truth-parts/GCA_000195755.1.gff
prodigal-truth-GCA_000196115.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000196115.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000196115.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000196115.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000196115.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000196115.1.faa;genes/truth-parts/GCA_000196115.1.fna;genes/truth-parts/GCA_000196115.1.gff
prodigal-truth-GCA_000196135.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000196135.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000196135.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000196135.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000196135.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000196135.1.faa;genes/truth-parts/GCA_000196135.1.fna;genes/truth-parts/GCA_000196135.1.gff
prodigal-truth-GCA_000231215.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000231215.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000231215.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000231215.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000231215.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000231215.1.faa;genes/truth-parts/GCA_000231215.1.fna;genes/truth-parts/GCA_000231215.1.gff
prodigal-truth-GCA_000243155.3	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000243155.3.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000243155.3.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000243155.3.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000243155.3.gff -f gff -p meta -q	genes/truth-parts/GCA_000243155.3.faa;genes/truth-parts/GCA_000243155.3.fna;genes/truth-parts/GCA_000243155.3.gff
prodigal-truth-GCA_000308215.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000308215.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000308215.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000308215.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000308215.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000308215.1.faa;genes/truth-parts/GCA_000308215.1.fna;genes/truth-parts/GCA_000308215.1.gff
prodigal-truth-GCA_000328665.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000328665.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000328665.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000328665.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000328665.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000328665.1.faa;genes/truth-parts/GCA_000328665.1.fna;genes/truth-parts/GCA_000328665.1.gff
prodigal-truth-GCA_000767745.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000767745.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000767745.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000767745.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000767745.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000767745.1.faa;genes/truth-parts/GCA_000767745.1.fna;genes/truth-parts/GCA_000767745.1.gff
prodigal-truth-GCA_000817065.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_000817065.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000817065.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000817065.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_000817065.1.gff -f gff -p meta -q	genes/truth-parts/GCA_000817065.1.faa;genes/truth-parts/GCA_000817065.1.fna;genes/truth-parts/GCA_000817065.1.gff
prodigal-truth-GCA_001481685.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_001481685.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_001481685.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_001481685.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_001481685.1.gff -f gff -p meta -q	genes/truth-parts/GCA_001481685.1.faa;genes/truth-parts/GCA_001481685.1.fna;genes/truth-parts/GCA_001481685.1.gff
prodigal-truth-GCA_001639275.1	yes	/workspace/miniconda3/envs/metagenome-gene-catalog-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/data/raw/article34/work/truth/genomes/GCA_001639275.1.fna -a /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_001639275.1.faa -d /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_001639275.1.fna -o /workspace/wechat/Metagenome/data/raw/article34/work/genes/truth-parts/GCA_001639275.1.gff -f gff -p meta -q	genes/truth-parts/GCA_001639275.1.faa;genes/truth-parts/GCA_001639275.1.fna;genes/truth-parts/GCA_001639275.1.gff
