Genome	KO	DRAMPresent	METABOLICPresent	METABOLICHitCount	PresencePattern
SGB_015	K13038	true	true	1	Both
SGB_015	K13319	false	true	1	METABOLIC only
SGB_015	K14170	true	true	1	Both
SGB_015	K14245	false	true	1	METABOLIC only
SGB_015	K14246	false	true	1	METABOLIC only
SGB_015	K14371	false	true	2	METABOLIC only
SGB_015	K14652	true	true	1	Both
SGB_015	K15233	true	true	1	Both
SGB_015	K15234	true	true	1	Both
SGB_015	K15777	true	true	1	Both
SGB_015	K15864	true	true	1	Both
SGB_015	K15916	true	true	1	Both
SGB_015	K15988	false	true	2	METABOLIC only
SGB_015	K16000	false	true	2	METABOLIC only
SGB_015	K16001	false	true	2	METABOLIC only
SGB_015	K16002	false	true	2	METABOLIC only
SGB_015	K16003	false	true	2	METABOLIC only
SGB_015	K16007	false	true	2	METABOLIC only
SGB_015	K16306	true	true	1	Both
SGB_015	K17218	true	true	1	Both
SGB_015	K17224	true	false	0	DRAM only
SGB_015	K17226	true	false	0	DRAM only
SGB_015	K17227	true	true	1	Both
SGB_015	K17828	true	true	1	Both
SGB_015	K18285	true	true	1	Both
SGB_015	K19858	false	true	1	METABOLIC only
SGB_015	K21221	false	true	2	METABOLIC only
SGB_015	K21225	false	true	1	METABOLIC only
SGB_015	K21254	false	true	2	METABOLIC only
SGB_015	K22225	true	true	1	Both
SGB_015	K22323	false	true	1	METABOLIC only
SGB_015	K22451	true	true	1	Both
SGB_015	K22798	false	true	1	METABOLIC only
SGB_015	K23269	true	true	1	Both
SGB_015	K24528	false	true	2	METABOLIC only
SGB_015	K24555	false	true	2	METABOLIC only
SGB_015	K24557	false	true	2	METABOLIC only
SGB_015	K24558	false	true	2	METABOLIC only
SGB_015	K24559	false	true	2	METABOLIC only
SGB_015	K24560	false	true	1	METABOLIC only
SGB_015	K24561	false	true	1	METABOLIC only
SGB_015	K24562	false	true	2	METABOLIC only
SGB_015	K24566	false	true	2	METABOLIC only
SGB_015	K24567	false	true	2	METABOLIC only
SGB_015	K24568	false	true	2	METABOLIC only
SGB_015	K24569	false	true	2	METABOLIC only
SGB_016	K00003	true	true	1	Both
SGB_016	K00013	true	true	1	Both
SGB_016	K00014	true	true	1	Both
SGB_016	K00030	true	true	1	Both
SGB_016	K00031	false	true	1	METABOLIC only
SGB_016	K00052	true	true	1	Both
SGB_016	K00053	true	true	1	Both
SGB_016	K00058	true	true	2	Both
SGB_016	K00059	true	true	4	Both
SGB_016	K00088	true	true	1	Both
SGB_016	K00099	true	true	1	Both
SGB_016	K00133	true	true	1	Both
SGB_016	K00134	true	true	1	Both
SGB_016	K00145	true	true	1	Both
SGB_016	K00147	true	true	1	Both
SGB_016	K00169	true	true	2	Both
SGB_016	K00170	true	true	1	Both
SGB_016	K00171	true	true	1	Both
SGB_016	K00172	true	true	2	Both
SGB_016	K00174	true	true	1	Both
SGB_016	K00175	true	true	1	Both
SGB_016	K00176	true	true	1	Both
SGB_016	K00177	true	true	1	Both
SGB_016	K00215	true	true	1	Both
SGB_016	K00249	true	true	1	Both
SGB_016	K00278	true	true	1	Both
SGB_016	K00286	true	true	1	Both
SGB_016	K00334	false	true	2	METABOLIC only
SGB_016	K00335	true	true	2	Both
SGB_016	K00382	true	true	1	Both
SGB_016	K00385	true	false	0	DRAM only
SGB_016	K00394	true	false	0	DRAM only
SGB_016	K00395	true	false	0	DRAM only
SGB_016	K00548	true	true	1	Both
SGB_016	K00549	true	true	1	Both
SGB_016	K00600	true	true	1	Both
SGB_016	K00602	true	true	1	Both
SGB_016	K00606	true	true	1	Both
SGB_016	K00609	true	true	1	Both
SGB_016	K00611	true	true	1	Both
SGB_016	K00615	true	true	2	Both
SGB_016	K00616	true	true	1	Both
SGB_016	K00625	true	true	1	Both
SGB_016	K00640	true	true	1	Both
SGB_016	K00641	true	true	1	Both
SGB_016	K00645	true	true	1	Both
SGB_016	K00648	true	true	1	Both
SGB_016	K00652	true	true	1	Both
SGB_016	K00655	true	true	1	Both
SGB_016	K00688	true	true	2	Both
SGB_016	K00700	true	true	1	Both
SGB_016	K00703	true	true	1	Both
SGB_016	K00762	true	true	1	Both
SGB_016	K00764	true	true	1	Both
SGB_016	K00765	true	true	1	Both
SGB_016	K00766	true	true	1	Both
SGB_016	K00767	true	true	1	Both
SGB_016	K00772	true	true	2	Both
SGB_016	K00789	true	true	1	Both
SGB_016	K00796	true	true	1	Both
SGB_016	K00797	true	true	1	Both
SGB_016	K00800	true	true	1	Both
SGB_016	K00817	true	true	1	Both
SGB_016	K00820	true	true	1	Both
SGB_016	K00821	true	true	1	Both
SGB_016	K00826	true	true	1	Both
SGB_016	K00833	true	true	1	Both
SGB_016	K00849	true	true	1	Both
SGB_016	K00850	true	true	1	Both
SGB_016	K00854	true	true	1	Both
SGB_016	K00859	true	true	1	Both
SGB_016	K00872	true	true	1	Both
SGB_016	K00873	true	true	1	Both
SGB_016	K00874	true	true	2	Both
SGB_016	K00891	true	true	1	Both
SGB_016	K00919	true	true	1	Both
SGB_016	K00925	true	true	1	Both
SGB_016	K00927	true	true	1	Both
SGB_016	K00928	true	true	1	Both
SGB_016	K00930	true	true	1	Both
SGB_016	K00931	true	true	1	Both
SGB_016	K00939	true	true	1	Both
SGB_016	K00942	true	true	1	Both
SGB_016	K00943	true	true	1	Both
SGB_016	K00948	true	true	1	Both
SGB_016	K00950	true	true	1	Both
SGB_016	K00954	true	true	1	Both
SGB_016	K00957	true	true	1	Both
SGB_016	K00965	true	true	1	Both
SGB_016	K00969	true	true	1	Both
SGB_016	K00975	true	true	2	Both
SGB_016	K00981	true	true	1	Both
SGB_016	K01006	true	true	1	Both
SGB_016	K01012	true	true	2	Both
SGB_016	K01077	true	true	1	Both
SGB_016	K01200	true	true	2	Both
SGB_016	K01251	true	true	1	Both
SGB_016	K01428	true	true	1	Both
SGB_016	K01429	false	true	1	METABOLIC only
SGB_016	K01439	true	true	1	Both
SGB_016	K01465	true	true	1	Both
SGB_016	K01480	true	true	1	Both
SGB_016	K01491	true	true	1	Both
SGB_016	K01496	false	true	1	METABOLIC only
SGB_016	K01497	false	true	1	METABOLIC only
SGB_016	K01520	true	true	1	Both
SGB_016	K01585	true	true	1	Both
SGB_016	K01586	true	true	1	Both
SGB_016	K01588	true	true	1	Both
SGB_016	K01589	true	true	1	Both
SGB_016	K01591	true	true	1	Both
SGB_016	K01596	true	true	1	Both
SGB_016	K01611	true	true	1	Both
SGB_016	K01624	true	true	2	Both
SGB_016	K01625	true	true	1	Both
SGB_016	K01649	true	true	2	Both
SGB_016	K01652	true	true	2	Both
SGB_016	K01653	true	true	1	Both
SGB_016	K01658	true	true	2	Both
SGB_016	K01662	true	true	1	Both
SGB_016	K01677	true	true	1	Both
SGB_016	K01678	true	true	1	Both
SGB_016	K01686	true	true	1	Both
SGB_016	K01687	true	true	1	Both
SGB_016	K01689	true	true	1	Both
SGB_016	K01693	true	true	1	Both
SGB_016	K01695	true	true	1	Both
SGB_016	K01696	true	true	1	Both
SGB_016	K01698	true	true	1	Both
SGB_016	K01703	false	true	1	METABOLIC only
SGB_016	K01704	true	true	1	Both
SGB_016	K01714	true	true	1	Both
SGB_016	K01719	false	true	1	METABOLIC only
SGB_016	K01733	true	true	1	Both
SGB_016	K01735	true	true	1	Both
SGB_016	K01736	true	true	1	Both
SGB_016	K01737	true	true	1	Both
SGB_016	K01738	true	true	1	Both
SGB_016	K01749	true	true	1	Both
SGB_016	K01755	true	true	1	Both
SGB_016	K01756	true	true	1	Both
SGB_016	K01770	true	true	1	Both
SGB_016	K01778	true	true	1	Both
SGB_016	K01783	true	true	1	Both
SGB_016	K01784	true	true	2	Both
SGB_016	K01803	false	true	1	METABOLIC only
SGB_016	K01808	true	true	1	Both
SGB_016	K01812	true	true	1	Both
SGB_016	K01814	true	true	1	Both
SGB_016	K01835	true	true	1	Both
SGB_016	K01845	true	true	1	Both
SGB_016	K01885	false	true	2	METABOLIC only
SGB_016	K01912	true	true	3	Both
SGB_016	K01923	true	true	1	Both
SGB_016	K01933	true	true	1	Both
SGB_016	K01935	true	true	1	Both
SGB_016	K01937	true	true	1	Both
SGB_016	K01939	true	true	1	Both
SGB_016	K01940	true	true	1	Both
SGB_016	K01945	true	true	1	Both
SGB_016	K01950	true	true	1	Both
SGB_016	K01951	true	true	1	Both
SGB_016	K01955	true	true	2	Both
SGB_016	K01956	true	true	1	Both
SGB_016	K02078	true	true	1	Both
SGB_016	K02108	true	true	1	Both
SGB_016	K02109	true	true	1	Both
SGB_016	K02110	true	true	1	Both
SGB_016	K02111	true	true	1	Both
SGB_016	K02112	true	true	1	Both
SGB_016	K02113	true	true	1	Both
SGB_016	K02114	true	true	1	Both
SGB_016	K02115	true	true	1	Both
SGB_016	K02171	true	true	3	Both
SGB_016	K02172	true	true	1	Both
SGB_016	K02303	false	true	1	METABOLIC only
SGB_016	K02372	true	true	1	Both
SGB_016	K02492	true	true	1	Both
SGB_016	K02495	true	true	1	Both
SGB_016	K02500	true	true	1	Both
SGB_016	K02501	true	true	1	Both
SGB_016	K02502	true	true	1	Both
SGB_016	K02586	true	true	1	Both
SGB_016	K02588	true	true	1	Both
SGB_016	K02591	true	false	0	DRAM only
SGB_016	K03077	true	true	1	Both
SGB_016	K03151	true	true	1	Both
SGB_016	K03154	true	true	3	Both
SGB_016	K03170	true	true	1	Both
SGB_016	K03431	true	true	1	Both
SGB_016	K03465	true	true	1	Both
SGB_016	K03517	true	true	1	Both
SGB_016	K03525	true	true	1	Both
SGB_016	K03526	true	true	1	Both
SGB_016	K03527	true	true	1	Both
SGB_016	K03585	false	true	2	METABOLIC only
SGB_016	K03637	true	true	1	Both
SGB_016	K03639	true	true	1	Both
SGB_016	K03644	true	true	1	Both
SGB_016	K03738	true	true	1	Both
SGB_016	K03741	true	false	0	DRAM only
SGB_016	K03750	true	true	2	Both
SGB_016	K03783	true	true	1	Both
SGB_016	K03786	true	true	1	Both
SGB_016	K03801	true	true	1	Both
SGB_016	K03856	true	true	1	Both
SGB_016	K04042	true	true	1	Both
SGB_016	K04486	true	true	1	Both
SGB_016	K04517	true	true	2	Both
SGB_016	K04518	true	true	1	Both
SGB_016	K05810	true	true	1	Both
SGB_016	K05942	true	true	3	Both
SGB_016	K05979	true	true	1	Both
SGB_016	K06001	true	true	1	Both
SGB_016	K06208	true	true	1	Both
SGB_016	K06209	true	true	1	Both
SGB_016	K06215	true	true	1	Both
SGB_016	K06998	true	true	1	Both
SGB_016	K07130	true	true	1	Both
SGB_016	K08681	true	true	1	Both
SGB_016	K08963	true	true	1	Both
SGB_016	K09007	true	true	1	Both
SGB_016	K09458	true	true	1	Both
SGB_016	K09460	false	true	1	METABOLIC only
SGB_016	K09903	true	true	1	Both
SGB_016	K10961	false	true	5	METABOLIC only
SGB_016	K10966	false	true	1	METABOLIC only
SGB_016	K11175	true	true	1	Both
SGB_016	K11261	true	true	1	Both
SGB_016	K11381	true	true	1	Both
SGB_016	K11752	true	true	1	Both
SGB_016	K11754	true	true	1	Both
SGB_016	K11755	true	true	1	Both
SGB_016	K12373	true	true	1	Both
SGB_016	K12630	false	true	1	METABOLIC only
SGB_016	K12901	false	true	3	METABOLIC only
SGB_016	K12902	false	true	1	METABOLIC only
SGB_016	K13038	true	true	1	Both
SGB_016	K13542	true	true	1	Both
SGB_016	K13789	true	true	1	Both
SGB_016	K14245	false	true	1	METABOLIC only
SGB_016	K14246	false	true	1	METABOLIC only
SGB_016	K14371	false	true	2	METABOLIC only
SGB_016	K14373	false	true	5	METABOLIC only
SGB_016	K14652	true	true	1	Both
SGB_016	K15023	true	true	1	Both
SGB_016	K15633	true	true	2	Both
SGB_016	K15916	true	true	1	Both
SGB_016	K15967	false	true	1	METABOLIC only
SGB_016	K15988	false	true	2	METABOLIC only
SGB_016	K16000	false	true	2	METABOLIC only
SGB_016	K16001	false	true	1	METABOLIC only
SGB_016	K16002	false	true	1	METABOLIC only
SGB_016	K16003	false	true	2	METABOLIC only
SGB_016	K16007	false	true	2	METABOLIC only
SGB_016	K17828	true	true	1	Both
SGB_016	K18346	true	true	1	Both
SGB_016	K19650	false	true	5	METABOLIC only
SGB_016	K20981	false	true	1	METABOLIC only
SGB_016	K21064	true	true	1	Both
SGB_016	K21071	true	true	1	Both
SGB_016	K21179	false	true	3	METABOLIC only
SGB_016	K21221	false	true	2	METABOLIC only
SGB_016	K21225	false	true	1	METABOLIC only
SGB_016	K21254	false	true	1	METABOLIC only
SGB_016	K22305	true	true	1	Both
SGB_016	K22391	true	true	1	Both
SGB_016	K22477	true	true	1	Both
SGB_016	K22798	false	true	1	METABOLIC only
SGB_016	K23264	true	true	1	Both
SGB_016	K23265	true	true	1	Both
SGB_016	K23269	true	true	1	Both
SGB_016	K24042	true	true	1	Both
SGB_016	K24528	false	true	2	METABOLIC only
SGB_016	K24555	false	true	2	METABOLIC only
SGB_016	K24557	false	true	2	METABOLIC only
SGB_016	K24558	false	true	2	METABOLIC only
SGB_016	K24559	false	true	2	METABOLIC only
SGB_016	K24560	false	true	1	METABOLIC only
SGB_016	K24561	false	true	1	METABOLIC only
SGB_016	K24562	false	true	2	METABOLIC only
SGB_016	K24566	false	true	2	METABOLIC only
SGB_016	K24567	false	true	2	METABOLIC only
SGB_016	K24568	false	true	2	METABOLIC only
SGB_016	K24569	false	true	2	METABOLIC only
SGB_016	K25026	true	true	1	Both
SGB_017	K00003	true	true	2	Both
SGB_017	K00013	true	true	1	Both
SGB_017	K00014	true	true	1	Both
SGB_017	K00031	true	true	1	Both
SGB_017	K00033	true	true	3	Both
SGB_017	K00036	true	true	1	Both
SGB_017	K00052	true	true	1	Both
SGB_017	K00053	true	true	1	Both
SGB_017	K00058	true	true	6	Both
SGB_017	K00059	true	true	3	Both
SGB_017	K00067	true	true	1	Both
SGB_017	K00088	true	true	1	Both
SGB_017	K00097	false	true	1	METABOLIC only
SGB_017	K00099	true	true	1	Both
SGB_017	K00133	true	true	1	Both
SGB_017	K00134	true	true	1	Both
SGB_017	K00145	true	true	1	Both
SGB_017	K00147	true	true	1	Both
SGB_017	K00161	false	true	1	METABOLIC only
SGB_017	K00174	true	true	2	Both
SGB_017	K00175	true	true	2	Both
SGB_017	K00176	true	true	1	Both
SGB_017	K00177	true	true	2	Both
SGB_017	K00215	true	true	1	Both
SGB_017	K00261	false	true	1	METABOLIC only
SGB_017	K00282	true	true	1	Both
SGB_017	K00283	true	true	1	Both
SGB_017	K00286	true	true	1	Both
SGB_017	K00297	true	true	1	Both
SGB_017	K00334	true	true	1	Both
SGB_017	K00335	false	true	1	METABOLIC only
SGB_017	K00382	true	true	2	Both
SGB_017	K00385	true	true	1	Both
SGB_017	K00525	true	true	1	Both
SGB_017	K00548	true	true	1	Both
SGB_017	K00600	true	true	1	Both
SGB_017	K00602	true	true	1	Both
SGB_017	K00603	true	true	1	Both
SGB_017	K00605	true	true	1	Both
SGB_017	K00606	true	true	1	Both
SGB_017	K00609	true	true	1	Both
SGB_017	K00611	true	true	1	Both
SGB_017	K00615	true	true	2	Both
SGB_017	K00616	true	true	1	Both
SGB_017	K00620	true	true	1	Both
SGB_017	K00625	true	true	1	Both
SGB_017	K00640	true	true	1	Both
SGB_017	K00641	true	true	1	Both
SGB_017	K00645	true	true	1	Both
SGB_017	K00648	true	true	1	Both
SGB_017	K00652	false	true	1	METABOLIC only
SGB_017	K00654	false	true	1	METABOLIC only
SGB_017	K00655	true	true	2	Both
SGB_017	K00688	true	true	1	Both
SGB_017	K00762	true	true	1	Both
SGB_017	K00764	true	true	1	Both
SGB_017	K00765	true	true	1	Both
SGB_017	K00766	true	true	1	Both
SGB_017	K00789	true	true	1	Both
SGB_017	K00796	true	true	1	Both
SGB_017	K00797	true	true	1	Both
SGB_017	K00800	true	true	1	Both
SGB_017	K00817	true	true	1	Both
SGB_017	K00820	true	true	1	Both
SGB_017	K00821	true	true	1	Both
SGB_017	K00826	true	true	1	Both
SGB_017	K00849	true	true	1	Both
SGB_017	K00850	true	true	1	Both
SGB_017	K00854	true	true	1	Both
SGB_017	K00859	true	true	1	Both
SGB_017	K00872	true	true	1	Both
SGB_017	K00873	true	true	1	Both
SGB_017	K00874	true	true	1	Both
SGB_017	K00878	true	true	1	Both
SGB_017	K00891	true	true	1	Both
SGB_017	K00919	true	true	1	Both
SGB_017	K00925	true	true	1	Both
SGB_017	K00927	true	true	1	Both
SGB_017	K00928	true	true	1	Both
SGB_017	K00930	true	true	1	Both
SGB_017	K00931	true	true	1	Both
SGB_017	K00939	true	true	1	Both
SGB_017	K00940	true	true	1	Both
SGB_017	K00942	true	true	1	Both
SGB_017	K00943	true	true	1	Both
SGB_017	K00948	true	true	1	Both
SGB_017	K00950	true	true	1	Both
SGB_017	K00954	true	true	1	Both
SGB_017	K00963	true	true	1	Both
SGB_017	K00965	true	true	1	Both
SGB_017	K00969	true	true	1	Both
SGB_017	K00973	true	true	1	Both
SGB_017	K00981	true	true	1	Both
SGB_017	K00991	true	true	1	Both
SGB_017	K01006	true	true	1	Both
SGB_017	K01012	true	true	1	Both
SGB_017	K01046	true	true	1	Both
SGB_017	K01081	false	true	1	METABOLIC only
SGB_017	K01439	true	true	1	Both
SGB_017	K01465	true	true	1	Both
SGB_017	K01468	true	true	1	Both
SGB_017	K01480	true	true	1	Both
SGB_017	K01495	true	true	1	Both
SGB_017	K01496	false	true	1	METABOLIC only
SGB_017	K01497	false	true	1	METABOLIC only
SGB_017	K01500	true	true	1	Both
SGB_017	K01520	true	true	1	Both
SGB_017	K01523	false	true	1	METABOLIC only
SGB_017	K01585	true	true	2	Both
SGB_017	K01586	true	true	1	Both
SGB_017	K01588	true	true	2	Both
SGB_017	K01589	true	true	1	Both
SGB_017	K01591	true	true	1	Both
SGB_017	K01609	true	true	1	Both
SGB_017	K01610	true	true	1	Both
SGB_017	K01611	true	true	1	Both
SGB_017	K01622	true	true	1	Both
SGB_017	K01624	true	true	1	Both
SGB_017	K01625	true	true	4	Both
SGB_017	K01649	true	true	2	Both
SGB_017	K01652	true	true	1	Both
SGB_017	K01653	true	true	1	Both
SGB_017	K01657	true	true	1	Both
SGB_017	K01658	true	true	1	Both
SGB_017	K01662	true	true	1	Both
SGB_017	K01677	true	true	1	Both
SGB_017	K01678	true	true	1	Both
SGB_017	K01684	true	true	1	Both
SGB_017	K01687	true	true	1	Both
SGB_017	K01689	true	true	1	Both
SGB_017	K01693	true	true	1	Both
SGB_017	K01695	true	true	1	Both
SGB_017	K01696	true	true	1	Both
SGB_017	K01698	true	true	1	Both
SGB_017	K01703	true	true	1	Both
SGB_017	K01704	true	true	1	Both
SGB_017	K01710	true	true	1	Both
SGB_017	K01712	true	true	1	Both
SGB_017	K01714	true	true	1	Both
SGB_017	K01719	false	true	1	METABOLIC only
SGB_017	K01733	true	true	1	Both
SGB_017	K01735	true	true	1	Both
SGB_017	K01736	true	true	1	Both
SGB_017	K01737	true	true	1	Both
SGB_017	K01738	true	true	2	Both
SGB_017	K01745	true	true	1	Both
SGB_017	K01749	true	true	1	Both
SGB_017	K01755	true	true	1	Both
SGB_017	K01756	true	true	1	Both
SGB_017	K01770	true	true	1	Both
SGB_017	K01778	true	true	1	Both
SGB_017	K01783	true	true	1	Both
SGB_017	K01784	true	true	1	Both
SGB_017	K01790	true	true	1	Both
SGB_017	K01803	true	true	1	Both
SGB_017	K01808	true	true	1	Both
SGB_017	K01809	true	true	1	Both
SGB_017	K01810	true	true	1	Both
SGB_017	K01814	true	true	1	Both
SGB_017	K01817	true	true	1	Both
SGB_017	K01821	true	true	1	Both
SGB_017	K01834	true	true	1	Both
SGB_017	K01845	true	true	1	Both
SGB_017	K01848	true	true	1	Both
SGB_017	K01849	true	true	1	Both
SGB_017	K01885	false	true	2	METABOLIC only
SGB_017	K01897	true	true	1	Both
SGB_017	K01923	true	true	1	Both
SGB_017	K01933	true	true	1	Both
SGB_017	K01937	true	true	1	Both
SGB_017	K01938	true	true	1	Both
SGB_017	K01939	true	true	1	Both
SGB_017	K01940	true	true	1	Both
SGB_017	K01945	true	true	1	Both
SGB_017	K01951	true	true	2	Both
SGB_017	K01955	true	true	1	Both
SGB_017	K01956	true	true	1	Both
SGB_017	K02078	true	true	1	Both
SGB_017	K02107	true	true	1	Both
SGB_017	K02117	true	true	1	Both
SGB_017	K02118	true	true	1	Both
SGB_017	K02119	true	true	1	Both
SGB_017	K02120	true	true	1	Both
SGB_017	K02121	true	true	1	Both
SGB_017	K02122	true	true	1	Both
SGB_017	K02123	true	true	1	Both
SGB_017	K02124	true	true	1	Both
SGB_017	K02224	true	true	1	Both
SGB_017	K02227	true	true	1	Both
SGB_017	K02231	true	true	1	Both
SGB_017	K02232	true	true	1	Both
SGB_017	K02303	false	true	1	METABOLIC only
SGB_017	K02371	true	true	1	Both
SGB_017	K02372	true	true	1	Both
SGB_017	K02495	true	true	1	Both
SGB_017	K02500	true	true	1	Both
SGB_017	K02501	true	true	1	Both
SGB_017	K02502	true	true	1	Both
SGB_017	K02821	false	true	1	METABOLIC only
SGB_017	K02822	true	true	1	Both
SGB_017	K03151	true	true	1	Both
SGB_017	K03394	true	true	1	Both
SGB_017	K03431	true	true	1	Both
SGB_017	K03465	true	true	1	Both
SGB_017	K03475	true	true	1	Both
SGB_017	K03525	true	true	1	Both
SGB_017	K03526	true	true	1	Both
SGB_017	K03527	true	true	1	Both
SGB_017	K03637	true	true	1	Both
SGB_017	K03639	true	true	1	Both
SGB_017	K03644	true	true	1	Both
SGB_017	K03737	true	true	2	Both
SGB_017	K03738	true	true	1	Both
SGB_017	K03741	true	false	0	DRAM only
SGB_017	K03750	true	true	2	Both
SGB_017	K03784	true	true	1	Both
SGB_017	K03786	true	true	1	Both
SGB_017	K03787	true	true	1	Both
SGB_017	K03801	true	true	1	Both
SGB_017	K03831	true	true	1	Both
SGB_017	K03856	true	true	2	Both
SGB_017	K04042	true	true	1	Both
SGB_017	K04486	true	true	2	Both
SGB_017	K04517	true	true	1	Both
SGB_017	K04518	true	true	1	Both
SGB_017	K05606	true	true	1	Both
SGB_017	K05810	true	true	1	Both
SGB_017	K05921	true	true	2	Both
SGB_017	K05979	true	true	1	Both
SGB_017	K06209	true	true	1	Both
SGB_017	K06215	true	true	1	Both
SGB_017	K07130	true	true	1	Both
SGB_017	K08681	true	true	1	Both
SGB_017	K08693	true	true	1	Both
SGB_017	K08963	true	true	1	Both
SGB_017	K08966	true	true	1	Both
SGB_017	K09251	true	true	1	Both
SGB_017	K09458	true	true	1	Both
SGB_017	K09460	false	true	1	METABOLIC only
SGB_017	K09903	true	true	1	Both
SGB_017	K10961	false	true	5	METABOLIC only
SGB_017	K10966	false	true	1	METABOLIC only
SGB_017	K11175	true	true	1	Both
SGB_017	K11261	true	true	1	Both
SGB_017	K11752	true	true	1	Both
SGB_017	K11754	true	true	1	Both
SGB_017	K11755	true	true	1	Both
SGB_017	K12901	false	true	3	METABOLIC only
SGB_017	K12902	false	true	1	METABOLIC only
SGB_017	K13038	true	true	1	Both
SGB_017	K13319	false	true	1	METABOLIC only
SGB_017	K13542	true	true	1	Both
SGB_017	K13789	true	true	1	Both
SGB_017	K14245	false	true	1	METABOLIC only
SGB_017	K14246	false	true	1	METABOLIC only
SGB_017	K14371	false	true	2	METABOLIC only
SGB_017	K14373	false	true	3	METABOLIC only
SGB_017	K14652	true	true	1	Both
SGB_017	K15633	true	true	1	Both
SGB_017	K15778	true	true	1	Both
SGB_017	K15967	false	true	2	METABOLIC only
SGB_017	K15988	false	true	2	METABOLIC only
SGB_017	K16000	false	true	2	METABOLIC only
SGB_017	K16001	false	true	2	METABOLIC only
SGB_017	K16002	false	true	2	METABOLIC only
SGB_017	K16003	false	true	2	METABOLIC only
SGB_017	K16007	false	true	2	METABOLIC only
SGB_017	K16849	true	true	2	Both
SGB_017	K16850	true	true	2	Both
SGB_017	K16950	true	true	1	Both
SGB_017	K16951	true	true	1	Both
SGB_017	K17722	false	true	1	METABOLIC only
SGB_017	K17725	false	true	1	METABOLIC only
SGB_017	K17828	true	true	1	Both
SGB_017	K17836	true	true	1	Both
SGB_017	K18346	true	true	1	Both
SGB_017	K19221	true	true	1	Both
SGB_017	K19650	false	true	3	METABOLIC only
SGB_017	K19858	false	true	1	METABOLIC only
SGB_017	K20981	false	true	1	METABOLIC only
SGB_017	K21064	true	true	2	Both
SGB_017	K21071	true	true	1	Both
SGB_017	K21221	false	true	2	METABOLIC only
SGB_017	K21225	false	true	1	METABOLIC only
SGB_017	K21254	false	true	1	METABOLIC only
SGB_017	K21898	true	true	1	Both
SGB_017	K22305	true	true	1	Both
SGB_017	K22391	true	true	1	Both
SGB_017	K22798	false	true	1	METABOLIC only
SGB_017	K23264	true	true	1	Both
SGB_017	K23265	true	true	1	Both
SGB_017	K23269	true	true	1	Both
SGB_017	K23646	false	true	1	METABOLIC only
SGB_017	K24528	false	true	2	METABOLIC only
SGB_017	K24555	false	true	2	METABOLIC only
SGB_017	K24557	false	true	2	METABOLIC only
SGB_017	K24558	false	true	2	METABOLIC only
SGB_017	K24559	false	true	2	METABOLIC only
SGB_017	K24560	false	true	2	METABOLIC only
SGB_017	K24561	false	true	2	METABOLIC only
SGB_017	K24562	false	true	2	METABOLIC only
SGB_017	K24566	false	true	2	METABOLIC only
SGB_017	K24567	false	true	2	METABOLIC only
SGB_017	K24568	false	true	2	METABOLIC only
SGB_017	K24569	false	true	2	METABOLIC only
SGB_017	K24866	false	true	1	METABOLIC only
SGB_017	K25026	true	true	3	Both
SGB_018	K00826	true	true	1	Both
SGB_018	K00940	true	true	1	Both
SGB_018	K02117	true	true	1	Both
SGB_018	K02124	true	true	1	Both
SGB_018	K03151	true	true	1	Both
SGB_018	K03170	true	true	2	Both
SGB_018	K14373	false	true	1	METABOLIC only
SGB_018	K18532	true	true	1	Both
SGB_019	K00021	true	true	1	Both
SGB_019	K00058	true	true	2	Both
SGB_019	K00067	true	true	1	Both
SGB_019	K00077	true	true	1	Both
SGB_019	K00088	true	true	1	Both
SGB_019	K00133	true	true	1	Both
SGB_019	K00145	false	true	1	METABOLIC only
SGB_019	K00150	true	true	1	Both
SGB_019	K00169	true	true	2	Both
SGB_019	K00170	true	true	2	Both
SGB_019	K00171	true	true	2	Both
SGB_019	K00172	false	true	1	METABOLIC only
SGB_019	K00174	true	true	2	Both
SGB_019	K00175	true	true	2	Both
SGB_019	K00176	true	true	1	Both
SGB_019	K00177	true	true	2	Both
SGB_019	K00189	true	true	1	Both
SGB_019	K00261	true	true	1	Both
SGB_019	K00282	true	true	1	Both
SGB_019	K00283	true	true	1	Both
SGB_019	K00390	true	true	1	Both
SGB_019	K00525	true	true	1	Both
SGB_019	K00549	true	true	2	Both
SGB_019	K00558	true	true	1	Both
SGB_019	K00600	true	true	1	Both
SGB_019	K00605	true	true	1	Both
SGB_019	K00606	true	true	1	Both
SGB_019	K00609	true	true	1	Both
SGB_019	K00610	true	true	1	Both
SGB_019	K00611	true	true	1	Both
SGB_019	K00652	false	true	1	METABOLIC only
SGB_019	K00688	true	true	1	Both
SGB_019	K00703	false	true	1	METABOLIC only
SGB_019	K00762	true	true	1	Both
SGB_019	K00764	true	true	1	Both
SGB_019	K00767	true	true	1	Both
SGB_019	K00772	true	true	2	Both
SGB_019	K00789	true	true	1	Both
SGB_019	K00797	true	true	1	Both
SGB_019	K00798	true	true	1	Both
SGB_019	K00820	true	true	1	Both
SGB_019	K00849	true	true	1	Both
SGB_019	K00859	true	true	1	Both
SGB_019	K00869	true	true	1	Both
SGB_019	K00872	true	true	1	Both
SGB_019	K00873	true	true	1	Both
SGB_019	K00878	true	true	1	Both
SGB_019	K00918	true	true	2	Both
SGB_019	K00927	true	true	1	Both
SGB_019	K00939	true	true	1	Both
SGB_019	K00940	true	true	1	Both
