SeqName	Assembly	ReferenceLabel	ReferenceSequenceClass	OriginalHeader	LengthBp	SequenceSHA256
GCA_001639275.1|LWMU01000080.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000080.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000080, whole genome shotgun sequence	10784	cb6d46c3c4e9753088a5395d5a459931b85e10c9b904216fc0c12355aa939b4c
GCA_001639275.1|LWMU01000081.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000081.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000081, whole genome shotgun sequence	106790	1f5598bf1ec7cfb787bf932561bb6ec925cf4d48ffd548f9819c40f521bc8df5
GCA_001639275.1|LWMU01000082.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000082.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000082, whole genome shotgun sequence	9978	5a9c73a2b6504d5781dbbd7e79bfa70ef883287e3c933ea5e04cc678f8103397
GCA_001639275.1|LWMU01000083.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000083.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000083, whole genome shotgun sequence	9913	0bb6b5c7b2f49c12d3ac78b786d0d9a6c10cb04d7edb98db7350dd4ada87abc7
GCA_001639275.1|LWMU01000084.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000084.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000084, whole genome shotgun sequence	9703	796c6714519179999b7fd0cb5813bc0a2e57d0acbf19ef6bef645bff8af43b4d
GCA_001639275.1|LWMU01000085.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000085.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000085, whole genome shotgun sequence	9644	90b010bd3566e4456bdfd1e55296abb890fad7fdb4782d6f89c3872f4469b169
GCA_001639275.1|LWMU01000086.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000086.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000086, whole genome shotgun sequence	9065	be19de3a2a67f47979ae980dc37fd34030f192a63e6cf42b29d7b9efd060b851
GCA_001639275.1|LWMU01000087.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000087.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000087, whole genome shotgun sequence	7949	8d03ea7c3462290efd0b73cddb56ddc78367d0ab7e018da1418783d93a4e8cf8
GCA_001639275.1|LWMU01000088.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000088.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000088, whole genome shotgun sequence	7837	fa5cc5a08561dea74d2c37bd2271b118a4082c42043a76135a923a9ff9bd937c
GCA_001639275.1|LWMU01000089.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000089.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000089, whole genome shotgun sequence	7714	8b951c71865c9613de706d5078dbe8bf50ee5dfa759103078bca43241a22f65d
GCA_001639275.1|LWMU01000090.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000090.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000090, whole genome shotgun sequence	7559	10f2d61a6c441596e27fa0f9022bfbd0d7580f996415bc27fe084fb27d33c5ea
GCA_001639275.1|LWMU01000091.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000091.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000091, whole genome shotgun sequence	7364	9ba5c8c0f962fb1d449445848abc7f57dd4f9e688293d89b80f9adee562f86b0
GCA_001639275.1|LWMU01000092.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000092.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000092, whole genome shotgun sequence	98822	42e2bec82602d5c216d1fbdbb6cdbb7cc30a7f06746c819e49444dea6bc9bc81
GCA_001639275.1|LWMU01000093.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000093.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000093, whole genome shotgun sequence	6987	ca0ea44452a45ef391386f7e21267b55847260efe8ee6e7616f4e1a5b970f856
GCA_001639275.1|LWMU01000094.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000094.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000094, whole genome shotgun sequence	6792	27279547736866da0f2aeb3a755191f8adcde0c2d72c111f2427964458517272
GCA_001639275.1|LWMU01000095.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000095.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000095, whole genome shotgun sequence	6744	38a5423f14f35ae4c6ac0be49f6d374212f5aa0bfb447c972803a31c9d236ec4
GCA_001639275.1|LWMU01000096.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000096.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000096, whole genome shotgun sequence	6538	fea324008fd3e654fd8464da6b960992fe27891fc119f6c20843273ea1bb6f31
GCA_001639275.1|LWMU01000097.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000097.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000097, whole genome shotgun sequence	5959	844f63aa2bcc80645ea6f4d7d9d4fc9dc2cf99dc08f952dead8f737c99310a6f
GCA_001639275.1|LWMU01000098.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000098.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000098, whole genome shotgun sequence	5689	256373ed346022383b5fc458cdd993ec2a8023528e473b32e3403e41fc3d9bb8
GCA_001639275.1|LWMU01000099.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000099.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000099, whole genome shotgun sequence	5272	eb5492682dae8ec558a9a2c9cf0b80b2a4e6dc1c8d978daa0dfd3d76a851b4e9
GCA_001639275.1|LWMU01000100.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000100.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000100, whole genome shotgun sequence	5114	c719517a281950755ddae27be9183116f8b7e43395f49b750721e00f4b9d6261
GCA_001639275.1|LWMU01000101.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000101.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000101, whole genome shotgun sequence	4848	f9d27005e3da59f1806cd122ea33fe7c9909acd2945d32be213ba5e5ae65fc9b
GCA_001639275.1|LWMU01000102.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000102.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000102, whole genome shotgun sequence	4656	efe2e072e95529da11b4e83359c5c61abe0f2279b68580866d8e56cc392c1e11
GCA_001639275.1|LWMU01000103.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000103.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000103, whole genome shotgun sequence	85697	b34173176aae3aab9768838d270c3781261c43a5e633081381636243ff1df462
GCA_001639275.1|LWMU01000104.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000104.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000104, whole genome shotgun sequence	4464	e04f2e9085b26e8ae203ceb55ecbd0d69eb39ea6df8ba3329b45b1960eaa97d1
GCA_001639275.1|LWMU01000105.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000105.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000105, whole genome shotgun sequence	4260	27fe652d0dfc32e84536a70a5c85dd639d508a506546f0e618036f5a5b6bc7d1
GCA_001639275.1|LWMU01000106.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000106.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000106, whole genome shotgun sequence	4022	4f9a3c3d292e106a924bee1a934bb7d42e92d16cc512314afd977ca644c32373
GCA_001639275.1|LWMU01000107.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000107.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000107, whole genome shotgun sequence	3958	4a1d2c786d69145e2b52b6ef37c9702c479dcfb82d926ba51ecd6b99ad99dd5f
GCA_001639275.1|LWMU01000108.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000108.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000108, whole genome shotgun sequence	3909	faabb06d7567091aa15c2fe360434f875fae0ff3d078101edfa3c8aa5754ff0b
GCA_001639275.1|LWMU01000109.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000109.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000109, whole genome shotgun sequence	3735	ef01c959ce0d9863e04b0dbff70d2c08cdaad203cb107ccfa14d818a6fb436f3
GCA_001639275.1|LWMU01000110.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000110.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000110, whole genome shotgun sequence	3726	f622f11a2ee544a321238d29fef8065b7ea96759d264ffca923a63b8a6782700
GCA_001639275.1|LWMU01000111.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000111.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000111, whole genome shotgun sequence	3020	b6c00bf653573ab5f55d69ee452f644fdecdac01d1b256263f116516b473ada1
GCA_001639275.1|LWMU01000112.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000112.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000112, whole genome shotgun sequence	2900	24e994884106a1f471ff9aeb4aedd82396d9a929f14d02cf7bc6f23d34da5abd
GCA_001639275.1|LWMU01000113.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000113.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000113, whole genome shotgun sequence	2744	aad07527449af967b9b6d283e78a9f96c3e54dbafe9ee09bbc80f4fde2b8de64
GCA_001639275.1|LWMU01000114.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000114.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000114, whole genome shotgun sequence	78785	d1e40d7511268b8b50c14bc337d8c532c0825023ec6c1f0ee528792423af8569
GCA_001639275.1|LWMU01000115.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000115.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000115, whole genome shotgun sequence	2692	b2fe799cbbab39eb098906f1aeb6f06637dd09bd878e8d436427c58d4df4ce4e
GCA_001639275.1|LWMU01000116.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000116.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000116, whole genome shotgun sequence	2415	e8d9a2fea03fb0de3eb8e1ef2572d5e77b4eede9cf3003babe76077146d5069f
GCA_001639275.1|LWMU01000117.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000117.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000117, whole genome shotgun sequence	2209	829c78805d453ce66fe9df4024e2892186eddc38e03a5e84be958048de63f457
GCA_001639275.1|LWMU01000118.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000118.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000118, whole genome shotgun sequence	2084	618c365bbe5574786cc573e5af25919865361adb0ed355a325b20b307c70b991
GCA_001639275.1|LWMU01000119.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000119.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000119, whole genome shotgun sequence	2068	95eaebce9cba377b5d256e7c1671ddfe8bf8d5ad4a6418e8168124c303232ed8
GCA_001639275.1|LWMU01000120.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000120.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000120, whole genome shotgun sequence	1949	835630989eed1d9213fd87b036ddb4520a7d1ea358a8d8a4ac42e62fc07d6011
GCA_001639275.1|LWMU01000121.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000121.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000121, whole genome shotgun sequence	1838	4f0066fe47b82cd8e8d4f4ae6f2e8ca7e50a749b1de5a5e5ee96185af43b5c15
GCA_001639275.1|LWMU01000122.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000122.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000122, whole genome shotgun sequence	1824	72f25dd03f6b4b9fadee70be538c94b1a1a80754cfaf5c997f07911a8ca1c6e7
GCA_001639275.1|LWMU01000123.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000123.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000123, whole genome shotgun sequence	1668	29e58e7689ab9a324f0a18977ac01529ac86def5b43f945d275d4b5789137693
GCA_001639275.1|LWMU01000124.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000124.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000124, whole genome shotgun sequence	1665	7072d97b1b9b5d29dab4d77319b4585df252c1348a517f322c38e06a1c09154b
GCA_001639275.1|LWMU01000125.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000125.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000125, whole genome shotgun sequence	60396	93b665d7e3b894bbf24612cd573bbc519dd204405a9d21f16fc74dce3d6a9c19
GCA_001639275.1|LWMU01000126.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000126.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000126, whole genome shotgun sequence	1649	438d668942fed7f57b3151a67c81e3ffb48555c7388a280d9e19d3de3ef9941e
GCA_001639275.1|LWMU01000127.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000127.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000127, whole genome shotgun sequence	1626	5e7bb92e878545926bc2f33fd76b6c329465ad1dae5a19a937312e2e98bc177d
GCA_001639275.1|LWMU01000128.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000128.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000128, whole genome shotgun sequence	1622	8d234f1581529f77bae02529a43d01ef866a4d3bbd09c8ca4c7753129bf2fd1f
GCA_001639275.1|LWMU01000129.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000129.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000129, whole genome shotgun sequence	1573	6fb43cb7c8c2bf4e52d0500c098def8410f5b00082041b89717a8afa8d33b41e
GCA_001639275.1|LWMU01000130.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000130.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000130, whole genome shotgun sequence	1496	2be906436107bca10b5bb969b0975fc13caa0fe696b68903fcf6557d0c8923b7
GCA_001639275.1|LWMU01000131.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000131.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000131, whole genome shotgun sequence	1450	e1a14e42a0b45a4657e6ef6df1c2dd0b4c242610f1fb225e0f0776347bfa6d20
GCA_001639275.1|LWMU01000132.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000132.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000132, whole genome shotgun sequence	1373	edceee6e32c276b817d6b4d8494e7acf4430f76abae87cdb4f39af6fbe902ff8
GCA_001639275.1|LWMU01000133.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000133.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000133, whole genome shotgun sequence	1372	e78b0987f1c36b54646931b9e70e8cd4c0b85aa7f42cbccc603a807fdd5b5b7d
GCA_001639275.1|LWMU01000134.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000134.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000134, whole genome shotgun sequence	1356	41b78c67261d76b2ff1c45720f9335ad4c0138d4633c76398c26a06f04ca86c2
GCA_001639275.1|LWMU01000135.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000135.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000135, whole genome shotgun sequence	1323	65027a01ed4f3a8e8362679c5ac59c863a1e251c1ee1fa33b270bdf6910b2e03
GCA_001639275.1|LWMU01000136.1	GCA_001639275.1	Other replicon	Draft scaffold/other sequence	GCA_001639275.1|LWMU01000136.1 Methanobrevibacter oralis strain DSM 7256 MBORA_contig000136, whole genome shotgun sequence	56881	e6d80007b329d48562804a3c76513d23712f4f53ba648255779c00a18cfa9d57
GCA_000091665.1|L77117.1	GCA_000091665.1	Other replicon	Complete cellular replicon	GCA_000091665.1|L77117.1 Methanocaldococcus jannaschii DSM 2661, complete genome	1664970	5835a292dfd47875f81fb65dbca52f3f9bc336f1d72409389ff6b764c8ca91dc
GCA_000091665.1|L77118.1	GCA_000091665.1	Plasmid	GenBank-labelled plasmid	GCA_000091665.1|L77118.1 Methanocaldococcus jannaschii DSM 2661 plasmid pDSM2661_1, complete sequence	58407	40c28548ee9fee42869052be9c6e216cfc512fcd8edee8c67a0768f2bf1e62c5
GCA_000091665.1|L77119.1	GCA_000091665.1	Plasmid	GenBank-labelled plasmid	GCA_000091665.1|L77119.1 Methanocaldococcus jannaschii DSM 2661 plasmid pDSM2661_2, complete sequence	16550	61b43217735cf95b4da3e1e6a138d6dc6754211f5914c003d89970767d9dfe8c
GCA_000016125.1|CP000609.1	GCA_000016125.1	Other replicon	Complete cellular replicon	GCA_000016125.1|CP000609.1 Methanococcus maripaludis C5, complete genome	1780761	c3936d583167664fa07de4ec3cd90a298ef072abc3f9d55aed73c0b65ec64adb
GCA_000016125.1|CP000610.1	GCA_000016125.1	Plasmid	GenBank-labelled plasmid	GCA_000016125.1|CP000610.1 Methanococcus maripaludis C5 plasmid pMMC501, complete sequence	8285	bcef122ec5fe0596cd1ada9043b3d24f7ac67b2b01498973562b3fcc91c30ee0
GCA_000011585.1|BX950229.1	GCA_000011585.1	Other replicon	Complete cellular replicon	GCA_000011585.1|BX950229.1 Methanococcus maripaludis strain S2, complete sequence	1661137	9c54b3a31ff92700fbe7823c2162d3836b46b0bc026cecf8e41eed8fac0caf83
GCA_000308215.1|CAJE01000026.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000026.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00026, whole genome shotgun sequence	31549	e7d46ec9d43f165e6eda7de7ab9c21543eb04f629bb836f3629d07ae999e3be6
GCA_000308215.1|CAJE01000025.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000025.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00025, whole genome shotgun sequence	3111	4d7930019d56ad189a0bc2cbe3be7fe4de138510b13b7a701ce5ee5bdc149e73
GCA_000308215.1|CAJE01000024.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000024.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00024, whole genome shotgun sequence	152908	07c91597d38a33039a081966b61a5185d7b1d9c405823951303ee89189f19549
GCA_000308215.1|CAJE01000023.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000023.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00023, whole genome shotgun sequence	99984	6022b818e47cc051675e1613543eb6d4185e507affffdd9290acf433dcdc0a1d
GCA_000308215.1|CAJE01000022.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000022.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00022, whole genome shotgun sequence	34288	85d04ab6102781b2e1479b8d500a2541fc438e1abcd3e5e67cfa153181a3b02f
GCA_000308215.1|CAJE01000021.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000021.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00021, whole genome shotgun sequence	126785	90800bd8c34843738cbc364bad1c0cc815c3706b424b743f87ffb3c048ad428a
GCA_000308215.1|CAJE01000020.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000020.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00020, whole genome shotgun sequence	90121	9e827affcf18f63b12db2d1ea092a931a29e2d13c42149e5ce59fb7ddfd4f6d0
GCA_000308215.1|CAJE01000019.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000019.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00019, whole genome shotgun sequence	62406	e3c70abe1f5649b21d6f108c48fc79e25406fd46071182e0eec2ec53b068b287
GCA_000308215.1|CAJE01000018.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000018.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00018, whole genome shotgun sequence	27211	e6b86a982cfea60a175aa96c914a58203f05873afd16a8b67c27ce1a792d425a
GCA_000308215.1|CAJE01000017.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000017.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00017, whole genome shotgun sequence	98672	329e0b21973c4c9a20b8562b868b103810a399d2678595877efba19047f86e02
GCA_000308215.1|CAJE01000016.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000016.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00016, whole genome shotgun sequence	8413	d34356adab589e3f97510e4c46cb926303ce9c63d41bbe7e5e9411e399d10a73
GCA_000308215.1|CAJE01000015.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000015.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00015, whole genome shotgun sequence	177149	d286d6c1f12a8b19ea7c00b7957122b2f3e04148b844b4bde4221a637b55f42e
GCA_000308215.1|CAJE01000014.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000014.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00014, whole genome shotgun sequence	85479	c96547462aa968dabccf473e09a812757b282952b30af907dca9a284a9508fde
GCA_000308215.1|CAJE01000013.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000013.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00013, whole genome shotgun sequence	299984	ae37453826ac52775cf81dfda6f80fc1e03a621a1a7f422f7e5d13ea3e4ce4dc
GCA_000308215.1|CAJE01000012.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000012.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00012, whole genome shotgun sequence	765266	558406f53cb112c3dcf97c2250676124fe32e7ca4e871b26ef387b7781b11f38
GCA_000308215.1|CAJE01000011.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000011.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00011, whole genome shotgun sequence	65531	a7b2ff06897f74dcb846d029c547101a1283bfe81fb809ea1a87b266338045c2
GCA_000308215.1|CAJE01000010.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000010.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00010, whole genome shotgun sequence	11815	75acd17ca28d32cefdda31b362868c425baf754a4bd3502d504de29232f00d71
GCA_000308215.1|CAJE01000009.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000009.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00009, whole genome shotgun sequence	26514	b8a2e0a59aff508fd12ae14ece9c48288e4002dd1eee8814a974b3bab1e0f000
GCA_000308215.1|CAJE01000008.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000008.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00008, whole genome shotgun sequence	3723	0bbc6c74c2ed5c80374526914a72768e4f38be09d68ded3d5784efbfc90e2415
GCA_000308215.1|CAJE01000007.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000007.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00007, whole genome shotgun sequence	29165	083c0d14c986f1347aea0ed731b3739921f6a7d956d50c29686d63678659382c
GCA_000308215.1|CAJE01000006.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000006.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00006, whole genome shotgun sequence	50647	2217ed29de21af53f27d1882a27f09bbe59858bc5144b706dc8ed96fe34352bb
GCA_000308215.1|CAJE01000005.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000005.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00005, whole genome shotgun sequence	63410	18731964e01d14c093a72cd20a5372c58c49b3a516c8d6b873c01e77a19c047d
GCA_000308215.1|CAJE01000004.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000004.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00004, whole genome shotgun sequence	167531	813958cfa15b21a3f71d4834eb5d8a07a92c58fde9ad2beb4b585dee526f2fc8
GCA_000308215.1|CAJE01000003.1	GCA_000308215.1	Other replicon	Draft scaffold/other sequence	GCA_000308215.1|CAJE01000003.1 Methanomassiliicoccus luminyensis B10 WGS project CAJE00000000 data, contig 00003, whole genome shotgun sequence	101706	8b27a2e9ce56f9af4b7cff2b7e701b788b8dd74d0b70f859f6c8727bef7c6f8e
