sample	hotspring	hotspring_common_name	region	broad_region	broad_region_short	in_yellowstone	latitude	longitude	date	year	datetime	sequencing_batch	pH	temperature	conductivity	temperature_regime	type	is_hotspring	sequencing_platform	metagenome_SRR	metagenome_SAMN	mean_quality_R1	mean_quality_R2	raw_Nsequences	filtered_Nsequences	metagenome2MAG_read_recruitment_rate	hotspring.year	max_concurrent_hotspring_temperature	max_hotspring_temperature
AY04.1.4	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522453	-110.81313	2021.09.01	2021	2021.09.01 11:50:13	1	8.90	44.30	NA	30_50	mat	yes	Illumina NextSeq2000	SRR32625282	SAMN47273383	32.983	32.627	7622001	3769823	0.085915	AY04.2021	64.3	74.8
AY04.1.5	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522427	-110.81314	2021.09.01	2021	2021.09.01 12:10:46	1	9.15	42.80	2.08	30_50	mat	yes	Illumina NextSeq2000	SRR32625281	SAMN47273384	32.973	32.631	25065198	13102620	0.065075	AY04.2021	64.3	74.8
AY04.1.6	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522407	-110.81314	2021.09.01	2021	2021.09.01 12:18:15	1	9.08	29.00	NA	below_30	mat	yes	Illumina NextSeq2000	SRR32625280	SAMN47273385	32.998	32.542	1719831	828020	0.109595	AY04.2021	64.3	74.8
AY04.1.7	AY04		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.522438	-110.81317	2021.09.01	2021	2021.09.01 12:14:45	1	9.15	42.80	2.08	30_50	mat	yes	Illumina NextSeq2000	SRR32625279	SAMN47273386	32.989	32.478	3948034	1866183	0.12546	AY04.2021	64.3	74.8
AY06.1.1	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.480198	-110.8508	2021.08.31	2021	2021.08.31 07:35:00	1	8.3	90.10	2.23	80_100	crust	yes	Illumina NextSeq2000	SRR32625278	SAMN47273387	32.989	32.527	4376993	1942155	0.260655	AY06.2021	90.1	90.1
AY06.1.4	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479998	-110.85099	2021.08.31	2021	2021.08.31 07:49:27	1	9.30	30.70	NA	30_50	mat	yes	Illumina NextSeq2000	SRR32625277	SAMN47273390	33.03	32.536	4066919	1994975	0.076045	AY06.2021	90.1	90.1
AY06.1.5	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479935	-110.85105	2021.08.31	2021	2021.08.31 08:08:15	1	9.04	43.20	2.23	30_50	mat	yes	Illumina NextSeq2000	SRR32625276	SAMN47273391	33.019	32.596	1461362	724389	0.066915	AY06.2021	90.1	90.1
AY06.1.6	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479907	-110.85107	2021.08.31	2021	2021.08.31 08:14:05	1	NA	26.70	NA	below_30	mat	yes	Illumina NextSeq2000	SRR32625275	SAMN47273392	33.012	32.716	1119311	619041	0.17234	AY06.2021	90.1	90.1
AY07.1.1	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538666	-110.79791	2021.08.30	2021	2021.08.30 11:07:14	1	7.45	63.80	1.640	50_70	mat	yes	Illumina NextSeq2000	SRR32625274	SAMN47273393	33.035	32.5	2323029	1096419	0.12069	AY07.2021	64.4	67.4
AY07.1.2	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538631	-110.79796	2021.08.30	2021	2021.08.30 11:09:01	1	7.46	64.20	1.646	50_70	mat	yes	Illumina NextSeq2000	SRR32625273	SAMN47273394	33.012	32.574	2751139	1320987	0.11541	AY07.2021	64.4	67.4
AY07.1.3	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538622	-110.7981	2021.08.30	2021	2021.08.30 11:14:43	1	7.50	64.00	1.649	50_70	mat	yes	Illumina NextSeq2000	SRR32625271	SAMN47273395	32.991	32.567	5757992	2890798	0.094775	AY07.2021	64.4	67.4
AY07.1.4	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538563	-110.79802	2021.08.30	2021	2021.08.30 11:27:23	1	7.54	64.00	1.643	50_70	mat	yes	Illumina NextSeq2000	SRR32625270	SAMN47273396	33.015	32.536	6609767	3022244	0.104445	AY07.2021	64.4	67.4
AY07.1.5	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538556	-110.7981	2021.08.30	2021	2021.08.30 11:48:51	1	7.51	64.40	1.633	50_70	mat	yes	Illumina NextSeq2000	SRR32625269	SAMN47273397	32.987	32.605	2847748	1397571	0.147865	AY07.2021	64.4	67.4
AY07.1.6	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538755	-110.79785	2021.08.30	2021	2021.08.30 11:58:11	1	NA	57.90	NA	50_70	mat	yes	Illumina NextSeq2000	SRR32625268	SAMN47273398	33.038	32.52	9853545	5027030	0.09806	AY07.2021	64.4	67.4
AY08.1.2	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.53406	-110.79799	2021.08.30	2021	2021.08.30 09:11:07	1	7.92	84.90	1.746	80_100	filaments	yes	Illumina NextSeq2000	SRR32625267	SAMN47273400	33.137	32.53	10903027	5173415	0.120145	AY08.2021	84.9	92.3
AY08.1.3	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534077	-110.79805	2021.08.30	2021	2021.08.30 09:20:19	1	NA	69.80	NA	50_70	mat	yes	Illumina NextSeq2000	SRR32625397	SAMN47273401	33.035	32.645	2262884	1155654	0.087765	AY08.2021	84.9	92.3
AY08.1.4	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534032	-110.79786	2021.08.30	2021	2021.08.30 09:37:19	1	NA	43.50	NA	30_50	mat	yes	Illumina NextSeq2000	SRR32625396	SAMN47273402	33.039	32.622	3038877	1534024	0.087185	AY08.2021	84.9	92.3
AY08.1.5	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534037	-110.79779	2021.08.30	2021	2021.08.30 09:41:54	1	8.15	63.50	NA	50_70	mat	yes	Illumina NextSeq2000	SRR32625395	SAMN47273403	33.131	32.548	8618286	4356823	0.08685	AY08.2021	84.9	92.3
AY08.1.6	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.533974	-110.79787	2021.08.30	2021	2021.08.30 09:46:09	1	8.22	58.50	NA	50_70	mat	yes	Illumina NextSeq2000	SRR32625394	SAMN47273404	33.032	32.601	1561012	790622	0.112	AY08.2021	84.9	92.3
AY11.1.2	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521429	-110.81086	2021.09.01	2021	2021.09.01 10:45:14	1	3.84	43.30	0.2634	30_50	mud	yes	Illumina NextSeq2000	SRR32625393	SAMN47273409	32.97	32.625	3537108	1863090	0.447895	AY11.2021	51.8	84.4
AY11.1.3	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521385	-110.81082	2021.09.01	2021	2021.09.01 10:48:58	1	3.51	51.20	0.3058	50_70	mud	yes	Illumina NextSeq2000	SRR32625391	SAMN47273410	32.918	32.611	16118505	8050001	0.1711	AY11.2021	51.8	84.4
AY11.1.5	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521341	-110.81084	2021.09.01	2021	2021.09.01 10:58:10	1	3.36	51.80	0.3284	50_70	mud	yes	Illumina NextSeq2000	SRR32625390	SAMN47273412	32.962	32.476	1530365	595842	0.107205	AY11.2021	51.8	84.4
AY11.1.6	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521317	-110.81085	2021.09.01	2021	2021.09.01 11:04:28	1	6.36	33.70	NA	30_50	mat	yes	Illumina NextSeq2000	SRR32625389	SAMN47273413	32.973	32.563	976039	464241	0.03393	AY11.2021	51.8	84.4
AY12.1.2	AY12		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.48191	-110.85077	2021.08.31	2021	2021.08.31 08:51:29	1	7.11	66.20	1.883	50_70	mat	yes	Illumina NextSeq2000	SRR32625388	SAMN47273415	33.065	32.501	1757811	838699	0.0977	AY12.2021	68.9	68.9
AY12.1.3	AY12		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.481921	-110.85064	2021.08.31	2021	2021.08.31 08:56:43	1	7.06	68.90	1.869	50_70	filaments	yes	Illumina NextSeq2000	SRR32625387	SAMN47273416	33.06	32.616	1803033	915406	0.102405	AY12.2021	68.9	68.9
AA01.2.1	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678598	-118.34824	2022.07.31	2022	2022.07.30 19:31:07	2	8.31	49.20	2.86	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32675032	SAMN47273668	36.214	36.412	29387632	20403518	0.103675	AA01.2022	53.3	57
AA01.2.2	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678562	-118.34814	2022.07.31	2022	2022.07.30 19:39:55	2	8.09	52.70	2.86	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675031	SAMN47273669	36.039	36.429	39022828	26643926	0.09624	AA01.2022	53.3	57
AA01.2.3	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678534	-118.34809	2022.07.31	2022	2022.07.30 19:45:34	2	8.11	52.00	2.84	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674856	SAMN47273670	36.302	36.418	35071660	23964557	0.0937	AA01.2022	53.3	57
AA01.2.4	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678505	-118.34819	2022.07.31	2022	2022.07.30 19:50:30	2	8.08	53.30	2.86	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674809	SAMN47273671	36.156	36.09	34804604	22751828	0.11141	AA01.2022	53.3	57
AA01.2.5	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.678471	-118.34823	2022.07.31	2022	2022.07.30 19:57:39	2	8.22	48.80	2.68	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674889	SAMN47273672	35.889	36.5	1305020	907671	0.07849	AA01.2022	53.3	57
AA01.2.6	AA01	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.67852	-118.34828	2022.07.31	2022	2022.07.30 20:02:13	2	8.1	51.50	2.87	50_70	filament	yes	Illumina NovaSeq X Plus	SRR32674878	SAMN47273673	36.215	36.552	36105504	24995544	0.151605	AA01.2022	53.3	57
AA03.2.1	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677522	-118.34698	2022.07.31	2022	2022.07.31 06:17:46	2	8.1	92.80	2.95	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674754	SAMN47273674	35.588	36.731	33574054	21768662	0.11752	AA03.2022	92.8	92.8
AA03.2.2	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.6775	-118.34697	2022.07.31	2022	2022.07.31 06:23:29	2	6.53	63.00	1.777	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674743	SAMN47273675	36.007	36.505	40438964	28328521	0.136065	AA03.2022	92.8	92.8
AA03.2.3	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677504	-118.34711	2022.07.31	2022	2022.07.31 06:28:32	2	6.66	45.30	2.88	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674732	SAMN47273676	35.986	36.606	41995118	29076921	0.139895	AA03.2022	92.8	92.8
AA03.2.4	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.67747	-118.34709	2022.07.31	2022	2022.07.31 06:34:54	2	7.76	45.40	2.88	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674802	SAMN47273677	36.043	36.745	50822061	37389256	0.174675	AA03.2022	92.8	92.8
AA03.2.5	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.67738	-118.34708	2022.07.31	2022	2022.07.31 06:36:52	2	8.35	67.70	2.85	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32675030	SAMN47273678	36.335	35.863	36353037	24172730	0.089475	AA03.2022	92.8	92.8
AA03.2.6	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677252	-118.34679	2022.07.31	2022	2022.07.31 06:44:21	2	8.32	35.40	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32675019	SAMN47273679	36.156	36.475	39389574	27257011	0.194865	AA03.2022	92.8	92.8
AA03.2.7	AA03	Mickey Hot Springs	Alvord Desert	Alvord Desert	ALV	no	42.677229	-118.34677	2022.07.31	2022	2022.07.31 06:46:29	2	8.56	54.50	2.87	50_70	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32675008	SAMN47273680	36.244	36.46	36265302	24962180	0.09992	AA03.2022	92.8	92.8
AB02.2.1	AB02		Borax Lake	Alvord Desert	ALV	no	42.332708	-118.60312	2022.08.01	2022	2022.07.31 19:21:51	2	6.86	72.60	2.25	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674997	SAMN47273681	36.178	36.427	33474458	22744111	0.08838	AB02.2022	72.6	76.9
AB02.2.2	AB02		Borax Lake	Alvord Desert	ALV	no	42.332774	-118.60311	2022.08.01	2022	2022.07.31 19:25:03	2	7.39	47.80	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674986	SAMN47273682	36.277	36.332	30949602	20886268	0.044625	AB02.2022	72.6	76.9
AB03.2.1	AB03		Borax Lake	Alvord Desert	ALV	no	42.331214	-118.60361	2022.08.01	2022	2022.07.31 19:05:12	2	8.31	38.00	2.38	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674975	SAMN47273683	36.219	36.443	31825311	21960230	0.170715	AB03.2022	38	89.6
AB04.2.1	AB04		Borax Lake	Alvord Desert	ALV	no	42.333072	-118.6033	2022.08.01	2022	2022.07.31 19:39:13	2	6.9	71.10	2.28	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674932	SAMN47273684	36.148	36.629	40847423	28729507	0.094425	AB04.2022	71.1	71.1
AB07.2.1	AB07		Borax Lake	Alvord Desert	ALV	no	42.333266	-118.60328	2022.08.01	2022	2022.08.01 06:02:37	2	7.16	52.20	2.26	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674921	SAMN47273685	35.788	36.102	961404	620412	0.08907	AB07.2022	52.2	56.3
AB08.2.1	AB08		Borax Lake	Alvord Desert	ALV	no	42.334008	-118.60309	2022.08.01	2022	2022.08.01 06:49:31	2	6.99	90.00	2.32	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674910	SAMN47273686	36.116	36.229	32326126	21851714	0.097665	AB08.2022	90	90
AB08.2.2	AB08		Borax Lake	Alvord Desert	ALV	no	42.334023	-118.60305	2022.08.01	2022	2022.08.01 06:54:58	2	7.43	47.90	2.87	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674867	SAMN47273687	36.213	35.607	40743385	28577519	0.102945	AB08.2022	90	90
AB08.2.4	AB08		Borax Lake	Alvord Desert	ALV	no	42.333963	-118.60303	2022.08.01	2022	2022.08.01 07:03:14	2	7.85	51.80	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674855	SAMN47273689	36.413	36.438	34741184	23463911	0.06943	AB08.2022	90	90
AB09.2.2	AB09		Borax Lake	Alvord Desert	ALV	no	42.334158	-118.60303	2022.08.01	2022	2022.08.01 07:28:33	2	7.28	46.00	2.4	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674844	SAMN47273691	36.207	36.105	34598436	23528934	0.069635	AB09.2022	46	61.8
AB11A.2.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334542	-118.60293	2022.08.01	2022	2022.08.01 07:49:52	2	6.98	55.40	2.36	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674961	SAMN47273692	36.101	36.239	30629542	20595876	0.176775	AB11.2022	74.1	89.9
AB11B.2.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.334589	-118.60289	2022.08.01	2022	2022.08.01 07:56:40	2	7.04	54.40	2.41	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674950	SAMN47273693	36.187	36.52	38448556	26666486	0.248705	AB11.2022	74.1	89.9
AB11C.2.1	AB11		Borax Lake	Alvord Desert	ALV	no	42.33464	-118.60287	2022.08.01	2022	2022.08.01 08:03:18	2	7.05	74.10	2.42	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674939	SAMN47273694	36.108	36.211	34262247	23090919	0.05467	AB11.2022	74.1	89.9
AB20.2.1	AB20		Borax Lake	Alvord Desert	ALV	no	42.326643	-118.60398	2022.07.31	2022	2022.07.31 09:30:30	2	6.02	27.50	3.72	below_30	mud	yes	Illumina NovaSeq X Plus	SRR32674783	SAMN47273698	36.03	36.66	43264423	30927776	0.25056	AB20.2022	27.5	27.5
AB22.2.1	AB22		Borax Lake	Alvord Desert	ALV	no	42.329733	-118.60397	2022.07.31	2022	2022.07.31 10:22:43	2	7.14	83.10	2.39	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674772	SAMN47273699	35.905	36.422	33792676	22148304	0.127165	AB22.2022	83.1	86.2
AB22.2.2	AB22		Borax Lake	Alvord Desert	ALV	no	42.329715	-118.60396	2022.07.31	2022	2022.07.31 10:28:50	2	8.07	38.10	2.41	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674761	SAMN47273700	34.31	37.633	31071694	26899673	0.18892	AB22.2022	83.1	86.2
AB22.2.3	AB22		Borax Lake	Alvord Desert	ALV	no	42.329788	-118.60396	2022.07.31	2022	2022.07.31 10:34:33	2	7.96	37.80	2.4	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674831	SAMN47273701	35.878	36.591	31626385	20999649	0.143585	AB22.2022	83.1	86.2
AB22.2.4	AB22		Borax Lake	Alvord Desert	ALV	no	42.330098	-118.60391	2022.07.31	2022	2022.07.31 10:40:06	2	7.63	43.00	2.37	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674820	SAMN47273702	36.056	36.918	35834128	26804281	0.22538	AB22.2022	83.1	86.2
AB22.2.5	AB22		Borax Lake	Alvord Desert	ALV	no	42.330096	-118.60397	2022.07.31	2022	2022.07.31 10:45:43	2	7.26	54.50	2.4	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674904	SAMN47273703	36.165	36.572	37332396	25945819	0.160085	AB22.2022	83.1	86.2
AB31.2.1	AB31		Borax Lake	Alvord Desert	ALV	no	42.333223	-118.60333	2022.08.01	2022	2022.08.01 06:15:47	2	6.84	74.00	2.27	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674898	SAMN47273704	36.103	35.716	32741565	21463515	0.101905	AB31.2022	74	75.3
AB32.2.1	AB32		Borax Lake	Alvord Desert	ALV	no	42.333183	-118.60333	2022.08.01	2022	2022.08.01 06:23:38	2	6.94	64.00	2.23	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674897	SAMN47273705	36.13	36.396	30501176	20595983	0.07315	AB32.2022	64	72.5
AB35.2.1	AB35	Borax Lake	Borax Lake	Alvord Desert	ALV	no	42.326838	-118.60408	2022.07.31	2022	2022.07.31 09:48:22	2	7.46	35.40	2.5	30_50	flakes	yes	Illumina NovaSeq X Plus	SRR32674896	SAMN47273706	35.888	36.059	36221025	24166930	0.063395	AB35.2022	35.5	36.5
AB35.2.2	AB35	Borax Lake	Borax Lake	Alvord Desert	ALV	no	42.327336	-118.60443	2022.08.01	2022	2022.08.01 09:00:42	2	6.76	35.50	2.62	30_50	flakes	yes	Illumina NovaSeq X Plus	SRR32674895	SAMN47273707	36.107	36.348	34823952	23809852	0.066605	AB35.2022	35.5	36.5
AM01.2.1	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352568	-119.21761	2022.08.01	2022	2022.08.01 16:29:51	2	8.42	53.60	0.414	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674894	SAMN47273708	35.976	36.529	41806579	27216491	0.16793	AM01.2022	53.6	56
AM01.2.10	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352502	-119.21753	2022.08.02	2022	2022.08.01 17:44:25	2	NA	36.50	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674893	SAMN47273709	35.998	36.579	32797007	22926962	0.187005	AM01.2022	53.6	56
AM01.2.11	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352502	-119.21753	2022.08.02	2022	2022.08.01 17:44:37	2	NA	35.90	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674892	SAMN47273710	35.933	36.608	30903100	21501301	0.191545	AM01.2022	53.6	56
AM01.2.12	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352502	-119.21753	2022.08.02	2022	2022.08.01 17:44:53	2	NA	35.80	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674891	SAMN47273711	36.011	36.747	48241700	34860285	0.21727	AM01.2022	53.6	56
AM01.2.13	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352502	-119.21753	2022.08.02	2022	2022.08.01 17:45:08	2	NA	38.80	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674890	SAMN47273712	36.003	36.662	33243580	23987360	0.22051	AM01.2022	53.6	56
AM01.2.2	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352533	-119.21766	2022.08.01	2022	2022.08.01 16:37:07	2	8.52	52.60	0.411	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674888	SAMN47273713	36.103	36.295	37695986	25354348	0.180065	AM01.2022	53.6	56
AM01.2.3	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352515	-119.21756	2022.08.01	2022	2022.08.01 16:43:17	2	8.63	48.20	0.413	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674887	SAMN47273714	36.02	36.296	37142867	25239609	0.176035	AM01.2022	53.6	56
AM01.2.4	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352529	-119.2175	2022.08.01	2022	2022.08.01 16:47:01	2	8.57	46.00	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674886	SAMN47273715	36.013	36.446	39318360	27220121	0.21081	AM01.2022	53.6	56
AM01.2.5	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352502	-119.21753	2022.08.01	2022	2022.08.01 16:53:45	2	9.54	30.80	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674885	SAMN47273716	35.77	36.75	28353681	19834795	0.12741	AM01.2022	53.6	56
AM01.2.6	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352435	-119.21741	2022.08.02	2022	2022.08.01 17:07:15	2	8.54	49.90	0.414	30_50	filaments	yes	Illumina NovaSeq X Plus	SRR32674884	SAMN47273717	36.057	36.749	35586886	25316054	0.122195	AM01.2022	53.6	56
AM01.2.7	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352273	-119.21722	2022.08.02	2022	2022.08.01 17:16:59	2	8.48	47.90	0.413	30_50	filaments	yes	Illumina NovaSeq X Plus	SRR32674883	SAMN47273718	36.089	36.495	38221612	26647556	0.28846	AM01.2022	53.6	56
AM01.2.8	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352502	-119.21753	2022.08.02	2022	2022.08.01 17:32:06	2	NA	34.80	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674882	SAMN47273719	35.729	36.419	26744105	18518574	0.13575	AM01.2022	53.6	56
AM01.2.9	AM01		Soldier Meadows	Black Rock Desert	BLR	no	41.352502	-119.21753	2022.08.02	2022	2022.08.01 17:44:12	2	NA	34.80	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674881	SAMN47273720	36.003	36.484	31246737	21851262	0.178815	AM01.2022	53.6	56
AM02.2.1	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.357057	-119.18903	2022.08.02	2022	2022.08.02 08:25:21	2	8.41	55.20	0.419	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674880	SAMN47273721	36.056	36.367	31830878	21020194	0.15408	AM02.2022	56.4	58.6
AM02.2.2	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.357012	-119.18903	2022.08.02	2022	2022.08.02 08:28:18	2	8.44	56.40	0.417	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674879	SAMN47273722	36.147	36.679	41930322	29916165	0.123395	AM02.2022	56.4	58.6
AM02.2.3	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356977	-119.18903	2022.08.02	2022	2022.08.02 08:36:33	2	8.82	50.00	0.423	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674877	SAMN47273723	36.06	36.466	39215833	27049146	0.151815	AM02.2022	56.4	58.6
AM02.2.4	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356978	-119.18906	2022.08.02	2022	2022.08.02 08:41:18	2	8.48	55.40	0.419	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674876	SAMN47273724	36.068	36.771	50721213	36692543	0.17921	AM02.2022	56.4	58.6
AM02.2.5	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356943	-119.18897	2022.08.02	2022	2022.08.02 08:51:40	2	8.49	54.80	0.415	50_70	filaments	yes	Illumina NovaSeq X Plus	SRR32674875	SAMN47273725	35.924	36.548	47147512	32922928	0.210205	AM02.2022	56.4	58.6
AM02.2.6	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356883	-119.18892	2022.08.02	2022	2022.08.02 08:59:58	2	8.7	48.50	0.415	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674874	SAMN47273726	36.132	36.603	47770090	33693487	0.166115	AM02.2022	56.4	58.6
AM02.2.7	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356678	-119.18886	2022.08.02	2022	2022.08.02 09:13:17	2	8.55	51.20	0.418	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674873	SAMN47273727	35.858	36.948	38595877	28519859	0.21802	AM02.2022	56.4	58.6
AM02.2.8	AM02		Soldier Meadows	Black Rock Desert	BLR	no	41.356553	-119.18879	2022.08.02	2022	2022.08.02 09:21:43	2	8.56	51.40	0.414	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674759	SAMN47273728	35.859	36.358	27854530	18798936	0.17389	AM02.2022	56.4	58.6
AR01B.2.1	AR01	Double Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	41.050962	-119.02639	2022.08.02	2022	2022.08.02 15:51:36	2	8.05	55.30	1.012	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674758	SAMN47273730	36.037	36.512	40223246	28038938	0.14713	AR01.2022	55.3	86.5
AR10.2.1	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973749	-119.00814	2022.08.03	2022	2022.08.02 17:43:25	2	7.55	49.60	2.35	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674757	SAMN47273733	35.952	37.353	60164255	48006507	0.2739	AR10.2022	49.6	49.6
AR10.2.2	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.97374	-119.00817	2022.08.03	2022	2022.08.02 17:47:30	2	7.55	49.60	2.35	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674756	SAMN47273734	36.041	36.913	30013450	22239074	0.24559	AR10.2022	49.6	49.6
AR10.2.3	AR10	Black Rock Hot Springs	Black Rock Desert	Black Rock Desert	BLR	no	40.973895	-119.00812	2022.08.03	2022	2022.08.02 17:50:52	2	7.7	47.70	2.32	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674755	SAMN47273735	35.982	36.67	30899950	22152738	0.26303	AR10.2022	49.6	49.6
