MEROPS peptidase ID	SGB_001 Hit numbers	SGB_001 Hits	SGB_002 Hit numbers	SGB_002 Hits	SGB_003 Hit numbers	SGB_003 Hits	SGB_004 Hit numbers	SGB_004 Hits	SGB_005 Hit numbers	SGB_005 Hits	SGB_006 Hit numbers	SGB_006 Hits	SGB_007 Hit numbers	SGB_007 Hits	SGB_008 Hit numbers	SGB_008 Hits	SGB_009 Hit numbers	SGB_009 Hits	SGB_010 Hit numbers	SGB_010 Hits	SGB_011 Hit numbers	SGB_011 Hits	SGB_012 Hit numbers	SGB_012 Hits	SGB_013 Hit numbers	SGB_013 Hits	SGB_014 Hit numbers	SGB_014 Hits	SGB_015 Hit numbers	SGB_015 Hits	SGB_016 Hit numbers	SGB_016 Hits	SGB_017 Hit numbers	SGB_017 Hits	SGB_018 Hit numbers	SGB_018 Hits	SGB_019 Hit numbers	SGB_019 Hits	SGB_020 Hit numbers	SGB_020 Hits	SGB_021 Hit numbers	SGB_021 Hits	SGB_022 Hit numbers	SGB_022 Hits	SGB_023 Hit numbers	SGB_023 Hits	SGB_024 Hit numbers	SGB_024 Hits	TRUNC_050 Hit numbers	TRUNC_050 Hits	TRUNC_070 Hit numbers	TRUNC_070 Hits	TRUNC_090 Hit numbers	TRUNC_090 Hits	TRUNC_100 Hit numbers	TRUNC_100 Hits
S33	2	SGB_001__k141_19200_11;SGB_001__k141_55900_10	6	SGB_002__k141_10972_58;SGB_002__k141_21924_3;SGB_002__k141_22112_22;SGB_002__k141_22112_25;SGB_002__k141_3299_8;SGB_002__k141_38696_5	0	None	9	SGB_004__k141_10768_4;SGB_004__k141_25627_31;SGB_004__k141_30053_14;SGB_004__k141_31184_30;SGB_004__k141_36446_41;SGB_004__k141_3799_21;SGB_004__k141_46787_33;SGB_004__k141_46787_92;SGB_004__k141_50442_9	9	SGB_005__k141_14745_60;SGB_005__k141_21202_19;SGB_005__k141_2230_53;SGB_005__k141_33884_20;SGB_005__k141_47395_16;SGB_005__k141_48560_87;SGB_005__k141_52677_5;SGB_005__k141_7630_31;SGB_005__k141_9195_49	17	SGB_006__k141_11239_14;SGB_006__k141_12648_6;SGB_006__k141_14574_9;SGB_006__k141_16603_3;SGB_006__k141_18318_2;SGB_006__k141_20613_12;SGB_006__k141_21431_6;SGB_006__k141_24895_3;SGB_006__k141_26827_6;SGB_006__k141_31536_3;SGB_006__k141_33502_2;SGB_006__k141_42210_1;SGB_006__k141_44941_2;SGB_006__k141_46508_9;SGB_006__k141_52449_7;SGB_006__k141_5475_5;SGB_006__k141_6828_1	14	SGB_007__k141_16231_8;SGB_007__k141_17043_9;SGB_007__k141_23045_3;SGB_007__k141_27558_66;SGB_007__k141_31912_111;SGB_007__k141_38315_36;SGB_007__k141_4423_9;SGB_007__k141_46661_24;SGB_007__k141_5254_61;SGB_007__k141_54358_5;SGB_007__k141_54358_9;SGB_007__k141_54738_8;SGB_007__k141_7380_42;SGB_007__k141_7580_1	0	None	0	None	0	None	1	SGB_011__k141_58026_15	3	SGB_012__k141_112_6;SGB_012__k141_56495_1;SGB_012__k141_57242_3	0	None	2	SGB_014__k141_32214_59;SGB_014__k141_41396_663	1	SGB_015__k141_5827_3	1	SGB_016__k141_13268_39	3	SGB_017__k141_26194_1;SGB_017__k141_30041_3;SGB_017__k141_56918_23	0	None	0	None	4	SGB_020__k141_12477_22;SGB_020__k141_34545_14;SGB_020__k141_38991_1;SGB_020__k141_45469_66	8	SGB_021__k141_12179_8;SGB_021__k141_17082_9;SGB_021__k141_20931_5;SGB_021__k141_25938_12;SGB_021__k141_2621_2;SGB_021__k141_2835_9;SGB_021__k141_29932_11;SGB_021__k141_45155_15	18	SGB_022__k141_10799_18;SGB_022__k141_10799_46;SGB_022__k141_10799_47;SGB_022__k141_20140_50;SGB_022__k141_20140_80;SGB_022__k141_20140_425;SGB_022__k141_22188_41;SGB_022__k141_22188_43;SGB_022__k141_22188_100;SGB_022__k141_31432_218;SGB_022__k141_35969_105;SGB_022__k141_35969_252;SGB_022__k141_35969_376;SGB_022__k141_35969_564;SGB_022__k141_35969_621;SGB_022__k141_36058_303;SGB_022__k141_36058_362;SGB_022__k141_51277_265	1	SGB_023__k141_43673_55	1	SGB_024__k141_23055_54	5	TRUNC_050__k141_10972_58;TRUNC_050__k141_21924_3;TRUNC_050__k141_38696_5;TRUNC_050__k141_22112_22;TRUNC_050__k141_22112_25	5	TRUNC_070__k141_10972_58;TRUNC_070__k141_21924_3;TRUNC_070__k141_38696_5;TRUNC_070__k141_22112_22;TRUNC_070__k141_22112_25	6	TRUNC_090__k141_10972_58;TRUNC_090__k141_21924_3;TRUNC_090__k141_38696_5;TRUNC_090__k141_22112_22;TRUNC_090__k141_22112_25;TRUNC_090__k141_3299_8	6	TRUNC_100__k141_10972_58;TRUNC_100__k141_21924_3;TRUNC_100__k141_38696_5;TRUNC_100__k141_22112_22;TRUNC_100__k141_22112_25;TRUNC_100__k141_3299_8
S41A	0	None	0	None	0	None	1	SGB_004__k141_12288_8	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_38743_1	1	SGB_022__k141_22188_109	0	None	0	None	0	None	0	None	0	None	0	None
S46	0	None	0	None	2	SGB_003__k141_2138_25;SGB_003__k141_44533_2	0	None	0	None	4	SGB_006__k141_31211_1;SGB_006__k141_34808_1;SGB_006__k141_47609_4;SGB_006__k141_6461_7	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_57152_15	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S49A	0	None	0	None	0	None	0	None	0	None	3	SGB_006__k141_17617_1;SGB_006__k141_19966_2;SGB_006__k141_4101_7	0	None	0	None	0	None	0	None	0	None	2	SGB_012__k141_19365_3;SGB_012__k141_42554_10	0	None	1	SGB_014__k141_31587_465	1	SGB_015__k141_50235_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S49B	0	None	1	SGB_002__k141_29181_63	1	SGB_003__k141_34767_2	1	SGB_004__k141_50188_11	1	SGB_005__k141_47536_59	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_015__k141_12335_1	0	None	1	SGB_017__k141_29905_55	0	None	0	None	0	None	0	None	1	SGB_022__k141_35969_149	0	None	0	None	0	None	0	None	1	TRUNC_090__k141_29181_63	1	TRUNC_100__k141_29181_63
S51	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_43050_2	1	SGB_007__k141_28520_6	0	None	0	None	0	None	0	None	1	SGB_012__k141_24571_12	0	None	0	None	0	None	0	None	2	SGB_017__k141_7233_6;SGB_017__k141_7895_2	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S54	0	None	0	None	1	SGB_003__k141_16476_4	1	SGB_004__k141_34119_79	1	SGB_005__k141_40532_50	1	SGB_006__k141_41346_7	1	SGB_007__k141_44230_9	1	SGB_008__k141_13762_2	1	SGB_009__k141_13431_2	1	SGB_010__k141_4887_16	0	None	0	None	0	None	1	SGB_014__k141_31587_487	0	None	0	None	1	SGB_017__k141_53166_8	0	None	1	SGB_019__k141_15880_316	1	SGB_020__k141_7613_9	3	SGB_021__k141_18055_1;SGB_021__k141_18500_1;SGB_021__k141_54383_18	3	SGB_022__k141_20140_159;SGB_022__k141_20140_240;SGB_022__k141_27649_24	2	SGB_023__k141_1521_34;SGB_023__k141_15492_56	2	SGB_024__k141_26212_25;SGB_024__k141_31494_83	0	None	0	None	0	None	0	None
S66	1	SGB_001__k141_31750_7	0	None	0	None	1	SGB_004__k141_39554_6	1	SGB_005__k141_49665_17	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_012__k141_48563_7	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_022__k141_35969_321	0	None	0	None	0	None	0	None	0	None	0	None
S78	1	SGB_001__k141_50523_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
S82	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_021__k141_34044_7	0	None	0	None	1	SGB_024__k141_8199_2	0	None	0	None	0	None	0	None
S85	0	None	0	None	0	None	0	None	0	None	1	SGB_006__k141_36750_11	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
T01A	0	None	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_008__k141_3556_3;SGB_008__k141_55538_3	3	SGB_009__k141_19938_10;SGB_009__k141_29731_6;SGB_009__k141_33341_1	2	SGB_010__k141_33110_23;SGB_010__k141_48586_26	1	SGB_011__k141_4213_25	0	None	2	SGB_013__k141_10271_2;SGB_013__k141_37774_3	0	None	0	None	0	None	0	None	0	None	3	SGB_019__k141_15880_264;SGB_019__k141_15880_400;SGB_019__k141_21892_377	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
T01B	1	SGB_001__k141_27838_18	1	SGB_002__k141_56029_13	0	None	1	SGB_004__k141_8692_12	1	SGB_005__k141_6369_16	2	SGB_006__k141_2327_2;SGB_006__k141_35942_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_014__k141_41396_557	1	SGB_015__k141_16010_1	1	SGB_016__k141_26337_71	1	SGB_017__k141_56331_75	0	None	0	None	0	None	0	None	1	SGB_022__k141_35969_108	1	SGB_023__k141_44305_39	1	SGB_024__k141_44623_38	0	None	1	TRUNC_070__k141_56029_13	1	TRUNC_090__k141_56029_13	1	TRUNC_100__k141_56029_13
T01X	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_011__k141_2594_42	0	None	0	None	0	None	0	None	0	None	0	None	2	SGB_018__k141_2255_1;SGB_018__k141_55938_5	0	None	1	SGB_020__k141_50465_2	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
T02	0	None	0	None	0	None	0	None	0	None	2	SGB_006__k141_15924_4;SGB_006__k141_39830_1	2	SGB_007__k141_43140_13;SGB_007__k141_7580_10	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_019__k141_21892_364	1	SGB_020__k141_21123_10	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
T03	0	None	1	SGB_002__k141_10972_14	0	None	0	None	0	None	2	SGB_006__k141_43716_1;SGB_006__k141_56381_7	1	SGB_007__k141_19217_2	0	None	0	None	0	None	0	None	2	SGB_012__k141_34270_2;SGB_012__k141_56888_1	0	None	2	SGB_014__k141_31587_183;SGB_014__k141_41396_58	0	None	0	None	0	None	0	None	0	None	0	None	0	None	3	SGB_022__k141_27649_64;SGB_022__k141_31432_96;SGB_022__k141_35969_318	0	None	0	None	1	TRUNC_050__k141_10972_14	1	TRUNC_070__k141_10972_14	1	TRUNC_090__k141_10972_14	1	TRUNC_100__k141_10972_14
U32	1	SGB_001__k141_12991_30	1	SGB_002__k141_51470_37	0	None	1	SGB_004__k141_25627_22	1	SGB_005__k141_2230_8	4	SGB_006__k141_26805_3;SGB_006__k141_34299_1;SGB_006__k141_38002_1;SGB_006__k141_47785_2	1	SGB_007__k141_51497_11	0	None	0	None	2	SGB_010__k141_52219_9;SGB_010__k141_57727_37	1	SGB_011__k141_9008_15	1	SGB_012__k141_27128_14	1	SGB_013__k141_54249_1	1	SGB_014__k141_18728_95	1	SGB_015__k141_13413_1	1	SGB_016__k141_28921_39	1	SGB_017__k141_8264_128	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	TRUNC_070__k141_51470_37	1	TRUNC_090__k141_51470_37	1	TRUNC_100__k141_51470_37
U56	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_015__k141_27278_3	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_023__k141_36301_256	1	SGB_024__k141_41027_21	0	None	0	None	0	None	0	None
U57	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	1	SGB_017__k141_37642_1	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None	0	None
