ReferenceID	Species	DomainTruth	SourceFile	SourceHeader	LengthBp
ZYMOV2|Cryptococcus_neoformans|02455|34621	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34621 364 2157 21325-,517+,21338+	364
ZYMOV2|Cryptococcus_neoformans|02456|5169	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5169 363 171057	363
ZYMOV2|Cryptococcus_neoformans|02457|34445	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34445 363 2159 17430+,8821+,27083-	363
ZYMOV2|Cryptococcus_neoformans|02458|34045	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34045 362 4805 8722+,18287+,18349+	362
ZYMOV2|Cryptococcus_neoformans|02459|34241	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34241 362 9452 12774-,15467+,5775+	362
ZYMOV2|Cryptococcus_neoformans|02460|34819	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34819 362 5367 25364-,...,29227+	362
ZYMOV2|Cryptococcus_neoformans|02461|25473	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25473 361 1594	361
ZYMOV2|Cryptococcus_neoformans|02462|14022	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14022 360 1911	360
ZYMOV2|Cryptococcus_neoformans|02463|34492	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34492 360 8648 18377-,...,19863+	360
ZYMOV2|Cryptococcus_neoformans|02464|2498	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2498 359 1705	359
ZYMOV2|Cryptococcus_neoformans|02465|33795	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33795 358 1930 3289+,11071-,12806+	358
ZYMOV2|Cryptococcus_neoformans|02466|33893	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33893 357 3425 5643+,...,27762-	357
ZYMOV2|Cryptococcus_neoformans|02467|34578	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34578 357 5842 20412-,20787-,3778+	357
ZYMOV2|Cryptococcus_neoformans|02468|34590	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34590 357 1807 20675+,19651+,24059+	357
ZYMOV2|Cryptococcus_neoformans|02469|34979	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34979 357 32998 28922+,28024-,27852-	357
ZYMOV2|Cryptococcus_neoformans|02470|34006	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34006 356 4636 7952+,3278+	356
ZYMOV2|Cryptococcus_neoformans|02471|33751	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33751 355 4879 2346+,3528-,9595+	355
ZYMOV2|Cryptococcus_neoformans|02472|34104	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34104 355 1948 9697+,10053+,3723-	355
ZYMOV2|Cryptococcus_neoformans|02473|11449	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11449 354 1717	354
ZYMOV2|Cryptococcus_neoformans|02474|33724	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33724 354 3095 1741+,26428-,12683+	354
ZYMOV2|Cryptococcus_neoformans|02475|2125	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	2125 352 81550	352
ZYMOV2|Cryptococcus_neoformans|02476|3009	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3009 352 176231	352
ZYMOV2|Cryptococcus_neoformans|02477|34728	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34728 351 3929 23399-,12107-,6712+	351
ZYMOV2|Cryptococcus_neoformans|02478|34349	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34349 349 2630 15302+,18084+	349
ZYMOV2|Cryptococcus_neoformans|02479|25374	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25374 347 154899	347
ZYMOV2|Cryptococcus_neoformans|02480|33857	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33857 347 2562 4770+,22451-,19449-	347
ZYMOV2|Cryptococcus_neoformans|02481|34197	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34197 347 1860 11760+,3532+,6268-	347
ZYMOV2|Cryptococcus_neoformans|02482|34330	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34330 347 9166 15014+,...,3801+	347
ZYMOV2|Cryptococcus_neoformans|02483|1635	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1635 346 127585	346
ZYMOV2|Cryptococcus_neoformans|02484|17565	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17565 346 2909	346
ZYMOV2|Cryptococcus_neoformans|02485|22685	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22685 346 173006	346
ZYMOV2|Cryptococcus_neoformans|02486|34176	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34176 346 2795 11265+,1987-,20795+	346
ZYMOV2|Cryptococcus_neoformans|02487|34593	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34593 346 2326 20710+,28068-,22369-	346
ZYMOV2|Cryptococcus_neoformans|02488|34247	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34247 345 3270 12926+,...,14491-	345
ZYMOV2|Cryptococcus_neoformans|02489|34413	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34413 345 3736 16728+,17623+	345
ZYMOV2|Cryptococcus_neoformans|02490|33900	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33900 344 4426 5708+,8341+	344
ZYMOV2|Cryptococcus_neoformans|02491|7850	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7850 343 150841	343
ZYMOV2|Cryptococcus_neoformans|02492|34312	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34312 343 2594 14863-,14806+	343
ZYMOV2|Cryptococcus_neoformans|02493|34560	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34560 343 2125 19958+,8248-,12319+	343
ZYMOV2|Cryptococcus_neoformans|02494|34740	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34740 343 1709 23566-,28001+	343
ZYMOV2|Cryptococcus_neoformans|02495|34787	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34787 343 1662 24541+,18799-,15593+	343
ZYMOV2|Cryptococcus_neoformans|02496|33872	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33872 342 5596 5238-,...,12928+	342
ZYMOV2|Cryptococcus_neoformans|02497|34892	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34892 339 3922 27068+,2768-,23669+	339
ZYMOV2|Cryptococcus_neoformans|02498|19642	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19642 337 1405	337
ZYMOV2|Cryptococcus_neoformans|02499|34803	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34803 337 3955 24990-,3184-,29260+	337
ZYMOV2|Cryptococcus_neoformans|02500|20612	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20612 335 1318	335
ZYMOV2|Cryptococcus_neoformans|02501|25309	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25309 334 154175	334
ZYMOV2|Cryptococcus_neoformans|02502|34793	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34793 334 3835 24846+,6529-,20805+	334
ZYMOV2|Cryptococcus_neoformans|02503|15864	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15864 333 146578	333
ZYMOV2|Cryptococcus_neoformans|02504|26139	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26139 331 21399	331
ZYMOV2|Cryptococcus_neoformans|02505|34577	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34577 329 3393 20410+,1525+,20944+	329
ZYMOV2|Cryptococcus_neoformans|02506|10983	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10983 328 1283	328
ZYMOV2|Cryptococcus_neoformans|02507|13575	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13575 328 1533	328
ZYMOV2|Cryptococcus_neoformans|02508|30171	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30171 327 146084 3575-,26351-	327
ZYMOV2|Cryptococcus_neoformans|02509|34106	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34106 327 2485 9732-,...,23263+	327
ZYMOV2|Cryptococcus_neoformans|02510|10995	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10995 326 1817	326
ZYMOV2|Cryptococcus_neoformans|02511|20369	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20369 326 1699	326
ZYMOV2|Cryptococcus_neoformans|02512|34826	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34826 326 6125 25455+,81N,4907+	326
ZYMOV2|Cryptococcus_neoformans|02513|13009	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13009 324 1234	324
ZYMOV2|Cryptococcus_neoformans|02514|136	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	136 322 1346	322
ZYMOV2|Cryptococcus_neoformans|02515|8460	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8460 322 1378	322
ZYMOV2|Cryptococcus_neoformans|02516|10792	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10792 322 1629	322
ZYMOV2|Cryptococcus_neoformans|02517|18106	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18106 322 139389	322
ZYMOV2|Cryptococcus_neoformans|02518|24704	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24704 322 1633	322
ZYMOV2|Cryptococcus_neoformans|02519|34660	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34660 322 3477 22047-,28630-,6815+	322
ZYMOV2|Cryptococcus_neoformans|02520|10564	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10564 321 79303	321
ZYMOV2|Cryptococcus_neoformans|02521|33686	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33686 319 3134 779+,...,17911+	319
ZYMOV2|Cryptococcus_neoformans|02522|34825	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34825 318 3933 25451-,21679+	318
ZYMOV2|Cryptococcus_neoformans|02523|17554	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17554 316 1534	316
ZYMOV2|Cryptococcus_neoformans|02524|22812	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22812 316 1417	316
ZYMOV2|Cryptococcus_neoformans|02525|22085	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22085 313 137390	313
ZYMOV2|Cryptococcus_neoformans|02526|30396	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30396 313 95488 4650+,11992+	313
ZYMOV2|Cryptococcus_neoformans|02527|34254	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34254 313 6966 13150-,...,14347+	313
ZYMOV2|Cryptococcus_neoformans|02528|33749	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33749 312 2056 2330+,13335+,19251+	312
ZYMOV2|Cryptococcus_neoformans|02529|34422	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34422 312 3525 16878+,4343-,17749+	312
ZYMOV2|Cryptococcus_neoformans|02530|34727	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34727 312 6276 23399+,19184+	312
ZYMOV2|Cryptococcus_neoformans|02531|8034	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8034 309 1454	309
ZYMOV2|Cryptococcus_neoformans|02532|1352	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1352 308 12020	308
ZYMOV2|Cryptococcus_neoformans|02533|18405	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18405 308 1211	308
ZYMOV2|Cryptococcus_neoformans|02534|12116	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12116 306 12108	306
ZYMOV2|Cryptococcus_neoformans|02535|34151	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34151 306 18975 10729+,18653-,20099-	306
ZYMOV2|Cryptococcus_neoformans|02536|18519	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18519 305 1252	305
ZYMOV2|Cryptococcus_neoformans|02537|34913	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34913 303 2497 27568+,14744-,13709-	303
ZYMOV2|Cryptococcus_neoformans|02538|15253	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15253 302 140353	302
ZYMOV2|Cryptococcus_neoformans|02539|34527	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34527 302 3245 19094-,20626+	302
ZYMOV2|Cryptococcus_neoformans|02540|6748	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6748 301 1254	301
ZYMOV2|Cryptococcus_neoformans|02541|21189	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21189 301 123854	301
ZYMOV2|Cryptococcus_neoformans|02542|25186	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25186 300 130040	300
ZYMOV2|Cryptococcus_neoformans|02543|9578	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9578 299 125742	299
ZYMOV2|Cryptococcus_neoformans|02544|29516	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29516 299 1097 969-,9736+	299
ZYMOV2|Cryptococcus_neoformans|02545|4624	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4624 298 1354	298
ZYMOV2|Cryptococcus_neoformans|02546|23438	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	23438 298 1211	298
ZYMOV2|Cryptococcus_neoformans|02547|8692	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8692 297 124022	297
ZYMOV2|Cryptococcus_neoformans|02548|27752	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27752 297 1332	297
ZYMOV2|Cryptococcus_neoformans|02549|33699	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33699 297 4343 1104-,2629+,445+	297
ZYMOV2|Cryptococcus_neoformans|02550|34310	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34310 297 10802 14822-,26743-,17072+	297
ZYMOV2|Cryptococcus_neoformans|02551|28600	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28600 296 1163	296
ZYMOV2|Cryptococcus_neoformans|02552|25717	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25717 295 1306	295
ZYMOV2|Cryptococcus_neoformans|02553|27308	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27308 295 1162	295
ZYMOV2|Cryptococcus_neoformans|02554|27422	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27422 295 1344	295
ZYMOV2|Cryptococcus_neoformans|02555|6875	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	6875 294 1290	294
ZYMOV2|Cryptococcus_neoformans|02556|4159	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4159 293 1199	293
ZYMOV2|Cryptococcus_neoformans|02557|9400	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9400 293 126400	293
ZYMOV2|Cryptococcus_neoformans|02558|24342	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24342 291 1083	291
ZYMOV2|Cryptococcus_neoformans|02559|10791	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10791 290 1289	290
ZYMOV2|Cryptococcus_neoformans|02560|26613	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26613 290 113263	290
ZYMOV2|Cryptococcus_neoformans|02561|33827	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33827 289 2995 3870+,18163-,22843+	289
ZYMOV2|Cryptococcus_neoformans|02562|15297	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15297 288 104057	288
ZYMOV2|Cryptococcus_neoformans|02563|32525	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	32525 288 1236 18294-,27328-	288
ZYMOV2|Cryptococcus_neoformans|02564|4941	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4941 287 1164	287
ZYMOV2|Cryptococcus_neoformans|02565|13118	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13118 287 58404	287
ZYMOV2|Cryptococcus_neoformans|02566|29166	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29166 286 1055	286
ZYMOV2|Cryptococcus_neoformans|02567|33939	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33939 286 5134 6325+,9339+	286
ZYMOV2|Cryptococcus_neoformans|02568|4056	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4056 285 1154	285
ZYMOV2|Cryptococcus_neoformans|02569|14861	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14861 285 120188	285
ZYMOV2|Cryptococcus_neoformans|02570|13565	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	13565 284 1209	284
ZYMOV2|Cryptococcus_neoformans|02571|34461	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34461 284 2808 17819+,12282-,27242-	284
ZYMOV2|Cryptococcus_neoformans|02572|24217	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24217 282 1230	282
ZYMOV2|Cryptococcus_neoformans|02573|7008	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	7008 281 99685	281
ZYMOV2|Cryptococcus_neoformans|02574|15172	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15172 281 1179	281
ZYMOV2|Cryptococcus_neoformans|02575|27838	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27838 281 8398	281
ZYMOV2|Cryptococcus_neoformans|02576|33763	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33763 281 2730 2574+,23144+,1522-	281
ZYMOV2|Cryptococcus_neoformans|02577|15816	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15816 280 123330	280
ZYMOV2|Cryptococcus_neoformans|02578|8829	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8829 279 1111	279
ZYMOV2|Cryptococcus_neoformans|02579|17630	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17630 279 1146	279
ZYMOV2|Cryptococcus_neoformans|02580|1215	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1215 277 1202	277
ZYMOV2|Cryptococcus_neoformans|02581|4518	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4518 277 100289	277
ZYMOV2|Cryptococcus_neoformans|02582|18077	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18077 277 1374	277
ZYMOV2|Cryptococcus_neoformans|02583|28266	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28266 277 123299	277
ZYMOV2|Cryptococcus_neoformans|02584|15202	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15202 276 984	276
ZYMOV2|Cryptococcus_neoformans|02585|9856	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9856 275 1456	275
ZYMOV2|Cryptococcus_neoformans|02586|12531	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	12531 275 98019	275
ZYMOV2|Cryptococcus_neoformans|02587|5124	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5124 274 126363	274
ZYMOV2|Cryptococcus_neoformans|02588|5936	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5936 274 2310	274
ZYMOV2|Cryptococcus_neoformans|02589|21145	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21145 274 1333	274
ZYMOV2|Cryptococcus_neoformans|02590|20389	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20389 273 109743	273
ZYMOV2|Cryptococcus_neoformans|02591|20592	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	20592 269 85982	269
ZYMOV2|Cryptococcus_neoformans|02592|1063	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1063 266 1336	266
ZYMOV2|Cryptococcus_neoformans|02593|21054	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21054 265 5183	265
ZYMOV2|Cryptococcus_neoformans|02594|11369	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	11369 264 93675	264
ZYMOV2|Cryptococcus_neoformans|02595|27473	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27473 264 102918	264
ZYMOV2|Cryptococcus_neoformans|02596|25211	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25211 263 972	263
ZYMOV2|Cryptococcus_neoformans|02597|17313	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17313 262 13567	262
ZYMOV2|Cryptococcus_neoformans|02598|22254	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22254 262 1308	262
ZYMOV2|Cryptococcus_neoformans|02599|27677	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27677 262 97771	262
ZYMOV2|Cryptococcus_neoformans|02600|85	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	85 261 1465	261
ZYMOV2|Cryptococcus_neoformans|02601|3599	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3599 261 87714	261
ZYMOV2|Cryptococcus_neoformans|02602|19007	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19007 260 3307	260
ZYMOV2|Cryptococcus_neoformans|02603|19438	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19438 260 107553	260
ZYMOV2|Cryptococcus_neoformans|02604|15676	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15676 258 108242	258
ZYMOV2|Cryptococcus_neoformans|02605|403	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	403 257 1252	257
ZYMOV2|Cryptococcus_neoformans|02606|3620	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3620 257 7414	257
ZYMOV2|Cryptococcus_neoformans|02607|5058	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5058 257 1024	257
ZYMOV2|Cryptococcus_neoformans|02608|15168	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15168 257 1218	257
ZYMOV2|Cryptococcus_neoformans|02609|28887	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28887 256 106724	256
ZYMOV2|Cryptococcus_neoformans|02610|28729	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28729 255 965	255
ZYMOV2|Cryptococcus_neoformans|02611|8269	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8269 254 909	254
ZYMOV2|Cryptococcus_neoformans|02612|19580	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19580 254 900	254
ZYMOV2|Cryptococcus_neoformans|02613|32859	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	32859 254 1050 22092+,26432+	254
ZYMOV2|Cryptococcus_neoformans|02614|1456	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	1456 253 97832	253
ZYMOV2|Cryptococcus_neoformans|02615|14432	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	14432 253 1212	253
ZYMOV2|Cryptococcus_neoformans|02616|15049	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15049 253 999	253
ZYMOV2|Cryptococcus_neoformans|02617|15441	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15441 253 1095	253
ZYMOV2|Cryptococcus_neoformans|02618|24491	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24491 253 111757	253
ZYMOV2|Cryptococcus_neoformans|02619|25425	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25425 253 1316	253
ZYMOV2|Cryptococcus_neoformans|02620|25912	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25912 253 103939	253
ZYMOV2|Cryptococcus_neoformans|02621|4970	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4970 252 1080	252
ZYMOV2|Cryptococcus_neoformans|02622|8614	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	8614 252 1169	252
ZYMOV2|Cryptococcus_neoformans|02623|19105	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19105 252 3676	252
