Contig	LengthBp	Mode	Truth	ReferenceSpecies	Prediction	IdentityPercent	QueryCoveragePercent	MapQ
k141_4767	3538	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.34991520633126	60
k141_4771	53414	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.95132362302019	60
k141_482	3496	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.45652173913044	60
k141_4851	8534	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.82384028185555	99.77736114366064	60
k141_4856	3372	Balanced	Unresolved	Unresolved	Eukaryote	92.27096389137571	99.22894424673784	60
k141_4892	45455	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.95160048399516	60
k141_4894	3638	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.86720266149155	99.12039582188015	60
k141_4968	3300	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.22181596587447	99.45454545454545	60
k141_5000	99329	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.97986489343495	60
k141_5080	5386	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.81978798586573	99.83290011139992	0
k141_5089	24501	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	98.52166455670356	99.93877800906085	60
k141_5117	3926	Balanced	Unresolved	Unresolved	Eukaryote	94.26082500640533	99.41416199694345	60
k141_5125	6498	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.09068399876199	99.44598337950139	0
k141_5131	15627	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.87841556280796	60
k141_5157	3320	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.63855421686748	60
k141_5158	3596	Balanced	Unresolved	Unresolved	Eukaryote	93.78864530635188	98.94327030033371	0
k141_5161	3995	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.64079147640791	98.67334167709637	60
k141_5163	528033	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	99.9193844453612	99.99678050424879	60
k141_5182	88313	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.99546885973855	99.96036823570708	60
k141_5197	55277	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.70325335649405	99.98010022251569	60
k141_5219	16437	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	99.22927539749969	99.66538906126422	60
k141_5238	112741	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.97959925847739	60
k141_528	18140	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.92833517089306	60
k141_5290	263584	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.99392934516605	99.99089474323176	60
k141_5299	3548	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.52345958168456	99.71815107102593	60
k141_5310	3517	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.71444888635065	99.57350014216661	60
k141_5312	3866	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.5020964360587	98.70667356440765	60
k141_5327	3443	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.91844489915229	99.33197792622714	60
k141_5350	34879	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.97704645224228	99.92545657845695	60
k141_5402	3186	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.83427851291745	99.62335216572504	60
k141_5415	4755	Balanced	Unresolved	Unresolved	Eukaryote	94.54775993237531	99.51629863301787	60
k141_5425	14040	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.82905982905983	60
k141_5439	3569	Balanced	Unresolved	Unresolved	Prokaryote	85.85944115156647	99.21546651723172	0
k141_5463	5600	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.89285714285714	60
k141_5486	128333	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.98129996415827	99.98831165795235	60
k141_549	5896	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.92595108695652	99.74559023066486	60
k141_5490	4843	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.04309094675783	99.66962626471195	60
k141_5532	3938	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.36515997968513	60
k141_5538	179870	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99444042919886	60
k141_5540	20734	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.86013311469084	60
k141_5541	3593	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.13140935836368	99.33203451155023	60
k141_5544	3886	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.51497005988024	85.94956253216675	34
k141_5560	3775	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.47019867549669	60
k141_5563	4012	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.25224327018944	60
k141_5571	36030	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.91673605328893	60
k141_559	3138	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.49012109623965	60
k141_560	3936	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.34526854219949	99.33943089430895	60
k141_5615	155422	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.97039782745794	99.98198453243428	60
k141_5639	4081	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.77810650887574	99.38740504778241	60
k141_5645	4788	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.60317460317461	60
k141_565	4521	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.40079982226172	99.53550099535501	60
k141_5673	3231	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.80839073262368	98.85484370164036	60
k141_5682	158446	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.78646879861928	99.98359062393497	60
k141_5686	4247	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.29361902519426	60
k141_5689	70709	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.92643626126446	99.96888656323806	60
k141_5712	4247	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.29361902519426	60
k141_5723	89627	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.96206500273355	60
k141_576	4188	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.36276621201245	99.78510028653295	60
k141_5769	4448	Balanced	Unresolved	Unresolved	Eukaryote	90.17796801081325	99.73021582733813	5
k141_5783	3424	Balanced	Unresolved	Unresolved	Eukaryote	93.24324324324324	99.41588785046729	60
k141_5799	3241	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.69443590531817	99.84572662758407	60
k141_581	4371	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	98.74026568941822	99.88560970029742	60
k141_5878	18911	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.98411101106933	99.84136217016551	60
k141_5887	83090	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.65810731096585	99.97231917198219	60
k141_5896	4080	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.77865223807181	99.65686274509804	60
k141_5900	3403	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.76470588235294	99.91184249191889	60
k141_5901	3242	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.31637717121588	99.44478716841456	60
k141_5902	3040	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.022412656559	99.70394736842105	0
k141_5907	632402	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	99.99288409294323	99.9974699637256	60
k141_591	3509	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.9714937286203	99.97150185237959	60
k141_5941	3722	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.8040064970222	99.22084900591081	60
k141_5943	4382	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.57714285714286	99.84025559105432	60
k141_5945	3265	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.76624576532184	99.44869831546708	60
k141_5960	122804	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.92751144341821	99.97882805120354	60
k141_6026	3458	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.54276827371694	92.97281665702718	60
k141_6038	3940	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.73479256808348	99.72081218274111	60
k141_6041	9886	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.83815496661947	60
k141_6070	18584	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.96771416272063	60
k141_6078	3301	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.27583053946968	99.39412299303243	60
k141_6081	4910	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.91584967320262	99.71486761710794	60
k141_6083	235256	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99064848505458	60
k141_6091	13442	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.81401577146258	60
k141_6126	17229	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.79104997388126	60
k141_6129	3478	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.03628447024674	99.05117883841288	60
k141_6145	4313	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.71711292200233	99.58265708323673	60
k141_6154	235161	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.8048004626952	99.99277091014241	60
k141_6156	6713	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.03326341024872	99.41903768806793	60
k141_6158	3097	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.7063621533442	98.96674200839523	60
k141_6193	26966	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.92583252985241	60
k141_6247	68902	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.97242460305942	60
k141_6258	3377	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.31062183873847	99.52620669233046	60
k141_626	21949	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.88609959451455	60
k141_6317	46939	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.7194175789138	99.94460896056584	60
k141_6350	7539	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	98.12250332889481	99.61533359862051	60
k141_6354	319123	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.98307888997519	99.9940461828198	60
k141_6355	3335	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.8807145019679	99.04047976011994	60
k141_6357	123054	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.99349878914948	60
k141_639	5041	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.88097599682602	60
k141_6483	38900	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.69917465867894	99.97172236503856	60
k141_6510	3112	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.19665809768638	60
k141_6518	3948	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.29255861365954	99.3920972644377	60
k141_6531	54595	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.96702994779741	60
k141_6544	3583	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.83783783783784	98.10214903711973	60
k141_6546	3111	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.53726506804925	99.16425586628094	60
k141_6567	34071	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.96476495287313	99.95890933638579	60
k141_6573	4080	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.5343137254902	60
k141_6580	38510	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.96623376623377	99.97403271877434	60
k141_6583	8970	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.77703455964325	60
k141_6638	4223	Balanced	Unresolved	Unresolved	Prokaryote	94.402096236303	99.40800378877576	60
k141_6647	3499	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.58551307847083	99.42840811660474	60
k141_6672	9746	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.83583008413707	60
k141_6675	165877	Balanced	Unresolved	Unresolved	Prokaryote	100.0	60.36099037238436	60
k141_6676	13716	Balanced	Prokaryote	Escherichia coli	Prokaryote	98.51835632435588	99.89063867016623	60
k141_6703	28381	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	98.75670404680643	99.915436383496	60
k141_671	3298	Balanced	Unresolved	Unresolved	Eukaryote	91.70776818742293	98.33232261976956	60
k141_6713	14869	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.92602057972964	60
k141_672	3125	Balanced	Unresolved	Unresolved	Prokaryote	90.82016553799849	42.528	60
k141_6776	9779	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.83638408835259	60
k141_6803	54164	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.95199763680674	60
k141_6812	416298	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.95821807284463	99.99423489903867	60
k141_6814	8108	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	96.9097651421508	99.77799703996052	60
k141_682	3132	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.20079920079921	95.88122605363985	60
k141_6838	3640	Balanced	Unresolved	Unresolved	Eukaryote	86.09271523178808	99.50549450549451	60
k141_6892	28502	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.84904335615235	99.94035506280261	60
k141_6897	3142	Balanced	Unresolved	Unresolved	Eukaryote	95.83941605839415	43.602800763844684	60
k141_6942	3341	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.28588661037394	99.25172104160431	60
k141_6963	3426	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.23891987085412	99.44541739638062	60
k141_7012	21252	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.89177489177489	60
k141_7016	120785	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	97.33079438672021	60
k141_703	3522	Balanced	Unresolved	Unresolved	Eukaryote	99.03437620702974	73.50936967632026	60
k141_7047	10166	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.44789510006902	99.69506197127681	60
k141_7048	3655	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	98.98768809849521	60
k141_7075	224663	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.92832977207978	99.9888722219502	60
k141_7087	4308	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.62859795728876	60
k141_7088	3746	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.70635344367325	60
k141_709	4636	Balanced	Prokaryote	Staphylococcus aureus	Eukaryote	100.0	99.67644521138914	0
k141_7103	3370	Balanced	Unresolved	Unresolved	Eukaryote	89.65209634255129	99.79228486646883	60
k141_7106	28363	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.9118569967916	60
k141_7108	3039	Balanced	Unresolved	Unresolved	Eukaryote	93.76657824933687	99.24317209608424	60
k141_7114	11670	Balanced	Unresolved	Unresolved	Prokaryote	87.57726648351648	99.8114824335904	2
k141_7119	38958	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.97689819805944	60
k141_7126	3078	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	95.09102730819245	99.93502274204027	60
k141_7141	10899	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.92659877052941	60
k141_7151	3471	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.85594929415154	60
k141_7161	138950	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.50632321857199	99.99352284994603	60
k141_7179	27832	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.95329117562518	60
k141_7230	294549	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.98981493741279	60
k141_7237	3499	Balanced	Unresolved	Unresolved	Prokaryote	93.44073647871116	99.31408973992569	60
k141_7239	3232	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.62480327352849	98.29826732673267	60
k141_7266	3382	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.56532066508314	99.58604376108812	60
k141_7319	5894	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.55972696245733	99.40617577197149	24
k141_7334	16734	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.91036213696665	60
k141_7366	72540	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.8347903903077	99.96553625585884	60
k141_7368	3193	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.27967428750392	60
k141_737	3738	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.0314769975787	99.43820224719101	60
k141_7377	3509	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.84880023128072	98.57509261897977	60
k141_7434	46942	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.9573942311789	60
k141_7438	5322	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.98113563478589	99.6054114994363	60
k141_7450	20500	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.85365853658537	60
k141_7467	5661	Balanced	Unresolved	Unresolved	Eukaryote	90.09657594381036	99.66437025260555	34
k141_7514	45172	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.76757055893746	99.949083503055	60
k141_7571	7327	Balanced	Unresolved	Unresolved	Prokaryote	95.88245964084891	75.22860652381603	60
k141_758	6058	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.35984095427436	99.63684384285243	60
k141_7613	11854	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.77165087956699	99.7469208705922	60
k141_763	3014	Balanced	Unresolved	Unresolved	Eukaryote	92.73837801153716	97.7770404777704	60
k141_7630	19744	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.89870340356563	60
k141_7643	3346	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.16981698169816	99.61147638971907	2
k141_7708	3730	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.91924629878869	99.59785522788204	60
k141_7721	71475	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.60305812962109	99.97481636935991	60
k141_7730	119306	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.77153473425221	99.97066367156722	60
k141_7789	3708	Balanced	Unresolved	Unresolved	Eukaryote	91.60916367651117	97.70765911542611	60
k141_7804	23056	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.33996265578185	99.87855655794587	60
k141_7821	14691	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.91822827938671	99.89108978286025	60
k141_7863	3260	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.23312883435584	60
k141_7874	4273	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.4745364937808	99.71916686168967	60
k141_7889	14986	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.85986921126384	60
k141_7893	60158	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.98670168556136	60
k141_7894	4918	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	95.15669515669516	99.85766571777145	60
k141_7902	468751	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.99701333970488	60
k141_7919	4554	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.69257795344751	0
k141_7944	3342	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	100.0	60
k141_7962	23210	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	99.79729146898991	99.89659629470056	60
k141_7996	3313	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.60242792109256	99.456685783278	60
k141_7999	881849	Balanced	Unresolved	Unresolved	Prokaryote	99.84211148575338	75.65218081553645	60
k141_8033	4371	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.37802349689012	99.31365820178449	60
k141_8043	5656	Balanced	Unresolved	Unresolved	Eukaryote	94.58456973293768	95.33239038189534	0
k141_8087	4609	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.47294938917976	99.43588630939466	60
k141_8089	3248	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.38157081014224	99.56896551724138	60
k141_8098	19148	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.8433256736996	60
k141_8110	67364	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.85300668151447	99.97921738614096	60
k141_8113	3788	Balanced	Unresolved	Unresolved	Eukaryote	92.5512104283054	99.20802534318902	60
k141_8115	3165	Balanced	Unresolved	Unresolved	Eukaryote	94.20519316022799	99.77883096366509	60
k141_8119	5412	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.6119733924612	60
k141_8134	3000	Balanced	Unresolved	Unresolved	Eukaryote	82.21465076660988	97.76666666666667	60
k141_8178	39022	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.96412280252166	60
k141_8194	3263	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.91167387276096	99.23383389518847	60
k141_8257	4059	Balanced	Unresolved	Unresolved	Prokaryote	92.32633279483036	91.42645971914266	60
k141_8264	3939	Balanced	Unresolved	Unresolved	Eukaryote	94.41611422743497	99.54303122619955	60
k141_8266	4021	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.6824644549763	99.62695846804277	60
k141_8269	3577	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	100.0	99.38495946323735	60
k141_8304	33146	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.9667934552919	99.93966089422554	60
k141_8336	3702	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.02067464635473	99.29767693138844	60
k141_8351	259137	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.81604931115105	99.84371201333657	60
k141_8368	6815	Balanced	Eukaryote	Cryptococcus neoformans	Eukaryote	99.5673336938886	81.39398385913427	60
k141_8374	3028	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.001998001998	99.17437252311757	60
k141_8442	3003	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.56709956709958	60
k141_8484	4640	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.76489707475623	99.46120689655173	60
k141_8517	190277	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.67464425676383	99.98423351219537	60
k141_852	43069	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.95588474308667	60
k141_8526	16356	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.88383467840548	60
k141_8534	237184	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	88.69021519158122	60
k141_8573	3534	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.86395910252769	99.63214487832485	60
k141_8575	3199	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.74383605507525	97.6242575804939	60
k141_8584	3397	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.12196566015395	99.44068295554901	60
k141_8634	3445	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.06295754026354	99.12917271407838	60
k141_8660	5085	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.49506903353057	99.70501474926253	60
k141_871	4127	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.17117776152158	99.3700024230676	60
k141_8754	3612	Balanced	Unresolved	Unresolved	Prokaryote	93.07756463719767	99.58471760797342	0
k141_8789	4384	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.04131476831773	99.93156934306569	60
k141_880	5492	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.6126323475721	99.74508375819373	60
k141_8810	6956	Balanced	Unresolved	Unresolved	Eukaryote	86.80210684725358	95.45715928694652	0
k141_8838	224009	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.68441761920023	99.97589382569451	60
k141_8840	12142	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.67811158798283	99.78586723768737	60
k141_8881	3071	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	100.0	99.21849560403777	60
k141_8903	3311	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.03174603174604	98.94291754756871	60
k141_8909	95502	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.98638771962891	60
k141_8914	3322	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.13455657492355	98.43467790487658	60
k141_8922	74550	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.99329219211161	99.98658618376928	60
k141_8952	3101	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.41444372153546	99.12931312479846	60
k141_8968	4960	Balanced	Unresolved	Unresolved	Prokaryote	82.88227334235452	89.0725806451613	0
k141_897	3603	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.04921700223713	99.25062447960033	60
k141_8998	3224	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.21316614420063	98.94540942928039	60
k141_9016	46553	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9570382145082	60
k141_9029	40206	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.99253842710043	60
k141_9031	64068	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.87507612548603	99.95473559343198	60
k141_9032	149958	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.76351306340514	99.98799663905893	60
k141_9034	14274	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.91593106347206	60
k141_9090	4150	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.73694437697353	99.20481927710844	60
k141_9098	3156	Balanced	Unresolved	Unresolved	Eukaryote	93.36523125996811	99.20785804816224	60
k141_9103	40505	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.77034201753303	99.94568571781261	60
k141_9124	3395	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.61152141802067	99.70544918998527	60
k141_9134	139472	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9956980612596	60
k141_9155	5305	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.99395313681029	99.67954759660698	60
k141_916	88484	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.98643822611997	60
k141_9174	3997	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.24604171902487	99.54966224668502	60
k141_9217	29336	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.89773656940278	60
k141_9269	106813	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.9690990982555	99.98127568741633	60
k141_9282	462545	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.99373010931231	99.99632468192284	60
k141_9305	5569	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.87430418387501	60
k141_9330	137459	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.98836016557664	60
k141_9338	4353	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.05600555426984	99.2648747989892	60
