FragmentID	FragmentLength	Species	DomainTruth	WithinSpeciesRank	SourceSequence	Start1	End1	Selection
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|046|00017|tig00000051|350001	5000	Saccharomyces cerevisiae	Eukaryote	46	00017|tig00000051	350001	355000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|047|00017|tig00000051|510001	5000	Saccharomyces cerevisiae	Eukaryote	47	00017|tig00000051	510001	515000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|048|00019|tig00000055|30001	5000	Saccharomyces cerevisiae	Eukaryote	48	00019|tig00000055	30001	35000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|049|00019|tig00000055|195001	5000	Saccharomyces cerevisiae	Eukaryote	49	00019|tig00000055	195001	200000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|050|00019|tig00000055|355001	5000	Saccharomyces cerevisiae	Eukaryote	50	00019|tig00000055	355001	360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|051|00020|tig00000063|15001	5000	Saccharomyces cerevisiae	Eukaryote	51	00020|tig00000063	15001	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|052|00020|tig00000063|175001	5000	Saccharomyces cerevisiae	Eukaryote	52	00020|tig00000063	175001	180000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|053|00020|tig00000063|335001	5000	Saccharomyces cerevisiae	Eukaryote	53	00020|tig00000063	335001	340000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|054|00021|tig00000069|70001	5000	Saccharomyces cerevisiae	Eukaryote	54	00021|tig00000069	70001	75000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|055|00021|tig00000069|230001	5000	Saccharomyces cerevisiae	Eukaryote	55	00021|tig00000069	230001	235000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|056|00021|tig00000069|390001	5000	Saccharomyces cerevisiae	Eukaryote	56	00021|tig00000069	390001	395000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|057|00022|tig00000071|130001	5000	Saccharomyces cerevisiae	Eukaryote	57	00022|tig00000071	130001	135000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|058|00022|tig00000071|290001	5000	Saccharomyces cerevisiae	Eukaryote	58	00022|tig00000071	290001	295000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|059|00022|tig00000071|455001	5000	Saccharomyces cerevisiae	Eukaryote	59	00022|tig00000071	455001	460000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|060|00023|tig00000072|85001	5000	Saccharomyces cerevisiae	Eukaryote	60	00023|tig00000072	85001	90000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|061|00023|tig00000072|245001	5000	Saccharomyces cerevisiae	Eukaryote	61	00023|tig00000072	245001	250000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|062|00023|tig00000072|405001	5000	Saccharomyces cerevisiae	Eukaryote	62	00023|tig00000072	405001	410000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|063|00025|tig00000078|5001	5000	Saccharomyces cerevisiae	Eukaryote	63	00025|tig00000078	5001	10000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|064|00031|tig00000094|1	5000	Saccharomyces cerevisiae	Eukaryote	64	00031|tig00000094	1	5000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|065|00033|tig00000104|5001	5000	Saccharomyces cerevisiae	Eukaryote	65	00033|tig00000104	5001	10000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|066|00033|tig00000104|165001	5000	Saccharomyces cerevisiae	Eukaryote	66	00033|tig00000104	165001	170000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|067|00035|tig00000109|75001	5000	Saccharomyces cerevisiae	Eukaryote	67	00035|tig00000109	75001	80000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|068|00038|tig00000125|55001	5000	Saccharomyces cerevisiae	Eukaryote	68	00038|tig00000125	55001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|069|00039|tig00000128|125001	5000	Saccharomyces cerevisiae	Eukaryote	69	00039|tig00000128	125001	130000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|070|00041|tig00000134|10001	5000	Saccharomyces cerevisiae	Eukaryote	70	00041|tig00000134	10001	15000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|071|00043|tig00000139|50001	5000	Saccharomyces cerevisiae	Eukaryote	71	00043|tig00000139	50001	55000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|072|00044|tig00000140|45001	5000	Saccharomyces cerevisiae	Eukaryote	72	00044|tig00000140	45001	50000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|073|00045|tig00000161|25001	5000	Saccharomyces cerevisiae	Eukaryote	73	00045|tig00000161	25001	30000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|074|00049|tig00000306|30001	5000	Saccharomyces cerevisiae	Eukaryote	74	00049|tig00000306	30001	35000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|075|00049|tig00000306|195001	5000	Saccharomyces cerevisiae	Eukaryote	75	00049|tig00000306	195001	200000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|076|00049|tig00000306|355001	5000	Saccharomyces cerevisiae	Eukaryote	76	00049|tig00000306	355001	360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|077|00051|tig00000308|105001	5000	Saccharomyces cerevisiae	Eukaryote	77	00051|tig00000308	105001	110000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|078|00051|tig00000308|265001	5000	Saccharomyces cerevisiae	Eukaryote	78	00051|tig00000308	265001	270000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|079|00051|tig00000308|425001	5000	Saccharomyces cerevisiae	Eukaryote	79	00051|tig00000308	425001	430000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Saccharomyces_cerevisiae|Eukaryote|080|00051|tig00000308|590001	5000	Saccharomyces cerevisiae	Eukaryote	80	00051|tig00000308	590001	595000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|001|00001|Salmonella_enterica_plasmid1|1	5000	Salmonella enterica	Prokaryote	1	00001|Salmonella_enterica_plasmid1	1	5000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|002|00002|Salmonella_enterica_chromosome|15001	5000	Salmonella enterica	Prokaryote	2	00002|Salmonella_enterica_chromosome	15001	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|003|00002|Salmonella_enterica_chromosome|75001	5000	Salmonella enterica	Prokaryote	3	00002|Salmonella_enterica_chromosome	75001	80000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|004|00002|Salmonella_enterica_chromosome|135001	5000	Salmonella enterica	Prokaryote	4	00002|Salmonella_enterica_chromosome	135001	140000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|005|00002|Salmonella_enterica_chromosome|195001	5000	Salmonella enterica	Prokaryote	5	00002|Salmonella_enterica_chromosome	195001	200000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|006|00002|Salmonella_enterica_chromosome|255001	5000	Salmonella enterica	Prokaryote	6	00002|Salmonella_enterica_chromosome	255001	260000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|007|00002|Salmonella_enterica_chromosome|315001	5000	Salmonella enterica	Prokaryote	7	00002|Salmonella_enterica_chromosome	315001	320000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|008|00002|Salmonella_enterica_chromosome|375001	5000	Salmonella enterica	Prokaryote	8	00002|Salmonella_enterica_chromosome	375001	380000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|009|00002|Salmonella_enterica_chromosome|440001	5000	Salmonella enterica	Prokaryote	9	00002|Salmonella_enterica_chromosome	440001	445000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|010|00002|Salmonella_enterica_chromosome|500001	5000	Salmonella enterica	Prokaryote	10	00002|Salmonella_enterica_chromosome	500001	505000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|011|00002|Salmonella_enterica_chromosome|560001	5000	Salmonella enterica	Prokaryote	11	00002|Salmonella_enterica_chromosome	560001	565000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|012|00002|Salmonella_enterica_chromosome|620001	5000	Salmonella enterica	Prokaryote	12	00002|Salmonella_enterica_chromosome	620001	625000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|013|00002|Salmonella_enterica_chromosome|680001	5000	Salmonella enterica	Prokaryote	13	00002|Salmonella_enterica_chromosome	680001	685000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|014|00002|Salmonella_enterica_chromosome|740001	5000	Salmonella enterica	Prokaryote	14	00002|Salmonella_enterica_chromosome	740001	745000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|015|00002|Salmonella_enterica_chromosome|800001	5000	Salmonella enterica	Prokaryote	15	00002|Salmonella_enterica_chromosome	800001	805000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|016|00002|Salmonella_enterica_chromosome|865001	5000	Salmonella enterica	Prokaryote	16	00002|Salmonella_enterica_chromosome	865001	870000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|017|00002|Salmonella_enterica_chromosome|925001	5000	Salmonella enterica	Prokaryote	17	00002|Salmonella_enterica_chromosome	925001	930000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|018|00002|Salmonella_enterica_chromosome|985001	5000	Salmonella enterica	Prokaryote	18	00002|Salmonella_enterica_chromosome	985001	990000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|019|00002|Salmonella_enterica_chromosome|1045001	5000	Salmonella enterica	Prokaryote	19	00002|Salmonella_enterica_chromosome	1045001	1050000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|020|00002|Salmonella_enterica_chromosome|1105001	5000	Salmonella enterica	Prokaryote	20	00002|Salmonella_enterica_chromosome	1105001	1110000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|021|00002|Salmonella_enterica_chromosome|1165001	5000	Salmonella enterica	Prokaryote	21	00002|Salmonella_enterica_chromosome	1165001	1170000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|022|00002|Salmonella_enterica_chromosome|1225001	5000	Salmonella enterica	Prokaryote	22	00002|Salmonella_enterica_chromosome	1225001	1230000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|023|00002|Salmonella_enterica_chromosome|1290001	5000	Salmonella enterica	Prokaryote	23	00002|Salmonella_enterica_chromosome	1290001	1295000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|024|00002|Salmonella_enterica_chromosome|1350001	5000	Salmonella enterica	Prokaryote	24	00002|Salmonella_enterica_chromosome	1350001	1355000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|025|00002|Salmonella_enterica_chromosome|1410001	5000	Salmonella enterica	Prokaryote	25	00002|Salmonella_enterica_chromosome	1410001	1415000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|026|00002|Salmonella_enterica_chromosome|1470001	5000	Salmonella enterica	Prokaryote	26	00002|Salmonella_enterica_chromosome	1470001	1475000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|027|00002|Salmonella_enterica_chromosome|1530001	5000	Salmonella enterica	Prokaryote	27	00002|Salmonella_enterica_chromosome	1530001	1535000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|028|00002|Salmonella_enterica_chromosome|1590001	5000	Salmonella enterica	Prokaryote	28	00002|Salmonella_enterica_chromosome	1590001	1595000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|029|00002|Salmonella_enterica_chromosome|1650001	5000	Salmonella enterica	Prokaryote	29	00002|Salmonella_enterica_chromosome	1650001	1655000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|030|00002|Salmonella_enterica_chromosome|1715001	5000	Salmonella enterica	Prokaryote	30	00002|Salmonella_enterica_chromosome	1715001	1720000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|031|00002|Salmonella_enterica_chromosome|1775001	5000	Salmonella enterica	Prokaryote	31	00002|Salmonella_enterica_chromosome	1775001	1780000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|032|00002|Salmonella_enterica_chromosome|1835001	5000	Salmonella enterica	Prokaryote	32	00002|Salmonella_enterica_chromosome	1835001	1840000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|033|00002|Salmonella_enterica_chromosome|1895001	5000	Salmonella enterica	Prokaryote	33	00002|Salmonella_enterica_chromosome	1895001	1900000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|034|00002|Salmonella_enterica_chromosome|1955001	5000	Salmonella enterica	Prokaryote	34	00002|Salmonella_enterica_chromosome	1955001	1960000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|035|00002|Salmonella_enterica_chromosome|2015001	5000	Salmonella enterica	Prokaryote	35	00002|Salmonella_enterica_chromosome	2015001	2020000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|036|00002|Salmonella_enterica_chromosome|2075001	5000	Salmonella enterica	Prokaryote	36	00002|Salmonella_enterica_chromosome	2075001	2080000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|037|00002|Salmonella_enterica_chromosome|2140001	5000	Salmonella enterica	Prokaryote	37	00002|Salmonella_enterica_chromosome	2140001	2145000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|038|00002|Salmonella_enterica_chromosome|2200001	5000	Salmonella enterica	Prokaryote	38	00002|Salmonella_enterica_chromosome	2200001	2205000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|039|00002|Salmonella_enterica_chromosome|2260001	5000	Salmonella enterica	Prokaryote	39	00002|Salmonella_enterica_chromosome	2260001	2265000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|040|00002|Salmonella_enterica_chromosome|2320001	5000	Salmonella enterica	Prokaryote	40	00002|Salmonella_enterica_chromosome	2320001	2325000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|041|00002|Salmonella_enterica_chromosome|2380001	5000	Salmonella enterica	Prokaryote	41	00002|Salmonella_enterica_chromosome	2380001	2385000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|042|00002|Salmonella_enterica_chromosome|2440001	5000	Salmonella enterica	Prokaryote	42	00002|Salmonella_enterica_chromosome	2440001	2445000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|043|00002|Salmonella_enterica_chromosome|2500001	5000	Salmonella enterica	Prokaryote	43	00002|Salmonella_enterica_chromosome	2500001	2505000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|044|00002|Salmonella_enterica_chromosome|2560001	5000	Salmonella enterica	Prokaryote	44	00002|Salmonella_enterica_chromosome	2560001	2565000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|045|00002|Salmonella_enterica_chromosome|2625001	5000	Salmonella enterica	Prokaryote	45	00002|Salmonella_enterica_chromosome	2625001	2630000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|046|00002|Salmonella_enterica_chromosome|2685001	5000	Salmonella enterica	Prokaryote	46	00002|Salmonella_enterica_chromosome	2685001	2690000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|047|00002|Salmonella_enterica_chromosome|2745001	5000	Salmonella enterica	Prokaryote	47	00002|Salmonella_enterica_chromosome	2745001	2750000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|048|00002|Salmonella_enterica_chromosome|2805001	5000	Salmonella enterica	Prokaryote	48	00002|Salmonella_enterica_chromosome	2805001	2810000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|049|00002|Salmonella_enterica_chromosome|2865001	5000	Salmonella enterica	Prokaryote	49	00002|Salmonella_enterica_chromosome	2865001	2870000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|050|00002|Salmonella_enterica_chromosome|2925001	5000	Salmonella enterica	Prokaryote	50	00002|Salmonella_enterica_chromosome	2925001	2930000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|051|00002|Salmonella_enterica_chromosome|2985001	5000	Salmonella enterica	Prokaryote	51	00002|Salmonella_enterica_chromosome	2985001	2990000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|052|00002|Salmonella_enterica_chromosome|3050001	5000	Salmonella enterica	Prokaryote	52	00002|Salmonella_enterica_chromosome	3050001	3055000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|053|00002|Salmonella_enterica_chromosome|3110001	5000	Salmonella enterica	Prokaryote	53	00002|Salmonella_enterica_chromosome	3110001	3115000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|054|00002|Salmonella_enterica_chromosome|3170001	5000	Salmonella enterica	Prokaryote	54	00002|Salmonella_enterica_chromosome	3170001	3175000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|055|00002|Salmonella_enterica_chromosome|3230001	5000	Salmonella enterica	Prokaryote	55	00002|Salmonella_enterica_chromosome	3230001	3235000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|056|00002|Salmonella_enterica_chromosome|3290001	5000	Salmonella enterica	Prokaryote	56	00002|Salmonella_enterica_chromosome	3290001	3295000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|057|00002|Salmonella_enterica_chromosome|3350001	5000	Salmonella enterica	Prokaryote	57	00002|Salmonella_enterica_chromosome	3350001	3355000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|058|00002|Salmonella_enterica_chromosome|3410001	5000	Salmonella enterica	Prokaryote	58	00002|Salmonella_enterica_chromosome	3410001	3415000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|059|00002|Salmonella_enterica_chromosome|3475001	5000	Salmonella enterica	Prokaryote	59	00002|Salmonella_enterica_chromosome	3475001	3480000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|060|00002|Salmonella_enterica_chromosome|3535001	5000	Salmonella enterica	Prokaryote	60	00002|Salmonella_enterica_chromosome	3535001	3540000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|061|00002|Salmonella_enterica_chromosome|3595001	5000	Salmonella enterica	Prokaryote	61	00002|Salmonella_enterica_chromosome	3595001	3600000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|062|00002|Salmonella_enterica_chromosome|3655001	5000	Salmonella enterica	Prokaryote	62	00002|Salmonella_enterica_chromosome	3655001	3660000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|063|00002|Salmonella_enterica_chromosome|3715001	5000	Salmonella enterica	Prokaryote	63	00002|Salmonella_enterica_chromosome	3715001	3720000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|064|00002|Salmonella_enterica_chromosome|3775001	5000	Salmonella enterica	Prokaryote	64	00002|Salmonella_enterica_chromosome	3775001	3780000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|065|00002|Salmonella_enterica_chromosome|3835001	5000	Salmonella enterica	Prokaryote	65	00002|Salmonella_enterica_chromosome	3835001	3840000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|066|00002|Salmonella_enterica_chromosome|3900001	5000	Salmonella enterica	Prokaryote	66	00002|Salmonella_enterica_chromosome	3900001	3905000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|067|00002|Salmonella_enterica_chromosome|3960001	5000	Salmonella enterica	Prokaryote	67	00002|Salmonella_enterica_chromosome	3960001	3965000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|068|00002|Salmonella_enterica_chromosome|4020001	5000	Salmonella enterica	Prokaryote	68	00002|Salmonella_enterica_chromosome	4020001	4025000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|069|00002|Salmonella_enterica_chromosome|4080001	5000	Salmonella enterica	Prokaryote	69	00002|Salmonella_enterica_chromosome	4080001	4085000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|070|00002|Salmonella_enterica_chromosome|4140001	5000	Salmonella enterica	Prokaryote	70	00002|Salmonella_enterica_chromosome	4140001	4145000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|071|00002|Salmonella_enterica_chromosome|4200001	5000	Salmonella enterica	Prokaryote	71	00002|Salmonella_enterica_chromosome	4200001	4205000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|072|00002|Salmonella_enterica_chromosome|4260001	5000	Salmonella enterica	Prokaryote	72	00002|Salmonella_enterica_chromosome	4260001	4265000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|073|00002|Salmonella_enterica_chromosome|4325001	5000	Salmonella enterica	Prokaryote	73	00002|Salmonella_enterica_chromosome	4325001	4330000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|074|00002|Salmonella_enterica_chromosome|4385001	5000	Salmonella enterica	Prokaryote	74	00002|Salmonella_enterica_chromosome	4385001	4390000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|075|00002|Salmonella_enterica_chromosome|4445001	5000	Salmonella enterica	Prokaryote	75	00002|Salmonella_enterica_chromosome	4445001	4450000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|076|00002|Salmonella_enterica_chromosome|4505001	5000	Salmonella enterica	Prokaryote	76	00002|Salmonella_enterica_chromosome	4505001	4510000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|077|00002|Salmonella_enterica_chromosome|4565001	5000	Salmonella enterica	Prokaryote	77	00002|Salmonella_enterica_chromosome	4565001	4570000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|078|00002|Salmonella_enterica_chromosome|4625001	5000	Salmonella enterica	Prokaryote	78	00002|Salmonella_enterica_chromosome	4625001	4630000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|079|00002|Salmonella_enterica_chromosome|4685001	5000	Salmonella enterica	Prokaryote	79	00002|Salmonella_enterica_chromosome	4685001	4690000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Salmonella_enterica|Prokaryote|080|00002|Salmonella_enterica_chromosome|4750001	5000	Salmonella enterica	Prokaryote	80	00002|Salmonella_enterica_chromosome	4750001	4755000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|001|00001|Staphylococcus_aureus_chromosome|1	5000	Staphylococcus aureus	Prokaryote	1	00001|Staphylococcus_aureus_chromosome	1	5000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|002|00001|Staphylococcus_aureus_chromosome|30001	5000	Staphylococcus aureus	Prokaryote	2	00001|Staphylococcus_aureus_chromosome	30001	35000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|003|00001|Staphylococcus_aureus_chromosome|65001	5000	Staphylococcus aureus	Prokaryote	3	00001|Staphylococcus_aureus_chromosome	65001	70000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|5000|Staphylococcus_aureus|Prokaryote|004|00001|Staphylococcus_aureus_chromosome|100001	5000	Staphylococcus aureus	Prokaryote	4	00001|Staphylococcus_aureus_chromosome	100001	105000	80 evenly spaced non-overlapping exact-length fragments per species
