FragmentID	FragmentLength	Mode	Species	Truth	Prediction	Correct
FRAG|10000|Lactobacillus_fermentum|Prokaryote|068|00001|Lactobacillus_fermentum_complete_genome|1600001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|069|00001|Lactobacillus_fermentum_complete_genome|1620001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|070|00001|Lactobacillus_fermentum_complete_genome|1650001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|071|00001|Lactobacillus_fermentum_complete_genome|1670001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|072|00001|Lactobacillus_fermentum_complete_genome|1690001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|073|00001|Lactobacillus_fermentum_complete_genome|1720001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|074|00001|Lactobacillus_fermentum_complete_genome|1740001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|075|00001|Lactobacillus_fermentum_complete_genome|1770001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|076|00001|Lactobacillus_fermentum_complete_genome|1790001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|077|00001|Lactobacillus_fermentum_complete_genome|1810001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|078|00001|Lactobacillus_fermentum_complete_genome|1840001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|079|00001|Lactobacillus_fermentum_complete_genome|1860001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Lactobacillus_fermentum|Prokaryote|080|00001|Lactobacillus_fermentum_complete_genome|1890001	10000	Balanced	Lactobacillus fermentum	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|001|00001|Listeria_monocytogenes_complete_genome|1	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|002|00001|Listeria_monocytogenes_complete_genome|30001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|003|00001|Listeria_monocytogenes_complete_genome|70001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|004|00001|Listeria_monocytogenes_complete_genome|110001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|005|00001|Listeria_monocytogenes_complete_genome|150001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|006|00001|Listeria_monocytogenes_complete_genome|180001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|007|00001|Listeria_monocytogenes_complete_genome|220001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|008|00001|Listeria_monocytogenes_complete_genome|260001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|009|00001|Listeria_monocytogenes_complete_genome|300001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|010|00001|Listeria_monocytogenes_complete_genome|330001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|011|00001|Listeria_monocytogenes_complete_genome|370001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|012|00001|Listeria_monocytogenes_complete_genome|410001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|013|00001|Listeria_monocytogenes_complete_genome|450001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|014|00001|Listeria_monocytogenes_complete_genome|490001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|015|00001|Listeria_monocytogenes_complete_genome|520001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|016|00001|Listeria_monocytogenes_complete_genome|560001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|017|00001|Listeria_monocytogenes_complete_genome|600001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|018|00001|Listeria_monocytogenes_complete_genome|640001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|019|00001|Listeria_monocytogenes_complete_genome|670001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|020|00001|Listeria_monocytogenes_complete_genome|710001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|021|00001|Listeria_monocytogenes_complete_genome|750001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|022|00001|Listeria_monocytogenes_complete_genome|790001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|023|00001|Listeria_monocytogenes_complete_genome|820001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|024|00001|Listeria_monocytogenes_complete_genome|860001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|025|00001|Listeria_monocytogenes_complete_genome|900001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|026|00001|Listeria_monocytogenes_complete_genome|940001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|027|00001|Listeria_monocytogenes_complete_genome|980001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|028|00001|Listeria_monocytogenes_complete_genome|1010001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|029|00001|Listeria_monocytogenes_complete_genome|1050001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|030|00001|Listeria_monocytogenes_complete_genome|1090001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|031|00001|Listeria_monocytogenes_complete_genome|1130001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|032|00001|Listeria_monocytogenes_complete_genome|1160001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|033|00001|Listeria_monocytogenes_complete_genome|1200001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|034|00001|Listeria_monocytogenes_complete_genome|1240001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|035|00001|Listeria_monocytogenes_complete_genome|1280001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|036|00001|Listeria_monocytogenes_complete_genome|1320001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|037|00001|Listeria_monocytogenes_complete_genome|1350001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|038|00001|Listeria_monocytogenes_complete_genome|1390001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|039|00001|Listeria_monocytogenes_complete_genome|1430001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|040|00001|Listeria_monocytogenes_complete_genome|1470001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|041|00001|Listeria_monocytogenes_complete_genome|1500001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|042|00001|Listeria_monocytogenes_complete_genome|1540001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|043|00001|Listeria_monocytogenes_complete_genome|1580001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|044|00001|Listeria_monocytogenes_complete_genome|1620001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|045|00001|Listeria_monocytogenes_complete_genome|1650001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|046|00001|Listeria_monocytogenes_complete_genome|1690001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|047|00001|Listeria_monocytogenes_complete_genome|1730001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|048|00001|Listeria_monocytogenes_complete_genome|1770001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|049|00001|Listeria_monocytogenes_complete_genome|1810001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|050|00001|Listeria_monocytogenes_complete_genome|1840001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|051|00001|Listeria_monocytogenes_complete_genome|1880001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|052|00001|Listeria_monocytogenes_complete_genome|1920001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|053|00001|Listeria_monocytogenes_complete_genome|1960001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|054|00001|Listeria_monocytogenes_complete_genome|1990001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|055|00001|Listeria_monocytogenes_complete_genome|2030001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|056|00001|Listeria_monocytogenes_complete_genome|2070001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|057|00001|Listeria_monocytogenes_complete_genome|2110001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|058|00001|Listeria_monocytogenes_complete_genome|2150001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|059|00001|Listeria_monocytogenes_complete_genome|2180001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|060|00001|Listeria_monocytogenes_complete_genome|2220001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|061|00001|Listeria_monocytogenes_complete_genome|2260001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|062|00001|Listeria_monocytogenes_complete_genome|2300001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|063|00001|Listeria_monocytogenes_complete_genome|2330001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|064|00001|Listeria_monocytogenes_complete_genome|2370001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|065|00001|Listeria_monocytogenes_complete_genome|2410001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|066|00001|Listeria_monocytogenes_complete_genome|2450001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|067|00001|Listeria_monocytogenes_complete_genome|2480001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|068|00001|Listeria_monocytogenes_complete_genome|2520001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|069|00001|Listeria_monocytogenes_complete_genome|2560001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|070|00001|Listeria_monocytogenes_complete_genome|2600001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|071|00001|Listeria_monocytogenes_complete_genome|2640001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|072|00001|Listeria_monocytogenes_complete_genome|2670001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|073|00001|Listeria_monocytogenes_complete_genome|2710001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|074|00001|Listeria_monocytogenes_complete_genome|2750001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|075|00001|Listeria_monocytogenes_complete_genome|2790001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|076|00001|Listeria_monocytogenes_complete_genome|2820001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|077|00001|Listeria_monocytogenes_complete_genome|2860001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|078|00001|Listeria_monocytogenes_complete_genome|2900001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|079|00001|Listeria_monocytogenes_complete_genome|2940001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Listeria_monocytogenes|Prokaryote|080|00001|Listeria_monocytogenes_complete_genome|2980001	10000	Balanced	Listeria monocytogenes	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|001|00001|Pseudomonas_aeruginosa_complete_genome|1	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|002|00001|Pseudomonas_aeruginosa_complete_genome|80001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|003|00001|Pseudomonas_aeruginosa_complete_genome|170001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|004|00001|Pseudomonas_aeruginosa_complete_genome|250001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|005|00001|Pseudomonas_aeruginosa_complete_genome|340001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|006|00001|Pseudomonas_aeruginosa_complete_genome|420001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|007|00001|Pseudomonas_aeruginosa_complete_genome|510001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|008|00001|Pseudomonas_aeruginosa_complete_genome|600001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|009|00001|Pseudomonas_aeruginosa_complete_genome|680001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|010|00001|Pseudomonas_aeruginosa_complete_genome|770001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|011|00001|Pseudomonas_aeruginosa_complete_genome|850001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|012|00001|Pseudomonas_aeruginosa_complete_genome|940001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|013|00001|Pseudomonas_aeruginosa_complete_genome|1020001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|014|00001|Pseudomonas_aeruginosa_complete_genome|1110001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|015|00001|Pseudomonas_aeruginosa_complete_genome|1200001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|016|00001|Pseudomonas_aeruginosa_complete_genome|1280001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|017|00001|Pseudomonas_aeruginosa_complete_genome|1370001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|018|00001|Pseudomonas_aeruginosa_complete_genome|1450001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|019|00001|Pseudomonas_aeruginosa_complete_genome|1540001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|020|00001|Pseudomonas_aeruginosa_complete_genome|1630001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|021|00001|Pseudomonas_aeruginosa_complete_genome|1710001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|022|00001|Pseudomonas_aeruginosa_complete_genome|1800001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|023|00001|Pseudomonas_aeruginosa_complete_genome|1880001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|024|00001|Pseudomonas_aeruginosa_complete_genome|1970001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|025|00001|Pseudomonas_aeruginosa_complete_genome|2050001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|026|00001|Pseudomonas_aeruginosa_complete_genome|2140001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|027|00001|Pseudomonas_aeruginosa_complete_genome|2230001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|028|00001|Pseudomonas_aeruginosa_complete_genome|2310001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|029|00001|Pseudomonas_aeruginosa_complete_genome|2400001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|030|00001|Pseudomonas_aeruginosa_complete_genome|2480001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|031|00001|Pseudomonas_aeruginosa_complete_genome|2570001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|032|00001|Pseudomonas_aeruginosa_complete_genome|2660001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|033|00001|Pseudomonas_aeruginosa_complete_genome|2740001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|034|00001|Pseudomonas_aeruginosa_complete_genome|2830001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|035|00001|Pseudomonas_aeruginosa_complete_genome|2910001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|036|00001|Pseudomonas_aeruginosa_complete_genome|3000001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|037|00001|Pseudomonas_aeruginosa_complete_genome|3080001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|038|00001|Pseudomonas_aeruginosa_complete_genome|3170001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|039|00001|Pseudomonas_aeruginosa_complete_genome|3260001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|040|00001|Pseudomonas_aeruginosa_complete_genome|3340001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|041|00001|Pseudomonas_aeruginosa_complete_genome|3430001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|042|00001|Pseudomonas_aeruginosa_complete_genome|3510001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|043|00001|Pseudomonas_aeruginosa_complete_genome|3600001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|044|00001|Pseudomonas_aeruginosa_complete_genome|3690001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|045|00001|Pseudomonas_aeruginosa_complete_genome|3770001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|046|00001|Pseudomonas_aeruginosa_complete_genome|3860001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|047|00001|Pseudomonas_aeruginosa_complete_genome|3940001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|048|00001|Pseudomonas_aeruginosa_complete_genome|4030001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|049|00001|Pseudomonas_aeruginosa_complete_genome|4110001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|050|00001|Pseudomonas_aeruginosa_complete_genome|4200001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|051|00001|Pseudomonas_aeruginosa_complete_genome|4290001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|052|00001|Pseudomonas_aeruginosa_complete_genome|4370001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|053|00001|Pseudomonas_aeruginosa_complete_genome|4460001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|054|00001|Pseudomonas_aeruginosa_complete_genome|4540001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|055|00001|Pseudomonas_aeruginosa_complete_genome|4630001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|056|00001|Pseudomonas_aeruginosa_complete_genome|4720001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|057|00001|Pseudomonas_aeruginosa_complete_genome|4800001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
FRAG|10000|Pseudomonas_aeruginosa|Prokaryote|058|00001|Pseudomonas_aeruginosa_complete_genome|4890001	10000	Balanced	Pseudomonas aeruginosa	Prokaryote	Prokaryote	true
