Algorithm	Feature	Species	OuterFoldsAvailable	MeanDeltaAUROC	SEDeltaAUROC	PositiveFoldFraction	Lower95	Upper95	Rank
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	Solobacterium moorei	25	-0.000878787878787874	0.00170821787431235	0.28	-0.00422689491244008	0.00246931915486433	208
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	Eubacterium sp CAG 180	25	-0.000885780885780885	0.000814191063407269	0.08	-0.00248159537005913	0.000710033598497363	209
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	Streptococcus mutans	25	-0.00089277389277389	0.000495517587078513	0	-0.00186398836344778	0.0000784405778999944	210
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	Lawsonibacter asaccharolyticus	25	-0.000909090909090917	0.00135463294620591	0.16	-0.0035641714836545	0.00174598966547267	211
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	Bacteroides stercoris	25	-0.000916083916083914	0.000670252012624035	0.04	-0.00222977786082702	0.000397610028659195	213
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	Lactococcus lactis	25	-0.000916083916083914	0.00050786883241418	0	-0.00191150682761571	0.0000793389954478793	213
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	Streptococcus infantis	25	-0.000916083916083914	0.000975897123359928	0.04	-0.00282884227786937	0.000996674445701544	213
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	Clostridium paraputrificum	9	-0.000925925925925923	0.000925925925925923	0	-0.00274074074074073	0.000888888888888886	215
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	Coprobacter secundus	25	-0.000932400932400932	0.00109230115924705	0.08	-0.00307331120452515	0.00120850933972329	216
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	Holdemanella biformis	25	-0.000939393939393938	0.000519883201311424	0	-0.00195836501396433	0.0000795771351764534	217.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	Paraprevotella xylaniphila	25	-0.000939393939393938	0.000519883201311424	0	-0.00195836501396433	0.0000795771351764534	217.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	Butyrivibrio crossotus	25	-0.000946386946386943	0.000525039410244352	0	-0.00197546419046587	0.000082690297691987	219
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	Bacteroides ovatus	25	-0.000962703962703961	0.00120589068711772	0.16	-0.00332624970945469	0.00140084178404676	220.5
Random forest	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05	Haemophilus sp HMSC71H05	25	-0.000962703962703961	0.000667523940636196	0.04	-0.00227105088635091	0.000345642960942982	220.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	Barnesiella intestinihominis	25	-0.000969696969696967	0.000536614676171442	0	-0.00202146173499299	0.0000820677955990597	224
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	Blautia obeum	25	-0.000969696969696967	0.000843056226863244	0.08	-0.00262208717434892	0.000682693234954991	224
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	Dorea formicigenerans	25	-0.000969696969696967	0.000984014119926058	0.12	-0.00289836464475204	0.000958970705358106	224
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24	Eubacterium sp OM08 24	25	-0.000969696969696967	0.000692287743768015	0.04	-0.00232658094748228	0.000387187008088343	224
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii	Sanguibacteroides justesenii	25	-0.000969696969696967	0.000536614676171442	0	-0.00202146173499299	0.0000820677955990597	224
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	Dielma fastidiosa	25	-0.000969696969696972	0.000720719634923364	0	-0.00238230745414677	0.000442913514752822	227
Random forest	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	Turicibacter sanguinis	25	-0.000999999999999997	0.000732828108792937	0	-0.00243634309323415	0.000436343093234161	228
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	Odoribacter splanchnicus	25	-0.00102331002331002	0.00132254034698102	0.2	-0.00361548910339282	0.00156886905677278	229
Random forest	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	Akkermansia muciniphila	25	-0.00114219114219114	0.0011018353208084	0.04	-0.0033017883709756	0.00101740608659332	230
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	Streptococcus cristatus	20	-0.00114510489510489	0.000627260941419272	0	-0.00237453634028667	0.0000843265500768812	231
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	Prevotella sp CAG 279	25	-0.00119580419580419	0.000561088449699939	0	-0.00229553755721607	-0.0000960708343923135	232
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	Bacteroides salyersiae	25	-0.0011958041958042	0.000561088449699943	0	-0.00229553755721609	-0.0000960708343923145	233
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144	Bacteroides sp CAG 144	25	-0.00121911421911422	0.000849183914569551	0.08	-0.00288351469167054	0.000445286253442103	235
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	Clostridium sp CAG 242	25	-0.00121911421911422	0.000747065033815342	0.04	-0.00268336168539229	0.000245133247163854	235
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253	Clostridium sp CAG 253	25	-0.00121911421911422	0.000719674713156483	0	-0.00262967665690092	0.000191448218672489	235
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae_CAG_59	Clostridium bolteae CAG 59	25	-0.00121911421911422	0.000699736978644254	0.04	-0.00259059869725696	0.000152370259028517	237.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	Prevotella copri	25	-0.00121911421911422	0.000719674713156486	0	-0.00262967665690093	0.000191448218672492	237.5
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	Alistipes indistinctus	25	-0.00124242424242424	0.000849115926927233	0.04	-0.00290669145920162	0.000421842974353132	239
Random forest	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum	Fretibacterium fastidiosum	24	-0.00124562937062937	0.000582664140281444	0	-0.002387651085581	-0.000103607655677737	240
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303	Roseburia sp CAG 303	25	-0.00124941724941725	0.000586169844500788	0	-0.00239831014463879	-0.000100524354195702	241
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	Bacteroides eggerthii	25	-0.00127272727272727	0.000719932312121633	0.04	-0.00268379460448567	0.000138340059031125	242
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	Bifidobacterium animalis	25	-0.00129603729603729	0.000849272956816969	0.04	-0.00296061229139855	0.000368537699323965	243
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	Coprococcus eutactus	25	-0.00133333333333333	0.000900931395756188	0.04	-0.00309915886901546	0.0004324922023488	244
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	Alistipes putredinis	25	-0.00135664335664336	0.00159314715737151	0.16	-0.00447921178509153	0.00176592507180481	245
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	Bacteroides cellulosilyticus	25	-0.00137062937062937	0.000944290454052421	0.08	-0.00322143866057211	0.000480179919313377	246
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	Asaccharobacter celatus	25	-0.00148484848484849	0.00115530269961224	0.08	-0.00374924177608848	0.000779544806391497	247
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	Eisenbergiella tayi	25	-0.00151515151515151	0.000757575757575757	0	-0.003	-0.0000303030303030302	248
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	Collinsella intestinalis	25	-0.00152913752913753	0.000626669431423783	0	-0.00275740961472814	-0.00030086544354691	249.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309	Roseburia sp CAG 309	25	-0.00152913752913753	0.000745467458910955	0	-0.002990253748603	-0.000068021309672054	249.5
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	Actinomyces oris	25	-0.00154545454545454	0.000992286501151135	0.08	-0.00349033608771077	0.000399426996801682	251
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	Acidaminococcus fermentans	25	-0.00154545454545455	0.000768208215831578	0	-0.00305114264848444	-0.000039766442424655	252
Random forest	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii	Mitsuokella jalaludinii	23	-0.0015708928752407	0.000908155781875343	0.0434782608695652	-0.00335087820771637	0.000209092457234974	253
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	Mogibacterium diversum	25	-0.00157575757575757	0.000644191869696571	0	-0.00283837364036285	-0.000313141511152294	254
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	Collinsella aerofaciens	25	-0.00157575757575758	0.000994436621132616	0	-0.0035248533531775	0.00037333820166235	255
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	Bacteroides dorei	25	-0.00158275058275058	0.00126807598034691	0.08	-0.00406817950423052	0.00090267833872936	257
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	Clostridium leptum	25	-0.00158275058275058	0.000648074195603523	0	-0.00285297600613348	-0.000312525159367673	257
Random forest	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra	Sutterella parvirubra	25	-0.00158275058275058	0.000895887371260924	0.04	-0.00333868983042199	0.000173188664920832	257
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	Actinomyces odontolyticus	25	-0.00160606060606061	0.000924035413147429	0.04	-0.00341717001582957	0.000205048803708349	259
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	Eubacterium sp CAG 38	25	-0.00161305361305362	0.000926736631231312	0.04	-0.00342945741026699	0.000203350184159756	260
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448	Actinomyces sp oral taxon 448	24	-0.00167297979797979	0.000845741414519383	0	-0.00333063297043778	-0.000015326625521804	261
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	Eubacterium siraeum	25	-0.00167832167832168	0.00190631602427049	0.16	-0.00541470108589183	0.00205805772924847	262
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	Roseburia sp CAG 471	25	-0.00168997668997669	0.00166213025240614	0.12	-0.00494775198469272	0.00156779860473934	263
Random forest	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	Desulfovibrio piger	25	-0.00177156177156176	0.00158433868966066	0.2	-0.00487686560329665	0.00133374206017313	264
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	Bacteroides plebeius	25	-0.00183216783216783	0.000798269607498208	0	-0.00339677626286432	-0.000267559401471341	265
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	Parabacteroides distasonis	25	-0.00185547785547786	0.000675644621119789	0	-0.00317974131287265	-0.000531214398083073	266
Random forest	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110	Firmicutes bacterium CAG 110	25	-0.00186247086247086	0.000832364779647456	0	-0.00349390583057988	-0.000231035894361848	267
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	Roseburia inulinivorans	25	-0.00190909090909091	0.00158616416022726	0.12	-0.00501797266313635	0.00119979084495453	268
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	Eubacterium ventriosum	25	-0.00203729603729604	0.00181249321778105	0.16	-0.00558978274414689	0.00151519066955482	269
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	Coprococcus comes	25	-0.00208158508158509	0.000943111319589201	0.08	-0.00393008326797992	-0.000233086895190254	270
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	Anaerotruncus colihominis	25	-0.00213519813519814	0.000701061949382843	0	-0.00350927955598851	-0.000761116714407763	271
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	Ruminococcaceae bacterium D16	25	-0.00215850815850815	0.000708143712251815	0	-0.00354646983452171	-0.000770546482494598	272.5
Random forest	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group	Streptococcus anginosus group	25	-0.00215850815850815	0.00126672194490478	0.16	-0.00464128317052153	0.000324266853505224	272.5
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	Gemmiger formicilis	25	-0.00216550116550116	0.00104495959920398	0.04	-0.00421362197994096	-0.000117380351061373	274
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	Actinomyces sp ICM47	25	-0.00219580419580419	0.00095666822451021	0	-0.00407087391584421	-0.000320734475764182	275
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	Bacteroides nordii	25	-0.00224242424242425	0.00119421752387801	0	-0.00458309058922515	0.000098242104376645	276
Random forest	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	Slackia isoflavoniconvertens	25	-0.00244522144522144	0.000942456701778988	0.04	-0.00429243658070825	-0.000598006309734624	277
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	Roseburia hominis	25	-0.0026060606060606	0.00170809394949816	0	-0.00595392474707699	0.000741803534955782	278
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	Eubacterium hallii	25	-0.00272261072261073	0.0025268706787316	0.36	-0.00767527725292465	0.0022300558077032	279
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	25	-0.00272494172494172	0.00119448366344867	0.04	-0.00506612970530112	-0.00038375374458232	280
Random forest	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	Bilophila wadsworthia	25	-0.00273659673659674	0.00208470412572036	0.2	-0.00682261682300864	0.00134942334981517	281
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	25	-0.00282517482517482	0.000908842583580405	0	-0.00460650628899242	-0.00104384336135723	282
Random forest	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	Alistipes inops	25	-0.00297435897435897	0.00165318948794005	0.08	-0.00621461037072147	0.000265892422003521	283
Random forest	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	Bifidobacterium dentium	25	-0.00321678321678322	0.00110933018906713	0	-0.00539107038735478	-0.00104249604621165	284
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	Eubacterium ramulus	25	-0.00367365967365968	0.00224131177305566	0.08	-0.00806663074884877	0.000719311401529418	285
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	Blautia wexlerae	25	-0.00402564102564102	0.00219601864414557	0.2	-0.00832983756816634	0.000278555516884295	286
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	Eubacterium eligens	25	-0.00413519813519814	0.00234635455311982	0.2	-0.00873405305931299	0.000463656788916716	287
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	Flavonifractor plautii	25	-0.00441724941724943	0.00236161905549107	0.2	-0.00904602276601193	0.000211523931513071	288
Random forest	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	Anaerostipes hadrus	25	-0.00562004662004662	0.00340729915259607	0.24	-0.0122983529591349	0.00105825971904169	289
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	Peptostreptococcus stomatis	25	0.0758111888111888	0.0145342154133094	0.88	0.0473241266011024	0.104298251021275	1
XGBoost	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	Streptococcus salivarius	25	0.0278939393939394	0.00978912353604946	0.68	0.00870725726328246	0.0470806215245963	2
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	Ruminococcus bicirculans	25	0.0278927738927739	0.00662156648754574	0.76	0.0149145035771842	0.0408710442083636	3
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	Blautia sp CAG 257	25	0.00895104895104895	0.0025384256848667	0.6	0.00397573460871021	0.0139263632933877	4
XGBoost	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	Fusobacterium nucleatum	25	0.00760839160839162	0.00338275558356501	0.44	0.000978190664604205	0.014238592552179	5
XGBoost	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	Bacteroides xylanisolvens	25	0.0072051282051282	0.00410775629225115	0.52	-0.000846074127684047	0.0152563305379405	6
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	25	0.00544405594405595	0.00166307807214378	0.56	0.00218442292265415	0.00870368896545775	7
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	Eubacterium ventriosum	25	0.00517832167832168	0.00238009416437287	0.4	0.000513337116150853	0.00984330624049251	8
XGBoost	k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	Parvimonas micra	25	0.00394055944055945	0.00684085753721963	0.6	-0.00946752133239103	0.0173486402135099	9
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	Flavonifractor plautii	25	0.00340093240093241	0.00508265744336105	0.44	-0.00656107618805526	0.0133629409899201	10
XGBoost	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	Parabacteroides merdae	25	0.00285431235431236	0.00244826487208002	0.24	-0.00194428679496449	0.00765291150358921	11
XGBoost	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	Streptococcus parasanguinis	25	0.00269463869463869	0.00299214908297938	0.28	-0.00316997350800088	0.00855925089727827	12
XGBoost	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	Parabacteroides goldsteinii	25	0.00191608391608392	0.00171087777092135	0.16	-0.00143723651492193	0.00526940434708977	13
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	Eubacterium rectale	25	0.00186946386946387	0.00400157463351173	0.24	-0.00597362241221913	0.00971255015114687	14
XGBoost	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	Bacteroides nordii	25	0.00161305361305362	0.00106324820109892	0.12	-0.000470912861100274	0.00369702008720751	15
XGBoost	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	Dialister pneumosintes	25	0.00153962703962704	0.00231453835084716	0.24	-0.00299686812803341	0.00607612220728748	16
XGBoost	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	Allisonella histaminiformans	25	0.00121911421911422	0.000719674713156483	0.12	-0.000191448218672489	0.00262967665690092	17
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	Dorea formicigenerans	25	0.0012027972027972	0.001829155837628	0.24	-0.00238234823895367	0.00478794264454808	18
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	Roseburia sp CAG 182	8	0.00104166666666668	0.00104166666666668	0.125	-0.00100000000000001	0.00308333333333336	19
XGBoost	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	Ruminococcus torques	25	0.001	0.001	0.04	-0.000960000000000001	0.00296	20
