genome_id	metagenome_id	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem	ecosystem_category	ecosystem_type	habitat	longitude	latitude
3300020689_1	3300020689	3213582	122	47644	0	2	0	42	97.81	0.88	93.41	MQ	OTU-15909	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020689_4	3300020689	1114980	135	10199	0	1	1	36	76.92	0.52	74.32	MQ	OTU-16465	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020689_2	3300020689	2094336	265	9649	0	0	0	36	89.01	1.65	80.76	MQ	OTU-18026	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020689_3	3300020689	1922037	196	13649	1	0	0	33	91.85	3.27	75.5	MQ	OTU-7715	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Polynucleobacter;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021125_2	3300021125	2824839	45	90369	0	0	0	44	98.9	1.1	93.4	MQ	OTU-18026	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021125_1	3300021125	3340948	139	42376	0	2	0	44	99.03	0.88	94.63	MQ	OTU-15909	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021125_3	3300021125	2017966	327	6463	0	0	0	23	70.96	3.54	53.26	MQ	OTU-7715	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Polynucleobacter;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021125_4	3300021125	1314076	99	20515	0	1	1	42	91.45	1.28	85.05	MQ	OTU-16465	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021125_5	3300021125	1290171	96	19518	1	0	0	40	90.31	1.28	83.91	MQ	OTU-4230	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021125_6	3300021125	816009	114	8715	1	1	1	27	67.65	3.33	51	MQ	OTU-14842	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021118_4	3300021118	1233475	104	20570	0	1	1	38	86.32	0.51	83.77	MQ	OTU-16465	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021118_3	3300021118	1295099	108	15510	1	0	0	37	85.9	1.71	77.35	MQ	OTU-4230	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020716_7	3300020716	836612	84	13188	1	1	1	26	64.04	0	64.04	MQ	OTU-14842	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020716_5	3300020716	1172200	121	11923	0	1	0	31	77.83	1.71	69.28	MQ	OTU-18005	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020716_4	3300020716	1291815	100	19104	1	0	0	36	90.03	2.14	79.33	MQ	OTU-4230	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020716_3	3300020716	1315373	88	23225	0	1	1	46	88.89	1.28	82.49	MQ	OTU-16465	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021114_1	3300021114	3158864	147	30285	0	2	0	43	97.37	0.93	92.72	MQ	OTU-15909	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021114_2	3300021114	2750669	56	74080	0	0	0	44	98.9	0.55	96.15	MQ	OTU-18026	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020728_6	3300020728	2915254	105	48724	2	1	1	43	95.09	0.57	92.24	HQ	OTU-6731	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020728_15	3300020728	578206	82	7784	0	0	0	17	52.59	0	52.59	MQ	OTU-14842	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300020728_13	3300020728	927790	50	32164	1	1	1	27	62.63	0.53	59.98	MQ	OTU-2750	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__AAA044-D11;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021119_4	3300021119	1063907	135	8953	0	0	0	35	69.77	2.56	56.97	MQ	OTU-4230	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300021119_3	3300021119	1233368	109	17037	0	1	1	46	88.03	1.28	81.63	MQ	OTU-16465	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	Aquatic	Freshwater	Freshwater	-89.686	46.041
3300029215_9	3300029215	3251046	96	46070	0	2	0	50	99.17	0.49	96.72	MQ	OTU-640	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCF_002265625.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_6	3300029215	3406506	42	160716	1	0	4	48	98.73	0.63	95.58	MQ	OTU-13776	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__GCA_000431375.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_7	3300029215	3358934	81	80684	0	0	0	72	96.64	0.93	91.99	MQ	OTU-10866	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A coprophilus	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_25	3300029215	1685325	9	258605	0	1	1	27	90.27	1.01	85.22	MQ	OTU-10265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_21	3300029215	1912112	177	15394	0	2	2	41	80.04	0.34	78.34	MQ	OTU-12522	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__CAG-177 sp1	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_20	3300029215	1994070	152	18447	1	1	1	35	72.46	0.94	67.76	MQ	OTU-16220	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp1	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_23	3300029215	1860735	199	12813	1	0	1	31	57.22	1.01	52.17	MQ	OTU-15695	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_22	3300029215	1875502	12	492144	0	2	1	45	95.3	0	95.3	MQ	OTU-9493	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-217;s__CAG-217 sp1	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_5	3300029215	3410337	77	69245	2	4	1	55	98.65	1.01	93.6	HQ	OTU-14459	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_14	3300029215	2416511	41	107169	1	0	1	40	94.2	0.48	91.8	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_17	3300029215	2263890	125	31060	1	0	0	39	97.32	0	97.32	MQ	OTU-13372	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_12	3300029215	2783670	33	109658	1	1	1	48	97.56	0	97.56	HQ	OTU-13648	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_13	3300029215	2646497	17	242314	1	0	1	33	98.66	0	98.66	MQ	OTU-10539	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_18	3300029215	2148951	21	133024	1	2	1	46	94.61	0.9	90.11	HQ	OTU-12878	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-207;s__GCA_000436295.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029215_19	3300029215	2018172	167	17036	2	2	1	45	96.48	4.43	74.33	HQ	OTU-12534	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300017405_2	3300017405	1554034	311	5096	0	0	0	18	59.25	0.83	55.1	MQ	OTU-9754	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__;s__	Aquatic	Freshwater	Freshwater	-87.5437	41.6655
3300029250_12	3300029250	2696872	26	135696	0	1	2	45	98.07	1.55	90.32	MQ	OTU-13165	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__GCA_000434615.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_11	3300029250	2887780	33	131155	1	1	1	49	97.96	0	97.96	HQ	OTU-13648	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_17	3300029250	2474342	120	31291	1	0	0	29	92.62	0	92.62	MQ	OTU-15627	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_14	3300029250	2536866	49	76320	1	2	1	55	96.04	1.97	86.19	HQ	OTU-6055	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__UBA10261	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_19	3300029250	2316517	23	142452	1	1	0	43	97.09	0	97.09	MQ	OTU-5030	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-488;s__GCA_000434055.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_18	3300029250	2437097	31	172623	2	1	1	43	92.31	1.92	82.71	MQ	OTU-6928	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_31	3300029250	1559172	58	40508	1	3	1	40	59.18	0	59.18	MQ	OTU-7775	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__GCA_000435155.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_30	3300029250	1570629	203	8805	1	1	1	33	73.29	2.28	61.89	MQ	OTU-2990	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_16	3300029250	2522326	39	109774	1	0	1	39	96.14	0	96.14	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_9	3300029250	3416174	169	30193	2	2	0	56	92.91	1.46	85.61	MQ	OTU-14459	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_26	3300029250	1876528	49	72760	2	0	0	45	93.55	1.28	87.15	MQ	OTU-10259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA5394;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_27	3300029250	1822781	34	80304	0	2	1	37	89.11	0.81	85.06	MQ	OTU-11702	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__GCA_001940855.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_24	3300029250	1982895	76	42293	0	1	0	44	88.54	0.13	87.89	MQ	OTU-959	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_25	3300029250	1979290	174	14727	2	1	2	40	92.71	0.36	90.91	HQ	OTU-15865	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter massiliensis	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_22	3300029250	2071848	145	18434	0	0	0	50	93.43	1.21	87.38	MQ	OTU-13730	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_23	3300029250	1992194	334	6218	0	1	1	20	65.69	0	65.69	MQ	OTU-3269	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp1	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_20	3300029250	2253208	18	182136	1	1	0	38	97.27	0	97.27	MQ	OTU-13732	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__UBA11809	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_21	3300029250	2192813	34	93582	0	2	2	42	90.94	0.67	87.59	MQ	OTU-13733	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp6	Human	Digestive system	Host-associated	116.416	39.9119
3300029250_28	3300029250	1745471	93	28321	1	4	1	41	80.79	0.67	77.44	MQ	OTU-16228	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_35	3300029251	1185620	199	6288	1	0	0	12	59.52	0.81	55.47	MQ	OTU-10259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA5394;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_32	3300029251	1248671	235	5247	0	0	0	8	52.17	0	52.17	MQ	OTU-2115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__GCA_000436675.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_33	3300029251	1217969	4	654088	0	0	0	28	65.77	0	65.77	MQ	OTU-7251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_20	3300029251	2100489	259	9734	1	1	0	27	79.98	0.19	79.03	MQ	OTU-16095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__GCA_900066885.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_19	3300029251	2135821	27	136657	1	1	0	38	93.02	0	93.02	MQ	OTU-17905	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__GCA_000431775.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_24	3300029251	1835075	17	166136	0	0	0	41	88.03	0.85	83.78	MQ	OTU-213	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp3	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_27	3300029251	1699804	39	280260	1	1	0	35	80.2	4.47	57.85	MQ	OTU-18020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-180;s__GCA_000432435.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_21	3300029251	2070503	29	88393	1	1	1	49	93.94	1.34	87.24	HQ	OTU-5974	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp1	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_23	3300029251	1893535	33	98301	1	3	1	40	96.64	2.01	86.59	HQ	OTU-13794	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Eubacterium_R;s__GCA_000434995.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_22	3300029251	1907390	171	14030	0	2	0	37	86.48	0.89	82.03	MQ	OTU-7931	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_F;s__Ruminococcus_F champanellensis	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_16	3300029251	2261576	186	14878	1	3	1	45	93.37	1.58	85.47	HQ	OTU-6055	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__UBA10261	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_12	3300029251	2544813	78	39309	1	0	0	43	94.44	0	94.44	MQ	OTU-5963	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCA_000434975.1	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_13	3300029251	2393793	136	24100	0	3	1	43	94.76	0	94.76	MQ	OTU-4201	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__	Human	Digestive system	Host-associated	116.416	39.9119
3300029251_18	3300029251	2194908	32	91423	1	2	2	45	96.94	0	96.94	HQ	OTU-12522	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__CAG-177 sp1	Human	Digestive system	Host-associated	116.416	39.9119
3300012487_1	3300012487	693167	145	4619	0	1	0	12	55.04	0.49	52.59	MQ	OTU-10190	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Plants	Rhizoplane	Arabidopsis rhizosphere	-79.0506	35.9076
3300025503_12	3300025503	4345932	34	173764	2	1	3	48	96.7	4.46	74.4	HQ	OTU-10331	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_10	3300025503	4598812	194	35548	1	1	2	50	96.64	2.62	83.54	HQ	OTU-4669	d__Bacteria;p__UBP10;c__GR-WP33-30;o__UBA7539;f__UBA7539;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_11	3300025503	4526469	247	27626	1	1	1	44	97.73	0	97.73	HQ	OTU-4670	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_16	3300025503	3025718	420	8084	0	0	0	30	54.31	0	54.31	MQ	OTU-4671	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-89;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_17	3300025503	3097077	117	42809	0	0	0	44	96.27	1	91.27	MQ	OTU-4672	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_8	3300025503	4646348	96	102716	2	5	1	53	94.36	2.12	83.76	HQ	OTU-12667	d__Bacteria;p__Firmicutes;c__Alicyclobacillia;o__Alicyclobacillales;f__Acidibacillaceae;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_4	3300025503	6477818	71	148860	3	1	0	48	97.69	4.16	76.89	MQ	OTU-12675	d__Bacteria;p__Chloroflexota;c__UBA6077;o__;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_6	3300025503	6038764	453	18596	2	1	1	47	80.69	1.49	73.24	MQ	OTU-12677	d__Bacteria;p__Firmicutes_E;c__Thermaerobacteria;o__;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_7	3300025503	5763466	257	36262	2	3	5	42	95.71	3.96	75.91	HQ	OTU-15748	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA7999;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_14	3300025503	3524065	136	41774	1	1	1	32	65	0.06	64.7	MQ	OTU-15868	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_15	3300025503	3247906	46	144631	1	1	2	47	97.73	0	97.73	HQ	OTU-4674	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_18	3300025503	3020543	44	129350	1	1	1	45	94.87	1.28	88.47	HQ	OTU-4677	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_55	3300025503	773157	91	10896	0	0	0	15	51.35	0.06	51.05	MQ	OTU-16789	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Thermocladium;s__GCA_001516585.1	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_51	3300025503	727987	103	7478	0	1	0	11	59.71	0.32	58.11	MQ	OTU-3433	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA141;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_38	3300025503	1541553	207	8287	1	0	0	30	82.98	2.14	72.28	MQ	OTU-5279	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_28	3300025503	2066976	41	101511	0	0	1	29	88.79	1.87	79.44	MQ	OTU-13989	d__Archaea;p__Crenarchaeota;c__UBA168;o__UBA168;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_27	3300025503	2237327	17	284044	0	1	0	30	67.24	0	67.24	MQ	OTU-13990	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Metallibacterium;s__Metallibacterium scheffleri	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_25	3300025503	2344041	26	142494	0	0	0	20	51.72	0	51.72	MQ	OTU-13991	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_24	3300025503	2473698	40	93115	1	1	1	47	97.27	0.93	92.62	HQ	OTU-13992	d__Bacteria;p__UBP12;c__UBA5184;o__UBA5184;f__UBA5184;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_23	3300025503	2481188	475	5419	0	1	1	28	54.24	0.38	52.34	MQ	OTU-13993	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_20	3300025503	2659046	93	49524	0	1	0	45	96.58	2.14	85.88	MQ	OTU-12225	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrimicrobium;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_54	3300025503	780844	63	24676	1	1	1	25	56.54	0.81	52.49	MQ	OTU-16785	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__I-plasma;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_50	3300025503	871984	123	7512	0	1	0	20	62.94	0	62.94	MQ	OTU-3432	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__UBA164;f__UBA164;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_48	3300025503	950082	138	8139	2	0	2	25	76.25	1.32	69.65	MQ	OTU-12151	d__Archaea;p__Crenarchaeota;c__UBA168;o__UBA168;f__UBA168;g__UBA168;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
3300025503_45	3300025503	1306852	50	47250	2	0	1	40	88.97	1.47	81.62	MQ	OTU-12153	d__Archaea;p__Crenarchaeota;c__UBA168;o__UBA168;f__;g__;s__	Aquatic	Thermal springs	Hypersaline mat	-110.69	44.376
