Reference	ExpectedAbundancePct	AbundanceBin	Branch	GenomeFractionPct	RecoveredGe90Pct	FullGenomeGe99Pct	MismatchesPer100Kbp	IndelsPer100Kbp	ReferenceReportPresent	BranchReportPresent
Shewanella_baltica_OS185	1.35662189775	>=1%	flye-ont-polypolish-careful	93.043	yes	no	1512.28	243.65	yes	yes
Shewanella_baltica_OS185	1.35662189775	>=1%	flye-hifi	100	yes	yes	10.43	0.48	yes	yes
Shewanella_baltica_OS223	2.5364523173	>=1%	spades-short-only	86.847	no	no	252.66	7.43	yes	yes
Shewanella_baltica_OS223	2.5364523173	>=1%	spades-illumina-ont	88.065	no	no	361.31	13.78	yes	yes
Shewanella_baltica_OS223	2.5364523173	>=1%	spades-illumina-hifi	91.494	yes	no	492.47	18.8	yes	yes
Shewanella_baltica_OS223	2.5364523173	>=1%	flye-ont	97.789	yes	no	626.93	380.72	yes	yes
Shewanella_baltica_OS223	2.5364523173	>=1%	flye-ont-polypolish-default	98.213	yes	no	606.84	120.81	yes	yes
Shewanella_baltica_OS223	2.5364523173	>=1%	flye-ont-polypolish-careful	98.326	yes	no	609.48	156.45	yes	yes
Shewanella_baltica_OS223	2.5364523173	>=1%	flye-hifi	99.976	yes	yes	841.5	25.7	yes	yes
Shewanella_loihica_PV-4	0.553251012493	0.1-<1%	spades-short-only	55.802	no	no	120.86	20.47	yes	yes
Shewanella_loihica_PV-4	0.553251012493	0.1-<1%	spades-illumina-ont	73.977	no	no	331.54	330.66	yes	yes
Shewanella_loihica_PV-4	0.553251012493	0.1-<1%	spades-illumina-hifi	88.562	no	no	124.83	18.93	yes	yes
Shewanella_loihica_PV-4	0.553251012493	0.1-<1%	flye-ont	13.54	no	no	874.89	1769.47	yes	yes
Shewanella_loihica_PV-4	0.553251012493	0.1-<1%	flye-ont-polypolish-default	17.31	no	no	827.16	1589.55	yes	yes
Shewanella_loihica_PV-4	0.553251012493	0.1-<1%	flye-ont-polypolish-careful	17.006	no	no	825.55	1591.23	yes	yes
Shewanella_loihica_PV-4	0.553251012493	0.1-<1%	flye-hifi	86.374	no	no	2.05	37.67	yes	yes
Sulfurihydrogenibium_sp._YO3AOP1	0.692150588942	0.1-<1%	spades-short-only	88.991	no	no	83.23	12.69	yes	yes
Sulfurihydrogenibium_sp._YO3AOP1	0.692150588942	0.1-<1%	spades-illumina-ont	94.912	yes	no	153.58	97.32	yes	yes
Sulfurihydrogenibium_sp._YO3AOP1	0.692150588942	0.1-<1%	spades-illumina-hifi	95.779	yes	no	122.24	11.36	yes	yes
Sulfurihydrogenibium_sp._YO3AOP1	0.692150588942	0.1-<1%	flye-ont	62.889	no	no	681.01	2020.82	yes	yes
Sulfurihydrogenibium_sp._YO3AOP1	0.692150588942	0.1-<1%	flye-ont-polypolish-default	71.224	no	no	581.77	1570.17	yes	yes
Sulfurihydrogenibium_sp._YO3AOP1	0.692150588942	0.1-<1%	flye-ont-polypolish-careful	70.539	no	no	590.03	1592.91	yes	yes
Sulfurihydrogenibium_sp._YO3AOP1	0.692150588942	0.1-<1%	flye-hifi	98.014	yes	no	2.44	11.19	yes	yes
Sulfurisphaera_tokodaii_str._7	0.075406063925	<0.1%	spades-short-only	0.033	no	no	0	0	yes	yes
Sulfurisphaera_tokodaii_str._7	0.075406063925	<0.1%	spades-illumina-ont	0.29	no	no	664.71	639.14	yes	yes
Sulfurisphaera_tokodaii_str._7	0.075406063925	<0.1%	spades-illumina-hifi	0.998	no	no	198.01	18.68	yes	yes
Sulfurisphaera_tokodaii_str._7	0.075406063925	<0.1%	flye-ont	0.099	no	no	1044.39	2312.57	yes	yes
Sulfurisphaera_tokodaii_str._7	0.075406063925	<0.1%	flye-ont-polypolish-default	0.099	no	no	1044.39	2312.57	yes	yes
Sulfurisphaera_tokodaii_str._7	0.075406063925	<0.1%	flye-ont-polypolish-careful	0.099	no	no	1044.39	2312.57	yes	yes
Sulfurisphaera_tokodaii_str._7	0.075406063925	<0.1%	flye-hifi	0	no	no	NA	NA	yes	no
Thermoanaerobacter_pseudethanolicus_ATCC_33223	2.48160060047	>=1%	spades-short-only	94.766	yes	no	8.39	0.89	yes	yes
Thermoanaerobacter_pseudethanolicus_ATCC_33223	2.48160060047	>=1%	spades-illumina-ont	98.525	yes	no	23.97	1.29	yes	yes
Thermoanaerobacter_pseudethanolicus_ATCC_33223	2.48160060047	>=1%	spades-illumina-hifi	99.254	yes	yes	29.12	1.58	yes	yes
Thermoanaerobacter_pseudethanolicus_ATCC_33223	2.48160060047	>=1%	flye-ont	100	yes	yes	23.07	445.55	yes	yes
Thermoanaerobacter_pseudethanolicus_ATCC_33223	2.48160060047	>=1%	flye-ont-polypolish-default	100	yes	yes	10.05	26.04	yes	yes
Thermoanaerobacter_pseudethanolicus_ATCC_33223	2.48160060047	>=1%	flye-ont-polypolish-careful	100	yes	yes	12.23	58.87	yes	yes
Thermoanaerobacter_pseudethanolicus_ATCC_33223	2.48160060047	>=1%	flye-hifi	100	yes	yes	0.55	0.63	yes	yes
Thermotoga_neapolitana_DSM_4359	1.60748197579	>=1%	spades-short-only	99.671	yes	yes	5.85	2.98	yes	yes
Thermotoga_neapolitana_DSM_4359	1.60748197579	>=1%	spades-illumina-ont	99.506	yes	yes	7.99	3.41	yes	yes
Thermotoga_neapolitana_DSM_4359	1.60748197579	>=1%	spades-illumina-hifi	100	yes	yes	24.88	4.57	yes	yes
Thermotoga_neapolitana_DSM_4359	1.60748197579	>=1%	flye-ont	99.929	yes	yes	63.48	376.14	yes	yes
Thermotoga_neapolitana_DSM_4359	1.60748197579	>=1%	flye-ont-polypolish-default	99.929	yes	yes	51.07	47.97	yes	yes
Thermotoga_neapolitana_DSM_4359	1.60748197579	>=1%	flye-ont-polypolish-careful	99.929	yes	yes	54.66	77.3	yes	yes
Thermotoga_neapolitana_DSM_4359	1.60748197579	>=1%	flye-hifi	100	yes	yes	1.38	2.65	yes	yes
Thermotoga_petrophila_RKU-1	6.95026306091	>=1%	spades-short-only	99.001	yes	yes	40.08	1.38	yes	yes
Thermotoga_petrophila_RKU-1	6.95026306091	>=1%	spades-illumina-ont	99.447	yes	yes	56.06	2.42	yes	yes
Thermotoga_petrophila_RKU-1	6.95026306091	>=1%	spades-illumina-hifi	97.116	yes	no	44.44	2.91	yes	yes
Thermotoga_petrophila_RKU-1	6.95026306091	>=1%	flye-ont	99.726	yes	yes	38.68	357.54	yes	yes
Thermotoga_petrophila_RKU-1	6.95026306091	>=1%	flye-ont-polypolish-default	99.726	yes	yes	25.82	21.69	yes	yes
Thermotoga_petrophila_RKU-1	6.95026306091	>=1%	flye-ont-polypolish-careful	99.726	yes	yes	28.71	47.85	yes	yes
Thermotoga_petrophila_RKU-1	6.95026306091	>=1%	flye-hifi	100	yes	yes	0.99	0.16	yes	yes
Treponema_denticola_ATCC_35405	1.26746475625	>=1%	spades-short-only	96.024	yes	no	84.28	11.76	yes	yes
Treponema_denticola_ATCC_35405	1.26746475625	>=1%	spades-illumina-ont	98.466	yes	no	112.28	57.71	yes	yes
Treponema_denticola_ATCC_35405	1.26746475625	>=1%	spades-illumina-hifi	98.241	yes	no	87.64	7.71	yes	yes
Treponema_denticola_ATCC_35405	1.26746475625	>=1%	flye-ont	62.12	no	no	862.93	2240.87	yes	yes
Treponema_denticola_ATCC_35405	1.26746475625	>=1%	flye-ont-polypolish-default	76.131	no	no	722.76	1699	yes	yes
Treponema_denticola_ATCC_35405	1.26746475625	>=1%	flye-ont-polypolish-careful	76.131	no	no	728.03	1716.91	yes	yes
Treponema_denticola_ATCC_35405	1.26746475625	>=1%	flye-hifi	79.779	no	no	6.68	37.81	yes	yes
Trichormus_sp._PCC_7120	1.37146302611	>=1%	spades-short-only	96.817	yes	no	45.61	8.63	yes	yes
Trichormus_sp._PCC_7120	1.37146302611	>=1%	spades-illumina-ont	98.743	yes	no	65.3	33.02	yes	yes
Trichormus_sp._PCC_7120	1.37146302611	>=1%	spades-illumina-hifi	99.151	yes	yes	49.94	2.65	yes	yes
Trichormus_sp._PCC_7120	1.37146302611	>=1%	flye-ont	63.914	no	no	739.31	1701.4	yes	yes
Trichormus_sp._PCC_7120	1.37146302611	>=1%	flye-ont-polypolish-default	73.862	no	no	600.92	1197.9	yes	yes
Trichormus_sp._PCC_7120	1.37146302611	>=1%	flye-ont-polypolish-careful	73.622	no	no	607.75	1218.47	yes	yes
Trichormus_sp._PCC_7120	1.37146302611	>=1%	flye-hifi	99.632	yes	yes	1.81	2.81	yes	yes
Wolinella_succinogenes_DSM_1740	0.65604669178	0.1-<1%	spades-short-only	96.126	yes	no	65.37	8.56	yes	yes
Wolinella_succinogenes_DSM_1740	0.65604669178	0.1-<1%	spades-illumina-ont	97.976	yes	no	82.43	39.12	yes	yes
Wolinella_succinogenes_DSM_1740	0.65604669178	0.1-<1%	spades-illumina-hifi	98.615	yes	no	65.71	5.32	yes	yes
Wolinella_succinogenes_DSM_1740	0.65604669178	0.1-<1%	flye-ont	32.846	no	no	786.81	2253.65	yes	yes
Wolinella_succinogenes_DSM_1740	0.65604669178	0.1-<1%	flye-ont-polypolish-default	43.009	no	no	672.68	1637.3	yes	yes
Wolinella_succinogenes_DSM_1740	0.65604669178	0.1-<1%	flye-ont-polypolish-careful	42.367	no	no	678.82	1656.42	yes	yes
Wolinella_succinogenes_DSM_1740	0.65604669178	0.1-<1%	flye-hifi	94.316	yes	no	1.69	35.45	yes	yes
