cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
878	MB055	MT054;MT110;MT121;MT089;MT105	0.0043814811047482366
879	MB093	MT057	0.004405648767128279
880	MB075	MT001	0.0044325861022334045
881	MB143	MT063;MT078	0.004436315438331533
882	MB058	MT043	0.004441723416150965
883	MB101	MT001	0.004462056611921426
884	MB002	MT098;MT136	0.0044862116420506665
885	MB044;MB062	MT031	0.004488084171939801
886	MB037	MT112	0.004493233968560717
887	MB050	MT115	0.004495860712973145
888	MB017;MB021;MB012;MB016;MB011;MB013	MT053	0.004505802963907562
889	MB069	MT139	0.004506077464640598
890	MB019	MT135	0.0045314740194369865
891	MB122	MT123	0.004554390663049248
892	MB027	MT088	0.00458025498820918
893	MB128	MT042	0.004628057263653372
894	MB019	MT022	0.004666741868644181
895	MB059	MT023	0.0046988192733906945
896	MB128	MT056	0.004741484132870552
897	MB054	MT104	0.004747799354642024
898	MB081	MT115	0.004753731296974388
899	MB162	MT112	0.004757191141675367
900	MB165	MT070	0.004758061731264879
901	MB097	MT116;MT143	0.004758187491155913
902	MB017	MT021	0.0047616746334139225
903	MB010	MT131	0.004762038621316276
904	MB001	MT027	0.0047659287894460485
905	MB162	MT108	0.004771801255656714
906	MB032	MT062	0.004833463707605045
907	MB008	MT126	0.004839835283506658
908	MB012	MT131	0.004840965198191334
909	MB118;MB135;MB151	MT053;MT048;MT069	0.004857069643669239
910	MB019;MB020	MT112	0.004877820170455953
911	MB076	MT094;MT145	0.00488173667587442
912	MB050	MT040	0.004898398150098824
913	MB130	MT016	0.004901785063183565
914	MB006	MT086;MT135	0.004909261860109898
915	MB103	MT050	0.004912799142118218
916	MB160	MT104	0.0049243170239299285
917	MB093;MB028;MB065	MT019	0.0049243170239299285
918	MB081	MT005;MT018;MT009;MT016	0.0049243170239299285
919	MB064;MB083	MT065	0.004949236362232848
920	MB096	MT149	0.004970015093083919
921	MB086;MB110	MT139	0.004981097102133144
922	MB107	MT060	0.005026367309629105
923	MB160	MT065	0.005030690127953369
924	MB071;MB054;MB070	MT066	0.0050621362799581895
925	MB147	MT091	0.0050654959182592895
926	MB092	MT107	0.005108830873259197
927	MB084	MT065;MT084;MT108	0.0051372545416060525
928	MB143	MT057	0.005142561904688987
929	MB079	MT015	0.005151101252186303
930	MB052	MT079;MT063;MT078	0.005153850446917236
931	MB009	MT091	0.005160719228916332
932	MB121;MB125	MT089	0.00517257300855236
933	MB153;MB157	MT090	0.005195182875503043
934	MB146	MT136	0.005206179313821257
935	MB147	MT081	0.005219143218349676
936	MB053	MT052	0.005222692232553015
937	MB020	MT128	0.005225263354226732
938	MB009	MT145	0.005238933826627754
939	MB158	MT037	0.005241858265083452
940	MB129	MT044	0.00529594080086219
941	MB116	MT037	0.005305135240891682
942	MB044	MT036	0.0053127149445976385
943	MB043;MB087;MB076;MB055;MB058	MT083	0.005366893404659782
944	MB127	MT027	0.005380588027676355
945	MB054	MT093	0.005408532316154491
946	MB045	MT091	0.005419383509780191
947	MB024	MT001	0.005420631601393939
948	MB035	MT086;MT135	0.005443344459304851
949	MB093	MT103	0.005471482428082859
950	MB086	MT101;MT132	0.0055596331956568115
951	MB018	MT083	0.0055596331956568115
952	MB056;MB068	MT107	0.005559941428092822
953	MB064;MB083	MT028	0.005567484916729038
954	MB051	MT104	0.005591661976408126
955	MB156	MT057;MT131;MT041;MT098;MT136	0.005600610090648853
956	MB087	MT147	0.00560690157607659
957	MB007	MT096	0.005632250902118669
958	MB154;MB155	MT043	0.005638900796933302
959	MB020	MT106;MT123	0.005651173077572429
960	MB127	MT120	0.005676084826467585
961	MB078;MB095	MT134	0.0056765880474025756
962	MB008	MT016	0.005685946825290079
963	MB077;MB090	MT085	0.005691599905583115
964	MB127	MT106;MT123	0.005691981607919034
965	MB001	MT066	0.005692589485726494
966	MB020	MT103	0.005719461934729005
967	MB057	MT086	0.005728736257038422
968	MB125	MT050	0.005753102951868186
969	MB053	MT022;MT047	0.005756828363106842
970	MB058	MT002	0.005772581313825231
971	MB056;MB068	MT048;MT069	0.005827864099611756
972	MB046;MB130	MT056	0.0058280116802929835
973	MB129	MT089	0.005838451729596477
974	MB078;MB095	MT093	0.005877797370450495
975	MB147	MT075	0.00588874306929238
976	MB034	MT062	0.005892275474722987
977	MB033	MT065	0.005910962721966285
978	MB111	MT010	0.005919662275048805
979	MB056;MB068	MT066	0.005919662275048805
980	MB055	MT044	0.005928041497335539
981	MB113	MT005	0.005940336079315208
982	MB017	MT081	0.00595100414166936
983	MB008	MT118	0.005952091936058794
984	MB018	MT099	0.005961201598966853
985	MB052;MB080	MT149;MT007;MT012	0.005963295492877332
986	MB064	MT107	0.006012813777091337
987	MB110	MT060	0.006021907211763887
988	MB136	MT023	0.00602702289997198
989	MB149	MT029	0.006037725430839515
990	MB166	MT129	0.006044028491121503
991	MB121;MB125	MT075	0.006061119781714
992	MB164	MT146	0.006070925853120628
993	MB064;MB083	MT135	0.006113671702581715
994	MB161;MB162	MT153	0.006123746950936086
995	MB116	MT147	0.006126050164037409
996	MB054	MT008;MT013;MT034;MT014;MT015	0.006154253637772616
997	MB021	MT055	0.0061654300067354555
998	MB124	MT086;MT135	0.006211525392665466
999	MB074;MB094	MT056	0.006211525392665466
1000	MB065	MT031	0.006211525392665466
1001	MB087	MT104	0.006235416345254127
1002	MB104	MT035;MT037	0.006250613545652251
1003	MB028;MB065	MT011	0.006296632355925845
1004	MB154	MT019	0.006313483193883871
1005	MB050	MT092	0.006333282955884202
1006	MB047	MT062	0.006333699455130102
1007	MB056;MB068	MT115	0.0063493134648430595
1008	MB158	MT110;MT121	0.006350347983136282
1009	MB058	MT070	0.006371473447496329
1010	MB075	MT090	0.00637458133609076
1011	MB033	MT108	0.00643528429952275
1012	MB063;MB085	MT068	0.006454486705633805
1013	MB122	MT121	0.006479204835596264
1014	MB118;MB135;MB151	MT092	0.00648533065834474
1015	MB150	MT057	0.006485606881761942
1016	MB099	MT049	0.0065086453723653855
1017	MB092	MT096	0.006538864416767639
1018	MB092	MT088	0.006540334582181349
1019	MB095	MT130	0.006542250861589095
1020	MB022;MB010;MB018	MT102	0.00654700756331545
1021	MB044;MB062	MT016	0.006564165449895183
1022	MB152	MT089	0.0065827914115644546
1023	MB113	MT128	0.0065863726177799765
1024	MB009	MT114	0.006607261417292281
1025	MB122	MT089	0.006607261417292281
1026	MB064	MT029	0.006616315580885733
1027	MB102	MT144	0.0066314212898636255
1028	MB064;MB083	MT042	0.006637800457570441
1029	MB006	MT089	0.006671370247197364
1030	MB043	MT109	0.006700922729297847
1031	MB163	MT071	0.006709881034394057
1032	MB052;MB080	MT096	0.006721025384104616
1033	MB087	MT028	0.006769687527709301
1034	MB089	MT037	0.0067770955311047005
1035	MB075	MT147	0.006785958931442589
1036	MB064	MT106	0.006788504329392419
1037	MB030;MB008;MB009	MT094	0.006790662996561664
1038	MB003;MB004	MT146	0.006791915863143149
1039	MB101;MB156	MT052	0.006801228586807741
1040	MB014	MT083	0.00680863872734735
1041	MB123	MT079	0.006809559647897003
1042	MB129	MT032	0.006813523052077716
1043	MB009	MT148	0.006825971908210659
1044	MB078	MT066	0.00682998311889877
1045	MB078	MT092;MT049;MT062;MT055;MT053;MT048;MT069	0.006848349717981478
1046	MB052;MB080	MT123	0.006854804192548648
1047	MB018	MT122	0.006854804192548648
1048	MB128	MT045	0.006893752760459339
1049	MB054	MT005	0.006893752760459339
1050	MB137;MB142;MB001;MB038	MT144	0.006893752760459339
1051	MB019	MT091	0.006907346358834194
1052	MB152	MT051	0.0069133216917851665
1053	MB038	MT002	0.00698598549282529
1054	MB074;MB094	MT002	0.006992726269270099
1055	MB137;MB142	MT087	0.007031058335290262
1056	MB082	MT043;MT080	0.007056257517935895
1057	MB062	MT095	0.007059644198731568
1058	MB017	MT150;MT151;MT152;MT003;MT006	0.007066248918799236
1059	MB059	MT078	0.007076101190671545
1060	MB163	MT146	0.007091276341435683
1061	MB034;MB036	MT016	0.007119930685307865
1062	MB040	MT010	0.007120443431931043
1063	MB031	MT050	0.007121575654418947
1064	MB053	MT026	0.007147145861868283
1065	MB031	MT047	0.007168933559233773
1066	MB084	MT109	0.007190558723378951
1067	MB050	MT053;MT048;MT069	0.00720372128028738
1068	MB112	MT059	0.007209722005125491
1069	MB012;MB016	MT068	0.007209722005125491
1070	MB063	MT124	0.007239405482893565
1071	MB007	MT120	0.007259495401355077
1072	MB053	MT032	0.007285911818488727
1073	MB143	MT030;MT097	0.007315087374468986
1074	MB127	MT075	0.007365551884376461
1075	MB153	MT153	0.007372577956919272
1076	MB025;MB092;MB091;MB057;MB077;MB090	MT059	0.0073748186451278435
1077	MB089	MT130	0.007397528811498926
1078	MB093	MT102	0.007400940357720675
1079	MB081;MB084	MT001	0.00740577431953819
1080	MB142	MT038	0.007432411183565582
1081	MB124	MT051	0.007443981710058885
1082	MB082	MT053	0.007456199223407814
1083	MB112	MT118;MT099;MT130;MT146	0.007456199223407814
1084	MB007	MT011;MT088	0.007456710513827474
1085	MB152	MT086;MT135	0.007464946917174462
1086	MB019	MT052;MT058	0.007484845014040603
1087	MB089	MT014	0.007497845303789563
1088	MB149	MT071	0.007518656476905111
1089	MB086	MT023	0.007577832936574231
1090	MB020	MT121	0.0075816744016290885
1091	MB073	MT112	0.0076306991623685235
1092	MB009	MT030	0.007647826087515293
1093	MB131	MT029	0.007700074546848849
1094	MB062	MT138	0.007714619662571825
1095	MB164	MT112	0.007717600292007203
1096	MB017;MB021;MB012;MB016;MB011;MB013	MT106	0.007755724364251344
1097	MB028	MT122	0.007772881787380068
1098	MB131	MT048;MT069	0.007829107847105424
1099	MB064;MB083	MT004	0.007841369372065468
1100	MB081;MB084	MT104	0.00784194196086043
1101	MB048	MT016	0.00790025049345528
1102	MB015;MB019;MB020	MT002	0.007921219624724843
1103	MB052	MT124	0.007922273795870068
1104	MB043;MB087;MB076;MB055;MB058	MT047	0.007936491593765716
1105	MB056	MT030	0.007949453689377066
1106	MB005	MT063	0.007951415345685612
1107	MB053	MT097	0.007963735020551362
1108	MB154	MT081	0.007963735020551362
1109	MB132	MT128	0.007966932426125319
1110	MB123	MT145	0.00798560990590201
1111	MB054;MB070	MT153	0.008009113010723472
1112	MB160	MT090	0.008032832608612024
1113	MB078	MT023	0.008077244240161903
1114	MB138	MT019;MT020	0.008088716582133762
1115	MB045;MB100;MB124;MB047;MB046;MB130	MT075	0.008172404043673096
1116	MB084	MT063	0.008189258921607859
1117	MB014	MT039	0.008189258921607859
1118	MB083	MT109	0.008227333555529208
1119	MB107	MT036	0.008265309901094307
1120	MB059;MB060;MB067	MT093	0.008268161916911976
1121	MB029	MT130;MT146	0.008268829754578598
1122	MB061	MT132	0.008278837287589307
1123	MB080	MT142	0.00829681855236229
1124	MB143	MT103;MT109	0.00829681855236229
1125	MB145	MT001;MT119	0.008303689375919071
1126	MB081	MT031;MT033	0.008305807324172177
1127	MB135	MT113	0.008314437485854061
1128	MB118	MT118	0.008318429819557301
1129	MB092	MT081	0.008336775484093832
1130	MB090	MT034	0.008366383788838963
1131	MB112	MT005	0.008432190612506956
1132	MB123	MT142	0.008504452909575069
1133	MB160	MT011;MT088	0.0085296875729489
1134	MB056;MB068	MT097	0.00856115139536341
1135	MB106	MT096;MT022;MT047	0.00856115139536341
1136	MB037;MB034;MB036	MT015	0.008582489879273224
1137	MB112	MT123	0.008589957928986076
1138	MB103	MT114	0.00859626427984444
1139	MB064;MB083	MT053	0.008604565065842435
1140	MB125	MT076	0.008610213503982615
1141	MB010	MT038	0.00863627126329637
1142	MB058	MT048	0.008662716056659187
1143	MB164	MT051	0.008674781834942137
1144	MB119;MB117;MB114;MB115	MT018	0.008698033016640338
1145	MB122	MT107	0.00870882811202199
1146	MB078	MT114	0.008724676260476604
1147	MB124;MB047;MB046;MB130	MT019	0.008732784611983999
1148	MB153	MT037	0.008774779099260435
1149	MB138	MT143	0.008776956315650281
1150	MB039	MT087	0.008776956315650281
1151	MB106	MT072	0.008777762636866132
1152	MB155	MT014;MT015	0.008818818682719297
1153	MB038	MT101	0.008877155290275081
1154	MB135;MB151	MT019	0.008877155290275081
1155	MB143	MT136	0.008952973177148328
1156	MB144;MB150	MT028	0.008961905590871715
1157	MB100	MT086	0.008978054223168042
1158	MB040	MT035	0.008978086110712012
1159	MB056	MT114	0.009035664749980023
1160	MB166;MB069;MB096	MT080	0.009113724109091989
1161	MB069	MT070	0.009134895923710662
1162	MB063;MB085	MT003	0.009157382336923078
1163	MB059	MT083;MT142	0.009160093262240827
1164	MB047	MT054	0.009182953947254671
1165	MB045	MT005	0.00921194827517268
1166	MB153	MT075	0.009213483416568292
1167	MB136	MT021	0.009223412578054719
1168	MB165	MT112	0.009241340677329409
1169	MB165	MT144	0.009248528577769737
1170	MB008	MT005	0.009302149567880575
1171	MB138	MT005	0.009324824279819122
1172	MB074;MB094	MT086	0.009345888753931797
1173	MB143	MT011;MT088	0.009370090665959686
1174	MB137	MT095	0.009402162124135539
1175	MB032	MT112	0.009414160451674678
1176	MB121	MT016	0.009435002621543405
1177	MB146	MT037	0.00947892479712813
1178	MB019	MT087	0.009507768979612353
1179	MB010	MT087	0.009552670656645489
1180	MB116	MT034	0.00958166505091568
1181	MB044	MT098;MT136	0.00961790088243887
1182	MB083	MT025	0.009630923273657478
1183	MB056;MB068	MT153	0.009644200187579118
1184	MB065	MT090;MT093	0.009645888172423874
1185	MB020	MT078	0.009666933836085276
1186	MB025	MT086	0.009674335647382777
1187	MB062	MT099	0.00968312337546031
1188	MB133	MT101	0.009688063701314677
1189	MB008	MT127	0.009698500814504175
1190	MB024	MT076	0.009725038336325735
1191	MB159	MT087	0.009760297307682594
1192	MB120	MT151	0.009772905801695304
1193	MB156	MT081	0.009799113811882938
1194	MB110	MT001;MT119	0.00984394248692043
1195	MB107	MT112	0.009920380690888256
1196	MB055	MT043	0.009924055398889029
1197	MB056	MT093	0.009924055398889029
1198	MB053	MT011	0.009939370652611164
1199	MB151	MT071	0.009943746667905366
1200	MB094	MT066	0.009962281617122355
1201	MB080	MT068	0.009992495847326999
1202	MB061	MT099	0.01005979848852603
1203	MB138	MT093	0.01005979848852603
1204	MB153;MB157	MT001;MT119	0.010133540274150398
1205	MB107	MT022	0.01013590712818608
1206	MB106	MT065	0.010158799266672605
1207	MB003;MB004	MT002	0.0102916945194474
1208	MB006	MT002	0.010323667707594124
1209	MB060	MT025	0.010344425535035963
1210	MB007	MT092	0.01034610667856697
1211	MB052;MB080	MT153	0.010351324679934307
1212	MB072	MT073	0.010378668013960847
1213	MB058	MT139	0.010435123242177219
1214	MB044	MT131	0.01044957335760946
1215	MB076	MT130	0.010496549900369976
1216	MB034;MB036	MT143	0.010511392030090171
1217	MB107	MT123	0.010550579957670052
1218	MB082	MT072	0.010554939731552236
1219	MB120	MT006	0.010585579732628192
1220	MB146	MT097	0.010608911990749424
1221	MB023	MT130	0.010622087321481455
1222	MB008;MB009	MT134	0.01066545270696492
1223	MB010	MT021	0.010756603731103747
1224	MB030	MT051	0.01076054823374385
1225	MB077;MB090	MT054	0.010772804644385786
1226	MB084	MT010;MT017;MT027;MT035;MT037	0.010788543901356458
1227	MB104	MT019;MT020	0.010819646568401169
1228	MB017	MT137	0.010846047436569646
1229	MB065	MT112	0.010848902864469554
1230	MB134	MT082	0.01087562832274403
1231	MB002;MB005	MT138	0.010897952561500356
1232	MB076	MT120	0.01090110006895493
1233	MB124	MT022	0.0109140056377616
1234	MB147	MT066	0.01092438577264991
1235	MB128	MT043	0.010998285157948656
1236	MB051	MT057	0.011017579532327381
1237	MB148;MB149	MT016	0.011018561448837104
1238	MB107	MT114	0.011026093573460193
1239	MB056	MT121	0.01103570635901447
1240	MB105	MT019;MT020	0.011047030905392856
1241	MB146	MT057	0.011048389055435717
1242	MB154	MT035	0.01105348512792172
1243	MB132	MT095	0.011081139138066168
1244	MB022	MT085	0.01108813794921221
1245	MB151	MT034	0.011095736764505357
1246	MB076	MT117	0.011131482393186677
1247	MB087	MT005	0.011141860440199792
1248	MB086	MT061	0.011141860440199792
1249	MB106	MT009;MT016	0.011146807718151226
1250	MB044;MB062	MT103	0.011158281739310473
1251	MB023	MT083	0.0111642444394648
1252	MB046	MT004	0.011234652681012234
1253	MB136	MT103	0.011236471127516913
1254	MB073	MT015	0.01124347891971647
1255	MB032	MT071	0.011302611993837627
1256	MB110	MT051	0.011311438124185218
1257	MB053	MT040	0.011343342942534935
1258	MB100	MT095	0.011346474795446529
1259	MB025	MT026	0.011366400630794674
1260	MB087	MT099	0.011366934981826424
1261	MB155	MT028	0.011369627336601459
1262	MB017	MT032	0.011405608756481077
1263	MB006	MT115	0.011457079800031566
1264	MB058	MT102	0.011513015430777467
1265	MB016	MT045	0.011528271103456784
1266	MB019	MT096	0.011538724044581911
1267	MB056	MT134	0.01161418786148435
1268	MB050	MT075	0.01162163531706808
1269	MB070	MT057	0.011662150308564267
1270	MB064	MT032	0.011686286283169443
1271	MB036	MT028	0.01169283879331183
1272	MB058	MT028;MT029	0.011738699707600391
1273	MB069	MT107	0.011738724234308565
1274	MB091	MT139	0.011738724234308565
1275	MB087	MT115	0.011792076459852132
1276	MB054	MT009;MT016	0.011802874025739093
1277	MB038	MT025	0.011807604325102557
1278	MB128	MT096	0.011808085366428583
1279	MB105	MT097	0.011825646127438031
1280	MB018	MT045	0.011831459079951787
1281	MB135	MT153	0.011836850417121715
1282	MB003	MT087	0.011877638708028609
1283	MB003;MB004	MT144	0.011938533388486945
1284	MB109	MT028	0.011939539951582602
1285	MB001;MB038	MT095	0.011939539951582602
1286	MB086	MT102	0.011941176428657847
1287	MB086;MB110	MT083	0.011956464402482667
1288	MB054	MT049	0.012032562095100589
1289	MB060	MT044	0.012036478054779953
1290	MB049	MT146	0.012062543328365682
1291	MB137	MT071	0.01206398869516471
1292	MB031	MT085	0.012122111119457935
1293	MB051	MT150	0.012151310097698218
1294	MB099	MT086	0.012168493549352413
1295	MB048;MB119;MB117;MB114;MB115	MT015	0.012249343699212087
1296	MB029	MT152	0.012250957796801444
1297	MB072	MT107	0.012311048761684805
1298	MB103	MT061	0.012358704271899031
1299	MB030	MT001	0.012388545844200346
1300	MB028	MT104	0.012388545844200346
1301	MB123	MT033	0.01239991426984305
1302	MB105	MT120	0.012405415016522932
1303	MB032	MT081	0.012511035310901501
1304	MB129	MT100	0.012514537305908506
1305	MB141	MT137	0.012514537305908506
1306	MB078	MT052	0.012515540434374684
1307	MB163;MB164;MB161;MB162	MT015	0.012613335730258841
1308	MB039	MT094	0.012616479269572278
1309	MB052;MB080	MT017	0.01265242926812554
1310	MB112	MT030	0.012660664708874274
1311	MB084	MT016	0.01266104563906883
1312	MB017;MB021;MB012;MB016;MB011;MB013	MT141	0.01266387571579563
1313	MB094	MT144	0.012702552161970923
1314	MB070	MT136	0.012710065889811868
1315	MB121	MT019;MT020	0.012717416281046282
1316	MB136	MT144	0.012790006598016351
1317	MB001;MB038	MT108	0.012866942290694789
1318	MB141	MT090	0.012866942290694789
1319	MB059	MT017	0.01289430690714646
1320	MB028	MT139	0.012908690478499319
1321	MB160	MT131	0.01291959855621985
1322	MB056	MT084	0.01293132919434855
1323	MB133	MT054	0.012964815715287969
1324	MB146	MT051	0.013020179779933713
1325	MB001;MB038	MT118	0.013038355822174162
1326	MB090	MT014	0.013048585339250754
1327	MB005	MT147	0.013097611117339435
1328	MB045	MT094	0.013097611117339435
1329	MB002	MT133	0.013102096135223387
1330	MB027	MT142	0.013170338345317271
1331	MB087	MT063	0.013185269009097124
1332	MB123	MT123	0.01318802405864568
1333	MB120	MT092	0.013198184370747736
1334	MB112	MT151	0.013230150637400932
1335	MB059	MT153	0.013258315595267654
1336	MB125	MT101	0.013273198486851557
1337	MB150	MT090	0.013332315238309266
1338	MB058	MT098	0.013396110716641726
1339	MB031	MT151	0.013418630212038858
1340	MB096	MT138	0.013425259731495586
1341	MB021;MB012;MB016	MT126	0.013425259731495586
1342	MB016	MT074	0.013425259731495586
1343	MB009	MT014;MT015	0.013431595201746492
1344	MB108	MT146	0.013473920727535543
1345	MB001;MB038	MT015	0.013480898153998314
1346	MB128	MT044	0.013502871046150647
1347	MB006	MT108	0.013521806757936575
1348	MB065	MT096	0.013534454377760527
1349	MB064;MB083;MB063;MB085	MT130	0.01354816169005198
1350	MB093	MT126	0.013552498495299237
1351	MB156	MT029	0.01355345870721357
1352	MB049	MT085	0.013565371290415566
1353	MB087	MT033	0.013582917895674477
1354	MB123	MT107	0.013584572071103328
1355	MB106	MT132	0.013599234561455413
1356	MB056;MB068	MT136	0.01361272834192991
1357	MB003;MB004	MT001	0.013620774667196852
1358	MB010;MB018	MT012	0.01362812356987459
1359	MB018	MT024	0.013648511252872393
1360	MB064;MB083	MT139	0.013720299125536678
1361	MB006	MT143	0.013804939753190802
1362	MB024	MT130;MT146	0.0138334345993998
1363	MB122	MT150	0.013876903094278524
1364	MB108	MT007;MT012	0.013899248337461942
1365	MB029	MT090	0.013987775753725715
1366	MB097	MT077	0.014037047997423037
1367	MB133	MT084	0.014037047997423037
1368	MB074	MT135	0.014037232886616319
1369	MB131	MT089	0.014053376903731884
1370	MB040	MT071	0.014071202860478244
1371	MB022	MT108	0.014083387278676529
1372	MB023	MT139	0.014185931970683475
1373	MB166	MT020	0.014187569536428123
1374	MB034;MB036	MT054	0.014189048704000918
1375	MB073	MT135	0.0142125598778547
1376	MB127	MT011;MT088	0.014255315611271349
1377	MB140	MT149	0.014333676311187584
1378	MB128	MT036	0.014335716857315934
1379	MB001	MT020	0.014359037930125947
1380	MB059	MT022;MT047	0.014366030900440894
1381	MB122	MT044	0.014375728734546482
1382	MB139	MT041	0.014391944200745571
1383	MB128	MT038	0.0144754741606394
1384	MB143	MT027	0.014496935899000533
1385	MB019	MT142	0.014509390526846988
1386	MB124	MT008	0.014594454819416866
1387	MB147	MT089	0.014646670027737788
1388	MB147	MT146	0.014646670027737788
1389	MB032	MT075	0.01466535327283139
1390	MB023	MT032	0.014699256453203123
1391	MB079	MT022	0.014708825891294453
1392	MB031	MT153	0.01477388741243149
1393	MB007	MT042;MT045	0.01479443313138842
1394	MB105	MT002	0.01479443313138842
1395	MB026	MT126	0.014805926647164245
1396	MB111	MT040	0.01481031032041894
1397	MB056	MT065	0.014823354029480054
1398	MB120	MT116	0.01483861880747322
1399	MB112	MT018;MT009;MT016	0.014909194883181194
1400	MB064;MB083	MT147	0.014989464912161974
1401	MB009	MT146	0.014990803665726566
1402	MB078	MT123	0.015032319172736973
1403	MB094	MT095	0.015046853608482036
1404	MB141	MT007;MT012	0.015054617678065313
1405	MB039	MT132	0.015084369206441885
1406	MB003	MT038	0.015106519459064363
1407	MB035	MT040	0.015119672114569957
1408	MB116	MT114	0.015126506546697135
1409	MB017	MT055	0.015138675008599223
1410	MB120	MT036	0.015169623504383627
1411	MB140	MT095	0.015169623504383627
1412	MB129	MT037	0.0151817999798188
1413	MB040	MT087	0.015217013158293255
1414	MB112	MT057	0.015230702154418385
1415	MB072	MT134	0.015233809596356583
1416	MB140	MT127	0.015233809596356583
1417	MB025	MT071	0.01528810131946751
1418	MB057	MT127	0.01528810131946751
1419	MB140	MT002	0.015291973132814034
1420	MB036	MT086;MT135	0.015323494053317016
1421	MB029	MT003;MT006	0.015323494053317016
1422	MB006	MT099	0.015349216113584365
1423	MB017	MT127;MT128	0.015373862630046437
1424	MB002	MT006	0.015408215014016844
1425	MB058	MT094	0.015432710512694096
1426	MB022	MT028	0.015432710512694096
1427	MB089	MT040	0.015433259470227669
1428	MB050	MT066	0.015455073732001383
1429	MB156	MT044	0.015471305363526007
1430	MB020	MT052	0.015489245199695733
1431	MB112	MT078	0.0155489121745882
1432	MB146	MT053	0.0155489121745882
1433	MB086	MT120	0.015554379161575396
1434	MB130	MT070	0.01565660363588727
1435	MB128	MT090	0.01568119037814832
1436	MB128	MT115	0.015681413591572213
1437	MB087	MT067	0.015690825061201195
1438	MB035	MT108	0.015690825061201195
1439	MB136	MT114	0.015690825061201195
1440	MB049;MB136	MT061	0.015690825061201195
1441	MB027	MT103;MT109	0.01569612241179813
1442	MB125	MT049	0.01571215882379105
1443	MB051	MT136	0.015713385635248066
1444	MB125	MT067	0.01574426942995927
1445	MB050	MT108	0.015780538419154354
1446	MB011	MT012	0.015826307775689483
1447	MB078	MT072	0.015827788219783666
1448	MB163	MT086;MT135	0.015829523354580096
1449	MB057	MT031;MT033	0.01585380283295261
1450	MB033	MT135	0.015887758258837897
1451	MB020	MT068	0.01592449590454109
1452	MB128	MT028	0.01592555820507856
1453	MB102	MT119	0.01597604898942585
1454	MB152	MT146	0.015977186038521198
1455	MB087	MT117	0.015997136896125703
1456	MB017;MB021;MB012;MB016;MB011;MB013	MT004	0.016063666240658865
1457	MB065	MT005	0.01607536089346394
1458	MB052	MT142	0.016131920656975288
1459	MB111	MT042;MT045	0.016187187641028566
1460	MB087	MT134	0.016211047189740962
1461	MB165	MT055	0.016228498795321098
1462	MB144	MT056	0.016242911297524282
1463	MB150	MT081	0.01630714207877
1464	MB040	MT123	0.016351649883870487
1465	MB164;MB161;MB162	MT065	0.016384541767992266
1466	MB091	MT127	0.016387954727128354
1467	MB158	MT025	0.016387954727128354
1468	MB078	MT014	0.0164164348630092
1469	MB084	MT090	0.016421697937225657
1470	MB105	MT076	0.01644867113795197
1471	MB089	MT001	0.016476938563815127
1472	MB070	MT014;MT015	0.016523599943566607
1473	MB087	MT065	0.016533544676617985
1474	MB012	MT115	0.01657725818996673
1475	MB064;MB083	MT055	0.016585383090597615
1476	MB017	MT083	0.01664706026522283
1477	MB076	MT026	0.016677020946393034
1478	MB059	MT004	0.016686426612680744
1479	MB015	MT119	0.016686426612680744
1480	MB158	MT027	0.016781088489016487
1481	MB031	MT040	0.01678307084366915
1482	MB059	MT141	0.01679289827722249
1483	MB028	MT134	0.01681815607408251
1484	MB029	MT061	0.016821958908748418
1485	MB016	MT118	0.01683313423562613
1486	MB105	MT011	0.016858735205330554
1487	MB089	MT093	0.016867053219910486
1488	MB146	MT036	0.016867053219910486
1489	MB120;MB122	MT153	0.016874688461948974
1490	MB001;MB038	MT071	0.016880729055159572
1491	MB016	MT080	0.016964582427810238
1492	MB112	MT033	0.016992355032291
1493	MB015	MT139	0.017029048411514088
1494	MB104	MT075	0.017062694058103126
1495	MB024	MT102	0.017076187030786043
1496	MB143	MT022	0.01713976504639333
1497	MB022	MT099	0.01713976504639333
1498	MB086	MT073	0.017148965176978226
1499	MB067	MT047	0.017241055843976318
1500	MB055	MT055	0.017241055843976318
1501	MB086	MT089	0.017306625517180513
1502	MB131	MT136	0.01733995814346045
1503	MB020	MT033	0.017339991391984017
1504	MB089	MT107	0.017365646518222852
1505	MB096	MT148	0.01737863292534263
1506	MB040	MT057	0.01743026073426071
1507	MB095	MT031;MT033	0.017458867592667633
1508	MB024	MT025	0.01751266897504127
1509	MB089	MT150	0.01761648059846071
1510	MB156	MT107	0.017638410184537406
1511	MB075	MT091	0.017674745041375374
1512	MB030	MT101	0.017724480948613633
1513	MB111	MT131	0.01773809187720814
1514	MB022	MT020	0.01773809187720814
1515	MB017	MT114	0.01773809187720814
1516	MB050	MT071	0.017762362548335738
1517	MB040	MT011;MT088	0.017855736998733357
1518	MB002	MT122	0.017874479464687714
1519	MB094	MT084;MT108	0.017876716414245514
1520	MB078	MT101	0.017887422736152705
1521	MB001;MB038	MT112	0.01791768042947022
1522	MB068	MT089	0.017983359809809033
1523	MB121;MB125	MT093	0.018046546240482377
1524	MB086;MB110	MT128	0.018066985464785395
1525	MB010	MT067	0.018137842678545454
1526	MB021	MT083	0.018195877429481856
1527	MB009	MT013	0.018206464253755925
1528	MB100	MT112	0.018212046757477132
