Feature	DNAPrevalence	RNAPrevalence	CoDetection	MeanDNA	MeanRNA	PathwayID	Description	Selected
PWY-6630: superpathway of L-tyrosine biosynthesis	0.4908579465541491	0.1420534458509142	0.1350210970464135	0.0005065677461322082	0.00017546628368495076	PWY-6630	superpathway of L-tyrosine biosynthesis	False
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	0.2517580872011252	0.04219409282700422	0.0379746835443038	5.9045229676511955e-05	4.147374036568213e-05	PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	False
PWY-6700: queuosine biosynthesis	0.9971870604781997	0.9704641350210971	0.9690576652601969	0.016576620333333333	0.007974125974683544	PWY-6700	queuosine biosynthesis	True
PWY-6703: preQ0 biosynthesis	0.9971870604781997	0.9535864978902954	0.9521800281293952	0.012088579960618847	0.004719818087623066	PWY-6703	preQ0 biosynthesis	True
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	0.45569620253164556	0.1308016877637131	0.12517580872011252	0.00015804966272855132	8.105047862165963e-05	PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	False
PWY-6731: starch degradation III	0.1209563994374121	0.009845288326300985	0.005625879043600563	1.5898529732770747e-05	2.4759540084388182e-06	PWY-6731	starch degradation III	False
PWY-6737: starch degradation V	1.0	0.9873417721518988	0.9873417721518988	0.01451230595443038	0.015521084611814345	PWY-6737	starch degradation V	True
PWY-6749: CMP-legionaminate biosynthesis I	0.009845288326300985	0.0028129395218002813	0.0028129395218002813	4.186748241912799e-07	5.375592123769339e-07	PWY-6749	CMP-legionaminate biosynthesis I	False
PWY-6785: hydrogen production VIII	0.0	0.04781997187060478	0.0	0.0	2.6934701547116735e-05	PWY-6785	hydrogen production VIII	False
PWY-6803: phosphatidylcholine acyl editing	0.4866385372714487	0.1518987341772152	0.13924050632911392	0.00024364340779184246	9.179655569620253e-05	PWY-6803	phosphatidylcholine acyl editing	False
PWY-6823: molybdenum cofactor biosynthesis	0.3136427566807314	0.07313642756680731	0.06891701828410689	7.732188194092826e-05	4.332863023909986e-05	PWY-6823	molybdenum cofactor biosynthesis	False
PWY-6829: tRNA methylation (yeast)	0.0014064697609001407	0.0	0.0	3.7147538677918425e-09	0.0	PWY-6829	tRNA methylation (yeast)	False
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	0.015471167369901548	0.0028129395218002813	0.0	4.3211164556962024e-07	2.9694402250351616e-06	PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	False
PWY-6859: all-trans-farnesol biosynthesis	0.42053445850914206	0.13783403656821377	0.1209563994374121	0.00010383893912798876	8.3781576511955e-05	PWY-6859	all-trans-farnesol biosynthesis	False
PWY-6876: isopropanol biosynthesis	0.0014064697609001407	0.0014064697609001407	0.0	1.936947960618847e-07	2.704149085794655e-06	PWY-6876	isopropanol biosynthesis	False
PWY-6891: thiazole biosynthesis II (Bacillus)	0.42616033755274263	0.07032348804500703	0.06610407876230662	0.00020771819490857948	5.899774711673699e-05	PWY-6891	thiazole biosynthesis II (Bacillus)	False
PWY-6892: thiazole biosynthesis I (E. coli)	0.5330520393811533	0.1111111111111111	0.10126582278481013	0.00029449203382559774	9.968639465541491e-05	PWY-6892	thiazole biosynthesis I (E. coli)	False
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	0.42616033755274263	0.06188466947960619	0.057665260196905765	0.0005556373954992967	7.241387201125177e-05	PWY-6895	superpathway of thiamin diphosphate biosynthesis II	False
PWY-6897: thiamin salvage II	0.9929676511954993	0.7313642756680732	0.7285513361462729	0.006266614597749648	0.0012768522610407877	PWY-6897	thiamin salvage II	True
PWY-6901: superpathway of glucose and xylose degradation	0.8790436005625879	0.5569620253164557	0.5372714486638537	0.0011090945845288324	0.0011965452925457103	PWY-6901	superpathway of glucose and xylose degradation	True
PWY-6936: seleno-amino acid biosynthesis	0.9957805907172996	0.5977496483825597	0.5977496483825597	0.0014801800246132207	0.0004520760220815753	PWY-6936	seleno-amino acid biosynthesis	True
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	0.8832630098452883	0.49929676511954996	0.49226441631504925	0.000765326393389592	0.0009248587911392406	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	True
PWY-7003: glycerol degradation to butanol	0.6047819971870605	0.1518987341772152	0.13783403656821377	0.0001977000299578059	0.00011912674430379748	PWY-7003	glycerol degradation to butanol	False
PWY-7007: methyl ketone biosynthesis	0.0014064697609001407	0.0014064697609001407	0.0	1.7867510548523208e-07	1.9934599156118144e-07	PWY-7007	methyl ketone biosynthesis	False
PWY-7013: L-1,2-propanediol degradation	0.2883263009845288	0.07454289732770746	0.06891701828410689	0.00017282731693389595	9.559457735583684e-05	PWY-7013	L-1,2-propanediol degradation	False
PWY-7039: phosphatidate metabolism, as a signaling molecule	0.11392405063291139	0.01828410689170183	0.015471167369901548	3.917588841068917e-05	6.928226582278481e-06	PWY-7039	phosphatidate metabolism, as a signaling molecule	False
PWY-7111: pyruvate fermentation to isobutanol (engineered)	1.0	0.9929676511954993	0.9929676511954993	0.01635776742616034	0.012105140942334738	PWY-7111	pyruvate fermentation to isobutanol (engineered)	True
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0.17580872011251758	0.03656821378340366	0.012658227848101266	4.474030068917018e-05	1.6701615893108298e-05	PWY-7115	C4 photosynthetic carbon assimilation cycle, NAD-ME type	False
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.19690576652601968	0.06469760900140648	0.03656821378340366	0.0003988429368635724	0.00026623992587904356	PWY-7117	C4 photosynthetic carbon assimilation cycle, PEPCK type	False
PWY-7118: chitin degradation to ethanol	0.004219409282700422	0.007032348804500703	0.0028129395218002813	3.955644163150492e-08	2.9538019690576654e-06	PWY-7118	chitin degradation to ethanol	False
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.9929676511954993	0.9310829817158931	0.9268635724331927	0.004784783836849507	0.003397072026722925	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	True
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.9901547116736991	0.8073136427566807	0.8045007032348804	0.0032669387443037975	0.0024581899770745427	PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	True
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0.9170182841068917	0.5175808720112518	0.5007032348804501	0.0019490281476793247	0.0015091282320675106	PWY-7196	superpathway of pyrimidine ribonucleosides salvage	True
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.9929676511954993	0.9338959212376934	0.929676511954993	0.003472303443881857	0.006358174733614627	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	True
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.7848101265822784	0.20253164556962025	0.19971870604781997	0.0007696542128973278	0.0001596020624472574	PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	False
PWY-7199: pyrimidine deoxyribonucleosides salvage	0.9957805907172996	0.8677918424753868	0.8649789029535865	0.002875209879887482	0.003412365969057666	PWY-7199	pyrimidine deoxyribonucleosides salvage	True
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0.011251758087201125	0.0014064697609001407	0.0014064697609001407	1.1355464838255975e-05	1.3487144866385372e-06	PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	False
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.46554149085794655	0.17580872011251758	0.1589310829817159	0.00032142901336146274	0.0001695360693389592	PWY-7204	pyridoxal 5'-phosphate salvage II (plants)	False
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.9943741209563994	0.9774964838255977	0.9732770745428974	0.0068849082559774965	0.012148975319268637	PWY-7208	superpathway of pyrimidine nucleobases salvage	True
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0.32770745428973275	0.0379746835443038	0.030942334739803096	3.7113562264416316e-05	4.453291561181435e-06	PWY-7209	superpathway of pyrimidine ribonucleosides degradation	False
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0.7848101265822784	0.20253164556962025	0.19971870604781997	0.0009040613730942335	0.00019413108129395215	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	False
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.9732770745428974	0.5893108298171589	0.5850914205344585	0.0022860595334739803	0.0014082603023909985	PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	True
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.9985935302390999	0.9985935302390999	0.9971870604781997	0.026055434810126583	0.04667033198312236	PWY-7219	adenosine ribonucleotides de novo biosynthesis	True
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.9957805907172996	0.9746835443037974	0.9704641350210971	0.0059269498171589325	0.003394164763572433	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	True
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.9971870604781997	0.9929676511954993	0.9901547116736991	0.017675307440225035	0.02431173189873418	PWY-7221	guanosine ribonucleotides de novo biosynthesis	True
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.9957805907172996	0.9746835443037974	0.9704641350210971	0.0059269498171589325	0.003394164763572433	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	True
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.9957805907172996	0.9718706047819972	0.9676511954992968	0.008741297104078762	0.016855894573839663	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	True
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.9957805907172996	0.9831223628691983	0.9789029535864979	0.011876075597749648	0.0098226833488045	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	True
PWY-7234: inosine-5'-phosphate biosynthesis III	0.9676511954992968	0.8607594936708861	0.8537271448663853	0.001981812888326301	0.002867771411533052	PWY-7234	inosine-5'-phosphate biosynthesis III	True
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	0.2981715893108298	0.06047819971870605	0.04922644163150492	6.251169977496483e-05	1.5394219690576652e-05	PWY-7235	superpathway of ubiquinol-6 biosynthesis (eukaryotic)	False
PWY-7237: myo-, chiro- and scillo-inositol degradation	0.9381153305203939	0.5513361462728551	0.5232067510548524	0.0004759748851758087	0.0010378359956399435	PWY-7237	myo-, chiro- and scillo-inositol degradation	True
PWY-7242: D-fructuronate degradation	0.9957805907172996	0.9521800281293952	0.9521800281293952	0.004169175914486638	0.005854720112517581	PWY-7242	D-fructuronate degradation	True
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	0.008438818565400843	0.009845288326300985	0.004219409282700422	3.2236146272855135e-07	1.4988239099859352e-05	PWY-7245	superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	False
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.9957805907172996	0.980309423347398	0.9774964838255977	0.009137070794655415	0.005487154298171589	PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	True
PWY-7254: TCA cycle VII (acetate-producers)	0.4767932489451477	0.10407876230661041	0.09985935302390998	0.00016542674735583687	6.0370740506329114e-05	PWY-7254	TCA cycle VII (acetate-producers)	False
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	0.012658227848101266	0.02109704641350211	0.008438818565400843	3.503592405063291e-07	3.5949293952180025e-05	PWY-7268	NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	False
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	0.4120956399437412	0.09282700421940929	0.08157524613220815	0.00019562874436005628	7.914255668073137e-05	PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	False
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0.13361462728551335	0.5161744022503516	0.08860759493670886	2.9746366554149087e-05	0.0016563795513361464	PWY-7279	aerobic respiration II (cytochrome c) (yeast)	False
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.980309423347398	0.749648382559775	0.7468354430379747	0.005655893329113924	0.0014501407074542897	PWY-7282	4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	True
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0.02812939521800281	0.005625879043600563	0.004219409282700422	3.3120557102672292e-06	6.215841068917018e-07	PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	False
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	0.0028129395218002813	0.005625879043600563	0.0	7.669142053445851e-09	5.732781153305204e-06	PWY-7288	fatty acid β-oxidation (peroxisome, yeast)	False
PWY-7294: xylose degradation IV	0.009845288326300985	0.0014064697609001407	0.0	4.752918424753868e-07	5.538706047819972e-07	PWY-7294	xylose degradation IV	False
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.459915611814346	0.1589310829817159	0.14767932489451477	0.00021035151621659636	0.0001091005022503516	PWY-7315	dTDP-N-acetylthomosamine biosynthesis	False
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0.014064697609001406	0.008438818565400843	0.008438818565400843	6.161019127988748e-06	1.1555950773558368e-05	PWY-7316	dTDP-N-acetylviosamine biosynthesis	False
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.9648382559774965	0.630098452883263	0.6272855133614628	0.001983253691293952	0.0010838569443037975	PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	True
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.6877637130801688	0.2883263009845288	0.27848101265822783	0.0002507467856540084	0.0001312220081575246	PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	True
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	0.014064697609001406	0.004219409282700422	0.004219409282700422	5.5361828410689175e-06	6.505921237693389e-06	PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	False
PWY-7345: superpathway of anaerobic sucrose degradation	0.011251758087201125	0.3037974683544304	0.008438818565400843	2.0176056258790435e-06	0.0006991723812939521	PWY-7345	superpathway of anaerobic sucrose degradation	False
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.9929676511954993	0.739803094233474	0.7369901547116737	0.006344689781997187	0.0012091309091420534	PWY-7357	thiamin formation from pyrithiamine and oxythiamine (yeast)	True
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0.44163150492264414	0.2883263009845288	0.2812939521800281	0.0001508923470323488	0.00021618821828410688	PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	True
PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II	0.0028129395218002813	0.0014064697609001407	0.0	7.257721518987342e-08	2.300337552742616e-07	PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	False
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.9268635724331927	0.8621659634317862	0.8565400843881856	0.001477531153164557	0.0027132983974683545	PWY-7383	anaerobic energy metabolism (invertebrates, cytosol)	True
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0.011251758087201125	0.007032348804500703	0.0014064697609001407	2.745915611814346e-07	1.0045552742616034e-06	PWY-7384	anaerobic energy metabolism (invertebrates, mitochondrial)	False
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0.004219409282700422	0.0829817158931083	0.0028129395218002813	2.541040787623066e-07	0.00016963751195499295	PWY-7385	1,3-propanediol biosynthesis (engineered)	False
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.8874824191279888	0.6680731364275668	0.6540084388185654	0.0006283400084528833	0.0011073658811533054	PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	True
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0.009845288326300985	0.005625879043600563	0.0014064697609001407	3.3794261603375525e-07	1.1651444444444443e-06	PWY-7389	superpathway of anaerobic energy metabolism (invertebrates)	False
PWY-7391: isoprene biosynthesis II (engineered)	0.016877637130801686	0.0	0.0	8.099967088607595e-07	0.0	PWY-7391	isoprene biosynthesis II (engineered)	False
PWY-7392: taxadiene biosynthesis (engineered)	0.3459915611814346	0.07313642756680731	0.05907172995780591	9.75996153305204e-05	6.3444188185654e-05	PWY-7392	taxadiene biosynthesis (engineered)	False
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.9718706047819972	0.6132208157524613	0.6104078762306611	0.003535481799718706	0.0014457304725738398	PWY-7400	L-arginine biosynthesis IV (archaebacteria)	True
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.3628691983122363	0.09282700421940929	0.08438818565400844	0.00011382309565400843	5.566781279887483e-05	PWY-7409	phospholipid remodeling (phosphatidylethanolamine, yeast)	False
PWY-7411: superpathway of phosphatidate biosynthesis (yeast)	0.0028129395218002813	0.007032348804500703	0.0028129395218002813	3.489001406469761e-08	3.3352995780590717e-06	PWY-7411	superpathway of phosphatidate biosynthesis (yeast)	False
PWY-7420: monoacylglycerol metabolism (yeast)	0.0028129395218002813	0.005625879043600563	0.0014064697609001407	3.0741350210970466e-08	1.7078859353023909e-06	PWY-7420	monoacylglycerol metabolism (yeast)	False
PWY-7446: sulfoglycolysis	0.2517580872011252	0.03656821378340366	0.03375527426160337	6.445363053445851e-05	2.2278010829817155e-05	PWY-7446	sulfoglycolysis	False
PWY-7456: mannan degradation	0.7018284106891702	0.26582278481012656	0.26441631504922647	0.0013907858579465541	0.0004884827132208158	PWY-7456	mannan degradation	True
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.9718706047819972	0.6455696202531646	0.6385372714486639	0.0014307922419127988	0.0010810238902953589	PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	True
PWY-7560: methylerythritol phosphate pathway II	0.7819971870604782	0.29957805907172996	0.28270042194092826	0.001360444176793249	0.0009255979285513361	PWY-7560	methylerythritol phosphate pathway II	True
PWY-7619: juniperonate biosynthesis	0.0014064697609001407	0.005625879043600563	0.0014064697609001407	3.8278340365682136e-09	1.1089721518987341e-06	PWY-7619	juniperonate biosynthesis	False
PWY-7663: gondoate biosynthesis (anaerobic)	0.9971870604781997	0.9845288326300985	0.9817158931082982	0.009888357170182842	0.014068769582278482	PWY-7663	gondoate biosynthesis (anaerobic)	True
PWY-7664: oleate biosynthesis IV (anaerobic)	0.8874824191279888	0.6624472573839663	0.6483825597749648	0.0008211681610407877	0.0015969965676511954	PWY-7664	oleate biosynthesis IV (anaerobic)	True
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.6483825597749648	0.053445850914205346	0.05063291139240506	0.00013592355248945147	1.686221575246132e-05	PWY-821	superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	False
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.9859353023909986	0.8087201125175809	0.8016877637130801	0.004049848063009846	0.0031919330147679326	PWY-841	superpathway of purine nucleotides de novo biosynthesis I	True
PWY-922: mevalonate pathway I	0.10267229254571027	0.0014064697609001407	0.0014064697609001407	7.730630323488044e-06	7.112123769338959e-08	PWY-922	mevalonate pathway I	False
PWY0-1061: superpathway of L-alanine biosynthesis	0.7721518987341772	0.4247538677918425	0.41068917018284107	0.0005311154519690576	0.0004241947654008439	PWY0-1061	superpathway of L-alanine biosynthesis	True
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.6891701828410689	0.2517580872011252	0.23769338959212377	0.00021807909392405062	0.00011958604514767933	PWY0-1241	ADP-L-glycero-β-D-manno-heptose biosynthesis	True
PWY0-1261: anhydromuropeptides recycling	0.8340365682137834	0.340365682137834	0.3291139240506329	0.0008057712405063291	0.0004539280921237693	PWY0-1261	anhydromuropeptides recycling	True
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.24050632911392406	0.03938115330520394	0.035161744022503515	8.224574947960618e-05	4.5594560759493674e-05	PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	False
PWY0-1296: purine ribonucleosides degradation	0.9985935302390999	0.9789029535864979	0.9774964838255977	0.0075436059943741205	0.00735178794374121	PWY0-1296	purine ribonucleosides degradation	True
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.9859353023909986	0.7566807313642757	0.7468354430379747	0.0009626076195499297	0.0011306725288326301	PWY0-1297	superpathway of purine deoxyribonucleosides degradation	True
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.9437412095639943	0.5724331926863573	0.5639943741209564	0.0005973524966385373	0.0005446915149085795	PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	True
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.9971870604781997	0.9901547116736991	0.9873417721518988	0.014591152784810124	0.0158259105907173	PWY0-1319	CDP-diacylglycerol biosynthesis II	True
PWY0-1338: polymyxin resistance	0.3628691983122363	0.040787623066104076	0.040787623066104076	7.262268933895922e-05	1.1608058804500702e-05	PWY0-1338	polymyxin resistance	False
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	0.44585091420534456	0.12376933895921238	0.10407876230661041	0.00014867214171589312	6.210719367088608e-05	PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	False
PWY0-1479: tRNA processing	0.7285513361462729	0.5119549929676512	0.5063291139240507	0.00036989686371308015	0.0006346540189873417	PWY0-1479	tRNA processing	True
PWY0-1533: methylphosphonate degradation I	0.3769338959212377	0.016877637130801686	0.016877637130801686	8.984529239099858e-05	3.4849493670886076e-06	PWY0-1533	methylphosphonate degradation I	False
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.9971870604781997	0.960618846694796	0.960618846694796	0.004318395107172995	0.0023920347144866386	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	True
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.9929676511954993	0.9521800281293952	0.9479606188466948	0.004396292718706047	0.006911944520393811	PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	True
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.9929676511954993	0.9254571026722925	0.9212376933895922	0.005405677531645569	0.005115221067510548	PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	True
PWY0-321: phenylacetate degradation I (aerobic)	0.13361462728551335	0.011251758087201125	0.009845288326300985	3.3908981786216596e-05	3.421605428973277e-05	PWY0-321	phenylacetate degradation I (aerobic)	False
PWY0-41: allantoin degradation IV (anaerobic)	0.20253164556962025	0.0028129395218002813	0.0028129395218002813	1.6003036694796062e-05	4.967102672292546e-07	PWY0-41	allantoin degradation IV (anaerobic)	False
PWY0-42: 2-methylcitrate cycle I	0.12517580872011252	0.008438818565400843	0.008438818565400843	1.869163746835443e-05	1.0791510548523206e-06	PWY0-42	2-methylcitrate cycle I	False
PWY0-781: aspartate superpathway	0.9127988748241913	0.16736990154711673	0.16455696202531644	0.0009563339243319267	0.00010321174458509143	PWY0-781	aspartate superpathway	False
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.980309423347398	0.9437412095639943	0.939521800281294	0.006624988857805907	0.00790069639859353	PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	True
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0.8945147679324894	0.6821378340365682	0.6694796061884669	0.0007845593838818567	0.0015437017323488046	PWY0-862	(5Z)-dodec-5-enoate biosynthesis	True
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0.0014064697609001407	0.009845288326300985	0.0	4.562503516174402e-08	1.7121510548523208e-05	PWY0-881	superpathway of fatty acid biosynthesis I (E. coli)	False
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis	0.0028129395218002813	0.004219409282700422	0.0	1.674632911392405e-08	1.51185323488045e-05	PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	False
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	0.03656821378340366	0.02390998593530239	0.004219409282700422	5.0626895921237695e-06	4.697989170182841e-06	PWY3O-19	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	False
PWY3O-355: stearate biosynthesis III (fungi)	0.0014064697609001407	0.0014064697609001407	0.0	8.833558368495077e-09	2.825963431786217e-06	PWY3O-355	stearate biosynthesis III (fungi)	False
PWY490-3: nitrate reduction VI (assimilatory)	0.2911392405063291	0.026722925457102673	0.016877637130801686	2.2822729240506332e-05	5.09857735583685e-06	PWY490-3	nitrate reduction VI (assimilatory)	False
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.9873417721518988	0.7524613220815752	0.7482419127988749	0.002735641564838256	0.0017950013957805907	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	True
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.9873417721518988	0.7524613220815752	0.7482419127988749	0.002735627578902954	0.0017950013957805907	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	True
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.7974683544303798	0.41068917018284107	0.37834036568213786	0.00025208765374120956	0.00029995142348804505	PWY4LZ-257	superpathway of fermentation (Chlamydomonas reinhardtii)	True
PWY66-375: leukotriene biosynthesis	0.0014064697609001407	0.004219409282700422	0.0	1.860098452883263e-08	1.816117018284107e-06	PWY66-375	leukotriene biosynthesis	False
PWY66-388: fatty acid &alpha;-oxidation III	0.007032348804500703	0.007032348804500703	0.0014064697609001407	2.9145461322081576e-07	1.1396870886075949e-05	PWY66-388	fatty acid α-oxidation III	False
PWY66-389: phytol degradation	0.08579465541490858	0.026722925457102673	0.015471167369901548	3.300267094233474e-05	2.9745152039381157e-05	PWY66-389	phytol degradation	False
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	0.0028129395218002813	0.005625879043600563	0.0	1.4309127988748241e-08	5.49462011251758e-06	PWY66-391	fatty acid β-oxidation VI (peroxisome)	False
PWY66-398: TCA cycle III (animals)	0.18424753867791843	0.01969057665260197	0.011251758087201125	3.439478552742616e-05	1.4904411673699014e-05	PWY66-398	TCA cycle III (animals)	False
PWY66-399: gluconeogenesis III	0.8945147679324894	0.829817158931083	0.8030942334739803	0.0013500740677918424	0.008425944686216597	PWY66-399	gluconeogenesis III	True
PWY66-400: glycolysis VI (metazoan)	0.9760900140646976	0.9760900140646976	0.960618846694796	0.0035810435251758086	0.019150915157524616	PWY66-400	glycolysis VI (metazoan)	True
PWY66-409: superpathway of purine nucleotide salvage	0.909985935302391	0.36146272855133615	0.3488045007032349	0.001386144541350211	0.0008212093952180028	PWY66-409	superpathway of purine nucleotide salvage	True
PWY66-422: D-galactose degradation V (Leloir pathway)	0.9957805907172996	0.9704641350210971	0.9676511954992968	0.0058438137877637126	0.0041606224486638544	PWY66-422	D-galactose degradation V (Leloir pathway)	True
PWYG-321: mycolate biosynthesis	0.8607594936708861	0.5963431786216596	0.5808720112517581	0.0007623076792545709	0.0012432390836849506	PWYG-321	mycolate biosynthesis	True
PYRIDNUCSAL-PWY: NAD salvage pathway I	0.6160337552742616	0.19831223628691982	0.170182841068917	0.00039243749395218003	0.00013724242222222223	PYRIDNUCSAL-PWY	NAD salvage pathway I	False
