GenomeID	Completeness	Contamination	QualityScore	MIMAGQuality	EcosystemCategory
3300011512_2	98.81	0.55	96.06	MQ	Built environment
3300011166_3	97.93	0	97.93	MQ	Built environment
3300014746_3	66.28	0.98	61.38	MQ	Built environment
3300011912_5	86.71	1.28	80.31	MQ	Built environment
3300011848_2	97.05	1.44	89.85	MQ	Built environment
3300011692_2	99.05	0.14	98.35	HQ	Built environment
3300012190_1	91.52	2.33	79.87	MQ	Built environment
3300011946_2	97	1.21	90.95	MQ	Built environment
3300014589_2	100	0	100	HQ	Built environment
3300013982_1	99.45	4.23	78.3	HQ	Built environment
3300011511_6	99.63	0	99.63	HQ	Built environment
3300011472_5	94.68	0.28	93.28	HQ	Built environment
3300014733_2	98.68	0	98.68	HQ	Built environment
3300011888_3	100	2.05	89.75	MQ	Built environment
3300013353_6	95.29	0.55	92.54	MQ	Built environment
3300011713_4	55.36	0.22	54.26	MQ	Built environment
3300028561_44	82.53	2.69	69.08	MQ	Built environment
3300011890_2	99.15	0.75	95.4	HQ	Built environment
3300011521_3	78.38	1.08	72.98	MQ	Built environment
3300011801_3	99.68	0.96	94.88	MQ	Built environment
3300011203_1	99.05	3.33	82.4	HQ	Built environment
3300011224_2	94.47	0.14	93.77	MQ	Built environment
3300011134_2	83.33	0.48	80.93	MQ	Built environment
3300011946_3	99.59	0.34	97.89	HQ	Built environment
3300011853_2	100	0.49	97.55	HQ	Built environment
3300014689_3	99.91	0.45	97.66	HQ	Built environment
3300011878_6	54.87	0.14	54.17	MQ	Built environment
3300011236_1	96.46	0.56	93.66	MQ	Built environment
3300014008_1	100	0.94	95.3	MQ	Built environment
3300014093_2	99.95	3.38	83.05	HQ	Built environment
3300011234_1	99.7	0.46	97.4	MQ	Built environment
3300011627_2	97.86	0.55	95.11	MQ	Built environment
3300014001_2	76.6	3.19	60.65	MQ	Built environment
3300011456_1	93.01	3.16	77.21	HQ	Built environment
3300011509_2	98.37	3.15	82.62	MQ	Built environment
3300028567_18	89.78	4.84	65.58	MQ	Built environment
3300011704_3	98.81	0.9	94.31	HQ	Built environment
3300011480_3	60.11	0	60.11	MQ	Built environment
3300013489_2	98.68	0	98.68	HQ	Built environment
3300011563_1	98.45	0.83	94.3	HQ	Built environment
3300012247_2	99.6	0.91	95.05	MQ	Built environment
3300011855_3	97.32	2.21	86.27	HQ	Built environment
3300011472_4	100	2.53	87.35	HQ	Built environment
3300011505_1	99.6	0.5	97.1	HQ	Built environment
3300011701_3	78.68	1.55	70.93	MQ	Built environment
3300011887_3	99.9	0.68	96.5	HQ	Built environment
3300028570_31	96.63	2.25	85.38	MQ	Built environment
3300011213_7	99.34	0.55	96.59	MQ	Built environment
3300011536_2	92.6	1.55	84.85	MQ	Built environment
3300028567_51	66.36	0.8	62.36	MQ	Built environment
3300013855_2	100	0	100	HQ	Built environment
3300011229_4	97.39	2.22	86.29	MQ	Built environment
3300011213_6	100	0	100	HQ	Built environment
3300014287_3	96.43	0.49	93.98	HQ	Built environment
3300011631_1	97.03	0.42	94.93	HQ	Built environment
3300011912_6	56.19	0	56.19	MQ	Built environment
3300011786_2	100	0.48	97.6	HQ	Built environment
3300028567_30	92.86	1.43	85.71	HQ	Built environment
3300014007_3	79.71	2.66	66.41	MQ	Built environment
3300011205_2	98.81	0.97	93.96	MQ	Built environment
3300011386_3	66.07	0	66.07	MQ	Built environment
3300011232_8	78.78	0.12	78.18	MQ	Built environment
3300011808_2	99.63	0	99.63	HQ	Built environment
3300012252_1	99.59	0.14	98.89	MQ	Built environment
3300011582_1	85.98	1.41	78.93	MQ	Built environment
3300011157_1	99.7	0.66	96.4	MQ	Built environment
3300011357_2	98.22	0.14	97.52	MQ	Built environment
3300028561_27	78.51	1.34	71.81	MQ	Built environment
3300011165_2	97.13	0.14	96.43	HQ	Built environment
3300011599_3	97.65	0.04	97.45	MQ	Built environment
3300013381_1	98.34	1.77	89.49	HQ	Built environment
3300011898_3	50.81	0	50.81	MQ	Built environment
3300011151_3	51.99	0	51.99	MQ	Built environment
3300011136_3	93.77	0.34	92.07	MQ	Built environment
3300011841_3	96.27	2.1	85.77	MQ	Built environment
3300014094_3	85.78	3.15	70.03	MQ	Built environment
3300011575_2	98.44	0	98.44	HQ	Built environment
3300011870_3	97.47	0.87	93.12	MQ	Built environment
3300011503_2	98.92	0	98.92	HQ	Built environment
3300011629_2	92.21	4.5	69.71	MQ	Built environment
3300011522_3	81.03	2.59	68.08	MQ	Built environment
3300014705_3	95.11	4.6	72.11	MQ	Built environment
3300011809_3	94.8	1.27	88.45	HQ	Built environment
3300028570_52	94.92	0	94.92	MQ	Built environment
3300028570_45	78.7	0.4	76.7	MQ	Built environment
3300011840_2	99.93	0.1	99.43	HQ	Built environment
3300011904_8	98.76	0	98.76	MQ	Built environment
3300011749_2	98.59	3.14	82.89	MQ	Built environment
3300028593_34	92.13	2.25	80.88	MQ	Built environment
3300011697_2	59.09	0	59.09	MQ	Built environment
3300011552_1	100	1.67	91.65	MQ	Built environment
3300011897_7	73.36	3.23	57.21	MQ	Built environment
3300011233_2	98.9	0.78	95	MQ	Built environment
3300011211_2	98.39	1.95	88.64	HQ	Built environment
3300013679_1	99.53	0.69	96.08	MQ	Built environment
3300014841_2	93.29	0.99	88.34	MQ	Built environment
3300011735_1	100	0.48	97.6	HQ	Built environment
3300028568_55	86.11	1.94	76.41	MQ	Built environment
3300011459_3	99.18	0.14	98.48	MQ	Built environment
3300013928_1	99.76	2.14	89.06	MQ	Built environment
3300011607_1	99.58	1.9	90.08	MQ	Built environment
3300011145_5	85.65	1.44	78.45	MQ	Built environment
3300011917_3	99.82	0.27	98.47	MQ	Built environment
3300011931_2	86.03	0	86.03	MQ	Built environment
3300011667_1	99.95	3.17	84.1	MQ	Built environment
3300011534_2	98.42	0.93	93.77	HQ	Built environment
3300011223_3	92.49	3.36	75.69	MQ	Built environment
3300013484_2	100	0	100	HQ	Built environment
3300028568_53	72.61	1.24	66.41	MQ	Built environment
3300011504_3	98.64	0.41	96.59	HQ	Built environment
3300013365_2	96.91	2.52	84.31	HQ	Built environment
3300011541_3	97.71	0.92	93.11	HQ	Built environment
3300011660_2	99.23	1.86	89.93	HQ	Built environment
3300028576_8	90.19	4.51	67.64	HQ	Built environment
3300011451_1	98.74	0.76	94.94	MQ	Built environment
3300011924_3	81.47	1.97	71.62	MQ	Built environment
3300011497_1	98.81	1.41	91.76	HQ	Built environment
3300011746_1	97.4	1.46	90.1	MQ	Built environment
3300014016_3	100	0	100	HQ	Built environment
3300028568_24	91.14	3.86	71.84	HQ	Built environment
3300014603_2	99.53	1.38	92.63	HQ	Built environment
3300011483_2	99.34	0.13	98.69	HQ	Built environment
3300028570_25	94.62	2.69	81.17	MQ	Built environment
3300011943_3	98.46	0	98.46	MQ	Built environment
3300011813_3	69.62	0	69.62	MQ	Built environment
3300014092_4	93.29	2.46	80.99	HQ	Built environment
3300014691_2	96.8	0.44	94.6	MQ	Built environment
3300011163_1	74.74	0.02	74.64	MQ	Built environment
3300011715_5	87.09	0.12	86.49	MQ	Built environment
3300012894_9	92.84	0	92.84	MQ	Built environment
3300014701_3	91.73	2.27	80.38	MQ	Built environment
3300011759_3	100	0	100	HQ	Built environment
3300011216_4	70.86	1.69	62.41	MQ	Built environment
3300011507_4	96.89	0	96.89	MQ	Built environment
3300014526_4	96.44	0.36	94.64	MQ	Built environment
3300011604_3	98.87	0.45	96.62	MQ	Built environment
3300012890_7	96.74	0.57	93.89	MQ	Built environment
3300028567_23	94.62	2.15	83.87	MQ	Built environment
3300011132_2	97.45	2.68	84.05	MQ	Built environment
3300028567_39	93.79	2.1	83.29	MQ	Built environment
3300013999_2	98.02	0.87	93.67	MQ	Built environment
3300011219_1	98.71	0.86	94.41	HQ	Built environment
3300011158_1	98.32	4.17	77.47	MQ	Built environment
3300013812_2	97.32	1.19	91.37	MQ	Built environment
3300011650_3	96.83	0.56	94.03	HQ	Built environment
3300011815_1	92.93	4.88	68.53	HQ	Built environment
3300028561_51	76.45	4.98	51.55	MQ	Built environment
3300011823_2	96.01	0.47	93.66	HQ	Built environment
3300011783_4	91.08	2.13	80.43	MQ	Built environment
3300014663_2	74.32	0	74.32	MQ	Built environment
3300011870_2	98.24	1.37	91.39	MQ	Built environment
3300011485_1	97.39	0.43	95.24	MQ	Built environment
3300012283_6	100	0	100	MQ	Built environment
3300013721_3	98.8	0.04	98.6	MQ	Built environment
3300028593_70	98.31	0	98.31	MQ	Built environment
3300011834_6	98.46	1.4	91.46	MQ	Built environment
3300011657_1	99.59	0.82	95.49	MQ	Built environment
3300011686_2	78.88	0.93	74.23	MQ	Built environment
3300011159_2	51.81	0.04	51.61	MQ	Built environment
3300011778_3	70.69	0	70.69	MQ	Built environment
3300011517_3	92.32	4.18	71.42	HQ	Built environment
3300011584_6	79.48	0.6	76.48	MQ	Built environment
3300013491_1	98.7	0.26	97.4	HQ	Built environment
3300014702_5	60.88	1.43	53.73	MQ	Built environment
3300011628_3	84.13	1.68	75.73	MQ	Built environment
3300011586_3	98.77	0.48	96.37	MQ	Built environment
3300011951_5	62.69	0.24	61.49	MQ	Built environment
3300011144_2	96.55	1.93	86.9	MQ	Built environment
3300011636_4	93.06	0.16	92.26	MQ	Built environment
3300028561_35	94.03	4.52	71.43	MQ	Built environment
3300011777_2	99.57	0.46	97.27	MQ	Built environment
3300028576_33	76.21	4.49	53.76	MQ	Built environment
3300013646_1	98.88	1.54	91.18	HQ	Built environment
3300028567_81	73.98	0	73.98	MQ	Built environment
3300011897_3	98.57	0.97	93.72	HQ	Built environment
3300011895_2	98.18	0.72	94.58	MQ	Built environment
3300028570_79	51.02	0.1	50.52	MQ	Built environment
3300014064_1	95.67	1.05	90.42	HQ	Built environment
3300028576_53	94.92	0	94.92	MQ	Built environment
3300014702_3	97.83	0.01	97.78	HQ	Built environment
3300012018_14	74.05	0	74.05	MQ	Wastewater
3300025686_40	63.52	1.59	55.57	MQ	Wastewater
3300014059_13	77.01	0.16	76.21	MQ	Wastewater
3300025762_23	90.64	3.21	74.59	MQ	Wastewater
3300026283_7	98.96	1.21	92.91	HQ	Wastewater
3300026302_27	79.23	0.49	76.78	MQ	Wastewater
3300001594_55	66.1	2.14	55.4	MQ	Wastewater
3300009767_19	87.18	2.14	76.48	MQ	Wastewater
3300028625_12	98.12	0.47	95.77	MQ	Wastewater
3300025638_6	97.97	3.38	81.07	MQ	Wastewater
3300009704_75	58.57	1.08	53.17	MQ	Wastewater
3300025597_21	84.09	1.87	74.74	MQ	Wastewater
3300000558_33	70.22	4.01	50.17	MQ	Wastewater
3300025856_21	87.39	3.13	71.74	MQ	Wastewater
3300025737_42	68.66	0.75	64.91	MQ	Wastewater
3300025613_27	90.13	1.97	80.28	MQ	Wastewater
3300025677_19	74.5	3.12	58.9	MQ	Wastewater
3300027673_27	75.97	0	75.97	MQ	Wastewater
3300025677_25	67.15	1.13	61.5	MQ	Wastewater
3300009767_50	68.68	0.68	65.28	MQ	Wastewater
3300009769_57	90.48	0	90.48	MQ	Wastewater
3300025678_40	88.64	2.38	76.74	MQ	Wastewater
3300025871_46	72.4	1.92	62.8	MQ	Wastewater
3300025715_13	94.62	0.81	90.57	HQ	Wastewater
3300028624_12	95.51	2.25	84.26	HQ	Wastewater
3300029252_9	86.36	5	61.36	MQ	Wastewater
3300028626_12	97.69	4.68	74.29	MQ	Wastewater
3300025682_95	68.2	0.37	66.35	MQ	Wastewater
3300012018_7	92.86	1.85	83.61	MQ	Wastewater
3300026286_18	70.43	0.48	68.03	MQ	Wastewater
3300026516_35	95.32	0.99	90.37	HQ	Wastewater
3300006056_40	84.66	4.84	60.46	MQ	Wastewater
3300025657_59	64.41	0.34	62.71	MQ	Wastewater
3300027794_32	56.36	1.19	50.41	MQ	Wastewater
3300025737_53	70.97	2.32	59.37	MQ	Wastewater
3300028634_14	98.81	4.49	76.36	HQ	Wastewater
3300012956_74	60.46	0.73	56.81	MQ	Wastewater
3300025609_21	95.55	2.82	81.45	MQ	Wastewater
3300009704_18	71.53	0.64	68.33	MQ	Wastewater
3300025638_38	94.51	2.75	80.76	MQ	Wastewater
3300009779_21	96.42	1.14	90.72	MQ	Wastewater
3300027789_2	94.18	1.5	86.68	HQ	Wastewater
3300025408_20	94.64	0	94.64	MQ	Wastewater
3300029311_10	76.44	0.93	71.79	MQ	Wastewater
3300025772_13	95.43	2.17	84.58	HQ	Wastewater
3300009704_10	95.3	0	95.3	HQ	Wastewater
3300005689_1	94.59	0.89	90.14	HQ	Wastewater
3300025683_13	94.06	3.36	77.26	MQ	Wastewater
3300028644_36	58.07	0.65	54.82	MQ	Wastewater
3300025682_45	92.78	1.4	85.78	MQ	Wastewater
3300025678_26	90.48	4.05	70.23	MQ	Wastewater
3300025393_2	95.89	4.1	75.39	HQ	Wastewater
3300028628_10	95.68	4.05	75.43	HQ	Wastewater
3300029781_7	87.85	0	87.85	MQ	Wastewater
3300025609_25	91.96	1.99	82.01	HQ	Wastewater
3300025748_39	92.31	1.28	85.91	HQ	Wastewater
3300025677_36	83.61	2.42	71.51	MQ	Wastewater
3300025605_20	83.19	0	83.19	MQ	Wastewater
3300025609_22	91.97	1.01	86.92	MQ	Wastewater
3300013833_7	76.82	3.83	57.67	MQ	Wastewater
3300025867_25	95.56	3.49	78.11	MQ	Wastewater
3300025737_43	89.38	1.77	80.53	MQ	Wastewater
3300025618_33	79.86	4.6	56.86	MQ	Wastewater
3300028622_20	81.51	2.66	68.21	MQ	Wastewater
3300026284_40	67.24	0	67.24	MQ	Wastewater
3300001605_34	95.7	3.76	76.9	MQ	Wastewater
3300025740_63	81.96	0.38	80.06	MQ	Wastewater
3300025686_5	98.86	2.27	87.51	HQ	Wastewater
3300025737_51	92.66	2.1	82.16	MQ	Wastewater
3300025677_45	95.7	1.08	90.3	HQ	Wastewater
3300001567_23	84.94	2.24	73.74	MQ	Wastewater
3300009767_33	82.33	0.95	77.58	MQ	Wastewater
3300025686_48	75.88	4.4	53.88	MQ	Wastewater
3300028582_38	63.11	0.67	59.76	MQ	Wastewater
3300014961_14	99.33	1.01	94.28	MQ	Wastewater
3300025902_14	66.66	2.64	53.46	MQ	Wastewater
3300025855_140	62.38	0	62.38	MQ	Wastewater
3300028644_7	82.51	2.58	69.61	MQ	Wastewater
3300025657_36	91.95	0.21	90.9	MQ	Wastewater
3300029311_3	92.71	1.1	87.21	HQ	Wastewater
3300028630_30	96.73	0.65	93.48	HQ	Wastewater
3300025748_32	96.43	3.57	78.58	MQ	Wastewater
3300012956_12	95.16	2.68	81.76	MQ	Wastewater
3300025683_11	99.3	0.93	94.65	HQ	Wastewater
3300025715_3	94.32	4.55	71.57	HQ	Wastewater
3300026286_7	74.36	2.28	62.96	MQ	Wastewater
3300028622_19	66.45	3.06	51.15	MQ	Wastewater
3300009769_21	82.38	4.62	59.28	MQ	Wastewater
3300025720_20	88.1	3.23	71.95	MQ	Wastewater
3300026302_8	97.44	3.13	81.79	HQ	Wastewater
3300013280_1	62.39	0.85	58.14	MQ	Wastewater
3300026299_13	99.95	1.28	93.55	MQ	Wastewater
3300009772_32	67.91	1.38	61.01	MQ	Wastewater
3300025605_46	82.6	0	82.6	MQ	Wastewater
3300000568_25	87.25	2.61	74.2	MQ	Wastewater
3300027786_18	93.99	1.26	87.69	MQ	Wastewater
3300009704_54	72.88	0.65	69.63	MQ	Wastewater
3300025762_36	78.48	3.36	61.68	MQ	Wastewater
3300025702_9	93.71	3.87	74.36	HQ	Wastewater
3300029931_2	63.44	0	63.44	MQ	Wastewater
3300026516_52	94.91	0.93	90.26	HQ	Wastewater
3300028635_10	95.51	1.12	89.91	HQ	Wastewater
3300025856_28	56.8	1.23	50.65	MQ	Wastewater
3300025686_31	88.07	0	88.07	MQ	Wastewater
3300026288_17	95.46	1.61	87.41	MQ	Wastewater
3300025737_13	82.45	0.74	78.75	MQ	Wastewater
3300026282_19	56.27	0	56.27	MQ	Wastewater
3300025784_59	63.73	0.1	63.23	MQ	Wastewater
3300001594_21	63.35	1.94	53.65	MQ	Wastewater
3300025629_51	89.09	0.81	85.04	MQ	Wastewater
3300025867_51	87.9	0	87.9	MQ	Wastewater
3300025730_31	92.9	3.87	73.55	HQ	Wastewater
3300003282_6	93.88	0.55	91.13	HQ	Wastewater
3300025714_63	61.24	0	61.24	MQ	Wastewater
3300025713_42	94.92	3.39	77.97	HQ	Wastewater
3300025609_19	87.29	1.98	77.39	MQ	Wastewater
3300025683_24	89.22	1.96	79.42	MQ	Wastewater
3300028627_15	98.81	4.49	76.36	HQ	Wastewater
3300025587_30	72.57	0	72.57	MQ	Wastewater
3300025682_31	83.81	1.43	76.66	MQ	Wastewater
3300025847_18	93.44	3.59	75.49	MQ	Wastewater
3300011965_6	80.42	1.08	75.02	MQ	Wastewater
3300009769_52	88.89	2.73	75.24	MQ	Wastewater
3300013771_5	96.55	1.72	87.95	MQ	Wastewater
3300025877_24	68.77	3.37	51.92	MQ	Wastewater
3300012018_12	62	1.01	56.95	MQ	Wastewater
3300025597_28	84.38	0	84.38	MQ	Wastewater
3300025638_45	97.71	0	97.71	HQ	Wastewater
3300027794_36	54.21	0.49	51.76	MQ	Wastewater
3300014831_14	96.54	2.52	83.94	MQ	Wastewater
3300025859_34	86.41	1.28	80.01	MQ	Wastewater
3300025724_10	97.85	2.15	87.1	MQ	Wastewater
3300028582_27	98.1	0.79	94.15	MQ	Wastewater
3300028628_19	92.47	2.69	79.02	MQ	Wastewater
3300025858_30	89.47	1.08	84.07	MQ	Wastewater
3300029239_10	64.96	1.71	56.41	MQ	Wastewater
3300025677_40	92.19	2.59	79.24	MQ	Wastewater
3300025713_30	82.86	2.33	71.21	MQ	Wastewater
3300027789_10	78.94	3.02	63.84	MQ	Wastewater
3300026516_36	74.75	1.55	67	MQ	Wastewater
3300025638_68	82.18	2.66	68.88	MQ	Wastewater
3300025678_21	92.02	1.68	83.62	HQ	Wastewater
3300026516_17	98.48	1.52	90.88	MQ	Wastewater
3300025689_47	98.31	0.15	97.56	HQ	Wastewater
2030936003_1	83.61	1.64	75.41	MQ	Wastewater
3300009704_5	95.45	2.27	84.1	HQ	Wastewater
3300025871_80	60.53	1.75	51.78	MQ	Wastewater
3300025866_13	79.41	1.32	72.81	MQ	Wastewater
3300025855_6	91.29	2.85	77.04	MQ	Wastewater
3300025714_6	89.86	4.08	69.46	MQ	Wastewater
3300026516_42	96.07	0.55	93.32	HQ	Wastewater
3300027794_31	66.33	2.38	54.43	MQ	Wastewater
3300025678_35	72.97	0.81	68.92	MQ	Wastewater
3300025772_32	97.01	1	92.01	HQ	Wastewater
3300009704_9	80.83	3.37	63.98	MQ	Wastewater
3300005673_3	90.7	0.84	86.5	MQ	Wastewater
3300028641_7	94.09	3.76	75.29	HQ	Wastewater
3300005673_6	63.44	0	63.44	MQ	Wastewater
3300005672_2	67.33	0.99	62.38	MQ	Wastewater
3300025740_5	84.2	3.47	66.85	MQ	Wastewater
3300025708_36	93.79	4.9	69.29	HQ	Wastewater
3300025689_63	91.53	0.15	90.78	MQ	Wastewater
3300025877_28	96.84	1.28	90.44	HQ	Wastewater
3300025715_14	95.95	3.38	79.05	MQ	Wastewater
3300025748_49	76.25	1.16	70.45	MQ	Wastewater
3300025706_21	74.09	3.19	58.14	MQ	Wastewater
3300025858_33	93.95	2.38	82.05	HQ	Wastewater
3300028644_33	51.75	0	51.75	MQ	Wastewater
3300025772_14	81.98	1.62	73.88	MQ	Wastewater
3300025748_80	66.34	1.32	59.74	MQ	Wastewater
3300025686_26	89.29	0	89.29	MQ	Wastewater
3300025859_57	91.53	0	91.53	MQ	Wastewater
3300025737_46	94.56	2.1	84.06	MQ	Wastewater
3300014273_1	63.39	0.85	59.14	MQ	Wastewater
3300025708_80	61.3	1.19	55.35	MQ	Wastewater
3300029314_6	75.86	1.72	67.26	MQ	Wastewater
3300001605_44	65.59	1.08	60.19	MQ	Wastewater
3300025714_31	94.64	0	94.64	MQ	Wastewater
3300025882_5	98.9	2.75	85.15	HQ	Wastewater
3300026516_12	94.62	3.17	78.77	MQ	Wastewater
3300028635_20	93.08	3.44	75.88	MQ	Wastewater
3300026299_19	98.02	0.54	95.32	HQ	Wastewater
3300009772_72	57.92	0.25	56.67	MQ	Wastewater
3300025708_33	88.21	0.71	84.66	MQ	Wastewater
3300009767_34	93.28	1.88	83.88	MQ	Wastewater
3300014831_18	60.73	0.77	56.88	MQ	Wastewater
3300025686_41	97.71	0.33	96.06	HQ	Wastewater
3300028638_17	83.64	1.2	77.64	MQ	Wastewater
3300029942_15	86.79	3.59	68.84	MQ	Wastewater
3300025605_28	76.67	0.02	76.57	MQ	Wastewater
3300026302_10	99.84	0.06	99.54	HQ	Wastewater
3300025861_39	68.72	2.49	56.27	MQ	Wastewater
3300025855_88	62.78	0	62.78	MQ	Wastewater
3300025629_17	94.63	0	94.63	MQ	Wastewater
3300009772_16	94.18	0.4	92.18	MQ	Wastewater
3300013232_37	62.17	0.61	59.12	MQ	Wastewater
3300025677_21	98.31	1.39	91.36	MQ	Wastewater
3300025861_10	86.82	2	76.82	MQ	Wastewater
3300009540_24	90.2	0.72	86.6	MQ	Wastewater
3300025609_13	98.21	2.04	88.01	HQ	Wastewater
3300025611_19	98.68	3.95	78.93	MQ	Wastewater
3300025859_28	98.1	0.54	95.4	MQ	Wastewater
3300025748_23	92.26	3.23	76.11	HQ	Wastewater
3300025677_47	70.5	3.01	55.45	MQ	Wastewater
3300025689_24	83.18	1.99	73.23	MQ	Wastewater
3300025730_51	83.34	3.41	66.29	MQ	Wastewater
3300025737_120	77.56	0	77.56	MQ	Wastewater
3300025708_41	86.31	0.54	83.61	MQ	Wastewater
3300025605_41	83.99	0.49	81.54	MQ	Wastewater
3300025678_25	86.35	4.93	61.7	MQ	Wastewater
3300025638_56	51.4	0	51.4	MQ	Wastewater
3300025691_44	58.78	0.6	55.78	MQ	Wastewater
3300025471_25	82.76	2.19	71.81	MQ	Wastewater
3300025638_30	97.39	0.65	94.14	MQ	Wastewater
3300025611_17	91.49	3.64	73.29	HQ	Wastewater
3300025720_47	71.75	3.51	54.2	MQ	Wastewater
3300025631_4	79.26	2.27	67.91	MQ	Wastewater
3300009704_44	83.42	0	83.42	MQ	Wastewater
3300028641_23	86.27	0.65	83.02	MQ	Wastewater
3300025587_23	90.76	0.99	85.81	MQ	Wastewater
3300025724_42	84.28	0	84.28	MQ	Wastewater
3300026516_51	74.21	1.27	67.86	MQ	Wastewater
3300025638_33	93.91	2.53	81.26	MQ	Wastewater
3300014059_20	65.07	1.17	59.22	MQ	Wastewater
3300012020_16	64.26	0	64.26	MQ	Wastewater
3300025737_47	88.82	0.99	83.87	MQ	Wastewater
3300025589_26	92.95	0	92.95	HQ	Wastewater
3300025597_31	95.42	3.92	75.82	MQ	Wastewater
3300025856_47	64.61	1.46	57.31	MQ	Wastewater
3300028627_26	96.52	2.01	86.47	MQ	Wastewater
3300026288_10	99.45	2.19	88.5	HQ	Wastewater
3300028624_19	68.33	1.52	60.73	MQ	Wastewater
3300012018_10	81.36	1.03	76.21	MQ	Wastewater
3300025713_85	73.92	0	73.92	MQ	Wastewater
3300006056_94	67.03	0.77	63.18	MQ	Wastewater
3300025877_33	68.13	0	68.13	MQ	Wastewater
3300025677_50	68.01	3.51	50.46	MQ	Wastewater
3300026516_46	81.26	0	81.26	MQ	Wastewater
3300027673_26	52.39	0.03	52.24	MQ	Wastewater
3300025686_46	78.82	1.25	72.57	MQ	Wastewater
3300025882_7	79.97	3.09	64.52	MQ	Wastewater
3300027781_13	64.11	1.17	58.26	MQ	Wastewater
3300025882_66	56.83	0	56.83	MQ	Wastewater
3300025682_60	67.24	2.81	53.19	MQ	Wastewater
3300025861_19	93.98	4.95	69.23	MQ	Wastewater
3300001580_44	65.82	1.71	57.27	MQ	Wastewater
3300025471_10	99.84	0.65	96.59	MQ	Wastewater
3300013769_3	92.26	1.94	82.56	MQ	Wastewater
3300026516_60	74.7	0	74.7	MQ	Wastewater
3300025611_42	54.89	0.1	54.39	MQ	Wastewater
3300009767_42	89.04	0.14	88.34	MQ	Wastewater
3300026288_14	96.53	0.5	94.03	MQ	Wastewater
3300025393_16	96.9	0.4	94.9	MQ	Wastewater
3300025740_19	92.38	1.43	85.23	MQ	Wastewater
3300025631_30	89.16	2.1	78.66	MQ	Wastewater
3300027794_26	70.62	0.55	67.87	MQ	Wastewater
3300009779_56	89.24	0	89.24	MQ	Wastewater
3300025882_18	84.84	3.92	65.24	MQ	Wastewater
3300009704_61	62.71	0	62.71	MQ	Wastewater
3300027776_35	68.22	0	68.22	MQ	Wastewater
3300023187_6	99.51	0	99.51	MQ	Wastewater
3300025678_5	73.98	2.24	62.78	MQ	Wastewater
3300014832_13	72.34	1.1	66.84	MQ	Wastewater
3300009779_29	66.14	1.36	59.34	MQ	Wastewater
3300009767_75	70.61	0.74	66.91	MQ	Wastewater
3300001580_55	76.12	3.72	57.52	MQ	Wastewater
3300025609_10	89.38	0.65	86.13	MQ	Wastewater
3300013282_1	68.81	0	68.81	MQ	Wastewater
3300026288_16	98.71	0.98	93.81	HQ	Wastewater
3300025861_47	64.66	1.72	56.06	MQ	Wastewater
3300025847_30	93.69	1.62	85.59	MQ	Wastewater
3300025677_56	67.02	0.95	62.27	MQ	Wastewater
3300025677_24	99.02	1.31	92.47	MQ	Wastewater
3300026288_29	59.98	0.5	57.48	MQ	Wastewater
3300025859_65	52.64	0.43	50.49	MQ	Wastewater
3300025613_29	91.75	4.57	68.9	MQ	Wastewater
3300025618_32	77.22	0.63	74.07	MQ	Wastewater
3300025677_44	93.51	1.9	84.01	MQ	Wastewater
3300025589_32	96.37	1.41	89.32	MQ	Wastewater
3300025871_43	74.35	0.77	70.5	MQ	Wastewater
3300005673_5	65.84	0	65.84	MQ	Wastewater
3300025867_15	86.9	0	86.9	MQ	Wastewater
3300025702_16	90.18	1.29	83.73	MQ	Wastewater
3300026283_11	77.36	0	77.36	MQ	Wastewater
3300009540_28	88.35	0.81	84.3	MQ	Wastewater
3300025713_83	82.58	2.25	71.33	MQ	Wastewater
3300025682_29	86.13	3.87	66.78	MQ	Wastewater
3300025748_19	89.97	4.6	66.97	MQ	Wastewater
3300025677_22	83.87	4.73	60.22	MQ	Wastewater
3300026284_20	77.27	1.81	68.22	MQ	Wastewater
3300001605_13	98.23	1.68	89.83	MQ	Wastewater
3300005686_5	62.96	2.56	50.16	MQ	Wastewater
3300025609_23	94.99	2.02	84.89	MQ	Wastewater
3300009772_6	91.69	2.25	80.44	MQ	Wastewater
3300001567_19	98.27	1.58	90.37	MQ	Wastewater
3300009540_25	97.44	1.71	88.89	HQ	Wastewater
3300025589_5	98.9	1.2	92.9	HQ	Wastewater
3300025740_23	70.31	0	70.31	MQ	Wastewater
3300025605_10	94.12	3.37	77.27	HQ	Wastewater
3300014810_4	95.97	3.45	78.72	MQ	Wastewater
3300014773_1	95.48	1.79	86.53	MQ	Wastewater
3300029311_36	69.41	0.2	68.41	MQ	Wastewater
3300023211_8	76.07	1.71	67.52	MQ	Wastewater
3300025877_58	57.92	0	57.92	MQ	Wastewater
3300025858_19	84.87	4.62	61.77	MQ	Wastewater
3300013771_11	94.54	2.19	83.59	HQ	Wastewater
3300025762_43	91.03	1.28	84.63	MQ	Wastewater
3300026302_26	73.06	0.93	68.41	MQ	Wastewater
3300003281_10	78.89	1.59	70.94	MQ	Wastewater
3300025714_11	85.76	3.5	68.26	MQ	Wastewater
3300025762_40	77.08	2.05	66.83	MQ	Wastewater
3300028628_17	93.22	0	93.22	MQ	Wastewater
3300026302_11	88.34	2.45	76.09	MQ	Wastewater
3300009769_27	89.92	4.99	64.97	MQ	Wastewater
