GenomeID	EcosystemCategory	Longitude	Latitude	MIMAGQuality
3300002164_14	Biotransformation	8.4956	52.0385	MQ
3300001598_79	Mammals	9.94157	53.5953	MQ
3300014004_2	Built environment	-73.98	40.67	MQ
3300003523_20	Mammals	54.4146	34.0413	MQ
3300025583_10	Terrestrial	-122.502	38.015	HQ
3300029571_22	Human	121.465	31.2112	MQ
3300013136_54	Aquatic	29.05	-1.64	MQ
3300017526_37	Aquatic	29.1756	-2.0288	MQ
3300013123_29	Aquatic	29.05	-1.64	MQ
3300012090_17	Fungi	-81.4844	28.7105	HQ
3300025881_37	Aquatic	7.9	54.1883	HQ
3300026825_11	Microbial	-122.024	37.9314	HQ
3300025503_24	Aquatic	-110.69	44.376	HQ
3300010281_8	Bioreactor	-72.1429	43.726	MQ
3300014496_23	Terrestrial	19.05	68.35	MQ
3300027702_11	Aquatic	-44.9972	-37.9951	MQ
3300013131_33	Aquatic	29.05	-1.64	HQ
3300010998_29	Microbial	-148.112	61.5997	MQ
3300013010_18	Aquatic	-76.1811	37.1043	MQ
3300022661_87	Mammals	-119.667	34.4204	MQ
3300000239_21	Aquatic	-123.519	48.5663	MQ
3300025277_3	Aquatic	7.24	39.48	MQ
3300029060_14	Human	12.531	55.678	MQ
3300025892_22	Aquatic	7.9	54.1842	MQ
3300004097_59	Aquatic	7.9	54.1819	MQ
3300024257_14	Aquatic	-123.501	48.5847	HQ
3300027826_16	Terrestrial	-76.3402	40.7999	MQ
3300029758_25	Human	-76.6259	39.2885	MQ
3300025571_10	Lab enrichment	-121.75	38.5402	HQ
3300010265_30	Bioreactor	-72.1429	43.726	HQ
3300029255_23	Wastewater	17.6598	59.8445	MQ
3300029394_39	Human	-76.6259	39.2885	MQ
3300027185_1	Aquatic	-123.94	46.2	HQ
3300011988_21	Human	-118.444	34.0722	MQ
3300029613_26	Human	-0.12	51.5	MQ
3300000234_16	Aquatic	12.95	43.3833	MQ
3300009824_21	Terrestrial	11.881	50.1318	MQ
3300002174_57	Biotransformation	8.4956	52.0385	MQ
3300020596_31	Aquatic	161.59	-77.5281	MQ
3300015161_8	Terrestrial	-50.0639	67.1565	MQ
3300005858_44	Aquatic	-110.69	44.376	MQ
3300002039_25	Algae	151.15	-33.57	MQ
3300007921_17	Human	-77.1012	39.0043	MQ
3300029363_22	Human	-76.6259	39.2885	MQ
3300029233_3	Wastewater	17.6598	59.8445	MQ
3300011483_3	Built environment	-73.9	40.67	MQ
3300008080_10	Human	-77.1012	39.0043	MQ
3300008099_10	Human	-77.1012	39.0043	MQ
3300029564_27	Human	121.465	31.2112	HQ
3300011724_5	Built environment	-73.92	40.68	MQ
3300013502_26	Wastewater	153.191	-27.486	MQ
3300029484_8	Human	121.468	31.2123	MQ
3300029438_13	Human	-76.6259	39.2885	MQ
3300011667_3	Built environment	-40.52	40.52	MQ
3300025854_1	Terrestrial	-156.61	71.299	HQ
3300025772_5	Wastewater	-87.68	41.84	MQ
3300008063_18	Human	-77.1012	39.0043	MQ
3300002168_49	Biotransformation	8.4956	52.0385	MQ
3300025431_12	Aquatic	-123.5	48.6	HQ
3300027863_208	Aquatic	-110.44	44.611	MQ
3300012810_7	Birds	-89.4011	43.073	MQ
3300029236_18	Human	12.531	55.678	MQ
3300024309_10	Arthropoda	-89.4125	43.0758	MQ
3300007119_17	Human	-77.1012	39.0043	HQ
3300010041_15	Terrestrial	-122.427	38.8723	MQ
3300027323_41	Aquatic	-127.76	47.76	MQ
3300025682_54	Wastewater	142.37	43.77	MQ
3300025881_20	Aquatic	7.9	54.1883	HQ
3300010368_36	Aquatic	-76.1533	38.0754	MQ
3300029122_15	Human	116.416	39.9119	HQ
3300025871_26	Wastewater	-87.63	40.12	MQ
3300015214_116	Solid waste	-80.577	43.442	MQ
3300024509_6	Aquatic	-81.6053	31.4271	MQ
3300020333_19	Aquatic	-96.155	-12.9057	MQ
3300025627_10	Terrestrial	-156.61	71.2999	MQ
3300027983_73	Aquatic	163.163	-77.605	MQ
3300008722_23	Human	-77.1012	39.0043	MQ
3300012916_8	Terrestrial	-89.38	43.3	MQ
3300024423_7	Aquatic	-110.591	27.0074	MQ
3300025446_19	Aquatic	-93.4828	47.5028	MQ
3300029841_23	Human	-0.12	51.5	MQ
3300029752_12	Human	-76.6259	39.2885	MQ
3300027566_13	Bioremediation	-106.08	35.9918	MQ
3300008585_6	Human	-77.1012	39.0043	MQ
3300018428_22	Aquatic	-81.028	31.972	HQ
3300025720_3	Wastewater	138.83	37.43	MQ
3300011817_6	Built environment	-73.95	40.59	MQ
3300029435_20	Human	-76.6259	39.2885	HQ
3300027752_21	Aquatic	-150.225	73.2247	HQ
3300020052_35	Aquatic	-81.028	31.972	MQ
3300027797_39	Aquatic	-81.73	41.77	MQ
3300020268_6	Aquatic	18.1136	-34.8477	MQ
3300028983_3	Human	12.531	55.678	HQ
3300023257_13	Aquatic	78.188	-68.4725	MQ
3300025694_12	Aquatic	7.9	54.1883	HQ
3300023091_7	Terrestrial	19.0475	68.3532	MQ
3300027863_162	Aquatic	-110.44	44.611	MQ
3300027690_93	Lab enrichment	-74.01	40.67	MQ
3300020460_44	Aquatic	37.2517	23.4217	MQ
3300029823_9	Bioreactor	105.45	28.88	HQ
3300029380_30	Human	-76.6259	39.2885	HQ
3300029391_16	Human	-76.6259	39.2885	MQ
3300025093_23	Aquatic	-90.467	28.867	MQ
3300014588_3	Built environment	-73.95	40.68	MQ
3300025960_12	Plants	-85.3738	42.3948	MQ
3300005286_33	Solid waste	-121.75	38.5403	MQ
3300026522_28	Mammals	-112.842	49.6935	MQ
3300029947_7	Animal	37.1	2.717	MQ
3300029462_11	Human	121.468	31.2123	HQ
3300020194_50	Aquatic	-81.028	31.972	MQ
3300013132_158	Aquatic	29.05	-1.64	MQ
3300013881_5	Lab enrichment	-1.61778	54.9783	MQ
3300028923_3	Lab enrichment	-97	36	MQ
3300020465_22	Aquatic	-100.732	-16.9687	MQ
3300026250_27	Bioreactor	-122.305	47.6525	MQ
3300029228_16	Human	116.416	39.9119	MQ
3300029050_19	Human	12.531	55.678	MQ
3300027852_41	Aquatic	-119.846	34.3923	MQ
3300025449_4	Aquatic	-89.6063	46.0072	MQ
3300025611_28	Wastewater	114.17	22.28	MQ
3300024302_29	Aquatic	-123.501	48.5847	HQ
3300013123_129	Aquatic	29.05	-1.64	MQ
3300013635_2	Built environment	-73.87	40.73	HQ
3300007742_20	Human	-77.1012	39.0043	MQ
3300029436_25	Human	-76.6259	39.2885	MQ
3300029898_5	Aquatic	-38.51	65.41	MQ
3300027462_4	Plants	-122.022	37.9314	MQ
3300025461_6	Terrestrial	-156.61	71.2999	MQ
3300015049_6	Aquatic	21.4947	61.2413	MQ
3300024328_7	Aquatic	-121.905	36.8313	HQ
3300028534_13	Annelida	-104.292	9.8416	MQ
3300027976_102	Aquatic	163.163	-77.605	MQ
3300029698_22	Human	-0.12	51.5	MQ
3300025941_20	Plants	-85.3738	42.3948	MQ
3300011617_1	Built environment	-40.52	40.52	HQ
3300021603_44	Bioreactor	-79.3957	43.6629	MQ
3300029870_10	Human	-0.12	51.5	MQ
3300024252_18	Aquatic	-123.501	48.5847	HQ
3300017398_31	Aquatic	98.46	25.4413	MQ
3300008551_24	Human	-77.1012	39.0043	HQ
3300021122_3	Aquatic	-89.686	46.041	MQ
3300029793_25	Human	-76.6259	39.2885	MQ
3300025621_21	Aquatic	7.9	54.1883	HQ
3300011979_20	Mammals	-105.585	41.3142	MQ
3300025881_25	Aquatic	7.9	54.1883	HQ
3300025681_41	Aquatic	-123.5	48.6	MQ
3300025812_16	Aquatic	-93.4828	47.5028	HQ
3300029700_24	Human	-0.12	51.5	HQ
3300000237_3	Aquatic	-123.5	48.6	MQ
3300006740_1	Human	-77.1012	39.0043	MQ
3300011938_1	Built environment	-74	40.71	HQ
3300027185_2	Aquatic	-123.94	46.2	MQ
3300029430_9	Human	-76.6259	39.2885	HQ
3300008090_10	Human	-77.1012	39.0043	HQ
3300008682_3	Human	-77.1012	39.0043	MQ
3300025677_44	Wastewater	142.37	43.77	MQ
3300029364_22	Human	-76.6259	39.2885	MQ
3300029211_5	Human	116.416	39.9119	MQ
3300007978_11	Human	-77.1012	39.0043	MQ
3300014199_19	Aquatic	-88.5476	47.1149	MQ
3300029456_8	Human	121.468	31.2123	MQ
3300005647_7	Aquatic	-9.71	51.64	MQ
2100351010_1	Bioremediation	-80.4891	43.4498	MQ
3300009760_8	Aquatic	-93.4828	47.5028	MQ
3300025859_57	Wastewater	-89	39.84	MQ
3300006523_10	Human	-77.1012	39.0043	MQ
3300010287_25	Bioreactor	-72.1429	43.726	MQ
3300010040_20	Terrestrial	-122.427	38.8708	MQ
3300028564_29	Built environment	-123.147	49.1151	MQ
3300010268_30	Bioreactor	-72.1429	43.726	MQ
3300012865_18	Terrestrial	-89.4011	43.073	MQ
3300025405_9	Aquatic	-89.6063	46.0072	MQ
3300026113_2	Aquatic	-48	6.4994	MQ
3300027863_180	Aquatic	-110.44	44.611	MQ
3300013138_146	Aquatic	29.05	-1.64	MQ
3300029830_16	Human	-0.12	51.5	MQ
3300005611_3	Aquatic	21.315	38.4825	HQ
3300028969_5	Human	12.531	55.678	HQ
3300008155_17	Human	-77.1012	39.0043	MQ
3300010299_24	Aquatic	-76.1223	37.5161	MQ
3300028007_3	Terrestrial	-110.851	32.5788	MQ
3300029410_6	Human	-76.6259	39.2885	HQ
3300025860_15	Aquatic	7.9	54.1842	HQ
3300007316_9	Human	-77.1012	39.0043	MQ
3300025409_1	Aquatic	-93.4828	47.5028	MQ
3300000839_32	Arthropoda	-84.0077	10.2072	MQ
3300017680_2	Plants	-85.37	42.39	MQ
3300005300_16	Aquatic	-119.37	40.7146	HQ
3300029437_28	Human	-76.6259	39.2885	MQ
3300029928_16	Animal	37.1	2.717	MQ
3300027976_16	Aquatic	163.163	-77.605	MQ
3300027592_17	Lab enrichment	-74.01	40.58	MQ
3300007196_4	Human	-77.1012	39.0043	MQ
3300029675_10	Human	-0.12	51.5	HQ
3300029120_24	Human	116.416	39.9119	MQ
3300017998_26	Aquatic	-93.4828	47.5028	MQ
3300025909_105	Plants	-85.3738	42.3948	MQ
3300026255_11	Bioreactor	-122.305	47.6525	HQ
3300020478_6	Aquatic	39.8483	18.49	MQ
3300025186_1	Aquatic	-124.49	15.91	MQ
3300011571_4	Built environment	-73.98	40.69	MQ
3300025587_23	Wastewater	-122.42	37.78	MQ
3300022660_123	Mammals	-119.667	34.4204	MQ
3300013129_112	Aquatic	29.2062	-2.05	MQ
3300026986_7	Lab enrichment	-122.29	37.8409	MQ
3300024247_12	Aquatic	-121.905	36.8313	MQ
3300014491_18	Terrestrial	19.05	68.35	MQ
3300029088_3	Human	12.5683	55.6761	HQ
3300011739_6	Built environment	-73.95	40.67	HQ
3300026516_40	Wastewater	-89.4117	43.0762	MQ
3300029830_30	Human	-0.12	51.5	MQ
3300025949_90	Plants	-85.3738	42.3948	MQ
3300025817_6	Terrestrial	-122.509	37.9264	MQ
3300029221_11	Modeled	-2.96776	53.4059	HQ
3300013646_1	Built environment	-73.98	40.69	HQ
3300029780_8	Human	120	30	MQ
3300029540_19	Human	121.465	31.2112	HQ
3300025596_18	Aquatic	-123.5	48.6	MQ
3300029447_25	Human	-76.6259	39.2885	HQ
3300027706_38	Terrestrial	-76.3402	40.7999	MQ
3300008102_17	Human	-77.1012	39.0043	MQ
3300022188_12	Aquatic	-110.593	27.0114	MQ
3300027379_6	Terrestrial	-119.272	46.372	MQ
3300029623_20	Human	-0.12	51.5	MQ
3300027623_23	Algae	-68.065	44.342	MQ
3300006328_10	Human	-77.1012	39.0043	MQ
3300029090_8	Human	12.5683	55.6761	MQ
3300027784_55	Aquatic	79.48	51.39	HQ
3300013125_174	Aquatic	29.05	-1.64	MQ
3300025880_50	Aquatic	7.9	54.1842	MQ
3300017653_10	Terrestrial	-122.29	37.83	MQ
3300024975_9	Aquatic	-122.16	48.3807	MQ
3300026094_11	Aquatic	-122.133	37.4968	MQ
3300025859_30	Wastewater	-89	39.84	MQ
3300012839_9	Insecta	-89.4011	43.073	MQ
3300025701_10	Aquatic	-123.5	48.6	MQ
3300029101_13	Human	12.5683	55.6761	MQ
3300027686_11	Aquatic	-64.0406	-64.8156	MQ
3300029246_11	Human	116.416	39.9119	MQ
3300027134_1	Aquatic	-123.183	46.1812	MQ
3300020463_35	Aquatic	-87.0917	-32.7806	MQ
3300025303_19	Plants	-78.5097	35.6667	MQ
3300025418_1	Aquatic	-89.6063	46.0072	MQ
3300025776_5	Aquatic	-118.77	14.53	HQ
3300009156_66	Plants	-83.9599	35.8444	MQ
3300029454_9	Human	121.468	31.2123	MQ
3300028911_13	Human	116.416	39.9119	HQ
3300024277_3	Aquatic	-89.9778	29.8571	MQ
3300005286_26	Solid waste	-121.75	38.5403	MQ
3300012841_5	Insecta	-89.4011	43.073	HQ
3300028048_64	Mammals	-112.842	49.6935	MQ
3300025105_11	Aquatic	-116.516	49.9543	MQ
3300008628_4	Human	-77.1012	39.0043	MQ
3300028631_8	Wastewater	-88.23	44.11	HQ
3300008748_17	Human	-77.1012	39.0043	MQ
3300027851_41	Aquatic	-79.0717	40.0132	MQ
3300025299_15	Plants	-78.5097	35.6667	MQ
3300024335_13	Aquatic	-121.905	36.8313	MQ
3300020221_60	Aquatic	29.4853	-4.9054	MQ
3300000839_45	Arthropoda	-84.0077	10.2072	MQ
3300011691_1	Built environment	-73.82	40.68	MQ
3300027834_65	Aquatic	-119.846	34.3923	MQ
3300020603_79	Aquatic	29.4853	-4.9054	MQ
3300020057_18	Aquatic	161.59	-77.5281	MQ
3300020456_16	Aquatic	-64.109	31.8366	MQ
3300029354_20	Human	-76.6259	39.2885	HQ
3300000576_8	Aquatic	79.5	51.37	MQ
3300029514_21	Human	121.468	31.2123	MQ
3300027983_15	Aquatic	163.163	-77.605	MQ
3300005330_12	Terrestrial	-85.3738	42.3948	HQ
3300020175_16	Aquatic	7.9	54.1841	MQ
3300008672_14	Human	-77.1012	39.0043	MQ
3300018024_20	Aquatic	-93.4828	47.5028	HQ
3300025922_20	Terrestrial	-85.3738	42.3948	MQ
3300029523_12	Human	121.468	31.2123	MQ
3300027902_42	Aquatic	-86.23	41.7	MQ
3300008537_25	Human	-77.1012	39.0043	MQ
3300013853_3	Built environment	-73.91	40.69	HQ
3300029790_26	Human	-76.6259	39.2885	HQ
3300024262_13	Aquatic	18.254	58.622	MQ
3300029073_2	Human	12.5683	55.6761	HQ
3300017400_16	Aquatic	98.46	25.4413	MQ
3300029243_23	Human	116.416	39.9119	MQ
3300027976_72	Aquatic	163.163	-77.605	HQ
3300006477_13	Human	-77.1012	39.0043	MQ
3300012998_4	Fungi	-47.848	-21.166	HQ
3300011797_2	Built environment	-74.02	40.63	MQ
3300029578_22	Human	121.465	31.2112	MQ
3300011771_3	Built environment	-74	40.72	MQ
3300007501_21	Human	-77.1012	39.0043	HQ
2084038008_2	Arthropoda	7.51667	46.9167	MQ
3300007367_7	Human	-77.1012	39.0043	MQ
3300012974_18	Mammals	-122.5	38.04	MQ
3300027976_78	Aquatic	163.163	-77.605	MQ
3300027937_4	Aquatic	-110.702	44.7219	MQ
3300029217_17	Human	116.416	39.9119	MQ
3300022377_4	Mammals	-119.84	34.4148	MQ
3300006250_12	Human	-77.1012	39.0043	MQ
3300011226_3	Built environment	-73.83	40.88	HQ
3300029516_10	Human	121.468	31.2123	MQ
3300027719_51	Aquatic	-3.1724	55.9225	MQ
3300025430_3	Aquatic	-89.6063	46.0072	HQ
3300017398_35	Aquatic	98.46	25.4413	MQ
3300011481_2	Built environment	-73.98	40.68	MQ
3300012790_2	Terrestrial	-89.4011	43.073	MQ
3300010162_37	Arthropoda	-53.0462	5.0626	HQ
3300029030_11	Human	12.531	55.678	MQ
3300025161_47	Aquatic	-116.516	49.9543	HQ
3300006847_35	Plants	-83.9607	35.8443	MQ
3300007705_4	Human	-77.1012	39.0043	HQ
3300023211_9	Wastewater	-105.084	40.5853	MQ
3300012838_5	Terrestrial	-89.4011	43.073	MQ
3300020342_11	Aquatic	-140.528	-9.1552	MQ
3300025672_34	Aquatic	-123.5	48.6	MQ
3300011945_1	Built environment	-73.79	40.71	HQ
3300020222_36	Aquatic	29.4853	-4.9054	MQ
3300012182_14	Aquatic	78.1913	-68.5558	MQ
3300025910_16	Terrestrial	-85.3738	42.3948	MQ
3300027328_18	Porifera	13.56	45.5099	MQ
3300013136_61	Aquatic	29.05	-1.64	MQ
3300011139_1	Built environment	-73.98	40.76	HQ
3300007853_28	Human	-77.1012	39.0043	MQ
3300021604_12	Bioreactor	-122.258	37.8719	MQ
3300024496_1	Aquatic	-81.6053	31.4271	MQ
3300027905_87	Terrestrial	11.88	50.13	MQ
3300020056_50	Aquatic	-81.028	31.972	MQ
3300025293_5	Aquatic	4.36	39.48	MQ
3300007131_3	Human	-77.1012	39.0043	MQ
3300029351_9	Human	-76.6259	39.2885	MQ
3300027391_18	Porifera	13.56	45.5099	MQ
3300029010_13	Human	12.531	55.678	MQ
3300013136_142	Aquatic	29.05	-1.64	MQ
3300027814_3	Aquatic	-77.1094	34.6402	MQ
3300024909_2	Aquatic	-122.16	48.3807	MQ
3300025709_51	Aquatic	-123.5	48.6	MQ
3300018878_144	Mammals	-119.667	34.4204	MQ
3300029396_14	Human	-76.6259	39.2885	MQ
3300029641_7	Human	-0.12	51.5	HQ
3300025133_7	Aquatic	-76.2	-14.51	MQ
3300010312_11	Aquatic	-123.882	46.2322	MQ
3300012263_3	Aquatic	78.2467	-68.5417	MQ
3300009826_76	Arthropoda	-53.0462	5.0626	MQ
3300018043_8	Aquatic	-93.4828	47.5028	MQ
3300006243_6	Human	-77.1012	39.0043	MQ
3300011866_4	Built environment	-73.98	40.75	MQ
3300029610_18	Human	-0.12	51.5	HQ
3300022753_105	Mammals	-119.667	34.4204	MQ
3300005529_58	Terrestrial	-76.3402	40.7999	HQ
3300011976_25	Human	-118.444	34.0722	MQ
3300008755_16	Human	-77.1012	39.0043	MQ
3300025112_6	Aquatic	-108.8	18.92	MQ
3300020392_12	Aquatic	-96.0293	-12.9488	MQ
3300007316_18	Human	-77.1012	39.0043	MQ
3300010428_30	Bioreactor	-72.1429	43.726	MQ
3300027800_82	Aquatic	-3.1724	55.9225	MQ
3300029115_17	Human	116.416	39.9119	MQ
3300025303_11	Plants	-78.5097	35.6667	HQ
3300027653_33	Terrestrial	-83.4195	33.8834	MQ
3300007791_15	Human	-77.1012	39.0043	MQ
3300027942_1	Terrestrial	-119.272	46.372	MQ
3300011493_1	Built environment	-73.99	40.67	HQ
3300029791_12	Human	-76.6259	39.2885	MQ
3300010282_34	Animal	-89.4	43.07	MQ
3300008096_15	Human	-77.1012	39.0043	MQ
3300012859_7	Terrestrial	-89.4011	43.073	MQ
3300025686_4	Wastewater	135.27	34.72	MQ
3300029793_21	Human	-76.6259	39.2885	HQ
3300020596_25	Aquatic	161.59	-77.5281	MQ
3300027571_6	Aquatic	-123.913	46.234	MQ
3300008660_4	Human	-77.1012	39.0043	MQ
3300013138_181	Aquatic	29.05	-1.64	MQ
3300025637_20	Aquatic	7.9	54.1883	HQ
3300029746_23	Human	-0.12	51.5	HQ
3300027592_36	Lab enrichment	-74.01	40.58	HQ
3300011694_1	Built environment	-73.95	40.74	HQ
3300013133_58	Aquatic	29.2062	-2.05	MQ
3300012879_7	Terrestrial	-89.4011	43.073	MQ
3300023233_5	Aquatic	78.188	-68.4725	MQ
3300029716_13	Human	-0.12	51.5	HQ
3300027849_23	Aquatic	-9.5247	79.0225	MQ
3300017473_8	Aquatic	29.2	-1.78	MQ
3300011006_14	Microbial	-148.113	61.5997	MQ
3300028567_85	Built environment	-123.147	49.1151	MQ
3300025459_5	Aquatic	-93.4828	47.5028	MQ
3300025670_25	Aquatic	-90.57	27.37	MQ
3300006498_20	Human	-77.1012	39.0043	MQ
3300017398_4	Aquatic	98.46	25.4413	MQ
3300006256_18	Human	-77.1012	39.0043	MQ
3300027640_28	Terrestrial	7.1648	47.379	MQ
3300007991_3	Human	-77.1012	39.0043	MQ
3300025462_8	Aquatic	-110.69	44.376	MQ
3300010354_44	Aquatic	-76.0017	39.2637	MQ
3300029844_26	Human	-0.12	51.5	MQ
3300013499_11	Human	-118.444	34.0722	MQ
3300011744_1	Built environment	-73.97	40.75	MQ
3300025678_39	Wastewater	114.17	22.28	MQ
3300025728_14	Plants	-85.3738	42.3948	MQ
3300007109_23	Human	-77.1012	39.0043	MQ
3300025042_1	Aquatic	-145	50.0008	MQ
3300025516_11	Terrestrial	-122.439	38.874	HQ
3300009702_60	Aquatic	25.4867	36.5263	MQ
3300027091_1	Terrestrial	-119.272	46.372	MQ
3300018040_21	Aquatic	-93.4828	47.5028	MQ
3300025713_25	Wastewater	-70.96	42.35	MQ
3300027419_11	Bioremediation	-106.08	35.992	MQ
3300025476_3	Aquatic	-89.6063	46.0072	MQ
3300029709_26	Human	-0.12	51.5	MQ
3300025621_18	Aquatic	7.9	54.1883	MQ
3300028635_21	Wastewater	-88.23	44.11	MQ
3300025699_45	Aquatic	7.9	54.1883	MQ
3300029745_26	Human	-0.12	51.5	MQ
3300029334_16	Human	-76.6259	39.2885	HQ
3300007317_13	Human	-77.1012	39.0043	MQ
3300017505_12	Aquatic	-116.32	36.42	MQ
3300029230_27	Human	116.416	39.9119	MQ
3300027832_61	Aquatic	162.445	-77.714	MQ
3300029794_31	Human	-76.6259	39.2885	MQ
3300029023_3	Human	12.531	55.678	MQ
3300011729_5	Built environment	-73.83	40.58	HQ
3300025455_6	Aquatic	-89.6063	46.0072	MQ
3300011869_2	Built environment	-73.92	40.81	HQ
3300008541_20	Human	-77.1012	39.0043	HQ
3300001681_15	Aquatic	-176.989	-20.1113	MQ
3300006979_2	Human	-77.1012	39.0043	HQ
3300011928_9	Human	-118.444	34.0722	MQ
3300023169_3	Terrestrial	-89.38	43.3	HQ
3300009769_31	Wastewater	138.83	37.43	HQ
3300025110_4	Aquatic	-81.401	-11.499	MQ
3300007107_13	Human	-77.1012	39.0043	MQ
3300027210_4	Aquatic	-123.917	46.2327	MQ
3300020314_7	Aquatic	63.5138	20.8199	MQ
3300020144_2	Arthropoda	-89.4125	43.0758	MQ
3300025665_17	Aquatic	-123.5	48.6	HQ
3300000839_64	Arthropoda	-84.0077	10.2072	MQ
3300024911_2	Aquatic	-122.16	48.3807	MQ
3300027784_9	Aquatic	79.48	51.39	MQ
3300010287_33	Bioreactor	-72.1429	43.726	MQ
3300018032_6	Terrestrial	-73.2024	4.2396	MQ
3300025431_13	Aquatic	-123.5	48.6	MQ
3300029877_6	Human	-0.12	51.5	HQ
3300029821_33	Aquatic	141.859	45.0453	HQ
3300012889_42	Bioreactor	-122.29	37.82	MQ
3300013498_5	Built environment	-73.88	40.84	MQ
3300026825_14	Microbial	-122.024	37.9314	MQ
3300020455_10	Aquatic	-96.0932	-12.9226	MQ
3300027773_46	Terrestrial	-76.3402	40.7999	MQ
3300027968_73	Terrestrial	-76.3402	40.7999	MQ
3300011921_2	Terrestrial	-72.426	43.7271	MQ
3300029014_3	Human	12.531	55.678	MQ
3300026509_12	Aquatic	-110.715	44.963	HQ
3300027328_29	Porifera	13.56	45.5099	MQ
3300020582_7	Terrestrial	-72.1783	42.481	MQ
3300018017_10	Aquatic	-93.4828	47.5028	MQ
3300008283_13	Human	-77.1012	39.0043	HQ
3300011868_2	Built environment	-73.98	40.73	MQ
3300019373_12	Mammals	-119.84	34.4148	MQ
3300021843_6	Bioreactor	-79.6609	43.5479	MQ
3300025255_6	Aquatic	-36.95	-22.97	MQ
3300029544_9	Human	121.465	31.2112	MQ
3300007805_12	Human	-77.1012	39.0043	MQ
3300025359_1	Aquatic	-93.4828	47.5028	MQ
3300020183_61	Aquatic	29.9042	-6.4446	MQ
3300006501_1	Human	-77.1012	39.0043	HQ
3300025938_16	Plants	-85.3738	42.3948	MQ
3300029702_26	Human	-0.12	51.5	HQ
3300029616_11	Human	-0.12	51.5	MQ
3300000052_7	Biotransformation	-113.78	52.119	MQ
3300018024_22	Aquatic	-93.4828	47.5028	HQ
3300029393_12	Human	-76.6259	39.2885	HQ
3300020403_13	Aquatic	66.4581	18.5679	HQ
3300007320_5	Human	-77.1012	39.0043	HQ
3300029714_31	Human	-0.12	51.5	MQ
3300028624_20	Wastewater	-88.23	44.11	HQ
3300012889_20	Bioreactor	-122.29	37.82	MQ
3300026363_3	Terrestrial	19.0466	68.3533	MQ
3300011777_2	Built environment	-73.97	40.68	MQ
3300008133_30	Human	-77.1012	39.0043	MQ
3300008739_20	Human	-77.1012	39.0043	MQ
2225789004_28	Arthropoda	-84.0077	10.2072	MQ
3300019371_13	Mammals	-119.84	34.4148	MQ
3300025472_13	Aquatic	-93.4828	47.5028	HQ
3300013880_3	Lab enrichment	-1.61778	54.9783	MQ
3300020385_11	Aquatic	-73.0366	-33.832	MQ
3300027216_3	Aquatic	-123.882	46.2311	MQ
3300006262_17	Human	-77.1012	39.0043	MQ
3300009503_154	Aquatic	-110.44	44.61	MQ
3300007800_4	Human	-77.1012	39.0043	MQ
3300013130_100	Aquatic	29.2062	-2.05	MQ
3300029742_22	Human	-0.12	51.5	MQ
3300020411_5	Aquatic	73.914	5.9997	MQ
3300005661_8	Plants	-100.163	21.7658	MQ
3300025589_13	Wastewater	139.38	36.29	MQ
3300017467_15	Aquatic	30.6814	-22.5304	MQ
3300018021_19	Aquatic	-93.4828	47.5028	MQ
3300027834_63	Aquatic	-119.846	34.3923	MQ
3300020079_16	Mammals	-119.84	34.4148	MQ
3300020728_13	Aquatic	-89.686	46.041	MQ
3300017975_12	Terrestrial	-73.195	4.0627	MQ
3300025876_55	Aquatic	7.9	54.1842	MQ
3300020300_5	Aquatic	-96.155	-12.9057	MQ
3300023298_5	Aquatic	78.188	-68.4725	HQ
3300029700_18	Human	-0.12	51.5	HQ
3300013125_87	Aquatic	29.05	-1.64	MQ
3300029480_16	Human	121.468	31.2123	MQ
3300024916_4	Aquatic	-122.16	48.3807	MQ
3300029777_19	Human	-76.6259	39.2885	HQ
3300029045_11	Human	12.531	55.678	HQ
3300005512_45	Aquatic	21.315	38.4825	MQ
3300029417_19	Human	120	30	HQ
3300027863_21	Aquatic	-110.44	44.611	MQ
3300013138_135	Aquatic	29.05	-1.64	MQ
3300029459_5	Human	121.468	31.2123	MQ
3300020198_44	Aquatic	29.658	-6.1786	MQ
3300014720_54	Aquatic	29.05	-1.64	MQ
3300026877_3	Aquatic	-110.709	44.733	MQ
3300020349_6	Aquatic	17.7285	42.1659	MQ
3300008282_6	Human	-77.1012	39.0043	MQ
3300025846_37	Terrestrial	-156.789	71.2906	MQ
3300013103_66	Aquatic	-111.38	27.0183	MQ
3300029362_34	Human	-76.6259	39.2885	MQ
3300025767_49	Aquatic	-123.5	48.6	MQ
3300028327_19	Arthropoda	-80.2332	26.0625	MQ
3300006676_4	Human	-77.1012	39.0043	HQ
3300028032_34	Aquatic	-80.577	43.442	MQ
3300029136_35	Human	116.416	39.9119	MQ
3300020138_4	Arthropoda	-89.4125	43.0758	HQ
3300027282_15	Terrestrial	7.1648	47.379	MQ
3300028030_21	Aquatic	-176.568	-21.9896	MQ
3300013131_19	Aquatic	29.05	-1.64	HQ
3300014162_11	Aquatic	-88.5476	47.1149	MQ
3300008077_21	Human	-77.1012	39.0043	MQ
3300017971_28	Aquatic	-115.8	33.3	MQ
3300029413_10	Human	-76.6259	39.2885	HQ
3300014026_20	Human	-118.444	34.0722	MQ
3300017532_72	Aquatic	22.044	61.5637	MQ
3300004625_2	Plants	-78.5097	35.6667	MQ
3300012267_11	Aquatic	78.1913	-68.5558	MQ
3300014149_25	Aquatic	-110.741	44.7101	MQ
