Dataset	FeatureSpace	SampleID	Q	Metric	Value	SubjectID	AgeCategory	HotSpring	Temperature	DetectionBoundary
Western US hot springs	MAG catalog	AR01D.1.2	1	exp(Shannon)	117.247095621083			AR01	62.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR01D.3.1	1	exp(Shannon)	113.404509990857			AR01	80.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.1	1	exp(Shannon)	86.4096366750283			AR08	28.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.2	1	exp(Shannon)	133.134705415412			AR08	65.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.3	1	exp(Shannon)	158.152615087699			AR08	28.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR08.1.4	1	exp(Shannon)	17.7698156059534			AR08	29	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.1	1	exp(Shannon)	117.668431208732			AR10	49.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.2	1	exp(Shannon)	116.605983650345			AR10	49.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.3	1	exp(Shannon)	105.953128261368			AR10	47.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.4	1	exp(Shannon)	114.077047360223			AR10	46.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.2.5	1	exp(Shannon)	110.098946803262			AR10	46.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.1	1	exp(Shannon)	121.367704138472			AR10	45.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.2	1	exp(Shannon)	141.638486469948			AR10	45.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.3	1	exp(Shannon)	162.09756410971			AR10	44.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.4	1	exp(Shannon)	108.888354145467			AR10	42.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR10.3.5	1	exp(Shannon)	100.841783842351			AR10	42.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.1	1	exp(Shannon)	78.9340107841131			AR11	40.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.2	1	exp(Shannon)	98.2219649488205			AR11	68.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.3	1	exp(Shannon)	91.8260061332504			AR11	58	Abundance-weighted effective number
Western US hot springs	MAG catalog	AR11.2.4	1	exp(Shannon)	52.3516724437976			AR11	40	Abundance-weighted effective number
Western US hot springs	MAG catalog	AW01.3.1	1	exp(Shannon)	166.682232126267			AW01	55.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AW01.3.2	1	exp(Shannon)	133.023059407694			AW01	50.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AW03.3.1	1	exp(Shannon)	22.9241619859242			AW03	28.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.3	1	exp(Shannon)	110.072780040757			AY01	68.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.4	1	exp(Shannon)	121.843139535261			AY01	53	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.5	1	exp(Shannon)	104.478190594571			AY01	70.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.6	1	exp(Shannon)	69.4119638980677			AY01	27.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.7	1	exp(Shannon)	128.303567626164			AY01	30.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.0.8	1	exp(Shannon)	76.8920814854077			AY01	64.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.1	1	exp(Shannon)	60.8894612519317			AY01	28.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.3	1	exp(Shannon)	126.729979801288			AY01	69	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.4	1	exp(Shannon)	85.6042241185879			AY01	62.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.5	1	exp(Shannon)	53.2466604723308			AY01	26.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.6	1	exp(Shannon)	104.114793695532			AY01	27.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.1.7	1	exp(Shannon)	87.5492078265183			AY01	64	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.2	1	exp(Shannon)	104.753345251683			AY01	57.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.3	1	exp(Shannon)	143.848185085258			AY01	50.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.4	1	exp(Shannon)	148.985944422055			AY01	33.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.5	1	exp(Shannon)	129.227147088877			AY01	58.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.6	1	exp(Shannon)	105.364462461543			AY01	66.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.7	1	exp(Shannon)	145.572903872346			AY01	33.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.2.8	1	exp(Shannon)	148.804306265389			AY01	26.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.1	1	exp(Shannon)	95.7769393072473			AY01	19.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.2	1	exp(Shannon)	138.763636405366			AY01	66.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.3	1	exp(Shannon)	117.780507771807			AY01	67.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.4	1	exp(Shannon)	125.138747560038			AY01	47.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.5	1	exp(Shannon)	170.788132907157			AY01	56.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.6	1	exp(Shannon)	131.614074695322			AY01	64.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY01.3.8	1	exp(Shannon)	87.6249277343892			AY01	26.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.1	1	exp(Shannon)	74.2319220502402			AY02	59.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.2	1	exp(Shannon)	92.994285338998			AY02	30.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.3	1	exp(Shannon)	113.89983386581			AY02	59.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.4	1	exp(Shannon)	181.58725508175			AY02	53	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.5	1	exp(Shannon)	140.705188959003			AY02	60.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.0.6	1	exp(Shannon)	83.7274402365616			AY02	60.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.1	1	exp(Shannon)	120.85056708385			AY02	60.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.2	1	exp(Shannon)	86.3810495463361			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.3	1	exp(Shannon)	81.239551304975			AY02	34.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.1.4	1	exp(Shannon)	69.9115526522516			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.1	1	exp(Shannon)	124.949661580467			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.2	1	exp(Shannon)	131.297031173621			AY02	58.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.3	1	exp(Shannon)	78.9768208654484			AY02	58.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.4	1	exp(Shannon)	162.506927402717			AY02	39.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.5	1	exp(Shannon)	114.271014070954			AY02	57.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.2.6	1	exp(Shannon)	58.1208276937339			AY02	30.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.1	1	exp(Shannon)	139.558085089881			AY02	57.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.2	1	exp(Shannon)	116.05017908424			AY02	58	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.3	1	exp(Shannon)	134.570384824962			AY02	57.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.4	1	exp(Shannon)	154.898868716208			AY02	57.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.5	1	exp(Shannon)	147.781369386121			AY02	31.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY02.3.6	1	exp(Shannon)	120.69922341326			AY02	55.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.5	1	exp(Shannon)	77.970924165027			AY03	62.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.6	1	exp(Shannon)	35.4754336474762			AY03	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.7	1	exp(Shannon)	67.2734339937628			AY03	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.0.8	1	exp(Shannon)	92.0686895271892			AY03	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.3	1	exp(Shannon)	132.294426152723			AY03	65.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.4	1	exp(Shannon)	48.0046346583662			AY03	67.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.5	1	exp(Shannon)	57.8355773182852			AY03	60.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.6	1	exp(Shannon)	91.8816832335448			AY03	73.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.7	1	exp(Shannon)	86.3177403170088			AY03	61.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.8	1	exp(Shannon)	43.6830970765073			AY03	69.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.1.9	1	exp(Shannon)	55.0441845558523			AY03	69.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.10	1	exp(Shannon)	146.216520366527			AY03	51.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.1	1	exp(Shannon)	9.02384914112347			AY03	85	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.2	1	exp(Shannon)	10.6906497974528			AY03	83.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.4	1	exp(Shannon)	88.8529961397872			AY03	90	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.5	1	exp(Shannon)	37.369795684354			AY03	73.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.6	1	exp(Shannon)	38.8965352469481			AY03	73.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.7	1	exp(Shannon)	78.1803714216169			AY03	67.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.8	1	exp(Shannon)	106.536891707498			AY03	42.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.2.9	1	exp(Shannon)	75.7011008155898			AY03	73.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.10	1	exp(Shannon)	80.6698973339019			AY03	66.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.2	1	exp(Shannon)	87.6941675437873			AY03	75.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.3	1	exp(Shannon)	89.5309014296089			AY03	63.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.4	1	exp(Shannon)	74.4188616111978			AY03	68.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.5	1	exp(Shannon)	74.5329257545914			AY03	68	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.6	1	exp(Shannon)	18.04804329656			AY03	83.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.7	1	exp(Shannon)	83.3826570768493			AY03	69.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.8	1	exp(Shannon)	58.0655997887217			AY03	69.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY03.3.9	1	exp(Shannon)	120.242611845591			AY03	45.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.2	1	exp(Shannon)	71.1634393621839			AY04	64.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.3	1	exp(Shannon)	97.8910103481699			AY04	31.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.4	1	exp(Shannon)	87.7081267270878			AY04	52.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.5	1	exp(Shannon)	88.6538385709077			AY04	34.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.6	1	exp(Shannon)	107.508290287569			AY04	35.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.8	1	exp(Shannon)	93.8441957857563			AY04	27	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.0.9	1	exp(Shannon)	76.5310294050779			AY04	74.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.1	1	exp(Shannon)	101.58839353811			AY04	56.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.2	1	exp(Shannon)	85.5140852583747			AY04	64.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.3	1	exp(Shannon)	133.550840999019			AY04	52.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.4	1	exp(Shannon)	121.192466383418			AY04	44.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.5	1	exp(Shannon)	84.4266276378165			AY04	42.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.6	1	exp(Shannon)	114.082124596141			AY04	29	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.1.7	1	exp(Shannon)	147.153223401215			AY04	42.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.1	1	exp(Shannon)	96.5725878269189			AY04	62.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.2	1	exp(Shannon)	127.0195025846			AY04	60.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.3	1	exp(Shannon)	56.1745527300012			AY04	56.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.4	1	exp(Shannon)	85.8194629208152			AY04	35.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.5	1	exp(Shannon)	131.794263215181			AY04	53.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.6	1	exp(Shannon)	130.501992070932			AY04	42.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.7	1	exp(Shannon)	121.030874473512			AY04	56.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.8	1	exp(Shannon)	95.2614042507893			AY04	40.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.2.9	1	exp(Shannon)	114.796970516026			AY04	43.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.1	1	exp(Shannon)	108.426260654011			AY04	59.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.2	1	exp(Shannon)	102.031243842318			AY04	58.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.3	1	exp(Shannon)	96.2389164408045			AY04	57	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.4	1	exp(Shannon)	122.370258250804			AY04	51.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.5	1	exp(Shannon)	123.855431248033			AY04	51.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.6	1	exp(Shannon)	120.634306864469			AY04	51.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.7	1	exp(Shannon)	92.589498650712			AY04	56.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY04.3.8	1	exp(Shannon)	161.746299938283			AY04	47.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.1	1	exp(Shannon)	41.4664040220284			AY05	74.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.2	1	exp(Shannon)	37.1429231346306			AY05	74.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.3	1	exp(Shannon)	38.6335266312111			AY05	73.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.4	1	exp(Shannon)	97.0315597270226			AY05	40.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.0.5	1	exp(Shannon)	98.7494760981608			AY05	45	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.2.1	1	exp(Shannon)	47.538833207089			AY05	70.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.2.2	1	exp(Shannon)	35.1888952333975			AY05	69.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.2.3	1	exp(Shannon)	132.581219721257			AY05	37.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.2.4	1	exp(Shannon)	121.191662849327			AY05	29.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.2.5	1	exp(Shannon)	152.588048620589			AY05	45.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.3.1	1	exp(Shannon)	49.4548914802724			AY05	68	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.3.2	1	exp(Shannon)	38.6442579440467			AY05	68.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.3.3	1	exp(Shannon)	77.2585943797275			AY05	30.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY05.3.4	1	exp(Shannon)	123.105918648829			AY05	48.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.0.5	1	exp(Shannon)	38.7159687638808			AY06	78.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.0.6	1	exp(Shannon)	94.2334409862088			AY06	26.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.1.1	1	exp(Shannon)	20.4318913261991			AY06	90.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.1.4	1	exp(Shannon)	70.4265375471748			AY06	30.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.1.5	1	exp(Shannon)	74.954379473618			AY06	43.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.1.6	1	exp(Shannon)	57.2253797934711			AY06	26.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.2.1	1	exp(Shannon)	5.91220528446932			AY06	87	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.2.2	1	exp(Shannon)	49.9207392407187			AY06	80.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.2.5	1	exp(Shannon)	96.0169687901528			AY06	40.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.2.6	1	exp(Shannon)	58.8545253866541			AY06	20.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.2.7	1	exp(Shannon)	63.1754088311994			AY06	44.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.3.1	1	exp(Shannon)	19.3420798292025			AY06	86	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.3.2	1	exp(Shannon)	58.5689988597979			AY06	78.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.3.3	1	exp(Shannon)	94.4435988030987			AY06	40.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.3.4	1	exp(Shannon)	101.485014843783			AY06	32	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.3.5	1	exp(Shannon)	66.3353852394833			AY06	39.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.3.6	1	exp(Shannon)	53.8723020808144			AY06	9.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY06.3.7	1	exp(Shannon)	86.1572735934758			AY06	25.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.1	1	exp(Shannon)	91.6676249214719			AY07	65.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.2	1	exp(Shannon)	100.987562521386			AY07	65.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.3	1	exp(Shannon)	96.8124807396422			AY07	65.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.4	1	exp(Shannon)	81.7101586505692			AY07	66.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.5	1	exp(Shannon)	88.5386565479914			AY07	66.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.6	1	exp(Shannon)	82.6451397695986			AY07	67.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.7	1	exp(Shannon)	118.211630121094			AY07	66.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.0.8	1	exp(Shannon)	109.845744285498			AY07	66.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.1.1	1	exp(Shannon)	98.0738745632445			AY07	63.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.1.2	1	exp(Shannon)	83.9466570777426			AY07	64.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.1.3	1	exp(Shannon)	78.9065783227994			AY07	64	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.1.4	1	exp(Shannon)	80.4313065965031			AY07	64	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.1.5	1	exp(Shannon)	108.052629281558			AY07	64.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.1.6	1	exp(Shannon)	124.00286505775			AY07	57.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.1	1	exp(Shannon)	106.935095798094			AY07	63.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.2	1	exp(Shannon)	111.325962344333			AY07	62.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.3	1	exp(Shannon)	80.8092006519653			AY07	62.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.4	1	exp(Shannon)	110.345113863779			AY07	63.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.5	1	exp(Shannon)	63.9358967142484			AY07	64.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.6	1	exp(Shannon)	91.9075551245037			AY07	63.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.7	1	exp(Shannon)	53.5160326892397			AY07	63.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.2.8	1	exp(Shannon)	94.9338043742085			AY07	63.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.1	1	exp(Shannon)	106.332537516222			AY07	62.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.2	1	exp(Shannon)	88.9239381688304			AY07	63.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.3	1	exp(Shannon)	118.25320262605			AY07	62.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.4	1	exp(Shannon)	116.638143578425			AY07	61.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.5	1	exp(Shannon)	105.358740042533			AY07	62.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.6	1	exp(Shannon)	137.594377518604			AY07	62.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.7	1	exp(Shannon)	108.667320409137			AY07	63	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY07.3.8	1	exp(Shannon)	79.9194277151446			AY07	63.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.0.3	1	exp(Shannon)	60.1553797692856			AY08	76	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.0.4	1	exp(Shannon)	81.4312808887995			AY08	57.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.0.5	1	exp(Shannon)	79.348824656626			AY08	65.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.0.6	1	exp(Shannon)	70.4030019726626			AY08	81.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.0.8	1	exp(Shannon)	9.55101214253291			AY08	85.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.1.2	1	exp(Shannon)	16.0495679082113			AY08	84.9	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.1.3	1	exp(Shannon)	94.7949895273762			AY08	69.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.1.4	1	exp(Shannon)	86.156236440795			AY08	43.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.1.5	1	exp(Shannon)	84.3929093320695			AY08	63.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.1.6	1	exp(Shannon)	146.997088099475			AY08	58.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.2.1	1	exp(Shannon)	30.3510124600732			AY08	92.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.2.2	1	exp(Shannon)	81.5375874905829			AY08	65.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.2.3	1	exp(Shannon)	109.046605674632			AY08	65.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.2.4	1	exp(Shannon)	46.3830276825313			AY08	81.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.2.5	1	exp(Shannon)	95.7130412246899			AY08	69.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.2.6	1	exp(Shannon)	95.4570377333302			AY08	61.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.2.7	1	exp(Shannon)	112.072513975217			AY08	57.4	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.3.1	1	exp(Shannon)	23.1026003690834			AY08	90.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.3.2	1	exp(Shannon)	120.555006987938			AY08	70	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.3.3	1	exp(Shannon)	119.078574735158			AY08	70.6	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.3.4	1	exp(Shannon)	97.5468833240781			AY08	71.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.3.5	1	exp(Shannon)	90.2819826191583			AY08	71.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.3.6	1	exp(Shannon)	113.906996514114			AY08	62	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY08.3.7	1	exp(Shannon)	111.073855484564			AY08	62.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY10.3.1	1	exp(Shannon)	3.83593929918012			AY10	88.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.0.1	1	exp(Shannon)	5.8515541418079			AY11	65.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.1.2	1	exp(Shannon)	16.4184089706621			AY11	43.3	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.1.3	1	exp(Shannon)	15.3653904636489			AY11	51.2	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.1.5	1	exp(Shannon)	112.72899796802			AY11	51.8	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.1.6	1	exp(Shannon)	42.9594246402006			AY11	33.7	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.2.1	1	exp(Shannon)	8.75222831352915			AY11	83	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.2.2	1	exp(Shannon)	13.1754551374024			AY11	47.5	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.2.3	1	exp(Shannon)	5.3834614435055			AY11	65.1	Abundance-weighted effective number
Western US hot springs	MAG catalog	AY11.2.5	1	exp(Shannon)	19.3230010086802			AY11	65.7	Abundance-weighted effective number
