Habitat	Units	FeatureID	Label	BootstrapReplicates	CoreInclusionFrequency
Tongue dorsum	90	SP0201	Actinomyces johnsonii	1000	0
Tongue dorsum	90	SP0202	Prevotella loescheii	1000	0
Tongue dorsum	90	SP0203	Streptococcus sp oral taxon 056	1000	0
Tongue dorsum	90	SP0204	Eubacterium brachy	1000	0
Tongue dorsum	90	SP0205	Abiotrophia defectiva	1000	0
Tongue dorsum	90	SP0206	Capnocytophaga ochracea	1000	0
Tongue dorsum	90	SP0207	Streptococcus anginosus group	1000	0
Tongue dorsum	90	SP0208	Actinomyces meyeri	1000	0
Tongue dorsum	90	SP0209	Actinomyces sp oral taxon 448	1000	0
Tongue dorsum	90	SP0210	Eikenella sp NML130454	1000	0
Tongue dorsum	90	SP0211	Selenomonas noxia	1000	0
Tongue dorsum	90	SP0212	Oribacterium sp oral taxon 078	1000	0
Tongue dorsum	90	SP0213	Abiotrophia sp HMSC24B09	1000	0
Tongue dorsum	90	SP0214	Leptotrichia sp oral taxon 879	1000	0
Tongue dorsum	90	SP0215	Aggregatibacter actinomycetemcomitans	1000	0
Tongue dorsum	90	SP0216	Actinomyces sp oral taxon 180	1000	0
Tongue dorsum	90	SP0217	Aggregatibacter segnis	1000	0
Tongue dorsum	90	SP0218	Actinomyces denticolens	1000	0
Tongue dorsum	90	SP0219	Selenomonas infelix	1000	0
Tongue dorsum	90	SP0220	Kingella denitrificans	1000	0
Tongue dorsum	90	SP0221	Capnocytophaga sp oral taxon 338	1000	0
Tongue dorsum	90	SP0222	Staphylococcus argenteus	1000	0
Tongue dorsum	90	SP0223	Staphylococcus epidermidis	1000	0
Tongue dorsum	90	SP0224	Cutibacterium acnes	1000	0
Tongue dorsum	90	SP0225	Corynebacterium accolens	1000	0
Tongue dorsum	90	SP0226	Escherichia coli	1000	0
Tongue dorsum	90	SP0227	Haemophilus sp HMSC71H05	1000	0
Tongue dorsum	90	SP0228	Propionibacterium namnetense	1000	0
Tongue dorsum	90	SP0229	Klebsiella pneumoniae	1000	0
Tongue dorsum	90	SP0230	Gardnerella vaginalis	1000	0
Tongue dorsum	90	SP0231	Lactobacillus iners	1000	0
Tongue dorsum	90	SP0232	Atopobium vaginae	1000	0
Tongue dorsum	90	SP0233	Sneathia amnii	1000	0
Tongue dorsum	90	SP0234	Veillonellaceae bacterium DNF00626	1000	0
Tongue dorsum	90	SP0235	Prevotella timonensis	1000	0
Tongue dorsum	90	SP0236	Prevotella buccalis	1000	0
Tongue dorsum	90	SP0237	Anaerococcus tetradius	1000	0
Tongue dorsum	90	SP0238	Dialister micraerophilus	1000	0
Tongue dorsum	90	SP0239	Peptoniphilus lacrimalis	1000	0
Tongue dorsum	90	SP0240	Aerococcus christensenii	1000	0
Tongue dorsum	90	SP0241	Mobiluncus curtisii	1000	0
Tongue dorsum	90	SP0242	Tissierellia bacterium KA00581	1000	0
Tongue dorsum	90	SP0243	Prevotella bivia	1000	0
Tongue dorsum	90	SP0244	Lactobacillus jensenii	1000	0
Tongue dorsum	90	SP0245	Mageeibacillus indolicus	1000	0
Tongue dorsum	90	SP0246	Gemella asaccharolytica	1000	0
Tongue dorsum	90	SP0247	Prevotella colorans	1000	0
Tongue dorsum	90	SP0248	Lactobacillus coleohominis	1000	0
Tongue dorsum	90	SP0249	Prevotella sp S7 1 8	1000	0
Tongue dorsum	90	SP0250	Lactobacillus gasseri	1000	0
Tongue dorsum	90	SP0251	Mycoplasma hominis	1000	0
Tongue dorsum	90	SP0252	Porphyromonas uenonis	1000	0
Tongue dorsum	90	SP0253	Peptococcus niger	1000	0
Tongue dorsum	90	SP0254	Peptoniphilus sp BV3C26	1000	0
Tongue dorsum	90	SP0255	Bacteroides coagulans	1000	0
Tongue dorsum	90	SP0256	Porphyromonas asaccharolytica	1000	0
Tongue dorsum	90	SP0257	Peptoniphilus duerdenii	1000	0
Tongue dorsum	90	SP0258	Mobiluncus mulieris	1000	0
Tongue dorsum	90	SP0259	Peptoniphilus harei	1000	0
Tongue dorsum	90	SP0260	Actinomyces neuii	1000	0
Tongue dorsum	90	SP0261	Anaerococcus lactolyticus	1000	0
Tongue dorsum	90	SP0262	Atopobium deltae	1000	0
Tongue dorsum	90	SP0263	Ureaplasma parvum	1000	0
Tongue dorsum	90	SP0264	Varibaculum cambriense	1000	0
Tongue dorsum	90	SP0265	Atopobium minutum	1000	0
Tongue dorsum	90	SP0266	Lactobacillus paragasseri	1000	0
Tongue dorsum	90	SP0267	Prevotella bergensis	1000	0
Tongue dorsum	90	SP0268	Peptoniphilus coxii	1000	0
Tongue dorsum	90	SP0269	Neisseria perflava	1000	0
Tongue dorsum	90	SP0270	Prevotella shahii	1000	0
Tongue dorsum	90	SP0271	Lachnospiraceae bacterium oral taxon 096	1000	0.196
Tongue dorsum	90	SP0272	Eubacterium sulci	1000	1
Tongue dorsum	90	SP0273	Oribacterium parvum	1000	0.548
Tongue dorsum	90	SP0274	Tannerella sp oral taxon HOT 286	1000	0
Tongue dorsum	90	SP0275	Mogibacterium diversum	1000	1
Tongue dorsum	90	SP0276	Alloprevotella tannerae	1000	0
Tongue dorsum	90	SP0277	Prevotella jejuni	1000	0.366
Tongue dorsum	90	SP0278	Lachnoanaerobaculum umeaense	1000	0
Tongue dorsum	90	SP0279	Veillonella tobetsuensis	1000	0.004
Tongue dorsum	90	SP0280	Gemella bergeri	1000	0
Tongue dorsum	90	SP0281	Treponema sp OMZ 838	1000	0
Tongue dorsum	90	SP0282	Neisseria sp oral taxon 014	1000	0
Tongue dorsum	90	SP0283	Treponema socranskii	1000	0
Tongue dorsum	90	SP0284	Peptostreptococcus stomatis	1000	0
Tongue dorsum	90	SP0285	Alloscardovia omnicolens	1000	0
Tongue dorsum	90	SP0286	Campylobacter mucosalis	1000	0
Tongue dorsum	90	SP0287	Streptococcus peroris	1000	0
Tongue dorsum	90	SP0288	Neisseria elongata	1000	0
Tongue dorsum	90	SP0289	Alloprevotella rava	1000	0
Tongue dorsum	90	SP0290	Treponema denticola	1000	0
Tongue dorsum	90	SP0291	Mogibacterium pumilum	1000	0
Tongue dorsum	90	SP0292	Porphyromonas endodontalis	1000	0
Tongue dorsum	90	SP0293	Bacteroidetes oral taxon 274	1000	0
Tongue dorsum	90	SP0294	Prevotella oulorum	1000	0
Tongue dorsum	90	SP0295	Capnocytophaga sp oral taxon 332	1000	0
Tongue dorsum	90	SP0296	Prevotella denticola	1000	0
Tongue dorsum	90	SP0297	Prevotella scopos	1000	0
Tongue dorsum	90	SP0298	Leptotrichia buccalis	1000	0
Tongue dorsum	90	SP0299	Selenomonas sputigena	1000	0
Tongue dorsum	90	SP0300	Porphyromonas catoniae	1000	0
Tongue dorsum	90	SP0301	Streptococcus sp M334	1000	0
Tongue dorsum	90	SP0302	Prevotella veroralis	1000	0
Tongue dorsum	90	SP0303	Slackia exigua	1000	0
Tongue dorsum	90	SP0304	Parvimonas sp oral taxon 110	1000	0
Tongue dorsum	90	SP0305	Leptotrichia goodfellowii	1000	0
Tongue dorsum	90	SP0306	Treponema medium	1000	0
Tongue dorsum	90	SP0307	Haemophilus pittmaniae	1000	0
Tongue dorsum	90	SP0308	Fusobacterium hwasookii	1000	0
Tongue dorsum	90	SP0309	Porphyromonas canoris	1000	0
Tongue dorsum	90	SP0310	Olsenella uli	1000	0
Tongue dorsum	90	SP0311	Prevotella sp oral taxon 306	1000	0.003
Tongue dorsum	90	SP0312	Selenomonas flueggei	1000	0
Tongue dorsum	90	SP0313	Porphyromonas sp oral taxon 278	1000	0
Tongue dorsum	90	SP0314	Aggregatibacter aphrophilus	1000	0
Tongue dorsum	90	SP0315	Eubacterium yurii	1000	0
Tongue dorsum	90	SP0316	Prevotella buccae	1000	0
Tongue dorsum	90	SP0317	Anaeroglobus geminatus	1000	0
Tongue dorsum	90	SP0318	Parvimonas sp oral taxon 393	1000	0
Tongue dorsum	90	SP0319	Tannerella forsythia	1000	0
Tongue dorsum	90	SP0320	Eubacterium infirmum	1000	0
Tongue dorsum	90	SP0321	Actinomyces sp oral taxon 414	1000	0
Tongue dorsum	90	SP0322	Ottowia sp oral taxon 894	1000	0
Tongue dorsum	90	SP0323	Treponema maltophilum	1000	0
Tongue dorsum	90	SP0324	Selenomonas sp oral taxon 892	1000	0
Tongue dorsum	90	SP0325	Prevotella saccharolytica	1000	0
Tongue dorsum	90	SP0326	Johnsonella ignava	1000	0
Tongue dorsum	90	SP0327	Catonella morbi	1000	0
Tongue dorsum	90	SP0328	Actinomyces hongkongensis	1000	0
Tongue dorsum	90	SP0329	Prevotella micans	1000	0
Tongue dorsum	90	SP0330	Actinomyces georgiae	1000	0
Tongue dorsum	90	SP0331	Selenomonas artemidis	1000	0
Tongue dorsum	90	SP0332	Prevotella maculosa	1000	0
Tongue dorsum	90	SP0333	Prevotella enoeca	1000	0
Tongue dorsum	90	SP0334	Centipeda periodontii	1000	0
Tongue dorsum	90	SP0335	Campylobacter curvus	1000	0
Tongue dorsum	90	SP0336	Selenomonas sp FOBRC6	1000	0
Tongue dorsum	90	SP0337	Neisseria gonorrhoeae	1000	0
Tongue dorsum	90	SP0338	Selenomonas sp oral taxon 920	1000	0
Tongue dorsum	90	SP0339	Selenomonas sp oral taxon 138	1000	0
Tongue dorsum	90	SP0340	Sutterella parvirubra	1000	0
Tongue dorsum	90	SP0341	Treponema vincentii	1000	0
Tongue dorsum	90	SP0342	Neisseria mucosa	1000	0
Tongue dorsum	90	SP0343	Campylobacter rectus	1000	0
Tongue dorsum	90	SP0344	Selenomonas sp oral taxon 126	1000	0
Tongue dorsum	90	SP0345	Prevotella copri	1000	0
Tongue dorsum	90	SP0346	Butyrivibrio crossotus	1000	0
Tongue dorsum	90	SP0347	Bacteroides massiliensis	1000	0
Tongue dorsum	90	SP0348	Catenibacterium mitsuokai	1000	0
Tongue dorsum	90	SP0349	Eubacterium sp CAG 180	1000	0
Tongue dorsum	90	SP0350	Eubacterium siraeum	1000	0
Tongue dorsum	90	SP0351	Bacteroides finegoldii	1000	0
Tongue dorsum	90	SP0352	Bacteroides eggerthii	1000	0
Tongue dorsum	90	SP0353	Bacteroides faecichinchillae	1000	0
Tongue dorsum	90	SP0354	Coprobacter fastidiosus	1000	0
Tongue dorsum	90	SP0355	Desulfovibrionaceae bacterium	1000	0
Tongue dorsum	90	SP0356	Methanobrevibacter smithii	1000	0
Tongue dorsum	90	SP0357	Bacteroides salyersiae	1000	0
Tongue dorsum	90	SP0358	Ruminococcus lactaris	1000	0
Tongue dorsum	90	SP0359	Roseburia sp CAG 471	1000	0
Tongue dorsum	90	SP0360	Clostridium sp CAG 167	1000	0
Tongue dorsum	90	SP0361	Bacteroides nordii	1000	0
Tongue dorsum	90	SP0362	Bifidobacterium adolescentis	1000	0
Tongue dorsum	90	SP0363	Alistipes onderdonkii	1000	0
Tongue dorsum	90	SP0364	Roseburia sp CAG 182	1000	0
Tongue dorsum	90	SP0365	Coprococcus catus	1000	0
Tongue dorsum	90	SP0366	Bacteroides intestinalis	1000	0
Tongue dorsum	90	SP0367	Sharpea azabuensis	1000	0
Tongue dorsum	90	SP0368	Slackia isoflavoniconvertens	1000	0
Tongue dorsum	90	SP0369	Turicibacter sanguinis	1000	0
Tongue dorsum	90	SP0370	Firmicutes bacterium CAG 238	1000	0
Tongue dorsum	90	SP0371	Ruminococcaceae bacterium D5	1000	0
Tongue dorsum	90	SP0372	Firmicutes bacterium CAG 170	1000	0
Tongue dorsum	90	SP0373	Morococcus cerebrosus	1000	0
Tongue dorsum	90	SP0374	Neisseria cinerea	1000	0
Tongue dorsum	90	SP0375	Fusobacterium sp oral taxon 370	1000	0
Tongue dorsum	90	SP0376	Tannerella sp oral taxon 808	1000	0
Tongue dorsum	90	SP0377	Prevotella sp F0091	1000	0
Tongue dorsum	90	SP0378	Streptococcus sp SK643	1000	0
Tongue dorsum	90	SP0379	Neisseria meningitidis	1000	0
Tongue dorsum	90	SP0380	Neisseria macacae	1000	0
Tongue dorsum	90	SP0381	Streptococcus sp oral taxon 058	1000	0
Tongue dorsum	90	SP0382	Candida albicans	1000	0
Tongue dorsum	90	SP0383	Neisseria bacilliformis	1000	0
Tongue dorsum	90	SP0384	Neisseria sp HMSC064E01	1000	0
Tongue dorsum	90	SP0385	Selenomonas sp F0473	1000	0
Tongue dorsum	90	SP0386	Bacteroides coprocola	1000	0
Tongue dorsum	90	SP0387	Acidaminococcus intestini	1000	0
Tongue dorsum	90	SP0388	Ruminococcus sp CAG 330	1000	0
Tongue dorsum	90	SP0389	Anaeromassilibacillus sp An250	1000	0
Tongue dorsum	90	SP0390	Anaerotruncus colihominis	1000	0
Tongue dorsum	90	SP0391	Harryflintia acetispora	1000	0
Tongue dorsum	90	SP0392	Firmicutes bacterium CAG 94	1000	0
Tongue dorsum	90	SP0393	Lachnoclostridium sp An138	1000	0
Tongue dorsum	90	SP0394	Massiliomicrobiota timonensis	1000	0
Tongue dorsum	90	SP0395	Ruminococcaceae bacterium D16	1000	0
Tongue dorsum	90	SP0396	Neisseria lactamica	1000	0
Tongue dorsum	90	SP0397	Streptococcus milleri	1000	0
Tongue dorsum	90	SP0398	Filifactor alocis	1000	0
Tongue dorsum	90	SP0399	Prevotella fusca	1000	0
Tongue dorsum	90	SP0400	Prevotella oralis	1000	0
Tongue dorsum	90	SP0401	Actinomyces sp oral taxon 897	1000	0
Tongue dorsum	90	SP0402	Veillonella rodentium	1000	0
Tongue dorsum	90	SP0403	Shuttleworthia satelles	1000	0
Tongue dorsum	90	SP0404	Olsenella profusa	1000	0
Tongue dorsum	90	SP0405	Corynebacterium pseudodiphtheriticum	1000	0
Tongue dorsum	90	SP0406	Anaerococcus octavius	1000	0
Tongue dorsum	90	SP0407	Lactobacillus vaginalis	1000	0
Tongue dorsum	90	SP0408	Finegoldia magna	1000	0
Tongue dorsum	90	SP0409	Campylobacter ureolyticus	1000	0
Tongue dorsum	90	SP0410	Faecalitalea cylindroides	1000	0
Tongue dorsum	90	SP0411	Clostridium bolteae	1000	0
Tongue dorsum	90	SP0412	Blautia sp CAG 257	1000	0
Tongue dorsum	90	SP0413	Eubacterium dolichum CAG 375	1000	0
Tongue dorsum	90	SP0414	Absiella dolichum	1000	0
Tongue dorsum	90	SP0415	Clostridium bolteae CAG 59	1000	0
Tongue dorsum	90	SP0416	Bacteroides faecis	1000	0
Tongue dorsum	90	SP0417	Clostridium lavalense	1000	0
Tongue dorsum	90	SP0418	Clostridium saccharolyticum	1000	0
Tongue dorsum	90	SP0419	Clostridium clostridioforme	1000	0
Tongue dorsum	90	SP0420	Clostridium symbiosum	1000	0
Tongue dorsum	90	SP0421	Bacteroides plebeius	1000	0
Tongue dorsum	90	SP0422	Blautia hydrogenotrophica	1000	0
Tongue dorsum	90	SP0423	Ruminococcus sp CAG 403	1000	0
Tongue dorsum	90	SP0424	Ruminococcus gnavus	1000	0
Tongue dorsum	90	SP0425	Lactococcus lactis	1000	0
Tongue dorsum	90	SP0426	Roseburia sp CAG 309	1000	0
Tongue dorsum	90	SP0427	Romboutsia ilealis	1000	0
Tongue dorsum	90	SP0428	Peptoanaerobacter stomatis	1000	0
Tongue dorsum	90	SP0429	Streptococcus sp NLAE zl C503	1000	0
Tongue dorsum	90	SP0430	Treponema lecithinolyticum	1000	0
Tongue dorsum	90	SP0431	Prevotella marshii	1000	0
Tongue dorsum	90	SP0432	Limnochorda pilosa	1000	0
Tongue dorsum	90	SP0433	Lactobacillus crispatus	1000	0
Tongue dorsum	90	SP0434	Moraxella nonliquefaciens	1000	0
Tongue dorsum	90	SP0435	Dolosigranulum pigrum	1000	0
Tongue dorsum	90	SP0436	Cutibacterium granulosum	1000	0
Tongue dorsum	90	SP0437	Corynebacterium pseudogenitalium	1000	0
Tongue dorsum	90	SP0438	Cutibacterium avidum	1000	0
Tongue dorsum	90	SP0439	Cloacibacterium normanense	1000	0
Tongue dorsum	90	SP0440	Anaerotignum lactatifermentans	1000	0
Tongue dorsum	90	SP0441	Lachnoclostridium sp An14	1000	0
Tongue dorsum	90	SP0442	Intestinibacter bartlettii	1000	0
Tongue dorsum	90	SP0443	Erysipelatoclostridium ramosum	1000	0
Tongue dorsum	90	SP0444	Eisenbergiella tayi	1000	0
Tongue dorsum	90	SP0445	Eubacterium sp CAG 274	1000	0
Tongue dorsum	90	SP0446	Clostridiales bacterium 1 7 47FAA	1000	0
Tongue dorsum	90	SP0447	Blautia sp An249	1000	0
Tongue dorsum	90	SP0448	Cloacibacillus evryensis	1000	0
Tongue dorsum	90	SP0449	Dorea sp CAG 317	1000	0
Tongue dorsum	90	SP0450	Aerococcus urinaeequi	1000	0
Tongue dorsum	90	SP0451	Prevotella stercorea	1000	0
Tongue dorsum	90	SP0452	Prevotella sp CAG 279	1000	0
Tongue dorsum	90	SP0453	Paraprevotella xylaniphila	1000	0
Tongue dorsum	90	SP0454	Bacteroides coprophilus	1000	0
Tongue dorsum	90	SP0455	Eubacterium sp CAG 251	1000	0
Tongue dorsum	90	SP0456	Bacteroides pectinophilus	1000	0
Tongue dorsum	90	SP0457	Clostridium sp CAG 253	1000	0
Tongue dorsum	90	SP0458	Bacteroides sp CAG 144	1000	0
Tongue dorsum	90	SP0459	Lactobacillus ruminis	1000	0
Tongue dorsum	90	SP0460	Coprobacter secundus	1000	0
Tongue dorsum	90	SP0461	Clostridium disporicum	1000	0
Tongue dorsum	90	SP0462	Paraprevotella clara	1000	0
Tongue dorsum	90	SP0463	Ruminococcus sp CAG 563	1000	0
Tongue dorsum	90	SP0464	Clostridium perfringens	1000	0
Tongue dorsum	90	SP0465	Ruminococcus callidus	1000	0
Tongue dorsum	90	SP0466	Clostridium sp CAG 413	1000	0
Tongue dorsum	90	SP0467	Holdemanella biformis	1000	0
Tongue dorsum	90	SP0468	Ruminococcus champanellensis	1000	0
Tongue dorsum	90	SP0469	Clostridium paraputrificum	1000	0
Tongue dorsum	90	SP0470	Prevotella sp CAG 520	1000	0
Tongue dorsum	90	SP0471	Clostridium sp CAG 964	1000	0
Tongue dorsum	90	SP0472	Ruminococcus sp CAG 488	1000	0
Tongue dorsum	90	SP0473	Sanguibacteroides justesenii	1000	0
Tongue dorsum	90	SP0474	Coprobacillus cateniformis	1000	0
Tongue dorsum	90	SP0475	Eisenbergiella massiliensis	1000	0
Tongue dorsum	90	SP0476	Bifidobacterium pseudocatenulatum	1000	0
Tongue dorsum	90	SP0477	Hungatella hathewayi	1000	0
Tongue dorsum	90	SP0478	Clostridium sp CAG 411	1000	0
Tongue dorsum	90	SP0479	Pseudoflavonifractor capillosus	1000	0
Tongue dorsum	90	SP0480	Prevotella sp CAG 1031	1000	0
Tongue dorsum	90	SP0481	Desulfovibrio piger	1000	0
Tongue dorsum	90	SP0482	Prevotella corporis	1000	0
Tongue dorsum	90	SP0483	Campylobacter hominis	1000	0
Tongue dorsum	90	SP0484	Ruminococcus obeum CAG 39	1000	0
Tongue dorsum	90	SP0485	Klebsiella variicola	1000	0
Tongue dorsum	90	SP0486	Lachnoclostridium sp An131	1000	0
Tongue dorsum	90	SP0487	Anaerofustis stercorihominis	1000	0
Tongue dorsum	90	SP0488	Sellimonas intestinalis	1000	0
Tongue dorsum	90	SP0489	Pseudoflavonifractor sp An184	1000	0
Tongue dorsum	90	SP0490	Eubacterium limosum	1000	0
Tongue dorsum	90	SP0491	Clostridium aldenense	1000	0
Tongue dorsum	90	SP0492	Streptococcus sinensis	1000	0
Tongue dorsum	90	SP0493	Clostridium methylpentosum	1000	0
Tongue dorsum	90	SP0494	Mogibacterium timidum	1000	0
Tongue dorsum	90	SP0495	Malassezia restricta	1000	0
Tongue dorsum	90	SP0496	Staphylococcus capitis	1000	0
Tongue dorsum	90	SP0497	Megamonas hypermegale	1000	0
Tongue dorsum	90	SP0498	Megamonas funiformis	1000	0
Tongue dorsum	90	SP0499	Clostridium sp CAG 299	1000	0
Tongue dorsum	90	SP0500	Tyzzerella nexilis	1000	0
Tongue dorsum	90	SP0501	Blautia hansenii	1000	0
Tongue dorsum	90	SP0502	Bifidobacterium bifidum	1000	0
Tongue dorsum	90	SP0503	Bacillus aerius	1000	0
Tongue dorsum	90	SP0504	Candidatus Stoquefichus sp KLE1796	1000	0
Tongue dorsum	90	SP0505	Scardovia wiggsiae	1000	0
Tongue dorsum	90	SP0506	Prevotella intermedia	1000	0
Tongue dorsum	90	SP0507	Parvimonas sp KA00067	1000	0
Tongue dorsum	90	SP0508	Capnocytophaga sp oral taxon 878	1000	0
Tongue dorsum	90	SP0509	Streptococcus viridans	1000	0
Tongue dorsum	90	SP0510	Blautia sp N6H1 15	1000	0
Tongue dorsum	90	SP0511	Clostridium scindens	1000	0
Tongue dorsum	90	SP0512	Fusobacterium ulcerans	1000	0
Tongue dorsum	90	SP0513	Malassezia globosa	1000	0
Tongue dorsum	90	SP0514	Micrococcus luteus	1000	0
Tongue dorsum	90	SP0515	Kocuria palustris	1000	0
Tongue dorsum	90	SP0516	Moraxella osloensis	1000	0
Tongue dorsum	90	SP0517	Anaerococcus nagyae	1000	0
Tongue dorsum	90	SP0518	Acinetobacter radioresistens	1000	0
Tongue dorsum	90	SP0519	Enhydrobacter aerosaccus	1000	0
Tongue dorsum	90	SP0520	Propionibacterium humerusii	1000	0
Tongue dorsum	90	SP0521	Odoribacter laneus	1000	0
Tongue dorsum	90	SP0522	Candidatus Methanomassiliicoccus intestinalis	1000	0
Tongue dorsum	90	SP0523	Roseburia sp CAG 303	1000	0
Tongue dorsum	90	SP0524	Ruminococcus sp CAG 624	1000	0
Tongue dorsum	90	SP0525	Lactobacillus acidophilus	1000	0
Tongue dorsum	90	SP0526	Desulfovibrio fairfieldensis	1000	0
Tongue dorsum	90	SP0527	Allisonella histaminiformans	1000	0
Tongue dorsum	90	SP0528	Haemophilus aegyptius	1000	0
Tongue dorsum	90	SP0529	Candida tropicalis	1000	0
Tongue dorsum	90	SP0530	Prevotella sp AM42 24	1000	0
Tongue dorsum	90	SP0531	Bacteroides faecis CAG 32	1000	0
Tongue dorsum	90	SP0532	Dialister sp CAG 357	1000	0
Tongue dorsum	90	SP0533	Enterococcus faecium	1000	0
Tongue dorsum	90	SP0534	Bifidobacterium catenulatum	1000	0
Tongue dorsum	90	SP0535	Eubacterium saphenum	1000	0
Tongue dorsum	90	SP0536	Bacteroidetes bacterium oral taxon 272	1000	0
Tongue dorsum	90	SP0537	Dialister pneumosintes	1000	0
Tongue dorsum	90	SP0538	Anaerolineaceae bacterium oral taxon 439	1000	0
Tongue dorsum	90	SP0539	Streptococcus massiliensis	1000	0
Tongue dorsum	90	SP0540	Capnocytophaga haemolytica	1000	0
Tongue dorsum	90	SP0541	Prevotella dentalis	1000	0
Tongue dorsum	90	SP0542	Pseudoramibacter alactolyticus	1000	0
Tongue dorsum	90	SP0543	Treponema putidum	1000	0
Tongue dorsum	90	SP0544	Prevotella sp oral taxon 820	1000	0
Tongue dorsum	90	SP0545	Prevotella amnii	1000	0
Tongue dorsum	90	SP0546	Moraxella lincolnii	1000	0
Tongue dorsum	90	SP0547	Prevotella sp 885	1000	0
Tongue dorsum	90	SP0548	Butyrivibrio sp CAG 318	1000	0
Tongue dorsum	90	SP0549	Bacteroides sartorii	1000	0
Tongue dorsum	90	SP0550	Clostridium sp CAG 590	1000	0
Tongue dorsum	90	SP0551	Clostridiales bacterium CHKCI006	1000	0
Tongue dorsum	90	SP0552	Clostridium sp CAG 242	1000	0
Tongue dorsum	90	SP0553	Clostridium sp chh4 2	1000	0
Tongue dorsum	90	SP0554	Flavonifractor sp An10	1000	0
Tongue dorsum	90	SP0555	Methanosphaera stadtmanae	1000	0
Tongue dorsum	90	SP0556	Blautia producta	1000	0
Tongue dorsum	90	SP0557	Clostridium asparagiforme	1000	0
Tongue dorsum	90	SP0558	Lactonifactor longoviformis	1000	0
Tongue dorsum	90	SP0559	Simonsiella muelleri	1000	0
Tongue dorsum	90	SP0560	Chlamydia ibidis	1000	0
Tongue dorsum	90	SP0561	Megamonas funiformis CAG 377	1000	0
Tongue dorsum	90	SP0562	Porphyromonas gingivalis	1000	0
Tongue dorsum	90	SP0563	Prevotella multiformis	1000	0
Tongue dorsum	90	SP0564	Eubacterium nodatum	1000	0
Tongue dorsum	90	SP0565	Leptotrichia sp oral taxon 847	1000	0
Tongue dorsum	90	SP0566	Streptococcus sp HMSC070B10	1000	0
Tongue dorsum	90	SP0567	Desulfobulbus oralis	1000	0
Tongue dorsum	90	SP0568	Prevotella sp oral taxon 376	1000	0
Tongue dorsum	90	SP0569	Eggerthia catenaformis	1000	0
Tongue dorsum	90	SP0570	Prevotella baroniae	1000	0
Tongue dorsum	90	SP0571	Propionibacterium acidifaciens	1000	0
Tongue dorsum	90	SP0572	Peptostreptococcaceae bacterium oral taxon 113	1000	0
Tongue dorsum	90	SP0573	Corynebacterium tuberculostearicum	1000	0
Tongue dorsum	90	SP0574	Kingella kingae	1000	0
Tongue dorsum	90	SP0575	Faecalicoccus pleomorphus	1000	0
Tongue dorsum	90	SP0576	Corynebacterium kroppenstedtii	1000	0
Tongue dorsum	90	SP0577	Paracoccus versutus	1000	0
Tongue dorsum	90	SP0578	Streptococcus salivarius CAG 79	1000	0
Tongue dorsum	90	SP0579	Paracoccus pantotrophus	1000	0
Tongue dorsum	90	SP0580	Coprobacter sp	1000	0
Tongue dorsum	90	SP0581	Phascolarctobacterium succinatutens	1000	0
Tongue dorsum	90	SP0582	Catabacter hongkongensis	1000	0
Tongue dorsum	90	SP0583	Clostridium sp D5	1000	0
Tongue dorsum	90	SP0584	Peptoniphilus sp HMSC062D09	1000	0
Tongue dorsum	90	SP0585	Eubacterium sp OM08 24	1000	0
Tongue dorsum	90	SP0586	Anaerofilum sp An201	1000	0
Tongue dorsum	90	SP0587	Mycobacteroides chelonae	1000	0
Tongue dorsum	90	SP0588	Neisseria polysaccharea	1000	0
Tongue dorsum	90	SP0589	Haemophilus sp C1	1000	0
Tongue dorsum	90	SP0590	Bifidobacterium angulatum	1000	0
Tongue dorsum	90	SP0591	Mitsuokella multacida	1000	0
Tongue dorsum	90	SP0592	Megasphaera elsdenii	1000	0
Tongue dorsum	90	SP0593	Porphyromonas sp HMSC065F10	1000	0
Tongue dorsum	90	SP0594	Clostridium ventriculi	1000	0
Tongue dorsum	90	SP0595	Mitsuokella jalaludinii	1000	0
Tongue dorsum	90	SP0596	Actinomyces cardiffensis	1000	0
Tongue dorsum	90	SP0597	Flavonifractor sp An100	1000	0
Tongue dorsum	90	SP0598	Pseudomonas fluorescens group	1000	0
Tongue dorsum	90	SP0599	Brochothrix thermosphacta	1000	0
Tongue dorsum	90	SP0600	Carnobacterium divergens	1000	0
Tongue dorsum	90	SP0601	Pseudomonas fragi	1000	0
Tongue dorsum	90	SP0602	Carnobacterium maltaromaticum	1000	0
Tongue dorsum	90	SP0603	Psychrobacter sp 1501 2011	1000	0
Tongue dorsum	90	SP0604	Serratia proteamaculans	1000	0
Tongue dorsum	90	SP0605	Bacteroides sp CAG 443	1000	0
Tongue dorsum	90	SP0606	Aeriscardovia aeriphila	1000	0
Tongue dorsum	90	SP0607	Subdoligranulum variabile	1000	0
Tongue dorsum	90	SP0608	Sphingomonas koreensis	1000	0
Tongue dorsum	90	SP0609	Anaerostipes caccae	1000	0
Tongue dorsum	90	SP0610	Firmicutes bacterium CAG 424	1000	0
Tongue dorsum	90	SP0611	Fusobacterium naviforme	1000	0
Tongue dorsum	90	SP0612	Clostridium hylemonae	1000	0
Tongue dorsum	90	SP0613	Megasphaera sp DISK 18	1000	0
Tongue dorsum	90	SP0614	Megasphaera sp MJR8396C	1000	0
Tongue dorsum	90	SP0615	Moraxella catarrhalis	1000	0
Tongue dorsum	90	SP0616	Klebsiella aerogenes	1000	0
