UnitSet	Habitat	Units	FeatureID	Label	Phylum	CoreEligible	Detected	Prevalence	WilsonLower	WilsonUpper	MeanRelativeAbundance	MedianWhenDetected	OperationalCore	BootstrapInclusionFrequency	StableCore	SelectionScore
Subject-habitat representatives	Supragingival plaque	88	SP0210	Eikenella sp NML130454	Proteobacteria	TRUE	36	0.409090909090909	0.312267592005491	0.513519147388126	0.000533107973072195	0.00039185001910501	FALSE	0	FALSE	0.00944555361515634
Subject-habitat representatives	Supragingival plaque	88	SP0211	Selenomonas noxia	Firmicutes	TRUE	68	0.772727272727273	0.674857234843165	0.847782546975985	0.00722480599903015	0.00499229853223048	FALSE	0.255	FALSE	0.0656809363533083
Subject-habitat representatives	Supragingival plaque	88	SP0212	Oribacterium sp oral taxon 078	Firmicutes	TRUE	26	0.295454545454545	0.210308599468923	0.397711564166715	0.000220609109587741	0.000488050094995078	FALSE	0	FALSE	0.00438836150452358
Subject-habitat representatives	Supragingival plaque	88	SP0213	Abiotrophia sp HMSC24B09	Firmicutes	TRUE	65	0.738636363636364	0.638242200291114	0.819067608800642	0.00220984215176787	0.00159409952177014	FALSE	0.09	FALSE	0.0347225259488268
Subject-habitat representatives	Supragingival plaque	88	SP0214	Leptotrichia sp oral taxon 879	Fusobacteria	TRUE	62	0.704545454545455	0.602288435833285	0.789691400531077	0.00109055117172834	0.00104635025792028	FALSE	0.023	FALSE	0.0232665527590296
Subject-habitat representatives	Supragingival plaque	88	SP0215	Aggregatibacter actinomycetemcomitans	Proteobacteria	TRUE	1	0.0113636363636364	0.00200878531770447	0.0615949389229856	0.00000541363843295565	0.000382900191450096	FALSE	0	FALSE	0.0000264400304626755
Subject-habitat representatives	Supragingival plaque	88	SP0216	Actinomyces sp oral taxon 180	Actinobacteria	TRUE	43	0.488636363636364	0.386878646405716	0.591344696018487	0.000343812501793669	0.000602500060250006	FALSE	0	FALSE	0.00906038423447392
Subject-habitat representatives	Supragingival plaque	88	SP0217	Aggregatibacter segnis	Proteobacteria	TRUE	70	0.795454545454545	0.699680360739483	0.866512736231263	0.00544140556768811	0.00253719924268033	FALSE	0.444	FALSE	0.0586774073249761
Subject-habitat representatives	Supragingival plaque	88	SP0218	Actinomyces denticolens	Actinobacteria	TRUE	1	0.0113636363636364	0.00200878531770447	0.0615949389229856	0.00000158977256829547	0.000112099988790001	FALSE	0	FALSE	0.0000143279754037472
Subject-habitat representatives	Supragingival plaque	88	SP0219	Selenomonas infelix	Firmicutes	TRUE	37	0.420454545454545	0.322770923250663	0.524792473718752	0.000350245467430141	0.000469199953080005	FALSE	0	FALSE	0.00786874214261766
Subject-habitat representatives	Supragingival plaque	88	SP0220	Kingella denitrificans	Proteobacteria	TRUE	37	0.420454545454545	0.322770923250663	0.524792473718752	0.00153689534300387	0.00161300016130002	FALSE	0	FALSE	0.0164831875143054
Subject-habitat representatives	Supragingival plaque	88	SP0221	Capnocytophaga sp oral taxon 338	Bacteroidetes	TRUE	35	0.397727272727273	0.301817382246465	0.502192699571353	0.000420390923853802	0.000685299862940027	FALSE	0	FALSE	0.0081547760314463
Subject-habitat representatives	Supragingival plaque	88	SP0222	Staphylococcus argenteus	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0223	Staphylococcus epidermidis	Firmicutes	TRUE	0	0	0	0.0418270666648922	0.00000160340902659092	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0224	Cutibacterium acnes	Actinobacteria	TRUE	10	0.113636363636364	0.0629080037510136	0.196685638671858	0.0000351068207306871	0.000227850055025027	FALSE	0	FALSE	0.000673306920986818
Subject-habitat representatives	Supragingival plaque	88	SP0225	Corynebacterium accolens	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0226	Escherichia coli	Proteobacteria	TRUE	2	0.0227272727272727	0.00625492826381217	0.0791254535526758	0.00000315681896238703	0.000122100020905019	FALSE	0	FALSE	0.0000403805436691743
Subject-habitat representatives	Supragingival plaque	88	SP0227	Haemophilus sp HMSC71H05	Proteobacteria	TRUE	17	0.193181818181818	0.124259577321067	0.287770668132389	0.000410513513859512	0.00024229995154001	FALSE	0	FALSE	0.00391408252764789
Subject-habitat representatives	Supragingival plaque	88	SP0228	Propionibacterium namnetense	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0229	Klebsiella pneumoniae	Proteobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0230	Gardnerella vaginalis	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0231	Lactobacillus iners	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0232	Atopobium vaginae	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0233	Sneathia amnii	Fusobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0234	Veillonellaceae bacterium DNF00626	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0235	Prevotella timonensis	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0236	Prevotella buccalis	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0237	Anaerococcus tetradius	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0238	Dialister micraerophilus	Firmicutes	TRUE	0	0	0	0.0418270666648922	0.000000294318270113662	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0239	Peptoniphilus lacrimalis	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0240	Aerococcus christensenii	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0241	Mobiluncus curtisii	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0242	Tissierellia bacterium KA00581	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0243	Prevotella bivia	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0244	Lactobacillus jensenii	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0245	Mageeibacillus indolicus	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0246	Gemella asaccharolytica	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0247	Prevotella colorans	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0248	Lactobacillus coleohominis	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0249	Prevotella sp S7 1 8	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0250	Lactobacillus gasseri	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0251	Mycoplasma hominis	Tenericutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0252	Porphyromonas uenonis	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0253	Peptococcus niger	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0254	Peptoniphilus sp BV3C26	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0255	Bacteroides coagulans	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0256	Porphyromonas asaccharolytica	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0257	Peptoniphilus duerdenii	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0258	Mobiluncus mulieris	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0259	Peptoniphilus harei	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0260	Actinomyces neuii	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0261	Anaerococcus lactolyticus	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0262	Atopobium deltae	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0263	Ureaplasma parvum	Tenericutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0264	Varibaculum cambriense	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0265	Atopobium minutum	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0266	Lactobacillus paragasseri	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0267	Prevotella bergensis	Bacteroidetes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0268	Peptoniphilus coxii	Firmicutes	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0269	Neisseria perflava	Proteobacteria	TRUE	6	0.0681818181818182	0.0316209281714672	0.140866083948212	0.0000637545630545577	0.000468950036510019	FALSE	0	FALSE	0.000544407644712484
Subject-habitat representatives	Supragingival plaque	88	SP0270	Prevotella shahii	Bacteroidetes	TRUE	2	0.0227272727272727	0.00625492826381217	0.0791254535526758	0.0000137261405219341	0.000395800171975086	FALSE	0	FALSE	0.0000842018326208018
Subject-habitat representatives	Supragingival plaque	88	SP0271	Lachnospiraceae bacterium oral taxon 096	Firmicutes	TRUE	5	0.0568181818181818	0.0245110279738092	0.126199326570073	0.000304317176546769	0.000315200031520003	FALSE	0	FALSE	0.000991175515011607
Subject-habitat representatives	Supragingival plaque	88	SP0272	Eubacterium sulci	Firmicutes	TRUE	2	0.0227272727272727	0.00625492826381217	0.0791254535526758	0.00000727386648693317	0.000320050125425059	FALSE	0	FALSE	0.0000612956967624785
Subject-habitat representatives	Supragingival plaque	88	SP0273	Oribacterium parvum	Firmicutes	TRUE	2	0.0227272727272727	0.00625492826381217	0.0791254535526758	0.00000649318465943316	0.000277200123315058	FALSE	0	FALSE	0.0000579130183636477
Subject-habitat representatives	Supragingival plaque	88	SP0274	Tannerella sp oral taxon HOT 286	Bacteroidetes	TRUE	54	0.613636363636364	0.509187570066125	0.708579005691854	0.00554062332742272	0.00358389946447009	FALSE	0	FALSE	0.0456762457348155
Subject-habitat representatives	Supragingival plaque	88	SP0275	Mogibacterium diversum	Firmicutes	TRUE	4	0.0454545454545455	0.0178162492359073	0.111117447732177	0.0000115340935446605	0.000123850001670005	FALSE	0	FALSE	0.000154372185922493
Subject-habitat representatives	Supragingival plaque	88	SP0276	Alloprevotella tannerae	Bacteroidetes	TRUE	30	0.340909090909091	0.250391349266068	0.444735444672761	0.000778820447258098	0.00121910034485011	FALSE	0	FALSE	0.00951387092599124
Subject-habitat representatives	Supragingival plaque	88	SP0277	Prevotella jejuni	Bacteroidetes	TRUE	3	0.0340909090909091	0.0116609971995855	0.0954960421927004	0.0000123636365425018	0.000326999934600013	FALSE	0	FALSE	0.000119870329002294
Subject-habitat representatives	Supragingival plaque	88	SP0278	Lachnoanaerobaculum umeaense	Firmicutes	TRUE	2	0.0227272727272727	0.00625492826381217	0.0791254535526758	0.00000666250021125059	0.000146699985010003	FALSE	0	FALSE	0.0000586632259261216
Subject-habitat representatives	Supragingival plaque	88	SP0279	Veillonella tobetsuensis	Firmicutes	TRUE	1	0.0113636363636364	0.00200878531770447	0.0615949389229856	0.00000474772935113742	0.00036120018060009	FALSE	0	FALSE	0.0000247605509877949
Subject-habitat representatives	Supragingival plaque	88	SP0280	Gemella bergeri	Firmicutes	TRUE	14	0.159090909090909	0.0971990232903012	0.249501249435762	0.0000435102283064799	0.000159749999865002	FALSE	0	FALSE	0.00104939996309814
Subject-habitat representatives	Supragingival plaque	88	SP0281	Treponema sp OMZ 838	Spirochaetes	TRUE	32	0.363636363636364	0.270792996125482	0.467887112964944	0.0003258261292048	0.000509100082515045	FALSE	0	FALSE	0.00656387437699704
Subject-habitat representatives	Supragingival plaque	88	SP0282	Neisseria sp oral taxon 014	Proteobacteria	TRUE	36	0.409090909090909	0.312267592005491	0.513519147388126	0.00356595560668505	0.00372789985100076	FALSE	0	FALSE	0.024429118419186
Subject-habitat representatives	Supragingival plaque	88	SP0283	Treponema socranskii	Spirochaetes	TRUE	51	0.579545454545455	0.475207526281248	0.677229076749337	0.00143804889728683	0.00099049990095001	FALSE	0	FALSE	0.0219772997022111
Subject-habitat representatives	Supragingival plaque	88	SP0284	Peptostreptococcus stomatis	Firmicutes	TRUE	23	0.261363636363636	0.180932391199358	0.361757799708886	0.000139997720944209	0.000218400043680009	FALSE	0	FALSE	0.00309247107882744
Subject-habitat representatives	Supragingival plaque	88	SP0285	Alloscardovia omnicolens	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0286	Campylobacter mucosalis	Proteobacteria	TRUE	0	0	0	0.0418270666648922	0.0000092988635443194	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0287	Streptococcus peroris	Firmicutes	TRUE	1	0.0113636363636364	0.00200878531770447	0.0615949389229856	0.00000474545362488667	0.000117199976560005	FALSE	0	FALSE	0.0000247546160465148
Subject-habitat representatives	Supragingival plaque	88	SP0288	Neisseria elongata	Proteobacteria	TRUE	84	0.954545454545455	0.888882552267824	0.982183750764093	0.0184444855918857	0.0111976455044069	TRUE	1	TRUE	0.1296372732502
Subject-habitat representatives	Supragingival plaque	88	SP0289	Alloprevotella rava	Bacteroidetes	TRUE	7	0.0795454545454545	0.0390648571222541	0.155198812573223	0.0000632954507195523	0.000533899679660192	FALSE	0	FALSE	0.000632851212111283
Subject-habitat representatives	Supragingival plaque	88	SP0290	Treponema denticola	Spirochaetes	TRUE	22	0.25	0.171283233772325	0.349630299560121	0.00110926126927186	0.0014732004032252	FALSE	0	FALSE	0.00832639353678958
Subject-habitat representatives	Supragingival plaque	88	SP0291	Mogibacterium pumilum	Firmicutes	TRUE	0	0	0	0.0418270666648922	0.000000336363765000053	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0292	Porphyromonas endodontalis	Bacteroidetes	TRUE	31	0.352272727272727	0.260563319425503	0.456340132089124	0.00165858288920221	0.00128719987128001	FALSE	0	FALSE	0.0143465544847572
Subject-habitat representatives	Supragingival plaque	88	SP0293	Bacteroidetes oral taxon 274	Bacteroidetes	TRUE	44	0.5	0.39774166700839	0.60225833299161	0.00526682332582384	0.00310980069812066	FALSE	0	FALSE	0.0362864414272874
Subject-habitat representatives	Supragingival plaque	88	SP0294	Prevotella oulorum	Bacteroidetes	TRUE	47	0.534090909090909	0.430634653031972	0.634695319695422	0.00146666045876759	0.00102649989735001	FALSE	0	FALSE	0.020454081287087
Subject-habitat representatives	Supragingival plaque	88	SP0295	Capnocytophaga sp oral taxon 332	Bacteroidetes	TRUE	39	0.443181818181818	0.343934618492834	0.547182093628176	0.00321218716273765	0.00216160021616002	FALSE	0	FALSE	0.0251178438333851
Subject-habitat representatives	Supragingival plaque	88	SP0296	Prevotella denticola	Bacteroidetes	TRUE	21	0.238636363636364	0.161710426083276	0.337426449673372	0.000519389816840031	0.000752899774130068	FALSE	0	FALSE	0.00543855265799152
Subject-habitat representatives	Supragingival plaque	88	SP0297	Prevotella scopos	Bacteroidetes	TRUE	1	0.0113636363636364	0.00200878531770447	0.0615949389229856	0.00000528749936125021	0.000208099958380008	FALSE	0	FALSE	0.0000261301854388853
Subject-habitat representatives	Supragingival plaque	88	SP0298	Leptotrichia buccalis	Fusobacteria	TRUE	50	0.568181818181818	0.463986716018016	0.666673229436771	0.00301839786064526	0.00239975011880016	FALSE	0	FALSE	0.0312158794130918
Subject-habitat representatives	Supragingival plaque	88	SP0299	Selenomonas sputigena	Firmicutes	TRUE	43	0.488636363636364	0.386878646405716	0.591344696018487	0.000703081830153222	0.000428299957170004	FALSE	0	FALSE	0.0129565304696957
Subject-habitat representatives	Supragingival plaque	88	SP0300	Porphyromonas catoniae	Bacteroidetes	TRUE	66	0.75	0.650369700439879	0.828716766227675	0.00627017434329872	0.0052481995005701	FALSE	0.13	FALSE	0.0593883243416207
Subject-habitat representatives	Supragingival plaque	88	SP0301	Streptococcus sp M334	Firmicutes	TRUE	2	0.0227272727272727	0.00625492826381217	0.0791254535526758	0.0000273943147371635	0.00104974988994017	FALSE	0	FALSE	0.0001189535874166
Subject-habitat representatives	Supragingival plaque	88	SP0302	Prevotella veroralis	Bacteroidetes	TRUE	18	0.204545454545455	0.133487263768737	0.300319639260517	0.000103786373550461	0.000248399937745016	FALSE	0	FALSE	0.00208381903867488
Subject-habitat representatives	Supragingival plaque	88	SP0303	Slackia exigua	Actinobacteria	TRUE	2	0.0227272727272727	0.00625492826381217	0.0791254535526758	0.000007236363883523	0.000160500003140001	FALSE	0	FALSE	0.000061137478375791
Subject-habitat representatives	Supragingival plaque	88	SP0304	Parvimonas sp oral taxon 110	Firmicutes	TRUE	14	0.159090909090909	0.0971990232903012	0.249501249435762	0.00012967955282046	0.000665950164580042	FALSE	0	FALSE	0.00181167843851149
Subject-habitat representatives	Supragingival plaque	88	SP0305	Leptotrichia goodfellowii	Fusobacteria	TRUE	35	0.397727272727273	0.301817382246465	0.502192699571353	0.000380306820219011	0.000614800122960025	FALSE	0	FALSE	0.00775626125681191
Subject-habitat representatives	Supragingival plaque	88	SP0306	Treponema medium	Spirochaetes	TRUE	20	0.227272727272727	0.152217453024015	0.325142765156835	0.000181584090522969	0.000388950095520032	FALSE	0	FALSE	0.00306257138998398
Subject-habitat representatives	Supragingival plaque	88	SP0307	Haemophilus pittmaniae	Proteobacteria	TRUE	0	0	0	0.0418270666648922	0.000000954545707045607	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0308	Fusobacterium hwasookii	Fusobacteria	TRUE	53	0.602272727272727	0.497807300428647	0.698182617753535	0.00333039448441214	0.00207029979297002	FALSE	0	FALSE	0.0347569001910069
Subject-habitat representatives	Supragingival plaque	88	SP0309	Porphyromonas canoris	Bacteroidetes	TRUE	5	0.0568181818181818	0.0245110279738092	0.126199326570073	0.0000195522760587513	0.00025670005134001	FALSE	0	FALSE	0.000251238384632618
Subject-habitat representatives	Supragingival plaque	88	SP0310	Olsenella uli	Actinobacteria	TRUE	0	0	0	0.0418270666648922	0.00000107727283272728	0	FALSE	0	FALSE	0
Subject-habitat representatives	Supragingival plaque	88	SP0311	Prevotella sp oral taxon 306	Bacteroidetes	TRUE	11	0.125	0.0712527415219225	0.210117558476747	0.0000440375031279576	0.000261400104560042	FALSE	0	FALSE	0.000829509485403475
Subject-habitat representatives	Supragingival plaque	88	SP0312	Selenomonas flueggei	Firmicutes	TRUE	16	0.181818181818182	0.115130997669421	0.275122590208238	0.0000815113699854592	0.00020695003078003	FALSE	0	FALSE	0.00164152086289543
Subject-habitat representatives	Supragingival plaque	88	SP0313	Porphyromonas sp oral taxon 278	Bacteroidetes	TRUE	43	0.488636363636364	0.386878646405716	0.591344696018487	0.00393427390176376	0.00157980015798002	FALSE	0	FALSE	0.0306491249309706
Subject-habitat representatives	Supragingival plaque	88	SP0314	Aggregatibacter aphrophilus	Proteobacteria	TRUE	53	0.602272727272727	0.497807300428647	0.698182617753535	0.00685740262689227	0.00462250138675042	FALSE	0	FALSE	0.0498738646318248
Subject-habitat representatives	Supragingival plaque	88	SP0315	Eubacterium yurii	Firmicutes	TRUE	65	0.738636363636364	0.638242200291114	0.819067608800642	0.00178590227699529	0.00177680088840044	FALSE	0.081	FALSE	0.031214726208487
Subject-habitat representatives	Supragingival plaque	88	SP0316	Prevotella buccae	Bacteroidetes	TRUE	9	0.102272727272727	0.0547445006118273	0.183072484235246	0.0000291806832317068	0.000206599979340002	FALSE	0	FALSE	0.000552468556490011
Subject-habitat representatives	Supragingival plaque	88	SP0317	Anaeroglobus geminatus	Firmicutes	TRUE	6	0.0681818181818182	0.0316209281714672	0.140866083948212	0.0000423102325339806	0.00032710006046005	FALSE	0	FALSE	0.00044349761057025
Subject-habitat representatives	Supragingival plaque	88	SP0318	Parvimonas sp oral taxon 393	Firmicutes	TRUE	1	0.0113636363636364	0.00200878531770447	0.0615949389229856	0.00000396590851238659	0.000184099944770017	FALSE	0	FALSE	0.0000226302146643022
Subject-habitat representatives	Supragingival plaque	88	SP0319	Tannerella forsythia	Bacteroidetes	TRUE	21	0.238636363636364	0.161710426083276	0.337426449673372	0.000588875063088017	0.0010124	FALSE	0	FALSE	0.00579092852258112
Subject-habitat representatives	Supragingival plaque	88	SP0320	Eubacterium infirmum	Firmicutes	TRUE	14	0.159090909090909	0.0971990232903012	0.249501249435762	0.0000528420453750079	0.000226700043920011	FALSE	0	FALSE	0.00115647213599389
Subject-habitat representatives	Supragingival plaque	88	SP0321	Actinomyces sp oral taxon 414	Actinobacteria	TRUE	56	0.636363636363636	0.532112887035056	0.729207003874518	0.00165586150405674	0.00145800006475504	FALSE	0	FALSE	0.0258950861190668
Subject-habitat representatives	Supragingival plaque	88	SP0322	Ottowia sp oral taxon 894	Proteobacteria	TRUE	32	0.363636363636364	0.270792996125482	0.467887112964944	0.000852413550539581	0.000597749782710093	FALSE	0	FALSE	0.010616771703002
Subject-habitat representatives	Supragingival plaque	88	SP0323	Treponema maltophilum	Spirochaetes	TRUE	31	0.352272727272727	0.260563319425503	0.456340132089124	0.00068788740915725	0.000930699906930009	FALSE	0	FALSE	0.00923927091777037
Subject-habitat representatives	Supragingival plaque	88	SP0324	Selenomonas sp oral taxon 892	Firmicutes	TRUE	50	0.568181818181818	0.463986716018016	0.666673229436771	0.000892865968305609	0.000892950310680128	FALSE	0	FALSE	0.0169777630176101
Subject-habitat representatives	Supragingival plaque	88	SP0325	Prevotella saccharolytica	Bacteroidetes	TRUE	50	0.568181818181818	0.463986716018016	0.666673229436771	0.00189302735168547	0.00213094901721058	FALSE	0	FALSE	0.0247209853178309
Subject-habitat representatives	Supragingival plaque	88	SP0326	Johnsonella ignava	Firmicutes	TRUE	22	0.25	0.171283233772325	0.349630299560121	0.000261917047762186	0.000677400036150018	FALSE	0	FALSE	0.00404596286255035
Subject-habitat representatives	Supragingival plaque	88	SP0327	Catonella morbi	Firmicutes	TRUE	61	0.693181818181818	0.590438484253046	0.779764694535518	0.000936319368157834	0.000867100433550217	FALSE	0.011	FALSE	0.0212109034147986
Subject-habitat representatives	Supragingival plaque	88	SP0328	Actinomyces hongkongensis	Actinobacteria	TRUE	45	0.511363636363636	0.408655303981513	0.613121353594284	0.000484117106708704	0.0004912	FALSE	0	FALSE	0.0112513609202389
Subject-habitat representatives	Supragingival plaque	88	SP0329	Prevotella micans	Bacteroidetes	TRUE	27	0.306818181818182	0.220235305464482	0.409561515746954	0.000561612451085726	0.0005904	FALSE	0	FALSE	0.0072710889209435
Subject-habitat representatives	Supragingival plaque	88	SP0330	Actinomyces georgiae	Actinobacteria	TRUE	41	0.465909090909091	0.365304680304578	0.569365346968028	0.000323902301031629	0.000382299961770004	FALSE	0	FALSE	0.00838509912887775
Subject-habitat representatives	Supragingival plaque	88	SP0331	Selenomonas artemidis	Firmicutes	TRUE	51	0.579545454545455	0.475207526281248	0.677229076749337	0.00105000808549597	0.000698300349150175	FALSE	0	FALSE	0.0187794913743095
Subject-habitat representatives	Supragingival plaque	88	SP0332	Prevotella maculosa	Bacteroidetes	TRUE	38	0.431818181818182	0.333326770563229	0.536013283981984	0.000513726183515271	0.000841899958280004	FALSE	0	FALSE	0.00978738731949673
Subject-habitat representatives	Supragingival plaque	88	SP0333	Prevotella enoeca	Bacteroidetes	TRUE	3	0.0340909090909091	0.0116609971995855	0.0954960421927004	0.0000142784106838639	0.000208600041720008	FALSE	0	FALSE	0.000128818582870305
Subject-habitat representatives	Supragingival plaque	88	SP0334	Centipeda periodontii	Firmicutes	TRUE	20	0.227272727272727	0.152217453024015	0.325142765156835	0.000177770460110805	0.000245950000380039	FALSE	0	FALSE	0.00303024066318135
Subject-habitat representatives	Supragingival plaque	88	SP0335	Campylobacter curvus	Proteobacteria	TRUE	15	0.170454545454545	0.106108221156327	0.262368709145533	0.0000735056790322777	0.000313	FALSE	0	FALSE	0.00146139976725546
Subject-habitat representatives	Supragingival plaque	88	SP0336	Selenomonas sp FOBRC6	Firmicutes	TRUE	35	0.397727272727273	0.301817382246465	0.502192699571353	0.00038701249633298	0.000486899902620019	FALSE	0	FALSE	0.00782434274303754
Subject-habitat representatives	Supragingival plaque	88	SP0337	Neisseria gonorrhoeae	Proteobacteria	TRUE	1	0.0113636363636364	0.00200878531770447	0.0615949389229856	0.00000612499971590917	0.0003193	FALSE	0	FALSE	0.0000281235645086125
Subject-habitat representatives	Supragingival plaque	88	SP0338	Selenomonas sp oral taxon 920	Firmicutes	TRUE	31	0.352272727272727	0.260563319425503	0.456340132089124	0.000347553432730932	0.000404900242940146	FALSE	0	FALSE	0.00656734471755972
Subject-habitat representatives	Supragingival plaque	88	SP0339	Selenomonas sp oral taxon 138	Firmicutes	TRUE	28	0.318181818181818	0.230225824029327	0.421347654757907	0.000188294316444446	0.000270550014285007	FALSE	0	FALSE	0.00436610287908801
Subject-habitat representatives	Supragingival plaque	88	SP0340	Sutterella parvirubra	Proteobacteria	TRUE	0	0	0	0.0418270666648922	0.0000015897727167046	0	FALSE	0	FALSE	0
