contigName	contigLen	totalAvgDepth	MOCK1.primary.sorted	MOCK1.primary.sorted-var	MOCK2.primary.sorted	MOCK2.primary.sorted-var
k141_45762	1389	4.75755	3.26723	2.19753	1.49032	1.00202
k141_42205	1206	5.19043	3.20397	3.71445	1.98646	1.29612
k141_16241	2243	4.94545	2.71842	2.09885	2.22704	1.86212
k141_56445	4353	4.91633	2.13114	1.89862	2.78519	1.70745
k141_27558	85448	9.2763	4.87916	5.58103	4.39714	4.76152
k141_42207	1121	2.08016	0.812317	0.542037	1.26784	0.947761
k141_45764	1381	3.06313	1.20109	0.836286	1.86204	2.25786
k141_27559	1094	3.30321	1.43373	0.404654	1.86948	2.25632
k141_12830	5867	10.1446	4.7419	5.13712	5.40267	7.23465
k141_45765	1067	4.5903	1.98865	1.65172	2.60165	1.50437
k141_56447	2198	5.46381	2.93619	2.45137	2.52762	1.52235
k141_16242	3805	4.70138	2.3256	1.64599	2.37578	2.11536
k141_5740	3259	4.61057	2.66972	3.64472	1.94084	2.8462
k141_27564	1029	3.03008	0.9087	0.719615	2.12137	1.86375
k141_42210	3170	5.44889	2.66732	2.44808	2.78158	1.5371
k141_12833	1987	6.46586	3.83377	3.57612	2.63208	3.60124
k141_16246	1079	2.33231	0.664628	0.261899	1.66769	0.960882
k141_27566	1260	4.07573	1.51635	1.09749	2.55938	1.8143
k141_42214	1050	4.07038	2.45063	1.8798	1.61975	0.852104
k141_27569	1394	2.68056	0.805556	0.444016	1.875	1.32799
k141_12836	2146	2.66846	1.47266	1.05053	1.1958	0.613812
k141_42217	1632	3.30248	1.309	0.728986	1.99348	1.0293
k141_27570	1767	66.6459	31.2487	35.4388	35.3972	54.4229
k141_45776	2285	3.02515	1.27206	1.08559	1.75309	1.12474
k141_35097	36735	30.1442	14.988	17.2781	15.1562	19.3511
k141_5742	8175	4.50959	1.78049	1.50741	2.72911	3.18127
k141_27571	4082	6.7884	3.57078	2.72672	3.21762	4.96466
k141_35098	3238	4.10414	2.12484	2.68148	1.9793	2.27323
k141_16260	2272	3.12144	1.67571	1.83451	1.44572	2.08517
k141_5745	1254	2.36851	1.54498	0.797103	0.823529	0.332463
k141_27573	1001	1.71872	0.111849	0.0994509	1.60687	0.527087
k141_35100	1078	2.47551	1.17143	0.340346	1.30408	0.851264
k141_42220	5232	22.3498	10.7407	103.898	11.6091	95.9358
k141_35103	1101	3.76171	1.62313	1.59836	2.13858	2.61252
k141_42221	2025	4.98651	2.86663	1.53412	2.11988	1.77328
k141_16266	1406	4.23318	1.72706	1.38909	2.50612	2.68014
k141_27577	1426	3.65211	1.62274	0.703847	2.02937	2.64045
k141_5749	2335	3.98793	1.93518	2.7583	2.05275	1.23516
k141_56449	13774	10.958	5.44392	7.80658	5.51404	8.55857
k141_27579	1012	4.56893	2.73414	2.22824	1.83479	1.25964
k141_5751	1258	2.46034	1.40345	1.21758	1.0569	0.987266
k141_35108	1272	2.2879	1.10307	0.779653	1.18484	0.623103
k141_16267	2673	4.05515	1.8	1.79878	2.25515	1.53898
k141_42225	1787	3.55003	1.6418	1.52268	1.90823	2.19949
k141_35109	2162	3.76114	1.79118	1.06301	1.96996	1.209
k141_5754	1890	3.40179	1.84821	0.619048	1.55357	1.00885
k141_42227	1562	2.78825	0.786885	0.525979	2.00137	1.66507
k141_27584	2392	5.39364	2.08065	1.72965	3.31299	1.67955
k141_56451	3897	4.89603	2.28271	1.98065	2.61332	1.65216
k141_5755	1553	3.44811	1.74364	0.826251	1.70447	1.11892
k141_56453	1153	2.40095	0.7109	0.881233	1.69005	1.10592
k141_27586	1722	4.48645	1.94889	2.49214	2.53756	1.98996
k141_16276	1456	3.38807	2.10972	0.971749	1.27835	1.30492
k141_42233	2116	4.67939	2.94499	3.11699	1.73439	0.912063
k141_5760	1468	3.73942	1.97445	1.82183	1.76496	0.705855
k141_56455	2394	62.3767	30.4403	37.2173	31.9364	49.3999
k141_42234	1971	5.63748	2.9701	1.86347	2.66738	1.22316
k141_27590	2471	3.5255	1.28234	1.43797	2.24315	2.74563
k141_35110	7351	7.20736	3.66593	4.26906	3.54143	3.21172
k141_56457	1199	5.88556	3.88647	2.18439	1.99909	1.40637
k141_35112	1107	3.1001	1.41031	1.3791	1.68979	0.886816
k141_56458	1648	3.4529	1.82452	1.2216	1.62839	0.950257
k141_45777	19933	38.0981	19.0818	21.735	19.0163	22.4172
k141_42235	5087	4.2269	2.27861	2.70783	1.94829	1.47526
k141_35115	1558	3.3637	2.61712	1.44687	0.746575	1.22017
k141_16279	6418	7.98766	3.72041	3.3823	4.26725	4.11994
k141_56461	1009	3.33589	1.58288	1.91812	1.75302	1.38619
k141_42238	1007	3.17272	1.26623	1.00393	1.90649	1.72362
k141_5764	6444	7.79814	3.41239	3.40426	4.38575	5.99074
k141_52724	46046	35.7152	17.8281	21.0137	17.8871	21.4025
k141_35116	2121	4.56649	1.826	1.944	2.74048	1.71454
k141_56463	1217	3.916	1.68901	1.25204	2.22699	1.80531
k141_23333	72032	31.6487	15.7668	17.019	15.8819	14.8692
k141_42239	1967	4.29909	2.26645	1.6581	2.03264	2.07013
k141_16283	1499	3.40186	2.3833	1.3594	1.01856	0.725381
k141_35117	2287	6.66332	3.96528	7.44939	2.69804	3.07928
k141_52728	1401	3.22563	1.6815	1.85007	1.54413	0.621519
k141_16285	1338	4.50403	2.79032	2.30788	1.71371	0.78238
k141_45788	1192	4.17002	3.22121	2.51827	0.948812	0.742123
k141_5765	4995	5.0682	2.22871	1.63927	2.83949	2.69808
k141_23336	2398	3.7613	1.46087	1.19421	2.30043	1.77357
k141_56468	2318	12.0036	5.09459	3.99375	6.90901	9.92149
k141_27591	12261	15.1191	7.63019	8.7194	7.48894	6.00326
k141_52729	2997	4.11866	1.82925	1.62129	2.28941	1.23124
k141_5768	1220	4.40285	2.28877	1.01734	2.11408	1.85672
k141_45789	2042	4.19239	2.0823	1.47648	2.11008	1.71512
k141_9490	65230	9.42716	4.92468	5.0099	4.50249	4.4597
k141_27592	3120	6.78723	3.88716	4.22657	2.90007	3.74044
k141_45791	1633	3.1127	2.18241	1.0684	0.930293	0.562936
k141_56474	2440	6.91033	3.33817	2.40843	3.57216	3.04796
k141_5775	1859	3.72175	1.35718	0.98655	2.36457	1.12045
k141_45792	2161	3.70722	1.60543	0.581382	2.10179	1.52018
k141_27597	1310	2.37376	1.23432	0.825319	1.13944	1.58335
k141_27598	1422	3.75906	0.778701	0.565503	2.98036	2.31708
k141_45793	1739	4.4284	2.00366	1.66583	2.42474	2.29691
k141_9491	6800	5.3781	2.38048	2.32107	2.99761	3.27362
k141_56480	1034	4.18162	1.87073	0.795043	2.3109	2.63801
k141_56481	2651	4.40501	1.90129	2.38135	2.50372	2.33789
k141_5788	1241	2.23797	1.31934	0.655387	0.918635	0.421573
k141_27607	1328	3.41545	1.72602	0.947658	1.68943	1.15327
k141_27608	1083	4.55838	2.23452	2.74678	2.32386	1.01797
k141_5790	1119	3.83839	1.74731	1.30863	2.09109	1.14562
k141_9494	5577	6.07228	2.96441	2.84406	3.10787	2.58151
k141_56485	1306	3.9404	2.43709	2.56274	1.50331	0.437439
k141_5791	1442	3.05952	1.94345	1.76896	1.11607	0.961943
k141_9495	2033	3.68889	1.96899	2.17795	1.7199	0.915305
k141_5793	1092	3.3501	1.6992	0.929566	1.65091	1.42584
k141_12839	44287	16.2238	7.83566	8.63007	8.38815	8.61392
k141_52732	14407	15.5814	8.20637	7.92902	7.37501	7.00026
k141_5794	1008	3.94725	1.52857	0.900724	2.41868	1.94882
k141_9496	1609	5.4176	2.5771	2.62834	2.8405	2.07984
k141_45794	9480	9.41025	4.74014	6.4755	4.67011	6.28251
k141_56490	1340	3.04187	1.03543	0.725583	2.00644	1.36177
k141_56491	1496	3.06795	1.16667	0.763178	1.90129	0.969503
k141_12843	1580	3.70783	1.64507	1.23789	2.06275	1.48085
k141_52734	2562	6.07183	3.12338	3.78178	2.94846	2.50929
k141_45795	2402	3.71224	1.27908	1.05581	2.43316	1.98164
k141_12844	1455	2.79808	0.848195	0.580185	1.94989	1.79395
k141_5800	1827	7.32331	3.18045	2.64565	4.14286	3.78919
k141_16288	22398	8.14305	4.02435	3.71062	4.1187	4.28639
k141_27611	9061	7.34442	3.74138	4.73046	3.60303	3.81671
k141_9509	2145	4.07035	1.60723	1.48007	2.46312	3.18616
k141_45799	2235	4.13336	2.3416	1.98531	1.79176	1.22675
k141_27613	1113	4.87586	2.57833	1.20071	2.29754	1.30981
k141_52737	3188	7.51845	3.13074	3.15029	4.3877	3.54799
k141_12847	2442	2.79863	1.24744	0.895659	1.55119	0.484786
k141_12848	1131	3.68054	1.35721	1.16201	2.32333	1.58722
k141_16295	1020	2.44902	1.1269	0.686383	1.32213	0.455294
k141_52739	2067	3.2128	1.35703	1.01118	1.85576	2.28914
k141_27618	1075	4.20676	3.02866	3.57501	1.1781	0.787927
k141_56494	6562	5.26454	2.50727	2.45262	2.75727	2.83114
k141_45802	2260	5.28723	3.02081	2.31656	2.26642	1.7087
k141_12851	2108	8.84925	4.77512	4.70201	4.07413	3.39075
k141_52740	2840	4.39387	2.18636	1.87368	2.20751	2.98678
k141_5812	3461	4.44603	2.1121	1.42617	2.33393	2.15228
k141_16297	2770	3.37912	1.49738	0.950941	1.88174	1.78907
k141_27623	1793	4.6059	1.39705	0.810956	3.20885	1.98591
k141_56495	3615	5.01393	2.16889	1.40663	2.84504	2.49161
k141_12855	1170	2.77799	1.99347	0.906593	0.784515	0.596856
k141_16298	1562	4.70628	2.01093	1.78527	2.69536	2.56468
k141_45808	1498	4.67357	2.58071	1.42164	2.09286	2.65902
k141_56496	1373	4.00706	3.06588	2.84023	0.941176	1.12606
k141_12856	1166	3.63483	1.64326	1.7461	1.99157	1.14989
k141_52745	1192	3.88391	1.32633	1.31977	2.55759	1.8114
k141_5815	3486	6.37987	2.67031	3.25563	3.70956	2.97023
k141_52747	1950	3.26512	1.17117	0.806451	2.09395	1.78696
k141_5816	1045	2.81943	1.33474	0.962887	1.48469	1.51852
k141_9513	10002	7.15418	3.39489	2.83039	3.75929	4.83541
k141_56502	1074	2.75102	1.29201	1.33722	1.45902	0.41883
k141_12857	3051	3.79343	1.94277	1.0377	1.85066	1.91909
k141_16302	3889	3.36191	2.22791	2.26728	1.134	0.896573
k141_52750	1047	2.8019	1.16122	0.639598	1.64067	1.18826
k141_9516	1968	4.84278	2.66524	2.00559	2.17754	2.28521
k141_45812	3839	4.24512	1.99973	1.5869	2.24539	1.08469
k141_12860	1325	26.2592	12.0709	14.4673	14.1883	17.9001
k141_5819	2476	4.6434	2.72792	1.82536	1.91548	2.1447
k141_45813	1062	5.56846	1.50207	1.33021	4.06639	1.98313
k141_56506	1596	4.07677	2.45661	1.38122	1.62016	1.62518
k141_12861	1122	1.94824	1.02539	0.572179	0.922852	0.450542
k141_27639	1712	4.67844	2.27881	2.52847	2.39963	1.91396
k141_52754	1015	3.70338	2.14395	1.81113	1.55943	0.432323
k141_9520	1858	3.46534	1.975	2.52811	1.49034	0.790129
k141_23338	38085	15.3341	7.80954	7.38911	7.52455	7.52303
k141_16308	1658	2.91282	0.833974	0.469535	2.07885	1.14772
k141_9521	1012	2.65098	1.41794	0.591834	1.23304	0.373891
k141_27641	1350	3.11342	0.912141	0.641343	2.20128	1.5486
k141_56512	1464	3.71303	1.98023	1.16517	1.7328	0.935887
k141_45819	1591	4.3081	2.19223	2.3846	2.11587	1.12663
k141_23340	1177	5.20297	2.22521	1.21918	2.97776	3.07003
k141_5826	1428	3.10752	1.75414	1.16223	1.35338	1.23093
k141_52757	2148	3.87415	1.92195	1.64448	1.9522	2.03089
k141_27642	2213	5.00709	2.41087	2.1523	2.59622	1.97406
k141_16312	1770	3.40191	1.89713	1.44483	1.50478	1.29143
k141_23341	1527	3.3184	1.676	1.62394	1.64241	1.09544
k141_49775	98437	17.3125	8.61832	9.15308	8.69418	9.79469
k141_45821	2566	3.97853	2.11831	1.63172	1.86021	1.20096
k141_52761	1018	3.58261	1.69891	1.84942	1.8837	0.690487
k141_9528	1497	2.83417	1.46104	1.6564	1.37312	0.813469
k141_16316	1345	3.2518	2.06576	1.11606	1.18605	0.877072
k141_5827	3897	4.06897	2.4567	2.16449	1.61227	1.13055
k141_27646	1804	3.75147	1.81653	0.88304	1.93494	1.35588
k141_56518	2764	3.40323	1.94186	1.38161	1.46137	0.699634
k141_42241	55177	31.2453	15.6344	17.3728	15.611	17.0177
k141_5830	1000	3.05432	0.986696	0.497052	2.06763	0.997645
k141_49778	2694	4.98613	2.09669	2.2199	2.88945	1.86559
k141_42242	1127	2.51798	0.58309	0.681066	1.93489	1.10957
k141_52762	3403	3.02118	1.66324	1.31971	1.35794	1.2069
k141_16319	1862	4.36451	2.9949	2.35903	1.36961	1.31878
k141_42244	1269	4.538	2.02306	2.13706	2.51494	1.59357
k141_56521	1618	3.16842	1.91776	0.991911	1.25066	0.513167
k141_5833	1499	1.94433	0.572448	0.396355	1.37188	0.738036
k141_45829	1677	4.74604	2.73591	3.69889	2.01013	1.58038
k141_16322	1095	3.58576	1.27583	1.70597	2.30993	1.5655
k141_9530	5304	4.95217	2.1748	1.83158	2.77737	3.11843
k141_49781	2605	3.11089	1.45154	1.12164	1.65935	1.12813
k141_56522	1819	3.45264	1.91458	0.957238	1.53806	1.06499
k141_35122	56749	9.99209	5.21128	5.43525	4.78082	5.10443
k141_5837	1145	3.25788	1.73639	1.66847	1.52149	2.21156
k141_42249	1024	4.40497	2.19978	1.10274	2.20518	1.53407
k141_45830	2815	4.18734	1.09937	0.813396	3.08796	1.67673
k141_9532	1317	3.45447	1.274	0.708112	2.18048	1.9838
k141_35123	1142	3.6341	1.67816	0.571294	1.95594	2.55799
k141_9533	1342	4.77572	2.41559	1.61235	2.36013	2.08902
k141_56527	1301	4.23857	2.1596	1.71328	2.07897	1.45383
k141_5839	2279	3.09491	1.34938	0.863198	1.74553	0.807215
k141_9534	1493	3.24659	1.2767	0.963552	1.96989	0.930218
k141_45832	2214	3.74575	2.11815	2.00306	1.6276	0.891998
k141_56530	1156	2.92628	1.61437	0.479337	1.31191	0.612179
k141_42251	3654	8.84055	3.14623	2.54065	5.69432	4.70302
k141_16332	1840	3.94719	2.31688	0.979381	1.63031	1.01662
k141_5842	1108	3.25842	2.67228	0.98169	0.586139	0.502489
k141_49786	5064	4.4853	2.9406	2.58603	1.5447	0.97315
k141_52763	9486	6.36941	3.38379	4.14336	2.98562	2.6668
k141_42254	1125	2.27751	1.13145	0.827729	1.14606	1.00399
k141_16334	1665	3.32929	2.26228	1.48097	1.06701	1.45336
k141_2230	163930	9.63907	4.72111	5.15404	4.91796	5.41706
k141_45837	1700	4.70037	2.08302	0.865683	2.61735	3.68545
k141_56535	1657	2.77229	0.97755	0.319779	1.79474	1.42125
k141_52764	1501	2.87598	1.20884	1.15251	1.66714	1.14805
k141_16336	1096	3.91182	2.41383	1.43038	1.498	1.42778
k141_2231	1153	2.74408	1.94123	0.858024	0.802844	0.54174
k141_9541	2697	2.97961	1.23047	0.650085	1.74913	2.31119
k141_12863	19544	9.40368	4.78721	4.661	4.61648	4.14008
k141_23348	13243	7.09182	3.82723	4.17562	3.26459	3.18623
k141_56537	1126	2.89008	1.26556	0.401658	1.62451	0.992271
k141_16338	1064	3.49068	1.35507	0.652033	2.13561	1.40232
k141_49787	3594	5.97912	2.65761	2.03527	3.32151	4.37606
k141_5848	1840	5.42939	3.79736	1.74004	1.63203	1.19882
k141_9543	1257	3.71268	2.50906	1.14823	1.20362	0.435188
k141_56539	1093	3.56985	2.04422	0.810918	1.52563	0.533296
k141_23349	1670	4.65522	3.15967	1.44298	1.49555	1.57669
k141_5849	1398	2.61923	1.77769	1.10297	0.841538	0.616901
k141_12865	2659	5.86099	2.92112	4.36176	2.93987	4.68712
k141_56543	1101	4.05982	2.08375	1.86723	1.97607	1.11919
k141_9547	1268	2.44017	0.964957	0.72503	1.47521	0.708111
k141_2235	3245	4.10486	1.55068	1.52913	2.55418	2.12127
k141_38729	134042	30.01	14.7987	15.3966	15.2113	17.8515
k141_49792	2012	3.05852	0.858934	0.837387	2.19958	1.06834
k141_38730	1031	2.77921	1.5552	1.59058	1.22401	0.719083
k141_12867	2500	3.53247	1.49209	1.42623	2.04038	1.83384
k141_5850	4111	4.54099	2.77697	3.18728	1.76402	1.36078
k141_49795	2049	2.82471	1.85495	1.27177	0.969759	0.650876
k141_56548	1287	2.41548	0.746005	0.420281	1.66947	1.75007
k141_38732	2884	3.7229	2.03266	3.65313	1.69024	1.64587
k141_2243	1741	3.62751	1.92514	1.03032	1.70237	1.25424
k141_35124	17944	8.18435	4.31374	4.89136	3.87062	3.00374
k141_23352	5008	8.40061	4.44379	5.53511	3.95682	4.66875
k141_56549	1887	3.11627	1.25266	1.11957	1.86361	0.99146
k141_52779	2428	3.15494	1.303	0.306594	1.85193	1.36025
k141_35125	1099	2.26274	1.24775	0.786555	1.01498	0.700778
k141_56551	1274	3.18793	1.22704	0.933089	1.96088	1.00444
k141_23356	1333	2.80729	1.1749	0.603095	1.63239	1.75779
k141_49800	1937	4.84448	3.1838	1.30895	1.66069	0.812988
k141_5858	2073	3.32658	1.31646	0.754418	2.01013	1.64729
k141_35128	1205	3.64228	1.96025	1.84292	1.68202	1.75594
k141_12868	5289	20.9497	9.66191	9.52237	11.2878	21.2611
k141_49801	1095	4.16048	1.88365	0.978418	2.27683	1.13815
k141_23357	1121	3.53275	2.08798	1.4717	1.44477	0.959523
k141_2250	1006	2.1674	1.18172	0.495056	0.985683	0.664624
k141_9549	8796	8.15716	4.8203	4.39191	3.33686	3.8864
k141_56554	1241	2.4077	1.09536	0.308762	1.31234	0.605512
k141_23358	1012	3.31947	1.73195	0.925879	1.58753	0.825297
k141_12869	1809	3.74284	1.4851	1.35988	2.25774	1.91306
k141_35130	1594	3.22995	1.9111	0.938572	1.31885	1.17654
k141_49803	1481	5.53724	2.93492	2.05799	2.60231	2.18472
k141_2253	1210	3.76529	1.43165	0.425572	2.33363	1.86429
k141_23359	1611	3.78189	2.5922	1.27737	1.18969	0.90911
k141_9553	1010	2.66886	1.86623	1.03368	0.802632	0.193715
k141_12871	1490	3.32902	1.67313	1.49553	1.65589	1.45375
k141_52781	5520	6.55072	4.07894	3.82553	2.47178	2.50051
k141_49805	1343	5.70522	3.77751	4.43037	1.92771	1.39188
k141_49806	1134	3.37645	1.39672	1.5497	1.97973	2.15901
k141_35136	1866	5.26471	3.09333	3.32293	2.17138	1.33167
k141_9557	1058	2.18333	0.990625	0.62869	1.19271	0.518613
k141_56557	3462	6.93817	3.23216	2.94724	3.706	3.42147
k141_12876	1128	2.36214	0.0980583	0.0885288	2.26408	1.09444
k141_52782	2811	5.70733	2.96093	2.24917	2.74641	2.0625
k141_49807	2184	4.36817	2.15149	2.01061	2.21668	1.31511
k141_35139	1185	1.99816	1.17019	0.502314	0.827967	0.345148
k141_56559	1004	4.52428	2.6755	1.58077	1.84879	0.994795
k141_49808	1223	3.048	1.58133	1.04965	1.46667	0.94484
k141_9559	3260	2.65275	1.22992	1.16606	1.42283	1.82586
k141_49809	1256	4.20035	2.82902	2.82639	1.37133	0.937184
k141_56560	1638	2.97532	2.03636	1.42167	0.938961	0.531683
k141_16343	18634	7.19589	3.56021	3.14218	3.63568	3.80143
k141_52786	2527	4.2816	2.48703	1.8208	1.79457	1.71274
k141_35143	2197	3.25869	1.14721	1.15231	2.11148	0.9828
k141_49810	1661	2.97953	1.02431	0.667783	1.95521	1.35138
k141_2255	8191	9.39343	5.5375	10.2037	3.85592	6.57372
k141_12878	4600	28.6362	13.6171	18.5405	15.0191	16.3702
k141_9564	1017	2.66812	1.25245	0.40897	1.41567	0.931604
k141_16345	1480	3.60347	1.6042	1.31971	1.99928	1.37798
k141_49811	1399	3.97233	2.41583	1.32158	1.55649	0.894693
k141_23370	3564	4.2236	2.00519	2.09232	2.21841	1.67147
k141_2258	1073	3.73128	1.89026	2.00951	1.84103	1.91413
k141_56561	3761	7.64483	3.84848	3.99535	3.79634	4.1988
k141_16347	1142	3.73084	1.52299	1.31587	2.20785	2.0881
k141_23371	1566	6.37398	2.75613	3.39244	3.61785	3.80681
k141_2261	1002	2.99558	1.32301	1.52568	1.67257	1.14184
k141_16348	1660	4.91293	2.80794	3.29809	2.10499	2.2798
k141_12883	1311	3.68673	1.85491	1.70828	1.83182	1.27698
k141_52793	1290	4.03607	3.32634	2.34933	0.709732	0.453036
k141_2262	1459	3.16605	2.22337	2.58977	0.942689	0.94084
k141_9571	1482	3.15751	1.78396	1.85134	1.37355	0.707066
k141_9572	1174	3.33178	1.95353	2.04435	1.37825	0.583304
k141_52795	1510	2.78612	1.52408	0.51324	1.26204	0.601731
k141_16350	2224	3.55833	2.01976	1.33607	1.53857	1.63214
k141_56570	1073	4.3959	2.05128	0.812562	2.34462	1.52999
k141_23372	4877	8.285	4.08642	6.28195	4.19858	4.09227
k141_12888	1752	3.78356	1.70314	1.00257	2.08041	1.21254
k141_49815	5883	5.2484	2.31685	1.55331	2.93155	3.14117
k141_23373	1658	3.62821	1.57949	0.949435	2.04872	1.3177
k141_2267	2161	4.02957	2.02181	2.33365	2.00776	1.92137
k141_12890	1292	2.79816	1.23116	0.853475	1.567	0.850911
k141_49816	2133	3.43489	1.07125	0.590299	2.36364	2.85494
k141_12892	1156	3.69187	1.35066	0.432266	2.34121	1.99038
k141_2271	1374	4.46865	2.27194	1.41383	2.19671	4.25542
k141_9576	4567	4.93779	2.66637	2.35933	2.27143	1.86476
k141_56577	1086	3.42409	1.61134	0.985558	1.81275	0.999352
k141_49817	2136	4.0265	1.83366	1.82945	2.19284	2.1027
k141_52802	2704	5.20184	2.90714	2.20405	2.2947	2.28704
k141_23379	1537	4.18624	2.30924	2.13587	1.877	1.77692
k141_49818	1118	2.91765	1.12843	0.873578	1.78922	1.21656
k141_12894	1295	4.73601	2.94653	2.89345	1.78947	0.984077
k141_56580	1080	2.85031	1.32077	0.77264	1.52953	0.477721
k141_49820	1140	3.1142	1.66795	1.48426	1.44626	0.942839
k141_23382	1603	3.63588	1.93621	1.89486	1.69967	1.93634
k141_16351	8581	5.74384	3.88742	5.11576	1.85642	1.8626
k141_56582	1451	3.21064	1.21508	0.547644	1.99557	0.958558
k141_45838	38661	7.40731	3.84228	3.44742	3.56502	3.89913
k141_23384	1173	2.81209	0.697674	0.537007	2.11442	0.982239
k141_12898	2343	5.07127	2.84187	2.17954	2.2294	1.7562
k141_45839	1677	2.91704	1.82394	0.88153	1.0931	1.1187
k141_23386	1389	4.96204	2.00077	0.637987	2.96127	3.20162
k141_9588	2566	5.57496	3.48136	3.47877	2.0936	2.32239
k141_12902	1114	4.00492	2.79724	1.71059	1.20768	0.52333
k141_42258	47979	8.60893	4.62342	5.35026	3.98551	3.68817
k141_16355	4144	9.39941	4.61864	5.58776	4.78077	6.07681
k141_49824	5137	6.17087	3.6031	3.19291	2.56777	1.82425
k141_9589	2723	3.70095	2.14781	2.97587	1.55314	0.871506
k141_12905	1108	2.25049	0.835644	0.54977	1.41485	0.44715
k141_52815	4516	4.61838	2.4545	2.13836	2.16388	1.89887
k141_45841	3864	5.07249	2.97557	3.00826	2.09692	1.71353
k141_9591	1558	2.83014	1.44795	1.03706	1.38219	0.613253
k141_42261	2746	26.1575	13.4596	20.8628	12.6979	10.8977
k141_49828	1198	2.88636	1.31182	0.704316	1.57455	1.20372
k141_12909	1275	2.98131	1.59048	0.975023	1.39082	1.04271
k141_52818	1148	2.57905	1.58286	1.57415	0.99619	0.701595
k141_9592	1838	6.5569	2.13103	2.0403	4.42586	2.85649
k141_16356	4878	4.63326	2.48138	2.61466	2.15188	1.92126
k141_49829	2279	6.70105	3.88492	5.81656	2.81614	3.34274
k141_45848	2161	27.6263	13.7159	10.2384	13.9103	15.0604
k141_9597	1257	3.84038	1.92666	1.45833	1.91372	2.09097
k141_23395	4820	6.84837	3.82783	4.49248	3.02054	4.38087
k141_16359	2558	4.34675	1.92317	1.41135	2.42358	3.27062
k141_9599	1627	2.44474	1.03924	0.683008	1.40549	0.606412
k141_35146	31429	37.4034	18.3211	21.4785	19.0823	21.8245
k141_45851	2634	3.66167	1.44992	1.05941	2.21175	1.9003
k141_23397	2906	4.16168	2.1599	1.90919	2.00178	1.33131
k141_9601	1078	3.86429	2.79286	2.78342	1.07143	1.88662
k141_56583	15307	9.20692	4.62555	4.86386	4.58137	3.69594
k141_35147	1326	3.65472	2.09039	1.07333	1.56433	1.22406
k141_49836	2501	6.50895	3.47357	3.12451	3.03537	2.82763
k141_52822	6113	9.39352	4.94946	13.6174	4.44406	20.3669
k141_45853	1639	4.46074	1.60156	1.03076	2.85918	3.58601
k141_35148	1432	3.14393	1.17091	0.338354	1.97301	1.7007
k141_42263	9106	6.5675	3.24467	3.07522	3.32282	2.95654
k141_49839	1019	3.83062	1.13355	0.678884	2.69707	1.98097
k141_42264	1599	3.99467	2.00333	1.54198	1.99134	1.26861
k141_9605	1631	3.93868	2.21657	1.62799	1.72211	0.896632
k141_45855	1709	4.57418	2.36437	2.44668	2.20981	2.5249
k141_16373	1798	3.64941	1.83294	1.38938	1.81647	1.19762
k141_56588	1703	4.23863	1.20561	0.724526	3.03302	3.90973
k141_49840	1900	3.42508	1.98668	1.65114	1.4384	1.38458
k141_23399	4016	10.331	5.03982	6.96546	5.29122	6.17785
k141_42266	2038	11.7149	6.2165	6.64832	5.49845	5.6127
k141_16375	1766	2.96403	1.19484	0.507308	1.76918	1.72893
k141_45858	1195	5.7949	3.68642	3.01108	2.10848	1.68256
k141_23400	1589	4.24346	1.95976	1.49771	2.2837	1.07046
k141_56590	1374	3.07132	2.04781	1.18909	1.02351	0.838657
k141_49844	1189	2.60037	1.66086	0.594969	0.939505	0.677073
k141_16377	1403	50.9103	22.9548	42.5709	27.9556	50.265
k141_42270	2436	7.05689	4.213	2.57679	2.84388	2.44074
k141_35163	1343	4.15823	1.27791	0.551318	2.88032	1.67618
k141_52829	6838	4.1454	2.34243	2.33706	1.80297	1.87572
k141_23403	2085	4.43181	2.1993	2.42854	2.23251	1.60551
k141_42271	1287	3.51135	1.9672	1.20346	1.54415	0.91324
k141_35164	1129	3.07759	0.844811	0.645797	2.23278	1.55742
k141_52830	1543	2.23391	1.45744	1.00319	0.776471	0.321881
k141_42272	1638	3.30584	1.59805	0.781152	1.70779	0.873624
k141_45863	3832	5.85217	2.62159	2.7411	3.23058	4.21066
k141_16380	2387	5.4941	2.76409	1.38312	2.73001	4.77328
k141_9619	2041	3.86001	2.33556	6.90693	1.52445	2.06211
k141_52831	1112	4.51183	2.4497	1.89629	2.06213	0.567701
k141_2287	25223	28.9614	14.4307	16.6884	14.5307	14.2326
k141_35169	1303	3.27469	1.45311	0.719761	1.82158	0.990576
k141_45864	1286	3.86616	1.97222	0.564521	1.89394	1.71747
k141_9620	1655	3.39114	1.42197	1.32504	1.96917	1.51062
k141_42274	1689	4.78881	1.90069	2.54232	2.88812	2.78748
k141_16382	1488	3.69065	2.54748	1.0485	1.14317	0.940619
k141_12914	17863	14.8386	7.91297	8.73508	6.92558	5.87789
k141_35170	1194	2.61405	0.639599	0.566791	1.97445	0.711682
k141_45866	1169	3.62558	1.75163	0.913959	1.87395	1.08036
k141_9623	1091	3.53273	1.52266	2.07836	2.01007	1.32652
k141_12915	1211	3.20665	1.68374	0.696648	1.52291	1.24609
k141_49845	8638	7.76241	3.79813	5.796	3.96429	3.24278
k141_52835	2640	85.3977	44.7707	2707.4	40.6271	2113.67
k141_5860	61403	9.2706	4.79989	4.65396	4.47071	4.61508
k141_9624	1995	2.86927	1.42488	0.872119	1.44439	0.971733
k141_2291	2983	4.94073	2.22912	2.24609	2.71161	1.95148
