Branch	CandidateID	SourceBin	Contigs	BinBp	N50Bp	TruthAssignedBinPct	DominantTruthAccession	DominantTruthReference	DominantTruthContigBp	AlignedPurityPct	AlignedContaminationProxyPct	RecoveredReferenceBp	ReferenceBp	DominantGenomeRecoveryPct	TruthProxyTier	CheckM2Completeness	CheckM2Contamination	GUNCPass	QCMinimumPass	CandidateFASTA	CandidateSHA256
VAMB-taxonomy-free	vamb__019	47.fna	109	386401	4040	100.0	GCA_000196115.1	Rhodopirellula_baltica_SH_1	386401	100.0	0.0	386137	7145576	5.4038610743206705	Below MQ proxy	5.1	0.0	True	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__019.fna	a1fcf55b7fa99dbac3a8d655329d131efcfdf12a2e79c43f3a712ba37462480d
VAMB-taxonomy-free	vamb__020	49.fna	326	1039774	3534	100.0	GCA_000020785.1	Hydrogenobaculum_sp._Y04AAS1	1030397	99.098169409891	0.9018305901090002	1031448	1559514	66.13906640145584	MQ proxy	62.93	1.76	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__020.fna	4cfe2d75edb822f3d442654c491657c2b00c9be013f47bce8baa8a4e236c5e85
VAMB-taxonomy-free	vamb__021	5.fna	197	5692387	52893	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	5692387	100.0	0.0	5699153	6785430	83.99103667711553	MQ proxy	99.41	0.42	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__021.fna	84d4450abe573f4add041e5658d14e24c0e6cc73eacc7defa3fa9e292c851036
VAMB-taxonomy-free	vamb__022	6.fna	74	2640305	47024	100.0	GCA_000009145.1	Nitrosomonas_europaea_ATCC_19718	2631569	99.66912913470225	0.33087086529775434	2676420	2812094	95.17533908894937	HQ proxy	100.0	0.05	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__022.fna	1033879afffd50fc14ad3ed2924d7f01c66a3acf25e0a7ce94390fdd4ba69c62
VAMB-taxonomy-free	vamb__023	7.fna	72	2559549	58864	100.0	GCA_000020465.1	Chlorobium_limicola_DSM_245	2522720	98.56111369620194	1.438886303798057	2538276	2763181	91.86064901285873	HQ proxy	99.99	0.56	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__023.fna	8c7156c12a9cafb268897c1df812c1d4f3d3db9c98eb126b4e188a8d2ff717d1
VAMB-taxonomy-free	vamb__024	751.fna	408	1426167	3843	99.03160008610492	GCA_000016125.1	Methanococcus_maripaludis_C5	1344246	95.17756146467322	4.822438535326782	1323299	1789046	73.96673981552179	MQ proxy	72.69	3.61	False	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__024.fna	bc343c1c6a69c40869a592c2ad2bce68df4dd3ac468742615ce3986365781b54
VAMB-taxonomy-free	vamb__025	8.fna	67	2614762	59244	100.0	GCA_002952055.1	Desulfobulbus_oralis_sp._ONRL	2614762	100.0	0.0	2628685	2774417	94.74729285467902	HQ proxy	99.95	0.2	True	True	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__025.fna	849765cc3b4b150397a555232e8402b8fcbe57eb987e4189d5953443ed10ea71
VAMB-taxonomy-free	vamb__026	9.fna	555	11267614	54662	99.93028692676195	GCA_000016545.1	Caldicellulosiruptor_saccharolyticus_DSM_8903	2829095	25.12571539053367	74.87428460946633	2939330	2970275	98.95817727314811	Below MQ proxy	100.0	156.78	False	False	${ARTICLE42_WORK_DIR}/candidates/vamb/vamb__026.fna	38214cccd2068d078e441708c22eb885fb4637b14be10a6a15a08e92d209c593
TaxVAMB-Kraken2	taxvamb__001	1.fna	5	2361972	509735	100.0	GCA_000010305.1	Gemmatimonas_aurantiaca_T-27	2361972	100.0	0.0	2363891	4636964	50.97928299637435	MQ proxy	46.29	0.61	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__001.fna	14ab9f5f65bf7e6d757969e9efab9847e026b8f792d5f826c4377529d60d1271
TaxVAMB-Kraken2	taxvamb__002	10.fna	101	2736388	55634	100.0	GCA_000020465.1	Chlorobium_limicola_DSM_245	2664145	97.3599138718632	2.640086128136801	2687145	2763181	97.24824396230287	HQ proxy	100.0	0.59	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__002.fna	9290e20c72da17b77d6001f47cdcedc754568ccc55e05942fe9093f634e183b0
TaxVAMB-Kraken2	taxvamb__003	100.fna	193	375739	1867	100.0	GCA_000018865.1	Chloroflexus_aurantiacus_J-10-fl	372574	99.15765997141632	0.8423400285836777	372558	5258541	7.08481687220847	Below MQ proxy	10.26	0.0	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__003.fna	c5c18b68090e6e31a9a932738f363d0814317f41c5254b26fb1f4ab363802e97
TaxVAMB-Kraken2	taxvamb__004	11.fna	79	2656340	56680	100.0	GCA_002952055.1	Desulfobulbus_oralis_sp._ONRL	2656340	100.0	0.0	2676861	2774417	96.4837297349317	HQ proxy	99.98	0.21	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__004.fna	46f2c255c2b721603c0d505f37823bb402a4c0d17840d30f5de1afb2500392fa
TaxVAMB-Kraken2	taxvamb__005	1158.fna	188	360205	1844	100.0	GCA_000020225.1	Akkermansia_muciniphila_ATCC_BAA-835	355202	98.61106869699199	1.3889313030080075	353845	2664102	13.281961426401843	Below MQ proxy	11.3	0.23	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__005.fna	436c425310c24108c7f796e61a7cdc58a804c649c121a7f6b2c41e3fcadcf2de
TaxVAMB-Kraken2	taxvamb__006	12.fna	254	6479920	58018	99.90544636353535	GCA_000016545.1	Caldicellulosiruptor_saccharolyticus_DSM_8903	2815151	43.485341591861214	56.514658408138786	2926063	2970275	98.51151829376067	Below MQ proxy	100.0	157.45	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__006.fna	d11f1f3cddf58057900b53d1988747dc38c32ee50b6d1960866b57a7945bd1ee
TaxVAMB-Kraken2	taxvamb__007	13.fna	48	1859642	48450	100.0	GCA_000016085.1	Chlorobium_phaeovibrioides_DSM_265	1859642	100.0	0.0	1860792	1966858	94.60733820133431	HQ proxy	100.0	0.06	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__007.fna	ce8e021af9fa69702a64dde572c32832261e73f2f9da67008e0a4cccb395b33d
TaxVAMB-Kraken2	taxvamb__008	14.fna	83	1937978	44823	100.0	GCA_001639275.1	Methanobrevibacter_oralis_DSM_7256	1937978	100.0	0.0	1943377	2140433	90.79363848342835	HQ proxy	99.41	0.33	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__008.fna	0c9920d688c8e18cd58113f4ed884bd72d1ed75f63b9b099fc45adee9f24da52
TaxVAMB-Kraken2	taxvamb__009	1409.fna	181	352111	1828	100.0	GCA_000156375.1	Desulfovibrio_piger_ATCC_29098	348706	99.03297539696288	0.9670246030371175	343477	2867216	11.979460215065764	Below MQ proxy	11.01	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__009.fna	1d8c3d2d42d16a524c9dba8a72834879ced9c4ce41d99c0997203eb05d0364dc
TaxVAMB-Kraken2	taxvamb__010	15.fna	24	399999	67932	100.0	GCA_000009705.1	Trichormus_sp._PCC_7120	393836	98.45924614811537	1.5407538518846309	435974	7211789	6.045296111686018	Below MQ proxy	5.38	0.05	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__010.fna	61d25eeddec4636b6d16320991bba402dc6a7651c50883ba234b32e4253310c3
TaxVAMB-Kraken2	taxvamb__011	16.fna	550	6370188	17235	100.0	GCA_000196115.1	Rhodopirellula_baltica_SH_1	6366649	99.94444433979028	0.055555660209719804	6411851	7145576	89.73175850344325	MQ proxy	91.95	3.3	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__011.fna	7d631028c53dea07b1c534f6320628154f0f8ef51da8100d41ae156e11928095
TaxVAMB-Kraken2	taxvamb__012	17.fna	117	2022800	26973	100.0	GCA_000010505.1	Porphyromonas_gingivalis_ATCC_33277	2022800	100.0	0.0	2028346	2354886	86.1335113461968	MQ proxy	95.95	0.54	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__012.fna	04c0bf37cc10d5f3bca4423bff72918e20ca604ecbaa7fdfe676afaca1ef3b52
TaxVAMB-Kraken2	taxvamb__013	18.fna	194	1963322	14759	100.0	GCA_000006805.1	Halobacterium_salinarum_NRC-1	1963322	100.0	0.0	1956782	2571010	76.1094667076363	MQ proxy	88.43	0.02	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__013.fna	076b2070c4713fe54b659398d012c4567a252186d70d94f0e361ffc997441c91
TaxVAMB-Kraken2	taxvamb__014	19.fna	227	1982480	12924	100.0	GCA_003019295.1	Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	1977761	99.76196481175094	0.23803518824905723	1980932	2180101	90.86423060216018	HQ proxy	93.15	0.16	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__014.fna	cd1ed92161dfc2d6222de377fb8a1c49d1a78b2c48c7df4f6e9f329e0beed200
TaxVAMB-Kraken2	taxvamb__015	2.fna	6	1910339	672984	100.0	GCA_000021565.1	Persephonella_marina_EX-H1	1910339	100.0	0.0	1910673	1983966	96.30573306195771	HQ proxy	100.0	0.48	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__015.fna	35d7b3ed3d8295ebdcd0d79fd512e3efee1582f24cc36bb8179807815f1dd6aa
TaxVAMB-Kraken2	taxvamb__016	21.fna	16	280186	26708	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	278588	99.4296645799576	0.5703354200423973	280412	6785430	4.132560500955725	Below MQ proxy	4.59	0.0	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__016.fna	382aa2f6c89abb8ac85d2ed370c596f7c7bfe9f1418725344c23a89e2ded0f31
TaxVAMB-Kraken2	taxvamb__017	2409.fna	340	899532	2801	100.0	GCA_000015125.1	Chlorobium_phaeobacteroides_DSM_266	867117	96.39645949226932	3.603540507730685	868944	3133902	27.72722312312255	Below MQ proxy	32.13	0.05	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__017.fna	4156da15e1925d2e8a8a741a77497bbd595227f3cc17a5d9a6bcf31a7623c9d7
TaxVAMB-Kraken2	taxvamb__018	2411.fna	108	323653	2988	99.28132907774685	GCA_000017325.1	Shewanella_baltica_OS185	199595	62.11585083108484	37.88414916891516	210143	5312910	3.9553276829458808	Below MQ proxy	6.92	0.02	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__018.fna	44f7f0f70bf515eb88fd5f71d1b29ceb48a657f2fa491d05368f5bc5f5146abc
TaxVAMB-Kraken2	taxvamb__019	2424.fna	277	537045	1916	100.0	GCA_000009705.1	Trichormus_sp._PCC_7120	522049	97.2076827826346	2.792317217365394	521537	7211789	7.231728493443167	Below MQ proxy	9.88	0.0	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__019.fna	69aec7f5dbe6465a49c32cde3bbed5b176e44fabf486a62baa5cd639c1c04ba7
TaxVAMB-Kraken2	taxvamb__020	25.fna	26	219932	15332	93.6925958932761	GCA_000006805.1	Halobacterium_salinarum_NRC-1	206060	100.0	0.0	206211	2571010	8.020622245732222	Below MQ proxy	4.38	0.02	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__020.fna	25225db7578fb898c893751f154d8a1c13bf1b6d05a85b9fa95fa067af6fa6a7
TaxVAMB-Kraken2	taxvamb__021	26.fna	266	1075080	4771	100.0	GCA_000017945.1	Ignicoccus_hospitalis_KIN4_I	1069338	99.46590021207724	0.5340997879227558	1067736	1297538	82.28938189093499	MQ proxy	77.72	0.36	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__021.fna	fdd058e68d0bf277cec8048fdc0b1b13bd32b7f99fc9ccf7974b9d78702fecc6
TaxVAMB-Kraken2	taxvamb__022	3.fna	12	1732760	443866	100.0	GCA_000011105.1	Pyrococcus_horikoshii_OT3	1732760	100.0	0.0	1732116	1738505	99.63250033793403	HQ proxy	99.47	0.19	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__022.fna	1318b9b25375182e9ed3b9c362fbae1afbf07c55ee4b02c9526d36613dd8a11f
TaxVAMB-Kraken2	taxvamb__023	33.fna	133	538667	4549	100.0	GCA_000196115.1	Rhodopirellula_baltica_SH_1	538667	100.0	0.0	538304	7145576	7.533388491004784	Below MQ proxy	7.06	0.01	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__023.fna	1a15e750e3247d210ffaaa6b9f78c9d8c8a140d25d00a6cb047f5fa45534dd49
TaxVAMB-Kraken2	taxvamb__024	38.fna	378	1174271	3426	100.0	GCA_000020785.1	Hydrogenobaculum_sp._Y04AAS1	1114833	94.9383064045693	5.061693595430697	1124968	1559514	72.13580641148461	MQ proxy	71.45	1.57	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__024.fna	7287576071295ae6ef7f08ca2ad81e397320e5e55e7c2c697a9a885c65eed38e
TaxVAMB-Kraken2	taxvamb__025	4.fna	10	2270897	372866	100.0	GCA_000010305.1	Gemmatimonas_aurantiaca_T-27	2270897	100.0	0.0	2270743	4636964	48.970468608339424	Below MQ proxy	65.55	0.01	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__025.fna	e6c8d3e6ccdd7a8fb9e8a2850cb833eb7eed7e1bfab49c6efebb46d2e1d29a16
TaxVAMB-Kraken2	taxvamb__026	47.fna	317	930429	3170	100.0	GCA_001481685.1	Ignicoccus_islandicus_DSM_13165	922730	99.17253224050411	0.8274677594958888	921623	1394664	66.08208141889372	MQ proxy	59.44	0.01	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__026.fna	ef769ed88f501aee9dfe043362d8be1dd59dbc406e51cbb96c9712165b576939
TaxVAMB-Kraken2	taxvamb__027	5.fna	42	1254797	66793	100.0	GCA_000018945.1	Thermotoga_neapolitana_DSM_4359	1056769	84.2183237607358	15.7816762392642	1099205	1884562	58.32681546162981	Below MQ proxy	64.21	1.19	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__027.fna	47cd3a131fffcaa76390666bf9f850a50f16007a0a7a4ecc7a890e643550c76c
TaxVAMB-Kraken2	taxvamb__028	57.fna	477	1599453	3710	98.5543807789288	GCA_000016125.1	Methanococcus_maripaludis_C5	1469750	93.2386662445895	6.761333755410504	1449986	1789046	81.04799988373692	MQ proxy	77.63	6.32	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__028.fna	08cf2e7adcc4a07aa7f2154fb87c3647eec0a42fc3aa8d3a8fef81ba5c7a9f5b
TaxVAMB-Kraken2	taxvamb__029	6.fna	51	2334006	90576	100.0	GCA_000016785.1	Thermotoga_petrophila_RKU-1	1587559	68.0186340566391	31.9813659433609	1586899	1823511	87.02437221382267	Below MQ proxy	99.99	33.59	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__029.fna	163ea540a234f0063645672a81bec874ea49ea1d68711c21d7c403e23f4e37a6
TaxVAMB-Kraken2	taxvamb__030	64.fna	950	5173479	6865	100.0	GCA_000017325.1	Shewanella_baltica_OS185	2607022	50.39204759505161	49.60795240494839	3738028	5312910	70.35745006032475	Below MQ proxy	98.4	7.47	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__030.fna	99a7a4791f14ca1e85ae53904be4d762fe63b31f676adba061872e88888beab2
TaxVAMB-Kraken2	taxvamb__031	650.fna	136	273836	1954	100.0	GCA_000015805.1	Pyrobaculum_calidifontis_JCM_11548	273836	100.0	0.0	274670	2009313	13.669846360422692	Below MQ proxy	15.98	0.16	True	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__031.fna	1e0e76eac0ad4c11e6e1153338399e1ee9ac8a91d6ee919508d6f17cdf0ccc57
TaxVAMB-Kraken2	taxvamb__032	67.fna	510	1528897	3293	100.0	GCA_000006985.1	Chlorobaculum_tepidum_TLS	1432571	93.69964098300932	6.300359016990683	1435173	2154946	66.59902382704718	MQ proxy	67.02	1.29	False	False	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__032.fna	93fbb4dc8aee22c40c13e97b4537d7219780cafda4f6b9fc165505ae49e6a073
TaxVAMB-Kraken2	taxvamb__033	7.fna	189	5618393	52966	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	5606526	99.78878302034052	0.21121697965948272	5613671	6785430	82.73124916180699	MQ proxy	98.03	0.45	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__033.fna	afb12deb73b4356f25a96068a229b7ad32800359adc1e348eef93b3735212546
TaxVAMB-Kraken2	taxvamb__034	8.fna	43	1734637	79303	100.0	GCA_000091665.1	Methanocaldococcus_jannaschii_DSM_2661	1726211	99.51424995546618	0.4857500445338161	1725585	1739927	99.17571254426191	HQ proxy	99.91	0.12	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__034.fna	974df6cef6f1d99aa3e7ab61f82f61586c31582bead915eb3dd0d4177bbdc539
TaxVAMB-Kraken2	taxvamb__035	9.fna	77	2643322	47024	100.0	GCA_000009145.1	Nitrosomonas_europaea_ATCC_19718	2643322	100.0	0.0	2692010	2812094	95.72973022950157	HQ proxy	100.0	0.04	True	True	${ARTICLE42_WORK_DIR}/candidates/taxvamb/taxvamb__035.fna	15114bf6c8fe4894a3bd1e74247c393c4ace98dd8d1947a3c5cff20ef6b0d7ec
