MAG	Taxonomy	Springs	NonzeroSprings	Prevalence	MeanRelativeAbundance	MaximumRelativeAbundance	RelaxedFilter	PrimaryFilter	StrictFilter
AB22.MAG091	Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;WYEG01	56	28	0.5	0.000952880954319044	0.00945650709238032	FALSE	FALSE	FALSE
AB22.MAG092	Bacteria;Bacteroidota;Bacteroidia;SpSt-205;SpSt-205;JAPYWM01	56	23	0.410714285714286	0.00105571201128251	0.00731475365737683	FALSE	FALSE	FALSE
AB22.MAG094	Bacteria;Deinococcota;Deinococci;Deinococcales;Thermaceae;Meiothermus	56	43	0.767857142857143	0.00465840780278009	0.0496899254651118	TRUE	TRUE	TRUE
AB22.MAG097	Bacteria;Chloroflexota;Anaerolineae;Promineifilales;Promineifilaceae;JACSRF01	56	17	0.303571428571429	0.000360207512296484	0.00639795841327031	FALSE	FALSE	FALSE
AB22.MAG098	Bacteria;Chloroflexota;Dehalococcoidia;Tepidiformales;Tepidiformaceae;Tepidiforma;Tepidiforma thermophila	56	50	0.892857142857143	0.00428803226256797	0.00960631412070509	TRUE	TRUE	TRUE
AB22.MAG099	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae	56	35	0.625	0.000800657807447529	0.00812898374203252	FALSE	FALSE	FALSE
AB22.MAG100	Bacteria;Bacteroidota;Bacteroidia;CAIKAF01;CAIKAF01	56	19	0.339285714285714	0.000307451106057639	0.00615731896625574	FALSE	FALSE	FALSE
AB22.MAG102	Bacteria;Desulfobacterota_B;Binatia;DP-6;DP-6	56	44	0.785714285714286	0.00309163524990187	0.0173574547171969	TRUE	TRUE	TRUE
AB22.MAG106	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Thermaurantiacus	56	35	0.625	0.00167677897583939	0.0159299681400637	TRUE	FALSE	FALSE
AB31.MAG01	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	24	0.428571428571429	0.000784260511915818	0.005370782813495	FALSE	FALSE	FALSE
AB31.MAG05	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	25	0.446428571428571	0.000383487432957975	0.00172450129337597	FALSE	FALSE	FALSE
AB31.MAG17	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	17	0.303571428571429	0.000509549483018073	0.00554075277037639	FALSE	FALSE	FALSE
AB31.MAG18	Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	56	40	0.714285714285714	0.0153793968112231	0.0686275803917427	TRUE	TRUE	TRUE
AB31.MAG19	Bacteria;Chloroflexota;Anaerolineae;B4-G1;DUEL01;SpSt-77	56	43	0.767857142857143	0.0118043036012109	0.0424104151791696	TRUE	TRUE	TRUE
AB31.MAG22	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;JANWWM01	56	33	0.589285714285714	0.000487975381110397	0.00278599442801114	FALSE	FALSE	FALSE
AB31.MAG27	Bacteria;Thermotogota;Thermotogae;Thermotogales;DSM-5069;Pseudothermotoga_A	56	25	0.446428571428571	0.000548154709803351	0.00483987943655615	FALSE	FALSE	FALSE
AB31.MAG30	Bacteria;Acidobacteriota;Blastocatellia;HR10;HR10;HR10	56	12	0.214285714285714	0.00030787563310792	0.00375025187512594	FALSE	FALSE	FALSE
AB31.MAG31	Bacteria;Cyanobacteriota;Cyanobacteriia;Gloeomargaritales;Gloeomargaritaceae;Gloeomargarita	56	24	0.428571428571429	0.000740537838405531	0.0102780411121644	FALSE	FALSE	FALSE
AB32.MAG01	Archaea;Thermoproteota;Nitrososphaeria_A;Caldarchaeales;Caldarchaeaceae	56	19	0.339285714285714	0.00106007419734142	0.012132256066128	FALSE	FALSE	FALSE
AB32.MAG05	Bacteria;Bacteroidota_A;Kryptoniia;Kryptoniales;Kryptoniaceae;Kryptonium	56	37	0.660714285714286	0.00378918933025377	0.0230879261186364	TRUE	FALSE	FALSE
AB32.MAG06	Bacteria;Acidobacteriota;Blastocatellia;HR10;HR10;HR10	56	9	0.160714285714286	6.01639521769189e-05	0.000916501145626432	FALSE	FALSE	FALSE
AB32.MAG12	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	25	0.446428571428571	0.000758991689394909	0.00575299712350144	FALSE	FALSE	FALSE
AB32.MAG14	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	40	0.714285714285714	0.00208746934927799	0.0116930701584209	TRUE	TRUE	TRUE
AB32.MAG15	Bacteria;Bacteroidota_A;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus	56	19	0.339285714285714	0.000106617469510235	0.0015335019168774	FALSE	FALSE	FALSE
AB32.MAG17	Bacteria;Bacteroidota_A;Kapaibacteriia;Kapaibacteriales;HRBIN21;HRBIN21	56	13	0.232142857142857	0.00141165690725902	0.0322610403263004	FALSE	FALSE	FALSE
AB32.MAG21	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;629B-23;629B-23 sp017743375	56	33	0.589285714285714	0.00259387663960285	0.0158754682490635	FALSE	FALSE	FALSE
AB32.MAG22	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	33	0.589285714285714	0.000911307794885263	0.00970650485325243	FALSE	FALSE	FALSE
AB32.MAG24	Bacteria;Bipolaricaulota;Bipolaricaulia;RBG-16-55-9;DRXL01;JANXCC01	56	39	0.696428571428571	0.00577157462275075	0.0719738920391619	TRUE	FALSE	FALSE
AB35.MAG02	Bacteria;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;SM23-35;JALHSV01	56	27	0.482142857142857	0.00170861897984659	0.034891462804633	FALSE	FALSE	FALSE
AB35.MAG05	Archaea;Thermoplasmatota;E2;DHVEG-1;DHVEG-1;SM1-50	56	7	0.125	0.000931089571001083	0.0373960673129212	FALSE	FALSE	FALSE
AB35.MAG08	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;UXAT02;Defluviicoccus	56	25	0.446428571428571	0.00170392013849621	0.0297466535439764	FALSE	FALSE	FALSE
AB35.MAG17	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;JADJNW01	56	25	0.446428571428571	0.000453769640762144	0.0157106282791309	FALSE	FALSE	FALSE
AB35.MAG18	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;UBA2329	56	16	0.285714285714286	0.0010657114621899	0.0464518836133905	FALSE	FALSE	FALSE
AM01.MAG003	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;JADCCX01	56	21	0.375	0.000564901458449104	0.00867418102961991	FALSE	FALSE	FALSE
AM01.MAG007	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;JANWWM01	56	41	0.732142857142857	0.00173104106131192	0.0119524837618954	TRUE	TRUE	FALSE
AM01.MAG010	Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Ahniellaceae	56	21	0.375	0.00634204526937995	0.302222395555209	FALSE	FALSE	FALSE
AM01.MAG011	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Rubrivivax	56	38	0.678571428571429	0.00247824249407183	0.0132329735340529	TRUE	FALSE	FALSE
AM01.MAG014	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;JSC-12;JSC-12 sp000309945	56	30	0.535714285714286	0.0012475875231881	0.0204778368601063	FALSE	FALSE	FALSE
AM01.MAG017	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	42	0.75	0.00104780839943359	0.0121597743195486	TRUE	TRUE	FALSE
AM01.MAG018	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermosynechococcales;Thermosynechococcaceae;Thermosynechococcus;Thermosynechococcus lividus	56	25	0.446428571428571	0.000556768990117216	0.00636826273652547	FALSE	FALSE	FALSE
AM01.MAG023	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;CANJQH01	56	7	0.125	0.00122009524896854	0.0605551211102422	FALSE	FALSE	FALSE
AM01.MAG025	Bacteria;Cyanobacteriota;Cyanobacteriia;Phormidesmidales;Phormidesmidaceae	56	25	0.446428571428571	0.000763019786462212	0.00900451800903602	FALSE	FALSE	FALSE
AM01.MAG028	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;CADEED01	56	22	0.392857142857143	0.00057353808442387	0.0115707989380559	FALSE	FALSE	FALSE
AM01.MAG029	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Lacibacter	56	12	0.214285714285714	0.000373695229129321	0.00817993865030861	FALSE	FALSE	FALSE
AM01.MAG030	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;CADEEN01	56	32	0.571428571428571	0.00141897114062793	0.0180569638860722	FALSE	FALSE	FALSE
AM01.MAG033	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;CAKUMP01	56	37	0.660714285714286	0.00147538504504499	0.00879098241803516	TRUE	FALSE	FALSE
AM01.MAG036	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;UBA964	56	28	0.5	0.000454485464579729	0.0100563021160937	FALSE	FALSE	FALSE
AM01.MAG038	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;M5B4	56	32	0.571428571428571	0.000792172763105813	0.0057229628007418	FALSE	FALSE	FALSE
AM01.MAG041	Bacteria;Deinococcota;Deinococci;Deinococcales;JAAFIG01	56	15	0.267857142857143	0.000679811298207219	0.00750296998812005	FALSE	FALSE	FALSE
AM01.MAG044	Bacteria;Bacteroidota;Bacteroidia;SpSt-205;SpSt-205;JAPYWM01	56	34	0.607142857142857	0.00136805627171029	0.0103690725835081	TRUE	FALSE	FALSE
AM01.MAG045	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Laspinemataceae;Planktothricoides	56	15	0.267857142857143	0.00032050887904449	0.00436331442563749	FALSE	FALSE	FALSE
AM01.MAG046	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae	56	12	0.214285714285714	0.000387612503099014	0.00832548409162266	FALSE	FALSE	FALSE
AM01.MAG047	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;CALDSX01	56	24	0.428571428571429	0.002055032024661	0.0288044927988768	FALSE	FALSE	FALSE
AM01.MAG050	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;UBA8156	56	24	0.428571428571429	0.000662093269834896	0.00908033250784856	FALSE	FALSE	FALSE
AM01.MAG052	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;CALDSX01	56	22	0.392857142857143	0.000183502655387081	0.0028570300433003	FALSE	FALSE	FALSE
AM01.MAG054	Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;BPKI01;BPKI01	56	33	0.589285714285714	0.000697829652000947	0.00716339328817637	FALSE	FALSE	FALSE
AM01.MAG056	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	35	0.625	0.000886897254899741	0.0138946843847749	FALSE	FALSE	FALSE
AM01.MAG060	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Thermoflexibacteraceae;Thermoflexibacter	56	38	0.678571428571429	0.00102417139285961	0.0101519593921624	TRUE	FALSE	FALSE
AM01.MAG065	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;UBA6663;UBA6663	56	32	0.571428571428571	0.000728906354742215	0.00836396654413382	FALSE	FALSE	FALSE
AM01.MAG066	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;GBChlB	56	26	0.464285714285714	0.00133771422161958	0.0209120836483346	FALSE	FALSE	FALSE
AM01.MAG068	Bacteria;Deinococcota;Deinococci;Deinococcales;Thermaceae;Meiothermus	56	35	0.625	0.00318680679047156	0.0194800779203117	TRUE	FALSE	FALSE
AM01.MAG069	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Thermaurantiacus	56	24	0.428571428571429	0.000671029774951382	0.00491451965807863	FALSE	FALSE	FALSE
AM01.MAG072	Bacteria;Bipolaricaulota;Bipolaricaulia;RBG-16-55-9;DRXL01;SKYB132	56	24	0.428571428571429	0.000981357144987215	0.00922597232208303	FALSE	FALSE	FALSE
AM01.MAG075	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Vicinibacter	56	12	0.214285714285714	0.000110943686579602	0.00369575723977964	FALSE	FALSE	FALSE
AM01.MAG077	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	39	0.696428571428571	0.0011812287710239	0.018992962014076	TRUE	FALSE	FALSE
AM01.MAG079	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;JANOZM01	56	10	0.178571428571429	0.00045710780861981	0.0145791804928018	FALSE	FALSE	FALSE
AM01.MAG080	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	24	0.428571428571429	0.000245372511966438	0.00240239372099451	FALSE	FALSE	FALSE
AM01.MAG082	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas	56	25	0.446428571428571	0.000871429527006553	0.0146677259392976	FALSE	FALSE	FALSE
AM01.MAG083	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SG8-39	56	42	0.75	0.00151320818710893	0.0065120297110276	TRUE	TRUE	FALSE
AM01.MAG084	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;Leptothermofonsia;Leptothermofonsia sp023511615	56	22	0.392857142857143	0.000455402107954711	0.00376534462936722	FALSE	FALSE	FALSE
AM01.MAG085	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae	56	24	0.428571428571429	0.000631545639365957	0.0122450122450122	FALSE	FALSE	FALSE
AM01.MAG091	Bacteria;Bacteroidota_A;UBA10030;UBA10030;UBA6906;CAADGV01	56	29	0.517857142857143	0.00069009957204937	0.0075853560894016	FALSE	FALSE	FALSE
AM01.MAG096	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;M5B4	56	26	0.464285714285714	0.00160130771876279	0.0312499687500313	FALSE	FALSE	FALSE
AM01.MAG097	Bacteria;Acidobacteriota;Thermoanaerobaculia;Multivoradales;JAGPDF01;JACTMI01	56	22	0.392857142857143	0.000297937748908115	0.00378269662581546	FALSE	FALSE	FALSE
AM01.MAG102	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus_B	56	15	0.267857142857143	0.000493456670704841	0.0149124228867494	FALSE	FALSE	FALSE
AM02.MAG03	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;Leptothermofonsia;Leptothermofonsia sp023511615	56	28	0.5	0.000840134746380792	0.00634389809683057	FALSE	FALSE	FALSE
AM02.MAG05	Bacteria;Bacteroidota;Bacteroidia;AKYH767-A;OLB10;CAADHD01	56	12	0.214285714285714	0.00016433087370891	0.00532520487664643	FALSE	FALSE	FALSE
AM02.MAG07	Bacteria;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;JANWXD01	56	43	0.767857142857143	0.00177325151418515	0.0175589824410176	TRUE	TRUE	FALSE
AM02.MAG09	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;DSNY01	56	42	0.75	0.00150306603277769	0.00675499324500676	TRUE	TRUE	FALSE
AM02.MAG15	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;JBBIQH01	56	18	0.321428571428571	0.000480944828257599	0.00412367903770378	FALSE	FALSE	FALSE
AM02.MAG17	Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Gemmata	56	38	0.678571428571429	0.00118535031271141	0.00542089449552278	TRUE	FALSE	FALSE
AM02.MAG18	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;UBA10324	56	4	0.0714285714285714	1.82740044550892e-05	0.000552448066312802	FALSE	FALSE	FALSE
AM02.MAG20	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermostichales;Thermostichaceae;Thermostichus	56	35	0.625	0.00116231418444606	0.00993699006300994	TRUE	FALSE	FALSE
AM02.MAG22	Bacteria;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;JANXAZ01	56	49	0.875	0.00434919204948297	0.0120989516041936	TRUE	TRUE	TRUE
AM02.MAG24	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;629B-23;629B-23 sp034434555	56	42	0.75	0.00208274735934117	0.00873906117342821	TRUE	TRUE	TRUE
AM02.MAG26	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;Nitrosothermus	56	5	0.0892857142857143	0.000138519506605574	0.00523410146292703	FALSE	FALSE	FALSE
AM02.MAG33	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;CALDSX01	56	21	0.375	0.000232360483947133	0.00341747778639439	FALSE	FALSE	FALSE
AM02.MAG36	Bacteria;Planctomycetota;Phycisphaerae;UBA1845;Fen-1342;CAADGL01	56	31	0.553571428571429	0.00101698548517854	0.0133457880412528	FALSE	FALSE	FALSE
AM02.MAG37	Bacteria;Bipolaricaulota;Bipolaricaulia;RBG-16-55-9;DRXL01;SKYB132	56	16	0.285714285714286	0.000419897988418209	0.00483003265067727	FALSE	FALSE	FALSE
AM02.MAG41	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae	56	30	0.535714285714286	0.000688111876731124	0.00379690218745057	FALSE	FALSE	FALSE
AM02.MAG42	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Laspinemataceae;Planktothricoides	56	8	0.142857142857143	9.45751891950651e-05	0.00167167223890746	FALSE	FALSE	FALSE
AM02.MAG44	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae	56	30	0.535714285714286	0.00317590477776172	0.0328033156066312	FALSE	FALSE	FALSE
AM02.MAG48	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Thermaurantiacus	56	23	0.410714285714286	0.000930738693376484	0.00761099238900761	FALSE	FALSE	FALSE
AM02.MAG50	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Thermaurantiacus	56	23	0.410714285714286	0.000813181264007467	0.00490720503519809	FALSE	FALSE	FALSE
AM02.MAG51	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Thermaurantiacus	56	29	0.517857142857143	0.00103433117405221	0.00838865199051131	FALSE	FALSE	FALSE
AM02.MAG52	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Casimicrobiaceae	56	40	0.714285714285714	0.00206124305741823	0.0187779812220188	TRUE	TRUE	TRUE
AM02.MAG55	Bacteria;Planctomycetota;Phycisphaerae;UBA1845;Fen-1342;CALGJV01	56	29	0.517857142857143	0.000677386055636441	0.00768681383626491	FALSE	FALSE	FALSE
AM02.MAG56	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;GBS-DC;HRBIN15	56	30	0.535714285714286	0.00114450185960034	0.00592450296225148	FALSE	FALSE	FALSE
AM02.MAG59	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	26	0.464285714285714	0.00156410360404534	0.0192843942146817	FALSE	FALSE	FALSE
AM02.MAG62	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	42	0.75	0.0019215692004013	0.029155077746874	TRUE	TRUE	FALSE
AM02.MAG64	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;GBChlB	56	23	0.410714285714286	0.000419411400568736	0.00636001272002544	FALSE	FALSE	FALSE
AM02.MAG67	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;M5B4	56	25	0.446428571428571	0.000810554955104127	0.00630815094168325	FALSE	FALSE	FALSE
AM02.MAG71	Bacteria;Sysuimicrobiota;Sysuimicrobiia;Sysuimicrobiales;Sysuimicrobiaceae;Tepidifontimicrobium	56	30	0.535714285714286	0.000900223671213775	0.00564275705344632	FALSE	FALSE	FALSE
AM02.MAG72	Bacteria;Chloroflexota;Anaerolineae;J036;Brachytrichaceae;629B-23	56	34	0.607142857142857	0.00125477090227258	0.0118695817046414	TRUE	FALSE	FALSE
AM02.MAG75	Bacteria;Acidobacteriota;Terriglobia;Acidiferrales;UBA7541;DSGC01	56	25	0.446428571428571	0.000413254357768932	0.003881589321168	FALSE	FALSE	FALSE
AR01.MAG04	Bacteria;Bacteroidota_A;Rhodothermia;JANXDC01;JANXDC01;JANXDC01;JANXDC01 sp025998875	56	19	0.339285714285714	0.000789811695895119	0.0116133681734379	FALSE	FALSE	FALSE
AR01.MAG08	Bacteria;Desulfobacterota;BSN033;BSN033;UBA1163;RBG-16-49-23	56	34	0.607142857142857	0.000962479599318604	0.00662099337900662	FALSE	FALSE	FALSE
AR01.MAG11	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;JANWWM01	56	38	0.678571428571429	0.0043191776089467	0.0285250285250285	TRUE	FALSE	FALSE
AR01.MAG21	Bacteria;Armatimonadota;HRBIN17;HRBIN17;HRBIN17;Fervidibacter;Fervidibacter sp041446875	56	20	0.357142857142857	0.000743948559745023	0.0083629247336774	FALSE	FALSE	FALSE
AR01.MAG30	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;UBA1924;VGXM01	56	22	0.392857142857143	0.000505775571069714	0.00623417048332639	FALSE	FALSE	FALSE
AR01.MAG31	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	39	0.696428571428571	0.00177741075771947	0.0140073239951173	TRUE	FALSE	FALSE
AR01.MAG32	Bacteria;Planctomycetota;Phycisphaerae;UBA1845;Fen-1342;CALGJV01	56	41	0.732142857142857	0.0041221152540416	0.0280047479572684	TRUE	TRUE	TRUE
AR01.MAG34	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosocaldaceae;JBBIQH01	56	26	0.464285714285714	0.000777443014789503	0.00787044023556321	FALSE	FALSE	FALSE
AR01.MAG35	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;ATM1;DATMAR01	56	15	0.267857142857143	0.000105801824254256	0.00323281230397763	FALSE	FALSE	FALSE
AR01.MAG42	Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira_D	56	35	0.625	0.00100410099910344	0.0113699545201819	TRUE	FALSE	FALSE
AR01.MAG44	Bacteria;Cyanobacteriota;Cyanobacteriia;Thermosynechococcales;Thermosynechococcaceae;Thermosynechococcus;Thermosynechococcus lividus	56	24	0.428571428571429	0.000315008598241294	0.00788996844012624	FALSE	FALSE	FALSE
AR01.MAG46	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Villigracilaceae;630D-37	56	42	0.75	0.00247883685099536	0.0119269880730119	TRUE	TRUE	TRUE
AR01.MAG52	Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira_D	56	30	0.535714285714286	0.000893073720437096	0.0066406533853599	FALSE	FALSE	FALSE
AR01.MAG59	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;M3007	56	24	0.428571428571429	0.000466406376577493	0.00498000498000498	FALSE	FALSE	FALSE
AR01.MAG61	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;Limisphaeraceae;Limisphaera	56	40	0.714285714285714	0.00174277557951752	0.00626668755562519	TRUE	TRUE	FALSE
AR01.MAG62	Bacteria;Cyanobacteriota;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;Leptothermofonsia;Leptothermofonsia sp023511615	56	34	0.607142857142857	0.00159603555239457	0.0242147984295969	TRUE	FALSE	FALSE
AR08.MAG01	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	30	0.535714285714286	0.00142713360972081	0.00598797604809581	FALSE	FALSE	FALSE
AR08.MAG03	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacteroides	56	24	0.428571428571429	0.00228715182587469	0.0725479818630045	FALSE	FALSE	FALSE
AR08.MAG08	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	56	14	0.25	0.000490078241436897	0.0187812453046887	FALSE	FALSE	FALSE
AR08.MAG11	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	56	20	0.357142857142857	0.000861980050348537	0.0377374905656274	FALSE	FALSE	FALSE
AR10.MAG02	Bacteria;Bacteroidota;Bacteroidia;J057	56	14	0.25	0.00109957043574753	0.0128149743700513	FALSE	FALSE	FALSE
AR10.MAG03	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Opitutales;Oceanipulchritudinaceae;JANRLC01	56	37	0.660714285714286	0.000903349913664901	0.00904806333644336	FALSE	FALSE	FALSE
AR10.MAG04	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;JACAEO01;JACAEO01 sp013388805	56	39	0.696428571428571	0.00299520551452146	0.0183166945049916	TRUE	FALSE	FALSE
AR10.MAG05	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;UBA2796;CP2-2F	56	40	0.714285714285714	0.00209806664988897	0.0216634935009519	TRUE	TRUE	TRUE
AR10.MAG09	Bacteria;Bacteroidota_A;Chlorobiia;Chlorobiales;Thermochlorobacteraceae;Thermochlorobacter	56	33	0.589285714285714	0.00135187648321388	0.0066634980009506	FALSE	FALSE	FALSE
AR10.MAG10	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Xenococcaceae;LEGE-06147	56	31	0.553571428571429	0.00142315613834073	0.0171369314522742	FALSE	FALSE	FALSE
AR10.MAG13	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium	56	39	0.696428571428571	0.00195498221968109	0.00991396034415862	TRUE	FALSE	FALSE
AR10.MAG14	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus;Chloroflexus sp000516515	56	43	0.767857142857143	0.00338372838818298	0.0482298070807717	TRUE	TRUE	TRUE
AR10.MAG15	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;JACAEQ01;JACAEQ01 sp013388755	56	30	0.535714285714286	0.00140101510385869	0.0150638644252202	FALSE	FALSE	FALSE
