CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC52	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2583	3160255	3161325	+	null
CGC52	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2584	3161409	3162734	+	null
CGC52	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2585	3162750	3165878	+	TC|1.B.14.6.16
CGC53	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2677	3262908	3264857	-	CAZyme|GH97_e5
CGC53	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2678	3264883	3266193	-	Sulfatase|S1_14
CGC53	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2679	3266202	3268370	-	CAZyme|GH67_e0
CGC53	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2680	3268467	3270020	-	CAZyme|GH76_e36
CGC53	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2681	3270036	3271001	-	null
CGC53	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2682	3271013	3272995	-	null
CGC53	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2683	3273006	3276110	-	TC|1.B.14.6.16
CGC54	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2718	3317191	3318828	+	CAZyme|GH27_e3|CBM35_e26
CGC54	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2719	3318924	3320390	-	STP|TPR_2
CGC54	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2720	3320412	3321353	-	null
CGC54	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2721	3321358	3322170	-	TC|2.C.1.4.2
CGC54	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2722	3322197	3322850	-	null
CGC54	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2723	3322866	3323471	-	null
CGC54	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2724	3323501	3324298	-	TC|1.A.30.3.4
CGC55	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2733	3336916	3337923	-	TC|8.A.5.1.3
CGC55	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2734	3338137	3341142	-	CAZyme|GH2_21
CGC55	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2735	3341531	3343018	-	TC|2.A.50.2.3
CGC56	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2804	3403559	3404782	-	CAZyme|GT30_e38
CGC56	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2805	3404799	3406313	-	null
CGC56	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2806	3406408	3408480	+	TC|9.B.28.5.3
CGC56	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2807	3408455	3408925	-	null
CGC56	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2808	3408968	3410764	-	CAZyme|GH123_e26
CGC56	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2809	3410820	3413276	-	TC|3.A.11.1.5
CGC57	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2922	3571213	3574341	-	TC|1.B.14.6.17
CGC57	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2923	3574578	3578591	-	STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC57	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2924	3579467	3580657	-	null
CGC57	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2925	3580840	3583203	-	TC|8.A.3.3.4
CGC57	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2926	3583238	3584035	-	null
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2927	3584072	3585223	-	CAZyme|GT4_e8627
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2928	3585303	3586415	-	CAZyme|GT4_e5775
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2929	3586412	3587551	-	CAZyme|GT4_e408
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2930	3587548	3588792	-	CAZyme|GT129_e0
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2931	3588805	3589803	-	CAZyme|GT2
CGC57	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2932	3589800	3590903	-	null
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2933	3590900	3591766	-	CAZyme|GT14_e68
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2934	3591766	3592641	-	CAZyme|GT14_e45
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2935	3592634	3593563	-	CAZyme|GT32_e179
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2936	3593575	3594504	-	CAZyme|GT8_e485
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2937	3594515	3595315	-	CAZyme|GT2
CGC57	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2938	3595315	3595851	-	null
CGC57	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2939	3595908	3596891	-	CAZyme|GT2
CGC57	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2940	3596904	3597509	-	null
CGC57	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2941	3597506	3598960	-	TC|2.A.66.2.23
CGC58	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2951	3607119	3608231	-	TC|9.B.146.1.4
CGC58	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2952	3608636	3609520	+	STP|HTH_18
CGC58	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2953	3609719	3610948	-	null
CGC58	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2954	3611934	3613646	-	CAZyme|GH93_e16
CGC58	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2955	3613724	3615598	-	null
CGC58	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2956	3615607	3618681	-	TC|1.B.14.6.17
CGC58	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2957	3618732	3619724	-	CAZyme|GH43_31
CGC58	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2958	3619770	3621128	-	null
CGC58	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2959	3621614	3625594	-	STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC58	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2960	3626229	3627212	-	CAZyme|GH43_31+Sulfatase|S1_7
CGC58	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2961	3627234	3629300	-	CAZyme|GH182_e0
CGC58	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2962	3629371	3629514	+	null
CGC58	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2963	3629527	3630504	-	CAZyme|GH43_3
CGC58	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2964	3630640	3631665	-	CAZyme|GH159_e9+Sulfatase|S1_4
CGC59	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2968	3636030	3639233	-	TC|1.B.14.6.17
CGC59	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2969	3639261	3640571	-	Sulfatase|S1_7
CGC59	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2970	3640606	3641964	-	Sulfatase|S1_7
CGC59	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2971	3642019	3644565	-	CAZyme|GH116_e13
CGC59	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2972	3644584	3646008	-	null
CGC59	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2973	3646091	3646972	-	STP|AraC_binding+STP|HTH_18
CGC59	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2974	3647317	3649284	-	CAZyme|GH146_e3
CGC59	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2975	3649296	3653930	-	CAZyme|GH43_26|GH106_e51
CGC59	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2976	3653945	3655153	-	CAZyme|GH88_e55+Sulfatase|S1_27
CGC59	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2977	3655177	3656598	-	Sulfatase|S1_7
CGC59	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2978	3656629	3657603	-	null
CGC59	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2979	3657687	3658910	-	CAZyme|GH154_e28+Sulfatase|S1_14
CGC60	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2983	3662793	3665987	-	TC|1.B.14.6.17
CGC60	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2984	3666005	3667087	-	CAZyme|GH105_e98+Sulfatase|S1_16
CGC60	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_2985	3667119	3668933	-	CAZyme|GH2_18+Sulfatase|S1_22
CGC61	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3001	3693238	3694437	+	CAZyme|GT4_e4301
CGC61	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3002	3694434	3695567	+	CAZyme|GT4_e3623
CGC61	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3003	3695564	3696790	+	CAZyme|GT4_e5281
CGC61	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3004	3696762	3697673	-	STP|HTH_18
CGC61	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3005	3697897	3699000	+	TC|2.A.6.2.29
CGC61	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3006	3699015	3702191	+	TC|2.A.6.2.22
CGC61	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3007	3702207	3703571	+	TC|2.A.6.2.23
CGC62	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3012	3708539	3709825	+	CAZyme|GT4_e6959
CGC62	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3013	3709818	3710573	+	CAZyme|GT2
CGC62	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3014	3710631	3713324	-	CAZyme|GH92_e40
CGC62	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3015	3713336	3714526	-	CAZyme|GH76_e88
CGC62	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3016	3714548	3715495	-	Sulfatase|S1_48
CGC62	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3017	3715522	3717060	-	null
CGC62	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3018	3717066	3720032	-	TC|1.B.14.6.1
CGC62	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3019	3720092	3721099	-	TC|2.A.7.6.3
CGC63	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3034	3740650	3743808	-	TC|1.B.14.6.17
CGC63	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3035	3743935	3746043	-	CAZyme|GH2_2
CGC63	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3036	3746063	3747517	-	CAZyme|GH29_e94+Sulfatase|S1_17
CGC64	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3082	3802798	3806184	+	TC|1.B.14.6.17
CGC64	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3083	3806197	3808131	+	null
CGC64	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3084	3808169	3809065	+	CAZyme|CBM32_e241
CGC64	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3085	3809075	3811981	+	CAZyme|CBM32_e236+Sulfatase|S1_8
CGC64	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3086	3812168	3814984	+	TC|1.B.14.12.1
CGC64	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3087	3815152	3816084	+	null
CGC64	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3088	3816241	3818091	-	TC|1.A.23.1.4
CGC64	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3089	3818218	3819204	+	TC|2.A.19.5.2
CGC64	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3090	3819286	3820854	-	null
CGC64	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3091	3821077	3822324	+	CAZyme|GH154_e2+Sulfatase|S1_14
CGC64	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3092	3822979	3823896	+	Sulfatase|S1_30
CGC64	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3093	3824416	3827481	+	TC|1.B.14.6.17
CGC64	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3094	3827521	3829146	+	TC|1.B.38.1.10
CGC64	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3095	3829182	3830744	+	CAZyme|GH30_6+Sulfatase|S1_7
CGC64	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3096	3830770	3831948	+	null
CGC64	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3097	3832138	3833328	+	CAZyme|GH130_1
CGC64	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3098	3833579	3835456	+	TC|2.A.21.3.8
CGC65	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3113	3852033	3853619	-	CAZyme|GH30_4
CGC65	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3114	3853871	3854758	-	null
CGC65	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3115	3854807	3856789	-	null
CGC65	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3116	3856829	3859924	-	TC|1.B.14.6.17
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3152	3906250	3906591	-	CAZyme|AA18_e1
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3153	3906644	3908290	-	CAZyme|GH32_e54+Sulfatase|S1_7
CGC66	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3154	3908453	3909778	-	null
CGC66	Peptidase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3155	3909889	3910758	-	Peptidase|S09.UPW
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3156	3910956	3913094	+	CAZyme|GH31_14
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3157	3913435	3915939	-	CAZyme|GH31_e40
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3158	3915974	3917752	-	CAZyme|GH66_e1
CGC66	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3159	3917766	3919283	-	null
CGC66	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3160	3919317	3920807	-	TC|1.B.38.1.10
CGC66	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3161	3920823	3923822	-	TC|1.B.14.6.17
CGC66	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3162	3924010	3925662	-	null
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3163	3925763	3927967	-	CAZyme|GH2_18+Sulfatase|S1_22
CGC66	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3164	3928001	3929668	-	Sulfatase|S1_4
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3165	3929665	3930795	-	CAZyme|GH43_e30+Sulfatase|S1_7
CGC66	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3166	3930901	3932451	-	Sulfatase|S1_67
CGC66	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3167	3932466	3934595	-	CAZyme|GH51_2
CGC67	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3185	3961873	3963015	+	TC|2.A.1.2.14
CGC67	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3186	3963269	3966670	+	CAZyme|GH2_22
CGC68	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3191	3973267	3974112	+	TC|9.B.330.4.1
CGC68	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3192	3974109	3974753	+	null
CGC68	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3193	3974821	3976233	+	TC|1.C.39.13.1
CGC68	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3194	3976416	3979034	-	null
CGC68	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3195	3979378	3980247	-	STP|AraC_binding+STP|HTH_18
CGC68	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3196	3980272	3981147	-	TC|2.A.7.3.47
CGC68	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3197	3981331	3982770	-	CAZyme|CE20_e13+Sulfatase|S1_7
CGC68	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3198	3983559	3983762	-	null
CGC68	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3199	3983916	3986750	+	null
CGC68	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3200	3986902	3987819	+	TC|2.A.115.1.1
CGC68	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3201	3987868	3988449	+	Sulfatase|S1_7
CGC68	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3202	3988611	3989453	+	TC|1.A.30.1.3
CGC68	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3203	3989587	3991794	-	CAZyme|GH92_e46
CGC68	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3204	3991841	3993997	-	CAZyme|GH36_e24
CGC68	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3205	3994022	3995968	-	CAZyme|CE20_e27+Sulfatase|S1_7
CGC68	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3206	3995977	3997998	-	CAZyme|GH36_e23
CGC69	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3230	4018183	4020609	+	CAZyme|GH95_e15+Sulfatase|S1_7
CGC69	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3231	4020627	4020731	+	null
CGC69	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3232	4020827	4023988	+	TC|1.B.14.6.17
CGC70	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3246	4040676	4044560	+	CAZyme|GH31_e75|GH31_18|CBM32_e89
CGC70	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3247	4044771	4045532	+	null
CGC70	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3248	4045654	4047087	-	CAZyme|CE20_e28+Sulfatase|S1_7
CGC70	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3249	4047270	4051202	-	STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC70	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3250	4051327	4053774	-	CAZyme|GH95_e0+Sulfatase|S1_11
CGC70	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3251	4054149	4054322	+	null
CGC70	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3252	4054449	4057769	+	TC|1.B.14.6.17
CGC70	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3253	4057819	4059651	+	TC|8.A.46.3.4
CGC70	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3254	4059679	4061550	+	Sulfatase|S1_16
CGC70	Sulfatase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3255	4061633	4063201	+	Sulfatase|S1_11
CGC70	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3256	4063219	4065543	+	CAZyme|GH20_e142+Sulfatase|S1_16
CGC70	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3257	4065540	4068614	+	CAZyme|GH2_10+Sulfatase|S1_19
CGC70	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3258	4068649	4069779	+	TC|9.B.169.4.6
CGC70	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3259	4069875	4071554	-	TC|2.A.53.3.9
CGC70	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3260	4071799	4072377	+	null
CGC70	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3261	4072459	4072731	-	null
CGC70	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3262	4072734	4074305	-	TC|3.D.10.1.4
CGC71	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3328	4143633	4144247	-	CAZyme|CE4_e583
CGC71	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3329	4144350	4147724	-	CAZyme|GT117_e5+TC|9.B.142.9.16
CGC71	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3330	4148143	4148934	-	TC|3.A.1.15.15
CGC72	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3372	4205847	4207202	+	TC|9.B.145.1.2
CGC72	Peptidase	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3373	4207249	4209390	+	Peptidase|S46.001
CGC72	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3374	4209423	4210289	-	null
CGC72	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3375	4210573	4212777	+	TC|9.B.174.2.2
CGC72	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3376	4212870	4214645	-	CAZyme|GH2_19+Sulfatase|S1_22
CGC72	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3377	4214913	4219178	+	CAZyme|GH2_10|CBM32_e55|CBM32_e55+Sulfatase|S1_19
CGC72	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3378	4219281	4221233	-	CAZyme|GH97_e5
CGC72	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3379	4221509	4222513	-	null
CGC72	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3380	4222532	4224556	-	null
CGC72	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3381	4224567	4227647	-	TC|1.B.14.6.17
CGC72	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3382	4227668	4229080	-	null
CGC72	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3383	4229123	4231276	-	CAZyme|GH31_1
CGC72	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3384	4231298	4233775	-	CAZyme|GH3_e137+Sulfatase|S1_15
CGC72	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3385	4233887	4235074	-	CAZyme|GH76_e45
CGC72	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3386	4235234	4235395	-	null
CGC72	STP	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3387	4235444	4239544	+	STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC72	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3388	4240031	4241917	-	TC|1.I.1.1.3
CGC73	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3396	4248560	4251565	+	TC|1.B.14.6.17
CGC73	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3397	4251565	4253100	+	TC|1.B.38.1.10
CGC73	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3398	4253168	4254649	+	CAZyme|GH30_3
CGC73	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3399	4254672	4256675	+	null
CGC73	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3400	4256693	4258987	+	CAZyme|GH3_e425+Sulfatase|S1_15
CGC74	CAZyme	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3413	4277069	4279675	-	CAZyme|PL29_e9
CGC74	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3414	4279689	4281626	-	null
CGC74	null	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3415	4281665	4282708	-	null
CGC74	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3416	4282742	4284460	-	TC|8.A.46.1.3
CGC74	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3417	4284501	4287698	-	TC|1.B.14.6.17
CGC75	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3422	4295324	4296709	-	TC|2.A.6.2.25
CGC75	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3423	4296721	4299936	-	TC|2.A.6.2.22
CGC75	TC	GCA_000011065.1|AE015928.1	GCA_000011065.1|AE015928.1_3424	4299953	4301128	-	TC|8.A.1.6.3
