Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
megahit-co__c013374_3	-	-	-	CE4	1	-	-
megahit-co__c013375_2	-	-	-	GT4	1	-	-
megahit-co__c013395_6	-	-	-	GH13_22+GH13_22+GT5	1	-	-
megahit-co__c013402_1	-	GT66(10-307)	GT66_e9(1-309)	GT66	3	GT66_e9	-
megahit-co__c013432_2	-	-	-	CE4	1	-	-
megahit-co__c013433_5	-|-	GH13_21(181-496)	CBM34_e19(26-105)+GH13_e88(181-496)	GH13_21	3	CBM34_e19|GH13_21	alpha-glucan
megahit-co__c013448_4	-	-	GT4_e8262(216-325)	AAM71444.1+GT0	2	GT4_e8262	-
megahit-co__c013450_1	-	GH179(23-195)	GH179_e0(23-195)	-	2	GH179_e0	chitin
megahit-co__c013455_11	-	GT2(12-151)	GT2(12-132)	GT2	3	GT2	-
megahit-co__c013455_12	-	GT26(51-217)	GT26_e4(53-217)	GT26	3	GT26_e4	-
megahit-co__c013455_13	-	-	-	GT0	1	-	-
megahit-co__c013455_21	-	GT4(200-346)	GT4_e2089(200-345)	GT4	3	GT4_e2089	-
megahit-co__c013455_6	-	GT4(178-314)	GT4_e5054(178-314)	GT4	3	GT4_e5054	-
megahit-co__c013463_1	-	GH13_48(56-364)	GH13_e116(55-364)	GH13	3	GH13_48	-
megahit-co__c013470_15	2.4.1.319:4;2.4.1.320:2	GH130_2(26-321)	GH130_e13(26-321)	GH130_2	3	GH130_2	beta-mannan
megahit-co__c013470_17	-	-	-	GH130_1	1	-	-
megahit-co__c013478_2	-	CE16(27-293)	CE16_e57(29-292)	CE0	3	CE16_e57	xylan
megahit-co__c013518_3	-	-	-	GT4	1	-	-
megahit-co__c013521_2	-	GT2(4-119)	GT2(4-165)	GT2	3	GT2	-
megahit-co__c013529_2	-	GT2(1-107)	GT2(1-107)	AAS11939.1+GT2	3	GT2	-
megahit-co__c013551_2	-	-	-	GT4	1	-	-
megahit-co__c013551_3	-	-	-	GH1	1	-	-
megahit-co__c013567_2	-	-	-	GH23	1	-	-
megahit-co__c013605_2	-	GH31_4(217-411)	GH31_e121(217-411)	GH31_4	3	GH31_4	-
megahit-co__c013608_3	-	-	-	GT66	1	-	-
megahit-co__c013611_6	-	-	-	GT31	1	-	-
megahit-co__c013613_2	-	-	-	AAS11950.1+GT2	1	-	-
megahit-co__c013613_3	-	GT2(4-111)	GT2(4-114)	-	2	GT2	-
megahit-co__c013622_1	-	-	-	GT2	1	-	-
megahit-co__c013629_1	2.4.1.25:21	GH77(11-375)	GH77_e26(11-377)	GH77	3	GH77_e26	alpha-glucan
megahit-co__c013630_1	-	-	-	PL10_1	1	-	-
megahit-co__c013666_1	-	-	-	GH92	1	-	-
megahit-co__c013671_3	-	-	-	GT51	1	-	-
megahit-co__c013677_1	3.2.1.21:20;3.2.1.-:4	GH3(3-92)	GH3_e1(2-92)	GH3	3	GH3_e1	beta-glucan;xyloglucan
megahit-co__c013680_1	-	GH3(3-171)	GH3_e120(2-171)	GH3	3	GH3_e120	-
megahit-co__c013687_3	-	-	-	GH24	1	-	-
megahit-co__c013697_27	-	GT2(6-171)	GT2(6-170)	GT2	3	GT2	-
megahit-co__c013697_28	-	GT2(6-176)	GT2(6-176)	GT2	3	GT2	-
megahit-co__c013697_48	-	-	-	CBM5	1	-	-
megahit-co__c013697_81	-	AA10(30-208)	AA10_e64(30-208)	AA10+CBM12	3	AA10_e64	-
megahit-co__c013699_2	-	-	-	GT1	1	-	-
megahit-co__c013710_1	5.4.99.16:7	GH13_16(39-397)	GH13_e0(39-397)	GH13_16	3	GH13_16	alpha-glucan
megahit-co__c013710_2	-	-	-	GH13_3	1	-	-
megahit-co__c013711_2	-	-	-	GT2	1	-	-
megahit-co__c013720_6	-	-	GT4_e15(270-384)	GT4	2	GT4_e15	-
megahit-co__c013720_7	-	GT2(3-105)	GT2(1-98)	GT2	3	GT2	-
megahit-co__c013746_1	-	-	-	GT32	1	-	-
megahit-co__c013771_3	-	GT2(14-77)	GT2(7-77)	-	2	GT2	-
megahit-co__c013790_4	-	-	GT4_e4657(204-314)	GT0	2	GT4_e4657	-
megahit-co__c013790_6	-	GT4(204-327)	GT4_e3299(204-328)	GT4	3	GT4_e3299	-
megahit-co__c013809_24	-	-	-	GT50	1	-	-
megahit-co__c013834_2	-	-	-	GH36	1	-	-
megahit-co__c013874_3	-	GH179(4-175)	GH179_e0(4-173)	-	2	GH179_e0	chitin
megahit-co__c013900_2	-	-	-	GT4	1	-	-
megahit-co__c013903_1	-	-	-	GT2	1	-	-
megahit-co__c013911_1	-	-	-	CBM47	1	-	-
megahit-co__c013921_1	-	GT119(27-202)	GT119_e127(29-206)	GT119	3	GT119_e127	peptidoglycan
megahit-co__c013944_1	-	-	-	GT2	1	-	-
megahit-co__c013944_2	-	-	-	GT2	1	-	-
megahit-co__c013947_2	-	GH3(5-93)	GH3_e300(1-93)	GH3	3	GH3_e300	-
megahit-co__c013950_2	2.4.1.129:2	GT119(27-363)	GT119_e146(27-363)	GT119	3	GT119_e146	peptidoglycan
megahit-co__c013950_30	-|-	GT41(133-613)+GT4(935-1078)	GT41_e59(58-608)+GT4_e5561(939-1066)	GT41+GT4	3	GT41_e59|GT4_e5561	-
megahit-co__c013959_9	-	-	-	AAG19276.1+CBM5	1	-	-
megahit-co__c013971_1	-	-	-	GT2	1	-	-
megahit-co__c013991_3	-	GT4(7-139)	GT4_e367(1-139)	GT4	3	GT4_e367	-
megahit-co__c013996_1	-	-	-	GH13_31	1	-	-
megahit-co__c013997_5	-	GT12(9-163)	GT12_e1(9-165)	GT12	3	GT12_e1	-
megahit-co__c013998_2	-	GT4(197-328)	GT4_e7898(195-330)	GT4	3	GT4_e7898	-
megahit-co__c014014_1	-	-	-	GT0	1	-	-
megahit-co__c014019_4	-	-	-	GT0	1	-	-
megahit-co__c014024_2	-	GT4(71-226)	GT4_e1613(71-226)	GT4	3	GT4_e1613	-
megahit-co__c014035_4	-	-	-	GH4	1	-	-
megahit-co__c014061_1	3.2.1.41:4	-	CBM48_e99(258-354)	CBM48+GH13_13	2	CBM48_e99	alpha-glucan
megahit-co__c014070_2	-	-	-	GH131	1	-	-
megahit-co__c014076_1	-	-	-	GH2_1	1	-	-
megahit-co__c014095_1	3.2.1.4:2;3.2.1.151:5	-	GH74_e19(74-211)	GH0	2	GH74_e19	cellulose;xyloglucan
megahit-co__c014098_1	-	GH20(145-420)	GH20_e181(146-420)	GH20	3	GH20_e181	-
megahit-co__c014110_2	-	GH20(148-447)	GH20_e111(150-447)	GH20	3	GH20_e111	-
megahit-co__c014117_1	-	GT35(14-358)	GT35_e2(21-320)	GT35	3	GT35_e2	-
megahit-co__c014121_2	-	CE19(52-192)	-	-	1	-	-
megahit-co__c014152_1	-	-	-	CBM50	1	-	-
megahit-co__c014168_1	-	GT4(186-338)	GT4_e5609(186-338)	GT4	3	GT4_e5609	-
megahit-co__c014170_1	-	-	-	GT2	1	-	-
megahit-co__c014180_2	-	GT2(7-111)	GT2(7-124)	GT2	3	GT2	-
megahit-co__c014183_1	-	-	-	GH26	1	-	-
megahit-co__c014186_1	-	AA4(7-198)	-	-	1	-	-
megahit-co__c014194_2	3.2.1.52:4	GH3(65-283)	GH3_e199(65-283)	GH3	3	GH3_e199	chitin
megahit-co__c014203_3	-	-	-	GH0	1	-	-
megahit-co__c014212_1	2.4.1.99:3;3.2.1.26:7;3.2.1.64:3;3.2.1.65:10;3.2.1.80:10;3.2.1.153:5	GH32(162-272)	GH32_e16(160-272)	GH32	3	GH32_e16	fructan
megahit-co__c014213_23	-	-	-	GH71	1	-	-
megahit-co__c014219_1	-	GT2(6-166)	GT2(6-166)	GT2	3	GT2	-
megahit-co__c014223_110	-	-	-	CBM57	1	-	-
megahit-co__c014223_123	-	GT4(186-336)	GT4_e1968(188-336)	GT4	3	GT4_e1968	-
megahit-co__c014223_131	-	-	-	GT4	1	-	-
megahit-co__c014223_148	-	GT51(92-257)	GT51_e125(102-257)	GT51	3	GT51_e125	-
megahit-co__c014223_22	-	-	-	GT2	1	-	-
megahit-co__c014223_29	-|3.2.1.39:5	CBM13(396-487)+CBM13(489-623)+CBM13(580-671)	CBM13_e429(394-534)+CBM13_e183(489-671)	CBM13	3	CBM13_e429|CBM13_e183	xylan
megahit-co__c014223_48	-	GT2(4-162)	GT2(4-165)	GT2	3	GT2	-
megahit-co__c014223_49	-	-	-	GT47	1	-	-
megahit-co__c014223_59	-	GT4(190-336)	GT4_e1377(190-336)	GT4	3	GT4_e1377	-
megahit-co__c014223_62	-	GH39(86-411)	GH39_e69(86-392)	GH39	3	GH39_e69	-
megahit-co__c014225_3	-	-	-	GH5_11	1	-	-
megahit-co__c014239_1	-	-	-	GH13_26	1	-	-
megahit-co__c014239_3	3.2.1.68:3	CBM48(24-116)	CBM48_e98(23-116)	CBM48+GH13_11	3	CBM48_e98	alpha-glucan
megahit-co__c014278_1	-	-	-	GT4	1	-	-
megahit-co__c014290_1	-	-	-	GH97	1	-	-
megahit-co__c014296_11	-	-	-	GT2	1	-	-
megahit-co__c014296_22	-	-	-	CBM0	1	-	-
megahit-co__c014296_3	-	-	-	CE6	1	-	-
megahit-co__c014296_49	-	-	-	GH13	1	-	-
megahit-co__c014296_51	-	-	-	GH13	1	-	-
megahit-co__c014298_112	2.4.1.1:9	GT35(272-647)	GT35_e7(125-651)	GT35	3	GT35_e7	-
megahit-co__c014298_126	-	-	-	GH13_31	1	-	-
megahit-co__c014298_144	-	-	-	GH0	1	-	-
megahit-co__c014298_57	-	-	-	GT1	1	-	-
megahit-co__c014298_71	-	-	-	GH71	1	-	-
megahit-co__c014298_81	-	-	-	GH27	1	-	-
megahit-co__c014324_2	-	-	-	GH13_30	1	-	-
megahit-co__c014324_5	3.2.1.52:18	GH20(166-505)	GH20_e12(164-505)	GH20	3	GH20_e12	host glycan
megahit-co__c014324_8	-	-	-	GT50	1	-	-
megahit-co__c014335_2	-	GH68(5-403)	GH68_e12(8-402)	GH68_2	3	GH68_e12	fructan
megahit-co__c014335_3	4.2.2.10:7	PL1_8(1-75)	PL1_e8(1-75)	PL1_8	3	PL1_8	pectin
megahit-co__c014343_1	-	GT51(216-362)	GT51_e270(212-376)	GT51	3	GT51_e270	-
megahit-co__c014344_1	-	GT119(20-264)	GT119_e120(26-266)	GT119	3	GT119_e120	peptidoglycan
megahit-co__c014351_11	-	CE4(40-150)	CE4_e56(39-132)	-	2	CE4_e56	-
megahit-co__c014351_6	-	-	-	GT4	1	-	-
megahit-co__c014351_7	-	GT4(196-342)	GT4_e1179(198-343)	GT4	3	GT4_e1179	-
megahit-co__c014351_9	-	-	GT4_e4541(229-366)	GT0	2	GT4_e4541	-
megahit-co__c014356_12	-	CBM67(31-181)	CBM67_e85(31-181)	CBM67	3	CBM67_e85	rhamnose
megahit-co__c014356_18	-|-	GH10(240-528)	CBM85_e12(65-181)+GH10_e226(241-528)	GH10	3	CBM85_e12|GH10_e226	beta-glucan
megahit-co__c014356_2	-	-	-	GT1	1	-	-
megahit-co__c014356_21	-	GH140(139-541)	GH140_e30(140-526)	GH140	3	GH140_e30	pectin
megahit-co__c014356_25	-	-	-	CBM48	1	-	-
megahit-co__c014358_2	-	CBM50(114-156)	CBM50_e58(114-156)	-	2	CBM50_e58	chitin
megahit-co__c014363_1	-	-	-	GT4	1	-	-
megahit-co__c014369_5	-	-	-	GH13_1+GH13_1	1	-	-
megahit-co__c014380_2	-	GT2(26-191)	GT2(26-190)	GT2	3	GT2	-
megahit-co__c014414_3	-	-	-	GT2	1	-	-
megahit-co__c014416_1	-	GT4(2-125)	GT4_e149(2-119)	GT4	3	GT4_e149	-
megahit-co__c014418_1	-	GH19(41-163)	GH19_e48(28-174)	GH19_1	3	GH19_e48	-
megahit-co__c014430_38	-	-	-	GT2	1	-	-
megahit-co__c014430_4	-	-	-	GH13	1	-	-
megahit-co__c014430_78	-	GT83(14-461)	GT83_e131(15-472)	GT83	3	GT83_e131	-
megahit-co__c014430_79	-	GT2(4-163)	GT2(4-162)	GT2	3	GT2	-
megahit-co__c014456_1	-	GT107(41-261)	GT107_e0(13-261)	GT107	3	GT107_e0	-
megahit-co__c014457_10	3.2.1.25:3	GH2_13(6-699)	GH2_e138(6-690)	GH2_13	3	GH2_13	beta-mannan
megahit-co__c014457_3	2.4.1.319:4;2.4.1.320:2	GH130_2(32-327)	GH130_e13(32-327)	GH130_2	3	GH130_2	beta-mannan
megahit-co__c014457_5	-	GH5(163-444)	-	GH0	2	GH5	-
megahit-co__c014457_6	-	GH5_36(5-294)	GH5_e585(5-294)	GH5_36	3	GH5_36	-
megahit-co__c014484_2	-	-	GT2(6-193)	GT2	2	GT2	-
megahit-co__c014515_1	-	GH146(1-242)	GH146_e41(1-242)	GH146	3	GH146_e41	arabinan
megahit-co__c014518_2	-	-	GT2(1-162)	GT2	2	GT2	-
megahit-co__c014524_8	-	GT51(82-257)	GT51_e59(85-257)	GT51	3	GT51_e59	-
megahit-co__c014539_1	-	-	-	GT2	1	-	-
megahit-co__c014544_1	-	-	-	GT2	1	-	-
megahit-co__c014549_2	-	GT19(5-335)	GT19_e13(5-335)	GT19	3	GT19_e13	-
megahit-co__c014559_4	-	-	-	GT0	1	-	-
megahit-co__c014572_1	-	GH186(53-523)	GH186_e1(54-523)	GH186	3	GH186_e1	beta-glucan
megahit-co__c014579_3	-	-	-	GT47	1	-	-
megahit-co__c014584_2	-	CE4(44-162)	CE4_e648(56-148)	-	2	CE4_e648	-
megahit-co__c014595_9	-	GT2(9-178)	GT2(9-191)	GT2	3	GT2	-
megahit-co__c014600_5	-	-	-	GT32	1	-	-
megahit-co__c014609_3	-	CE4(58-284)	-	-	1	-	-
megahit-co__c014612_1	-	GH18(11-247)	GH18_e732(2-245)	GH18	3	GH18_e732	-
megahit-co__c014658_3	-	GT83(8-254)	GT83_e53(4-233)	GT83	3	GT83_e53	-
megahit-co__c014672_3	-	-	-	GH2_1	1	-	-
megahit-co__c014682_8	-	-	-	GH29	1	-	-
megahit-co__c014727_2	-	PL10_2(121-404)	PL10_e4(121-403)	PL10_2	3	PL10_2	pectin
megahit-co__c014731_2	-	-	-	GT5	1	-	-
megahit-co__c014736_1	-	GT4(122-246)	GT4_e3572(122-250)	GT4	3	GT4_e3572	-
megahit-co__c014749_1	-	GT2(7-124)	GT2(7-248)	GT2	3	GT2	-
megahit-co__c014750_2	3.2.1.78:15	GH5_8(53-228)	GH5_e22(53-228)	AAA72861.1+GH5_8	3	GH5_8	beta-mannan
megahit-co__c014764_18	-	GH18(147-512)	GH18_e777(148-512)	CBM12+GH18	3	GH18_e777	-
megahit-co__c014764_22	-	-	-	GH13_23	1	-	-
megahit-co__c014766_1	-	GT2(6-145)	GT2(6-136)	GT2	3	GT2	-
megahit-co__c014777_18	-	GT4(190-343)	GT4_e3025(193-342)	GT4	3	GT4_e3025	-
megahit-co__c014797_1	-	-	-	GT2	1	-	-
megahit-co__c014797_4	-	-	-	GH5_11	1	-	-
megahit-co__c014799_2	-	-	GT2(21-144)	GT2	2	GT2	-
megahit-co__c014801_3	-|-	GH191(180-313)	GH191_e21(20-134)+GH191_e21(174-312)	GH191	3	GH191_e21|GH191_e21	-
megahit-co__c014801_4	-	-	-	GH26	1	-	-
megahit-co__c014826_1	-	-	-	CE7	1	-	-
megahit-co__c014845_2	-	GT119(19-325)	GT119_e82(19-326)	AAM71536.1+GT119	3	GT119_e82	peptidoglycan
megahit-co__c014848_1	-	GH97(2-265)	GH97_e36(2-265)	GH97	3	GH97_e36	-
megahit-co__c014906_23	-	-	-	GT2	1	-	-
megahit-co__c014914_4	-	GH24(8-157)	GH24_e403(8-157)	GH24	3	GH24_e403	peptidoglycan
megahit-co__c014923_1	-	GH130_1(2-116)	GH130_e60(2-116)	GH130_1	3	GH130_1	beta-mannan
megahit-co__c014935_1	-	GT2(6-166)	GT2(6-164)	GT2	3	GT2	-
megahit-co__c014935_2	-	GT83(1-419)	GT83_e131(1-428)	GT83	3	GT83_e131	-
megahit-co__c014948_10	-	-	-	CBM12	1	-	-
megahit-co__c014972_2	3.2.1.49:3	-	CBM32_e89(2-57)	CBM32+GH31_18	2	CBM32_e89	host glycan
megahit-co__c014973_11	-	-	-	GH0	1	-	-
megahit-co__c014973_45	-	-	-	GH0	1	-	-
megahit-co__c014973_54	2.4.1.18:4|2.4.1.18:14	CBM48(35-121)+GH13_9(191-491)	CBM48_e134(35-125)+GH13_e200(191-491)	CBM48+GH13_9	3	CBM48_e134|GH13_9	alpha-glucan
megahit-co__c014987_3	-	GT4(199-342)	GT4_e8100(200-338)	GT4	3	GT4_e8100	-
megahit-co__c014987_4	-	GT4(286-430)	GT4_e303(289-430)	GT4	3	GT4_e303	-
megahit-co__c015002_18	-	-	-	GT4	1	-	-
megahit-co__c015028_15	-	-	-	GH28	1	-	-
megahit-co__c015028_4	-	GT9(69-310)	GT9_e298(68-310)	GT9	3	GT9_e298	-
megahit-co__c015035_1	-	-	-	GH3	1	-	-
megahit-co__c015047_2	-	GH57_6(37-291)	GH57_e14(37-291)	GH57_6	3	GH57_6	-
megahit-co__c015054_109	-	-	-	GH131	1	-	-
megahit-co__c015054_119	-	-	-	GH130_3	1	-	-
megahit-co__c015054_12	-	GH23(45-166)	GH23_e302(45-166)	GH23	3	GH23_e302	-
megahit-co__c015054_124	-	GT9(66-312)	GT9_e222(67-311)	GT9	3	GT9_e222	-
megahit-co__c015054_13	-	GH23(239-387)	GH23_e527(238-388)	GH23	3	GH23_e527	-
megahit-co__c015054_133	-	GT119(32-353)	GT119_e68(26-354)	GT119	3	GT119_e68	peptidoglycan
megahit-co__c015054_279	-	-	-	GH0	1	-	-
megahit-co__c015054_335	-	-	-	GT47	1	-	-
megahit-co__c015054_469	-	-	-	GT50	1	-	-
megahit-co__c015054_50	-	-	-	GT9	1	-	-
megahit-co__c015054_55	-	-	GT121_e248(194-362)	-	1	-	bacterial outer membrane (OM) polysaccharides
megahit-co__c015054_554	-	GH23(51-172)	GH23_e584(51-163)	GH23	3	GH23_e584	-
megahit-co__c015054_57	-	-	-	GT2	1	-	-
megahit-co__c015054_58	-	GT4(197-331)	GT4_e774(198-330)	GT4	3	GT4_e774	-
megahit-co__c015054_589	-	GT83(5-467)	GT83_e70(7-474)	GT83	3	GT83_e70	-
megahit-co__c015054_59	-	-	-	GT4	1	-	-
megahit-co__c015054_602	-	GT9(72-300)	GT9_e241(71-300)	GT9	3	GT9_e241	-
megahit-co__c015054_634	-	-	-	GH0	1	-	-
megahit-co__c015054_698	-	GT28(190-325)	GT28_e77(191-326)	GT28	3	GT28_e77	-
megahit-co__c015054_81	-	-	-	GH13	1	-	-
megahit-co__c015054_88	-	-	-	GT4	1	-	-
megahit-co__c015054_91	-	GH63(30-436)	GH63_e36(32-432)	GH63	3	GH63_e36	-
megahit-co__c015058_14	-|-|-	CBM2(433-531)+CBM32(550-660)	GH16_e167(70-299)+CBM2_e121(432-531)+CBM32_e118(549-659)	CBM2+CBM32+GH16	3	GH16_e167|CBM2_e121|CBM32_e118	cellulose;host glycan
megahit-co__c015058_20	3.2.1.55:2|3.2.1.37:5;3.2.1.55:7	GH43_12(7-292)+CBM91(321-514)	GH43_e259(7-292)+CBM91_e19(321-512)	CBM91+GH43_12	3	GH43_12|CBM91_e19	xylan
megahit-co__c015058_22	-	GH2_1(7-584)	GH2_e20(8-584)	GH2_1	3	GH2_1	-
megahit-co__c015058_24	-	-	-	GH72	1	-	-
megahit-co__c015065_1	-	GH2_6(1-380)	GH2_e50(1-380)	GH2_6	3	GH2_6	-
megahit-co__c015068_2	-	-	-	GT1	1	-	-
megahit-co__c015080_2	-	GT9(5-121)	GT9_e298(2-121)	-	2	GT9_e298	-
megahit-co__c015090_5	-	-	-	GH5_11	1	-	-
megahit-co__c015103_7	-	-	-	GH13_48	1	-	-
megahit-co__c015107_2	-	-	-	CBM50	1	-	-
megahit-co__c015110_1	3.2.1.68:15	GH13_11(1-189)	GH13_e48(1-190)	CBM48+GH13_11	3	GH13_11	alpha-glucan
megahit-co__c015126_1	-	-	-	GH159	1	-	-
megahit-co__c015126_2	-	-	-	GH117	1	-	-
megahit-co__c015127_3	-	-	-	GT4	1	-	-
megahit-co__c015144_1	-	GT107(31-351)	GT107_e0(38-350)	GT107	3	GT107_e0	-
megahit-co__c015150_1	-	-	-	CBM35	1	-	-
megahit-co__c015185_1	-	-	-	GH0	1	-	-
megahit-co__c015189_14	-	-	-	GT4	1	-	-
megahit-co__c015190_7	-|-	-	AA2_e20(76-172)+AA2_e20(456-715)	AA0	2	AA2_e20|AA2_e20	lignin
megahit-co__c015212_1	-	GT2(11-126)	GT2(11-162)	GT2	3	GT2	-
megahit-co__c015212_2	-	-	-	GT2	1	-	-
megahit-co__c015230_1	-	-	-	GT51	1	-	-
megahit-co__c015235_2	-	GT119(3-234)	GT119_e70(2-234)	GT119	3	GT119_e70	peptidoglycan
megahit-co__c015265_1	-	GT81(140-347)	GT81_e12(148-347)	GT81	3	GT81_e12	-
megahit-co__c015277_1	-	GT2(100-262)	GT2(100-272)	GT2	3	GT2	-
megahit-co__c015279_1	-	-	-	GH13	1	-	-
megahit-co__c015302_36	-	-	-	GT47	1	-	-
megahit-co__c015302_72	-	-	-	GH101	1	-	-
megahit-co__c015302_81	-	GT4(217-371)	GT4_e255(217-370)	GT4	3	GT4_e255	-
megahit-co__c015302_93	-	-	GT25_e251(19-154)	-	1	-	-
megahit-co__c015307_2	-	-	-	CBM50	1	-	-
megahit-co__c015313_1	-	-	-	GH13_3	1	-	-
megahit-co__c015317_15	-	-	-	GH152	1	-	-
megahit-co__c015317_20	-	-	-	GH1	1	-	-
megahit-co__c015317_38	-	GH65(571-985)	GH65_e15(571-984)	GH65	3	GH65_e15	-
megahit-co__c015317_4	-	-	-	GH13_30	1	-	-
megahit-co__c015317_5	-	GT4(179-314)	GT4_e907(182-317)	GT4	3	GT4_e907	-
megahit-co__c015340_6	-	GT4(208-353)	GT4_e1731(210-352)	GT4	3	GT4_e1731	-
megahit-co__c015344_1	-	-	-	GT2	1	-	-
megahit-co__c015344_2	-	-	-	GT2	1	-	-
megahit-co__c015358_23	-	GT66(22-781)	GT66_e12(22-756)	GT66	3	GT66_e12	-
megahit-co__c015366_2	-	-	-	CBM50	1	-	-
megahit-co__c015369_2	-	-	-	GT26	1	-	-
megahit-co__c015386_1	-	GT5(3-230)	GT5_e32(3-274)	GT5	3	GT5_e32	-
megahit-co__c015386_2	-	GT5(55-383)	GT4_e585(207-352)	GT4	3	GT4_e585	-
megahit-co__c015390_1	-	-	-	GT2	1	-	-
megahit-co__c015400_3	-	-	-	GH0	1	-	-
megahit-co__c015413_4	-	-	-	GT1	1	-	-
megahit-co__c015424_9	-	GT19(29-384)	GT19_e2(29-383)	GT19	3	GT19_e2	-
megahit-co__c015434_4	-	-	-	CE4	1	-	-
megahit-co__c015458_1	-	GH43_34(31-167)	GH43_e650(31-167)	GH43_34	3	GH43_34	-
megahit-co__c015458_2	-	-	-	GH97	1	-	-
megahit-co__c015461_3	-	GT4(207-352)	GT4_e7117(209-353)	GT4	3	GT4_e7117	-
megahit-co__c015466_8	-	-	-	GT22	1	-	-
megahit-co__c015469_1	-	-	-	GH0	1	-	-
megahit-co__c015494_2	-	GH29(111-493)	GH29_e0(116-493)	GH29	3	GH29_e0	host glycan
megahit-co__c015509_11	-	-	-	GH0	1	-	-
megahit-co__c015509_21	-	-	-	CE14	1	-	-
megahit-co__c015509_26	-	-	-	CBM6	1	-	-
megahit-co__c015509_35	-|3.2.1.4:3	CBM2(39-138)+GH5_1(230-572)	CBM2_e6(39-138)+GH5_e650(230-572)	CBM2+GH5_1	3	CBM2_e6|GH5_1	beta-glucan;cellulose
megahit-co__c015509_43	5.4.99.16:7	GH13_16(28-379)	GH13_e0(28-379)	GH13_16	3	GH13_16	alpha-glucan
megahit-co__c015509_47	-|-	GH37(163-385)	GH37_e9(6-159)+GH37_e9(163-385)	GH37	3	GH37_e9|GH37_e9	trehalose
megahit-co__c015509_66	-	-	-	GH28	1	-	-
megahit-co__c015509_71	-	-	-	GH5_11	1	-	-
megahit-co__c015516_1	-	GH43(843-1135)	GH43_e168(842-1114)	GH43	3	GH43_e168	-
megahit-co__c015516_2	-	-	-	CBM50	1	-	-
megahit-co__c015524_6	-	-	-	GT4	1	-	-
megahit-co__c015532_1	-	-	-	GT22	1	-	-
megahit-co__c015534_58	-	-	GT4_e8673(222-362)	GT0	2	GT4_e8673	-
megahit-co__c015534_59	-	-	GT4_e8262(223-332)	GT0	2	GT4_e8262	-
megahit-co__c015537_4	-	-	-	AAS12663.1+GT51	1	-	-
megahit-co__c015542_1	-	-	-	GH36	1	-	-
megahit-co__c015563_18	-	-	-	GT4	1	-	-
megahit-co__c015588_10	-	GH130_9(12-307)	GH130_e3(12-307)	GH130_9	3	GH130_9	beta-mannan
megahit-co__c015592_1	-	-	-	CBM50	1	-	-
megahit-co__c015613_5	-	-	-	GH0	1	-	-
megahit-co__c015625_2	-	GH23(422-552)	GH23_e1323(424-550)	GH23	3	GH23_e1323	-
megahit-co__c015635_1	-	GT2(6-181)	GT2(6-182)	GT2	3	GT2	-
megahit-co__c015656_2	-	GT2(10-132)	GT2(10-235)	GT2	3	GT2	-
megahit-co__c015667_4	-	-	CBM50_e281(86-128)	CBM50	2	CBM50_e281	chitin
megahit-co__c015670_2	-	-	-	GT2	1	-	-
megahit-co__c015692_1	-	-	-	CE4	1	-	-
megahit-co__c015694_2	-	GT4(205-351)	GT4_e7395(213-353)	GT4	3	GT4_e7395	-
megahit-co__c015720_14	-	-	-	GH38	1	-	-
megahit-co__c015720_18	-	-	-	GT4	1	-	-
megahit-co__c015720_3	-	-	GT2(46-200)	GT2	2	GT2	-
megahit-co__c015720_4	-	GT4(196-337)	GT4_e1594(196-337)	GT4	3	GT4_e1594	-
megahit-co__c015731_1	-	GT83(34-327)	-	-	1	-	-
megahit-co__c015741_1	-	-	-	GH47	1	-	-
megahit-co__c015769_1	-	GT4(205-343)	GT4_e3489(205-344)	GT4	3	GT4_e3489	-
megahit-co__c015770_2	-	-	GT4_e452(154-209)	GT4	2	GT4_e452	-
megahit-co__c015784_2	-	GH177(43-346)	GH177_e4(44-207)	-	2	GH177_e4	host glycan
megahit-co__c015798_2	-	AA4(29-243)	AA4_e3(4-250)	-	2	AA4_e3	lignin
megahit-co__c015803_3	-	-	GT2(6-121)	GT2	2	GT2	-
megahit-co__c015813_6	-	-	-	GH5_11	1	-	-
megahit-co__c015825_2	-|-	GT2(178-372)+GT2(460-611)	GT2(178-407)+GT2(460-615)	GT2	3	GT2|GT2	-
megahit-co__c015831_1	-	GT2(8-148)	GT2(8-165)	GT2	3	GT2	-
megahit-co__c015840_1	-	-	-	GT35	1	-	-
megahit-co__c015847_1	-	AA7(40-251)	AA4_e3(9-248)	-	2	AA4_e3	lignin
megahit-co__c015858_2	-	GT4(193-337)	GT4_e3715(196-332)	GT4	3	GT4_e3715	-
megahit-co__c015858_29	-	GH177(67-417)	GH177_e3(67-417)	GH177	3	GH177_e3	host glycan
megahit-co__c015858_30	-	GH97(17-607)	GH97_e4(26-607)	GH97	3	GH97_e4	-
megahit-co__c015861_1	-	GH3(1-112)	GH3_e361(1-113)	AAM71338.1+GH3	3	GH3_e361	-
megahit-co__c015862_1	-	GT8(3-170)	GT8_e112(1-170)	GT8	3	GT8_e112	-
megahit-co__c015864_1	-	-	-	GT2	1	-	-
megahit-co__c015865_3	-	-	-	GH13_23	1	-	-
megahit-co__c015874_3	-	-	-	GT0	1	-	-
megahit-co__c015874_4	-	-	-	GT0	1	-	-
