hotspring	ProcessID	Element	Process	RawCommunityIndex	CommunityIndex	CompleteGateFraction	Samples	Temperature	pH
AW01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	7.8147422985875e-05	7.8147422985875e-05	1.0	2	53.0	6.67
AW01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	2	53.0	6.67
AW01	three_hp	Carbon	3-hydroxypropionate bicycle	4.649737305074999e-05	4.649737305074999e-05	1.0	2	53.0	6.67
AW01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	7.704723873978e-06	7.704723873978e-06	1.0	2	53.0	6.67
AW03	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.0	0.0	1	28.8	7.13
AW03	cbb	Carbon	Calvin-Benson-Bassham fixation	0.00011054270178999999	0.00011054270178999999	1.0	1	28.8	7.13
AW03	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	1	28.8	7.13
AW03	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.4945644205e-05	2.4945644205e-05	1.0	1	28.8	7.13
AW03	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.6276673583e-05	1.6276673583e-05	1.0	1	28.8	7.13
AW03	hao	Nitrogen	Hydroxylamine oxidation	1.56970429e-05	1.56970429e-05	1.0	1	28.8	7.13
AW03	mcr	Carbon	Methyl-coenzyme M reductase	2.0624570633333332e-06	0.0	0.0	1	28.8	7.13
AW03	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	3.53649085e-05	3.53649085e-05	1.0	1	28.8	7.13
AW03	n_fix	Nitrogen	Nitrogen fixation	2.4909614016666665e-05	2.4909614016666665e-05	1.0	1	28.8	7.13
AW03	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.0697760045e-05	0.0	0.0	1	28.8	7.13
AW03	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.0316384047e-05	0.0	0.0	1	28.8	7.13
AW03	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.0	0.0	0.0	1	28.8	7.13
AW03	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.800801747e-05	0.0	0.0	1	28.8	7.13
AW03	phs	Sulfur	Thiosulfate/polysulfide reduction	8.880482216666667e-06	0.0	0.0	1	28.8	7.13
AW03	rtca	Carbon	Reverse TCA fixation	0.0	0.0	0.0	1	28.8	7.13
AW03	sox	Sulfur	Thiosulfate oxidation by Sox	1.5094837623200001e-05	1.5094837623200001e-05	1.0	1	28.8	7.13
AW03	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	3.8899403003500005e-05	0.0	0.0	1	28.8	7.13
AW03	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	28.8	7.13
AW03	three_hp	Carbon	3-hydroxypropionate bicycle	0.0	0.0	0.0	1	28.8	7.13
AW03	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	9.234370429999999e-07	0.0	0.0	1	28.8	7.13
AY01	anammox	Nitrogen	Anaerobic ammonium oxidation	1.9765933307e-06	0.0	0.0	26	54.85	8.407711111
AY01	cbb	Carbon	Calvin-Benson-Bassham fixation	3.9670325705e-05	3.9670325705e-05	1.0	26	54.85	8.407711111
AY01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	3.029915489333334e-08	0.0	0.38461538461538464	26	54.85	8.407711111
AY01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.30120998265e-05	2.30120998265e-05	0.9230769230769231	26	54.85	8.407711111
AY01	dsr	Sulfur	DsrAB sulfite/sulfide axis	2.3157886355e-06	2.3157886355e-06	0.8461538461538461	26	54.85	8.407711111
AY01	hao	Nitrogen	Hydroxylamine oxidation	4.3340728795e-06	4.3340728795e-06	0.8846153846153846	26	54.85	8.407711111
AY01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.038461538461538464	26	54.85	8.407711111
AY01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.0994485129500001e-05	1.0994485129500001e-05	1.0	26	54.85	8.407711111
AY01	n_fix	Nitrogen	Nitrogen fixation	3.131432422e-05	3.131432422e-05	1.0	26	54.85	8.407711111
AY01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	7.4555737375e-07	5.47679305e-07	0.6153846153846154	26	54.85	8.407711111
AY01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.2111060451333333e-06	8.783384046225001e-07	0.6153846153846154	26	54.85	8.407711111
AY01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	5.9297799921000005e-06	5.9297799921000005e-06	0.8461538461538461	26	54.85	8.407711111
AY01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.50398695986e-06	2.42570516411e-06	0.8846153846153846	26	54.85	8.407711111
AY01	phs	Sulfur	Thiosulfate/polysulfide reduction	1.3511170783333333e-06	0.0	0.0	26	54.85	8.407711111
AY01	rtca	Carbon	Reverse TCA fixation	2.576358958675e-06	0.0	0.0	26	54.85	8.407711111
AY01	sox	Sulfur	Thiosulfate oxidation by Sox	1.36444344186e-05	1.36444344186e-05	1.0	26	54.85	8.407711111
AY01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	6.758337820762499e-05	6.25219023112e-05	0.8076923076923077	26	54.85	8.407711111
AY01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	26	54.85	8.407711111
AY01	three_hp	Carbon	3-hydroxypropionate bicycle	2.288398923575e-05	2.1639726664166665e-05	0.8846153846153846	26	54.85	8.407711111
AY01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	4.3987894488e-06	4.3987894488e-06	0.7307692307692307	26	54.85	8.407711111
AY02	anammox	Nitrogen	Anaerobic ammonium oxidation	8.5368131785e-06	0.0	0.0	22	57.95	8.67
AY02	cbb	Carbon	Calvin-Benson-Bassham fixation	3.6007052245e-05	3.6007052245e-05	1.0	22	57.95	8.67
AY02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	6.0807840873333336e-06	6.0807840873333336e-06	0.7727272727272727	22	57.95	8.67
AY02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	5.6949575560675e-05	5.6949575560675e-05	0.9545454545454546	22	57.95	8.67
AY02	dsr	Sulfur	DsrAB sulfite/sulfide axis	1.7355368832500002e-05	1.7355368832500002e-05	0.9545454545454546	22	57.95	8.67
AY02	hao	Nitrogen	Hydroxylamine oxidation	1.3532321755e-05	1.3532321755e-05	0.9090909090909091	22	57.95	8.67
AY02	mcr	Carbon	Methyl-coenzyme M reductase	5.2465534615e-07	3.3589712618500003e-07	0.5909090909090909	22	57.95	8.67
AY02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.2811986269999999e-05	1.2811986269999999e-05	0.9090909090909091	22	57.95	8.67
AY02	n_fix	Nitrogen	Nitrogen fixation	2.952324582883333e-05	2.952324582883333e-05	1.0	22	57.95	8.67
AY02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	4.585035799e-06	4.585035799e-06	0.8181818181818182	22	57.95	8.67
AY02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	6.731762962166668e-06	6.327969858516667e-06	0.8181818181818182	22	57.95	8.67
AY02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	2.5610439535499997e-05	2.5610439535499997e-05	1.0	22	57.95	8.67
AY02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.575460385e-06	2.4822294275e-06	0.8636363636363636	22	57.95	8.67
AY02	phs	Sulfur	Thiosulfate/polysulfide reduction	7.0632159e-06	0.0	0.0	22	57.95	8.67
AY02	rtca	Carbon	Reverse TCA fixation	2.296301125575e-06	0.0	0.3181818181818182	22	57.95	8.67
AY02	sox	Sulfur	Thiosulfate oxidation by Sox	1.7306615327e-05	1.7306615327e-05	1.0	22	57.95	8.67
AY02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.341778998875e-05	8.341778998875e-05	1.0	22	57.95	8.67
AY02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	22	57.95	8.67
AY02	three_hp	Carbon	3-hydroxypropionate bicycle	1.7039288802166668e-05	0.0	0.22727272727272727	22	57.95	8.67
AY02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	1.7079915479600002e-05	1.7079915479600002e-05	0.8636363636363636	22	57.95	8.67
AY03	anammox	Nitrogen	Anaerobic ammonium oxidation	3.4214659766666666e-06	0.0	0.0	29	69.8	9.2
AY03	cbb	Carbon	Calvin-Benson-Bassham fixation	6.0600833830000004e-05	6.0600833830000004e-05	1.0	29	69.8	9.2
AY03	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.034482758620689655	29	69.8	9.2
AY03	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	1.3235773169500001e-05	1.14994790785e-05	0.896551724137931	29	69.8	9.2
AY03	dsr	Sulfur	DsrAB sulfite/sulfide axis	9.7964864925e-07	9.7964864925e-07	0.7241379310344828	29	69.8	9.2
AY03	hao	Nitrogen	Hydroxylamine oxidation	2.071152404e-06	2.071152404e-06	0.9655172413793104	29	69.8	9.2
AY03	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	29	69.8	9.2
AY03	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	9.888706e-06	9.888706e-06	1.0	29	69.8	9.2
AY03	n_fix	Nitrogen	Nitrogen fixation	2.900659252666667e-05	2.900659252666667e-05	0.8620689655172413	29	69.8	9.2
AY03	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	2.8845490815e-06	2.8845490815e-06	0.9310344827586207	29	69.8	9.2
AY03	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	2.9328295234e-06	2.9328295234e-06	0.896551724137931	29	69.8	9.2
AY03	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.026439793e-05	1.026439793e-05	0.9655172413793104	29	69.8	9.2
AY03	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.6971709986e-06	0.0	0.3793103448275862	29	69.8	9.2
AY03	phs	Sulfur	Thiosulfate/polysulfide reduction	2.9724518206666667e-06	0.0	0.0	29	69.8	9.2
AY03	rtca	Carbon	Reverse TCA fixation	1.667593628e-06	0.0	0.0	29	69.8	9.2
AY03	sox	Sulfur	Thiosulfate oxidation by Sox	1.8024148605799997e-05	1.7932802194679997e-05	0.8620689655172413	29	69.8	9.2
AY03	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	7.069930995965e-05	6.10937828265e-05	0.8275862068965517	29	69.8	9.2
AY03	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	29	69.8	9.2
AY03	three_hp	Carbon	3-hydroxypropionate bicycle	2.5841269045e-05	2.5841269045e-05	0.7586206896551724	29	69.8	9.2
AY03	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	2.637715648e-06	2.637715648e-06	0.6896551724137931	29	69.8	9.2
AY04	anammox	Nitrogen	Anaerobic ammonium oxidation	4.221288593e-06	0.0	0.0	31	51.8	9.06
AY04	cbb	Carbon	Calvin-Benson-Bassham fixation	5.315139318e-05	5.315139318e-05	1.0	31	51.8	9.06
AY04	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	1.9473626436666668e-07	0.0	0.3548387096774194	31	51.8	9.06
AY04	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.7098497004999998e-05	2.7098497004999998e-05	1.0	31	51.8	9.06
AY04	dsr	Sulfur	DsrAB sulfite/sulfide axis	5.224874057e-06	5.224874057e-06	0.8709677419354839	31	51.8	9.06
AY04	hao	Nitrogen	Hydroxylamine oxidation	6.991205774e-06	6.991205774e-06	0.9032258064516129	31	51.8	9.06
AY04	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	31	51.8	9.06
AY04	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.329452674e-05	1.329452674e-05	1.0	31	51.8	9.06
AY04	n_fix	Nitrogen	Nitrogen fixation	3.7186781763333335e-05	3.7186781763333335e-05	1.0	31	51.8	9.06
AY04	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	3.8736359205e-06	3.8736359205e-06	0.8709677419354839	31	51.8	9.06
AY04	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	5.4945780107333335e-06	5.4945780107333335e-06	0.8064516129032258	31	51.8	9.06
AY04	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.2663865779e-05	1.2663865779e-05	1.0	31	51.8	9.06
AY04	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	2.110921456e-06	9.071884043000001e-07	0.5161290322580645	31	51.8	9.06
AY04	phs	Sulfur	Thiosulfate/polysulfide reduction	6.081835873333333e-06	0.0	0.0	31	51.8	9.06
AY04	rtca	Carbon	Reverse TCA fixation	1.8341635549e-06	0.0	0.2903225806451613	31	51.8	9.06
AY04	sox	Sulfur	Thiosulfate oxidation by Sox	1.8565417729999997e-05	1.8565417729999997e-05	1.0	31	51.8	9.06
AY04	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	6.69423304795e-05	6.156170565975e-05	0.9354838709677419	31	51.8	9.06
AY04	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	31	51.8	9.06
AY04	three_hp	Carbon	3-hydroxypropionate bicycle	2.0558497080166666e-05	2.0264517902833335e-05	0.9032258064516129	31	51.8	9.06
AY04	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	6.761613784600001e-06	6.761613784600001e-06	0.8709677419354839	31	51.8	9.06
AY05	anammox	Nitrogen	Anaerobic ammonium oxidation	2.599849588833333e-07	0.0	0.0	14	58.3	8.875177778000001
AY05	cbb	Carbon	Calvin-Benson-Bassham fixation	6.54688955525e-05	6.54688955525e-05	1.0	14	58.3	8.875177778000001
AY05	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	14	58.3	8.875177778000001
AY05	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	1.2858032864e-05	1.2858032864e-05	1.0	14	58.3	8.875177778000001
AY05	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.0	0.0	0.0	14	58.3	8.875177778000001
AY05	hao	Nitrogen	Hydroxylamine oxidation	0.0	0.0	0.42857142857142855	14	58.3	8.875177778000001
AY05	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	14	58.3	8.875177778000001
AY05	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	8.6590307545e-06	8.6590307545e-06	1.0	14	58.3	8.875177778000001
AY05	n_fix	Nitrogen	Nitrogen fixation	1.6151776701216664e-05	1.6151776701216664e-05	0.5714285714285714	14	58.3	8.875177778000001
AY05	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.0656739885e-06	1.0656739885e-06	0.5	14	58.3	8.875177778000001
AY05	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.1732861319833333e-06	1.0656739885e-06	0.5	14	58.3	8.875177778000001
AY05	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	7.799548766499999e-07	7.799548766499999e-07	0.7857142857142857	14	58.3	8.875177778000001
AY05	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	1.0268566085e-06	0.0	0.0	14	58.3	8.875177778000001
AY05	phs	Sulfur	Thiosulfate/polysulfide reduction	1.339696087585e-06	0.0	0.0	14	58.3	8.875177778000001
AY05	rtca	Carbon	Reverse TCA fixation	3.4293108206499997e-06	0.0	0.0	14	58.3	8.875177778000001
AY05	sox	Sulfur	Thiosulfate oxidation by Sox	2.5877258172e-05	2.5877258172e-05	1.0	14	58.3	8.875177778000001
AY05	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	8.336197239999999e-05	0.0	0.0	14	58.3	8.875177778000001
AY05	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	14	58.3	8.875177778000001
AY05	three_hp	Carbon	3-hydroxypropionate bicycle	1.7098711290833336e-06	1.7098711290833336e-06	0.5	14	58.3	8.875177778000001
AY05	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0	0.0	0.0	14	58.3	8.875177778000001
AY06	anammox	Nitrogen	Anaerobic ammonium oxidation	2.3998521950000004e-07	0.0	0.0	18	40.55	9.08
AY06	cbb	Carbon	Calvin-Benson-Bassham fixation	6.849167628500001e-05	6.849167628500001e-05	0.8333333333333334	18	40.55	9.08
AY06	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	18	40.55	9.08
AY06	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	9.0694204035e-06	8.8958532685e-06	0.7777777777777778	18	40.55	9.08
AY06	dsr	Sulfur	DsrAB sulfite/sulfide axis	7.985461026e-07	7.985461026e-07	0.7222222222222222	18	40.55	9.08
AY06	hao	Nitrogen	Hydroxylamine oxidation	4.474627458e-07	4.474627458e-07	0.8333333333333334	18	40.55	9.08
AY06	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	18	40.55	9.08
AY06	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	2.7212378005e-06	2.7212378005e-06	0.7777777777777778	18	40.55	9.08
AY06	n_fix	Nitrogen	Nitrogen fixation	5.4435574e-05	5.4435574e-05	0.7777777777777778	18	40.55	9.08
AY06	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	1.301743747e-06	1.2757504554999998e-06	0.6666666666666666	18	40.55	9.08
AY06	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.0643830417999999e-06	1.0410692044833333e-06	0.5555555555555556	18	40.55	9.08
AY06	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	7.199556585e-07	7.199556585e-07	0.5555555555555556	18	40.55	9.08
AY06	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	5.97890031625e-08	0.0	0.0	18	40.55	9.08
AY06	phs	Sulfur	Thiosulfate/polysulfide reduction	1.2990113945e-06	0.0	0.0	18	40.55	9.08
AY06	rtca	Carbon	Reverse TCA fixation	2.3261506427875002e-06	0.0	0.2222222222222222	18	40.55	9.08
AY06	sox	Sulfur	Thiosulfate oxidation by Sox	1.7766075697999998e-05	1.7766075697999998e-05	1.0	18	40.55	9.08
AY06	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	5.2701487748625e-05	0.0	0.2222222222222222	18	40.55	9.08
AY06	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	18	40.55	9.08
AY06	three_hp	Carbon	3-hydroxypropionate bicycle	2.3721734957666665e-05	0.0	0.2222222222222222	18	40.55	9.08
AY06	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0	0.0	0.0	18	40.55	9.08
AY07	anammox	Nitrogen	Anaerobic ammonium oxidation	3.010728287833333e-06	0.0	0.0	30	63.75	7.54
AY07	cbb	Carbon	Calvin-Benson-Bassham fixation	5.05904015525e-05	5.05904015525e-05	1.0	30	63.75	7.54
AY07	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	1.753384634e-07	0.0	0.1	30	63.75	7.54
AY07	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.663163856e-05	2.663163856e-05	1.0	30	63.75	7.54
AY07	dsr	Sulfur	DsrAB sulfite/sulfide axis	6.2830029035e-06	6.2830029035e-06	0.9666666666666667	30	63.75	7.54
AY07	hao	Nitrogen	Hydroxylamine oxidation	7.833662345e-06	7.833662345e-06	1.0	30	63.75	7.54
AY07	mcr	Carbon	Methyl-coenzyme M reductase	3.7186403915e-08	3.7186403915e-08	0.5666666666666667	30	63.75	7.54
AY07	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.4368404325e-05	1.4368404325e-05	1.0	30	63.75	7.54
AY07	n_fix	Nitrogen	Nitrogen fixation	5.343663887e-05	5.343663887e-05	1.0	30	63.75	7.54
AY07	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	3.7050939332500003e-06	3.7050939332500003e-06	1.0	30	63.75	7.54
AY07	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	5.0242114603333335e-06	5.0242114603333335e-06	1.0	30	63.75	7.54
AY07	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	9.0321848635e-06	9.0321848635e-06	1.0	30	63.75	7.54
AY07	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	7.352740721750001e-06	7.352740721750001e-06	0.9666666666666667	30	63.75	7.54
AY07	phs	Sulfur	Thiosulfate/polysulfide reduction	6.3728216149999995e-06	0.0	0.0	30	63.75	7.54
AY07	rtca	Carbon	Reverse TCA fixation	6.5677434423500004e-06	6.367277826625001e-06	0.9	30	63.75	7.54
AY07	sox	Sulfur	Thiosulfate oxidation by Sox	1.68469240521e-05	1.68469240521e-05	1.0	30	63.75	7.54
AY07	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	6.899419462699999e-05	6.899419462699999e-05	0.9666666666666667	30	63.75	7.54
AY07	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	30	63.75	7.54
AY07	three_hp	Carbon	3-hydroxypropionate bicycle	2.069475209358333e-05	1.9282089229916664e-05	0.9	30	63.75	7.54
AY07	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	1.22836900203e-05	1.22836900203e-05	1.0	30	63.75	7.54
AY08	anammox	Nitrogen	Anaerobic ammonium oxidation	3.544285058e-06	0.0	0.0	24	69.75	8.043199999999999
AY08	cbb	Carbon	Calvin-Benson-Bassham fixation	4.3653012042499997e-05	4.3653012042499997e-05	0.9166666666666666	24	69.75	8.043199999999999
AY08	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.3333333333333333	24	69.75	8.043199999999999
AY08	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	2.845900588475e-05	2.845900588475e-05	0.9583333333333334	24	69.75	8.043199999999999
AY08	dsr	Sulfur	DsrAB sulfite/sulfide axis	3.880164094e-06	3.880164094e-06	0.9166666666666666	24	69.75	8.043199999999999
AY08	hao	Nitrogen	Hydroxylamine oxidation	5.863445068e-06	5.863445068e-06	1.0	24	69.75	8.043199999999999
AY08	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.20833333333333334	24	69.75	8.043199999999999
AY08	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	1.144556012e-05	1.144556012e-05	0.9583333333333334	24	69.75	8.043199999999999
AY08	n_fix	Nitrogen	Nitrogen fixation	2.9592731532666664e-05	2.9592731532666664e-05	0.8333333333333334	24	69.75	8.043199999999999
AY08	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	2.516712716e-07	5.86664482e-08	0.5	24	69.75	8.043199999999999
AY08	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	1.010576144575e-06	8.145731519416668e-07	0.625	24	69.75	8.043199999999999
AY08	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	1.0632855174e-05	1.0632855174e-05	0.9583333333333334	24	69.75	8.043199999999999
AY08	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	3.02527641125e-06	2.876328311225e-06	0.8333333333333334	24	69.75	8.043199999999999
AY08	phs	Sulfur	Thiosulfate/polysulfide reduction	4.413725006666667e-06	0.0	0.0	24	69.75	8.043199999999999
AY08	rtca	Carbon	Reverse TCA fixation	4.482828462425e-06	0.0	0.0	24	69.75	8.043199999999999
AY08	sox	Sulfur	Thiosulfate oxidation by Sox	1.0349262990900001e-05	1.0349262990900001e-05	0.875	24	69.75	8.043199999999999
AY08	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	6.4112019772e-05	6.4112019772e-05	0.9583333333333334	24	69.75	8.043199999999999
AY08	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	24	69.75	8.043199999999999
AY08	three_hp	Carbon	3-hydroxypropionate bicycle	1.5473367827833336e-05	0.0	0.2916666666666667	24	69.75	8.043199999999999
AY08	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	1.07517274218e-05	1.07517274218e-05	0.8333333333333334	24	69.75	8.043199999999999
AY10	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.0	0.0	1	88.8	3.14
AY10	cbb	Carbon	Calvin-Benson-Bassham fixation	0.0	0.0	0.0	1	88.8	3.14
AY10	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	1	88.8	3.14
AY10	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.0	0.0	0.0	1	88.8	3.14
AY10	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.0004679671011	0.0004679671011	1.0	1	88.8	3.14
AY10	hao	Nitrogen	Hydroxylamine oxidation	0.0	0.0	0.0	1	88.8	3.14
AY10	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	1	88.8	3.14
AY10	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.0	0.0	0.0	1	88.8	3.14
AY10	n_fix	Nitrogen	Nitrogen fixation	0.0	0.0	0.0	1	88.8	3.14
AY10	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.0001742497422	0.0001742497422	1.0	1	88.8	3.14
AY10	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.00017981130383333335	0.00017981130383333335	1.0	1	88.8	3.14
AY10	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.0	0.0	0.0	1	88.8	3.14
AY10	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.0001754299486	0.0	0.0	1	88.8	3.14
AY10	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.0	0.0	1	88.8	3.14
AY10	rtca	Carbon	Reverse TCA fixation	0.0	0.0	0.0	1	88.8	3.14
AY10	sox	Sulfur	Thiosulfate oxidation by Sox	0.0	0.0	0.0	1	88.8	3.14
AY10	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.000293572991	0.000293572991	1.0	1	88.8	3.14
AY10	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0	0.0	1	88.8	3.14
AY10	three_hp	Carbon	3-hydroxypropionate bicycle	0.0	0.0	0.0	1	88.8	3.14
AY10	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0	0.0	0.0	1	88.8	3.14
AY11	anammox	Nitrogen	Anaerobic ammonium oxidation	2.0065877131016665e-05	0.0	0.0	14	51.5	3.63
AY11	cbb	Carbon	Calvin-Benson-Bassham fixation	6.788576006749999e-05	6.788576006749999e-05	0.8571428571428571	14	51.5	3.63
AY11	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0	0.0	14	51.5	3.63
AY11	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	5.716589320000001e-07	0.0	0.42857142857142855	14	51.5	3.63
AY11	dsr	Sulfur	DsrAB sulfite/sulfide axis	6.11296214125e-05	6.11296214125e-05	1.0	14	51.5	3.63
AY11	hao	Nitrogen	Hydroxylamine oxidation	2.7137923485e-05	2.7137923485e-05	0.7142857142857143	14	51.5	3.63
AY11	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0	0.0	14	51.5	3.63
