cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
1089	MB092	MT109	0.016807058063134487
1090	MB122	MT055	0.016812030755159343
1091	MB071	MT114	0.016815252616542722
1092	MB079	MT001	0.016938947004943375
1093	MB025	MT002	0.017031297813675524
1094	MB078	MT093	0.017047047719017012
1095	MB006	MT028	0.017117358920669467
1096	MB027	MT052;MT058	0.017213632523512788
1097	MB101	MT094	0.017213632523512788
1098	MB098	MT126	0.017325513400291127
1099	MB062	MT043	0.017325513400291127
1100	MB046	MT061	0.017348697654799353
1101	MB031	MT067	0.017404955664455934
1102	MB112	MT033	0.017411064678823716
1103	MB145	MT060	0.017423293304862385
1104	MB118	MT076	0.017464980295670014
1105	MB015	MT057	0.017464980295670014
1106	MB030	MT136	0.017496957363672034
1107	MB064	MT065	0.01752282722309182
1108	MB086	MT037	0.017533924717934978
1109	MB043	MT148	0.017556142659966113
1110	MB024	MT037	0.017572205719098875
1111	MB032	MT151	0.017614442514888678
1112	MB118	MT114	0.01770617294393352
1113	MB058	MT048	0.01770617294393352
1114	MB091	MT030	0.017742713802613833
1115	MB098	MT076	0.017787377590084145
1116	MB129	MT114	0.017812430220246697
1117	MB081	MT139	0.01783441814694212
1118	MB125	MT076	0.017885298948852775
1119	MB072	MT142	0.017896637180627766
1120	MB066	MT006	0.017934425923480192
1121	MB009	MT063	0.017957173327845324
1122	MB083	MT062	0.017969114945951374
1123	MB040	MT040	0.017990145798490367
1124	MB062	MT016	0.017997828116290034
1125	MB083	MT083	0.018013001975679267
1126	MB016	MT045	0.018013001975679267
1127	MB001	MT120	0.018025850735693842
1128	MB128	MT095	0.01807271098422116
1129	MB083	MT055	0.018093115922931453
1130	MB065	MT099	0.01809810111302473
1131	MB161;MB162	MT075	0.018149017058346317
1132	MB095	MT090;MT093	0.018173484679059285
1133	MB034	MT113	0.018173592315168893
1134	MB132	MT023	0.018173592315168893
1135	MB120	MT119	0.018173592315168893
1136	MB109	MT022	0.01819792531704465
1137	MB128	MT023	0.01819792531704465
1138	MB043	MT127	0.018209635254135267
1139	MB130	MT033	0.018225113084908543
1140	MB028	MT127;MT128	0.018235504757046165
1141	MB160	MT137	0.018256384949667612
1142	MB019	MT056	0.018345913244337292
1143	MB008	MT016	0.018357694837691202
1144	MB141	MT100	0.018357694837691202
1145	MB029	MT148	0.018392565813745765
1146	MB032	MT016	0.018422272277380188
1147	MB003;MB004	MT028	0.01842547556107983
1148	MB091	MT041	0.01844340564456811
1149	MB125	MT021	0.018470610488721034
1150	MB094	MT086	0.018503018421122442
1151	MB001	MT070;MT081	0.01852541596791282
1152	MB125	MT030	0.018540281134142866
1153	MB007	MT039	0.018629708561650395
1154	MB147	MT068	0.018701441187462572
1155	MB126	MT146	0.018701441187462572
1156	MB001	MT038;MT039	0.018888689002207647
1157	MB144	MT120	0.018904807700407974
1158	MB092	MT042	0.018904807700407974
1159	MB017	MT095	0.018939396475364988
1160	MB148	MT130;MT146	0.01894088435303978
1161	MB001	MT058	0.018982318247051898
1162	MB086	MT083	0.01898761814939439
1163	MB045	MT148	0.01904804603709306
1164	MB111	MT107	0.01904804603709306
1165	MB003;MB004	MT051	0.019048796048716437
1166	MB016	MT019	0.019065087330079205
1167	MB072	MT134	0.01909998083144861
1168	MB040	MT003	0.0191706799848201
1169	MB153	MT058	0.019213759491906634
1170	MB024	MT003	0.019340437453015266
1171	MB080	MT060	0.019356974633095957
1172	MB135	MT019	0.019361217725497374
1173	MB025	MT071	0.019368152087779856
1174	MB036	MT088	0.01937240075755299
1175	MB036	MT152	0.01938459451947622
1176	MB033;MB037	MT065	0.01941344767768737
1177	MB044	MT043	0.01941344767768737
1178	MB028	MT130	0.01941344767768737
1179	MB018	MT083	0.019447450120698016
1180	MB042	MT096	0.019469759677824716
1181	MB025	MT119	0.019469759677824716
1182	MB055	MT004	0.019469759677824716
1183	MB091	MT125	0.019573153981448432
1184	MB032	MT002	0.019573153981448432
1185	MB074	MT003	0.019672580483458907
1186	MB077	MT063	0.019672580483458907
1187	MB072	MT039	0.019724941924750335
1188	MB164	MT084	0.019724941924750335
1189	MB165	MT025	0.019737210522250814
1190	MB021	MT080	0.01977967050611932
1191	MB119	MT120	0.019822918015759226
1192	MB162	MT028	0.019845970157296694
1193	MB037	MT001	0.019845970157296694
1194	MB130;MB046;MB124	MT116	0.019860262346645684
1195	MB057	MT116	0.019860262346645684
1196	MB161	MT081	0.019886660340112525
1197	MB136	MT139	0.019909196209977355
1198	MB091	MT123	0.01994790014162938
1199	MB088	MT034	0.019949575618562778
1200	MB034;MB036	MT151	0.0199782810900621
1201	MB162	MT135	0.02001875328181138
1202	MB114;MB115	MT010	0.02002044353118112
1203	MB023	MT130	0.02003043637823188
1204	MB124	MT044	0.020049369438156314
1205	MB040	MT057	0.02010283729398638
1206	MB034	MT143	0.02010307841926412
1207	MB069	MT033	0.020116797615294037
1208	MB159	MT115	0.020116797615294037
1209	MB086	MT084	0.020341698545906804
1210	MB128	MT067	0.02044464498902759
1211	MB117	MT090	0.020461883164783038
1212	MB001	MT153	0.020461883164783038
1213	MB069	MT116	0.020461883164783038
1214	MB018	MT094;MT145	0.02048692353167233
1215	MB116	MT034	0.02053891113902813
1216	MB086	MT016	0.02056870554306614
1217	MB064	MT010	0.02056870554306614
1218	MB024	MT025	0.02056870554306614
1219	MB111	MT103;MT109	0.02060450303598315
1220	MB149	MT150	0.020604739679161977
1221	MB049;MB050	MT065	0.02061841474345528
1222	MB018	MT004	0.020668252206789705
1223	MB163	MT086	0.020685538501217248
1224	MB054	MT123	0.020697488422888828
1225	MB024	MT150;MT151;MT152	0.020712344668791387
1226	MB035	MT028	0.02073445882181305
1227	MB155	MT085	0.020834288413198555
1228	MB056	MT093	0.020849413229344225
1229	MB138	MT104	0.020849413229344225
1230	MB018	MT024	0.02088514312745757
1231	MB010	MT108	0.020900624766193837
1232	MB019	MT058	0.020912944854301327
1233	MB040	MT042	0.020939055280434066
1234	MB106	MT076	0.020948277430516
1235	MB152	MT044	0.02110190826483376
1236	MB160	MT049	0.021106682611008645
1237	MB119	MT119	0.021109837568267148
1238	MB035	MT104	0.021133378235449914
1239	MB123	MT096	0.021133378235449914
1240	MB074	MT138	0.02123492719746644
1241	MB069	MT026	0.021251393669273318
1242	MB089	MT093	0.021299952750773975
1243	MB164	MT029	0.021376866494295904
1244	MB103	MT062	0.02142046113383394
1245	MB133	MT101	0.021459654906452318
1246	MB064	MT139	0.021459654906452318
1247	MB156	MT026	0.021459654906452318
1248	MB055	MT007;MT012	0.021470532588453956
1249	MB148	MT041	0.021470532588453956
1250	MB057	MT128	0.021471597405934923
1251	MB097	MT076	0.021492066158536077
1252	MB025	MT091;MT094;MT145	0.02164545477928996
1253	MB151	MT052	0.02164545477928996
1254	MB157	MT033	0.02165840192179729
1255	MB127	MT027	0.02165840192179729
1256	MB047	MT118	0.02165840192179729
1257	MB038	MT018	0.021671094604333082
1258	MB057	MT127	0.02171260463174855
1259	MB146	MT053	0.02174032372783811
1260	MB049	MT027	0.021764166249848792
1261	MB144	MT007	0.021764166249848792
1262	MB107	MT112	0.021795362965803828
1263	MB165	MT121	0.021898523853652208
1264	MB159	MT062	0.02192350803381956
1265	MB033;MB037	MT114	0.02194157501103576
1266	MB019	MT112	0.02194157501103576
1267	MB147	MT027	0.02199192249982181
1268	MB103	MT072	0.022004646779928663
1269	MB134	MT082	0.022030535773511335
1270	MB018	MT051	0.02205886441375402
1271	MB037	MT136	0.022072000622270826
1272	MB065	MT127	0.022127333892195417
1273	MB133	MT115	0.02221511045070798
1274	MB152	MT149	0.022230086566916947
1275	MB002	MT148	0.022297130940522242
1276	MB122	MT011	0.022370292194173986
1277	MB114	MT061	0.022404010522311696
1278	MB116	MT021	0.022404010522311696
1279	MB094	MT084	0.02242041975465354
1280	MB141	MT045	0.02242041975465354
1281	MB057	MT018	0.022494908640627382
1282	MB007	MT137	0.022498712794058157
1283	MB045	MT151	0.02258358948067236
1284	MB039	MT132	0.02258358948067236
1285	MB100	MT054	0.022648148909429826
1286	MB044	MT102	0.022681572224619567
1287	MB033	MT069	0.02268445813659944
1288	MB109	MT032	0.02273411306069444
1289	MB087	MT104	0.02273411306069444
1290	MB048	MT091	0.022759142226318755
1291	MB059	MT055	0.022759142226318755
1292	MB073	MT123	0.02277275789345811
1293	MB153	MT104	0.022784209827241064
1294	MB138	MT121	0.022835008539516644
1295	MB078	MT101	0.02285378402008741
1296	MB121	MT016	0.022856159442066634
1297	MB046;MB124	MT094;MT145	0.022892876822010046
1298	MB017	MT083	0.022892876822010046
1299	MB090	MT011	0.022922556318258347
1300	MB081	MT027	0.022922556318258347
1301	MB147	MT114	0.023031162062774183
1302	MB070	MT092	0.023047623852974573
1303	MB008;MB009	MT076	0.023074853082828597
1304	MB154;MB155	MT112	0.023077533719924923
1305	MB124	MT020	0.023083822221246362
1306	MB076	MT117	0.02309053395857149
1307	MB087	MT099	0.02309053395857149
1308	MB080	MT047	0.023091396809951304
1309	MB028	MT102	0.023110651195515034
1310	MB137	MT081	0.02312229465011611
1311	MB130	MT070	0.023136200152947702
1312	MB158	MT115	0.023205729778776458
1313	MB091	MT019	0.023352562067251663
1314	MB165	MT034	0.023406859843203124
1315	MB096	MT007	0.023406859843203124
1316	MB150	MT109	0.023453507992133273
1317	MB028	MT006	0.02345724077954797
1318	MB152	MT019;MT020	0.023482287579028576
1319	MB160	MT071	0.02348319912020594
1320	MB113	MT153	0.02360959546005776
1321	MB049	MT150	0.023619855451727144
1322	MB025	MT054	0.023809254528391943
1323	MB090	MT078	0.023851670057233352
1324	MB001	MT085	0.023851670057233352
1325	MB019	MT139	0.02385978801110731
1326	MB109	MT071	0.0238683949441037
1327	MB117	MT043	0.023932002779204393
1328	MB062	MT076	0.0239722656377591
1329	MB062	MT106	0.024047360514341642
1330	MB152	MT068	0.024051172833270743
1331	MB065	MT114	0.024061854136294924
1332	MB062	MT031	0.02406251978916043
1333	MB015	MT039	0.02407636201310966
1334	MB126	MT014;MT015	0.024109515138139213
1335	MB142	MT104	0.024140995815485317
1336	MB123	MT152	0.024140995815485317
1337	MB017	MT067	0.024148381893377768
1338	MB110	MT056;MT010;MT017	0.02415404490922006
1339	MB164	MT001	0.024162580502705262
1340	MB079	MT065	0.024168633609546412
1341	MB126	MT100	0.024171051239979768
1342	MB079	MT108	0.024175892769514096
1343	MB077	MT142	0.024220665320925476
1344	MB162	MT071	0.024294917753942186
1345	MB009	MT003	0.024362762685391132
1346	MB083	MT128	0.024438890840244584
1347	MB019	MT071;MT050;MT067	0.02448012306998728
1348	MB058	MT139	0.02448012306998728
1349	MB044	MT131	0.024500353992715038
1350	MB090	MT097	0.024588920949465236
1351	MB122	MT146	0.024689890081598196
1352	MB086	MT139	0.024689890081598196
1353	MB054	MT005	0.024689890081598196
1354	MB145	MT146	0.024689890081598196
1355	MB037	MT112	0.024803371637326044
1356	MB021	MT045	0.024803371637326044
1357	MB164	MT110	0.02494399507237531
1358	MB049	MT135	0.024968481453192245
1359	MB074;MB094	MT150	0.024968481453192245
1360	MB007	MT096	0.024993676877175183
1361	MB049	MT063	0.024998791474207322
1362	MB034	MT062	0.024998791474207322
1363	MB151	MT010	0.025004702621697898
1364	MB135	MT053	0.025017320519735594
1365	MB098	MT074	0.025050075173080364
1366	MB086	MT038	0.02507872248572338
1367	MB006	MT079	0.02507872248572338
1368	MB047	MT130	0.02510146293649512
1369	MB150	MT049	0.025120075625781727
1370	MB122	MT121	0.025145439865064585
1371	MB078	MT130	0.025201956591466977
1372	MB117	MT025	0.025240619659102043
1373	MB106	MT132	0.02525852036184286
1374	MB138	MT134	0.025277184331195288
1375	MB038	MT036	0.02528883122053727
1376	MB007	MT045	0.02528883122053727
1377	MB164	MT048	0.02528883122053727
1378	MB111	MT035	0.025300081006308237
1379	MB015	MT051	0.025318123006813274
1380	MB027	MT076	0.025327529905573985
1381	MB166	MT007	0.025474689501364223
1382	MB160	MT107	0.02547734071366359
1383	MB148	MT101	0.025496273943961135
1384	MB008	MT079	0.02552279253134834
1385	MB090	MT101	0.025522804183987204
1386	MB012	MT099	0.025522804183987204
1387	MB133	MT079	0.025564912680532337
1388	MB040	MT090	0.025618855002806345
1389	MB162	MT052	0.025732420389083705
1390	MB003	MT111	0.025752290294566115
1391	MB103	MT114	0.025758422031495774
1392	MB087	MT028	0.02577069446955712
1393	MB087	MT026	0.02577069446955712
1394	MB019	MT062	0.025776927604885685
1395	MB135	MT038	0.02577880565861935
1396	MB084	MT065	0.025839313357036195
1397	MB155	MT029	0.025890138716057966
1398	MB119	MT016	0.025890138716057966
1399	MB062	MT059	0.025890138716057966
1400	MB009	MT042	0.02594968465453595
1401	MB129	MT026	0.025950893666940682
1402	MB066	MT127	0.02601596617698059
1403	MB082	MT053	0.026018711175047667
1404	MB165	MT061	0.026024925699835638
1405	MB064	MT083	0.026084748538893768
1406	MB090	MT002	0.026104883737283292
1407	MB160	MT136	0.02610539020696977
1408	MB001	MT126	0.026173690583639293
1409	MB100	MT102	0.026183861411272092
1410	MB073	MT114	0.026187453429649885
1411	MB021	MT099	0.0262018769775758
1412	MB062	MT033	0.026207663173725134
1413	MB007;MB044	MT034	0.026213946137774186
1414	MB066	MT128	0.026282822673645113
1415	MB009	MT053;MT048;MT069	0.026282822673645113
1416	MB129	MT089	0.026370939957980368
1417	MB009	MT007;MT012	0.02638266216729113
1418	MB133	MT143	0.02651136215216585
1419	MB124	MT075	0.02656444100919814
1420	MB147	MT109	0.02656444100919814
1421	MB122	MT135	0.02658622785168587
1422	MB135	MT104	0.02658622785168587
1423	MB008	MT134	0.026659798930833953
1424	MB030	MT106;MT123	0.026740649785664632
1425	MB116	MT086	0.02676413988265837
1426	MB055;MB058	MT095	0.02676413988265837
1427	MB077	MT052	0.026774117148287178
1428	MB137;MB142	MT038	0.026808312135182984
1429	MB030	MT147	0.02683966653627305
1430	MB056	MT015	0.026852560720582817
1431	MB022	MT085	0.026852560720582817
1432	MB016	MT032	0.026917626645523614
1433	MB160	MT104	0.02694552777164424
1434	MB064	MT042	0.02698576692780149
1435	MB081	MT039	0.02702647557383574
1436	MB021	MT020	0.0270482259009753
1437	MB067	MT138	0.027074665406317595
1438	MB141	MT057	0.027100048720398697
1439	MB154	MT056	0.027122282124203454
1440	MB081	MT007;MT012	0.02712881035863688
1441	MB108	MT146	0.02713534167318275
1442	MB158	MT048	0.027254515434294295
1443	MB008	MT010	0.027262749458146003
1444	MB057;MB077	MT009	0.02737779887964673
1445	MB092	MT015	0.027388020577978168
1446	MB121	MT080	0.02744295691422119
1447	MB125	MT058	0.027448386552760478
1448	MB017	MT068	0.02758770874973164
1449	MB002	MT098	0.027681372714213986
1450	MB049;MB050	MT075	0.027682346930011974
1451	MB111	MT052	0.027691061977414357
1452	MB160	MT011	0.02780339345449463
1453	MB084	MT058	0.027824788631125082
1454	MB091	MT033	0.027871815259563632
1455	MB045	MT005	0.027871815259563632
1456	MB059	MT148	0.027871815259563632
1457	MB072	MT088	0.02797679273686054
1458	MB131	MT114	0.02803277869508756
1459	MB045	MT091	0.028043252578651433
1460	MB071	MT048;MT069	0.028146352199456246
1461	MB030	MT026	0.028149442455106137
1462	MB125	MT079	0.028152534904103427
1463	MB044	MT027	0.02818349155684829
1464	MB149	MT119	0.028206209135739912
1465	MB089	MT130	0.028259144492265086
1466	MB066;MB073	MT033	0.02827715750763847
1467	MB008	MT108	0.028366068535663397
1468	MB065	MT054	0.028481457358528035
1469	MB060	MT138	0.028484596898514968
1470	MB055	MT057	0.028553200607025715
1471	MB087	MT139	0.028585920410302827
1472	MB165	MT010	0.028591670660705715
1473	MB059	MT059	0.028609875478585067
1474	MB017	MT021	0.028638785626891792
1475	MB163	MT023	0.028660505875162487
1476	MB110	MT084	0.02867407036696052
1477	MB116	MT139	0.02875213176786839
1478	MB083	MT104	0.02886274615287912
1479	MB162	MT051	0.028926965902205653
1480	MB064	MT026	0.028926965902205653
1481	MB054	MT076	0.028926965902205653
1482	MB153	MT011	0.029017098941519257
1483	MB049;MB050	MT146	0.029085152698035383
1484	MB025	MT045	0.02915276805403502
1485	MB158	MT121	0.02923528111422814
1486	MB125	MT049	0.029260979572131734
1487	MB087	MT010	0.02929054366388688
1488	MB158	MT111	0.02930533763924294
1489	MB092	MT019	0.029312453658529657
1490	MB038	MT019	0.029369573206633685
1491	MB007	MT063	0.029392108210586507
1492	MB019	MT127	0.029394268709887827
1493	MB149	MT080	0.029410382698527575
1494	MB016	MT113	0.02942783127459641
1495	MB081	MT005	0.02944269862355697
1496	MB099	MT086	0.029452060460842085
1497	MB119	MT033	0.029452060460842085
1498	MB157	MT109	0.0295094258136906
1499	MB127	MT063	0.029669917913294278
1500	MB061	MT119	0.029671090256610612
1501	MB063	MT027	0.029683816310802646
1502	MB166	MT006	0.029710473166321822
1503	MB092	MT079	0.029713820066023307
1504	MB123	MT097	0.02975163813494375
1505	MB066	MT026	0.02987922685547995
1506	MB132	MT129	0.02993234739137926
1507	MB025	MT111	0.02996259253508871
1508	MB068	MT026	0.02996989380799643
1509	MB105	MT078	0.0300163914254807
1510	MB037	MT090	0.03006295326664161
1511	MB092	MT089	0.030132282787907735
1512	MB136	MT100	0.030132652163948996
1513	MB125	MT126	0.03022843920975115
1514	MB037	MT104	0.0303436771958307
1515	MB138	MT016	0.0303436771958307
1516	MB153;MB157	MT106	0.030386198459855077
1517	MB144	MT068	0.03042907598613695
1518	MB038	MT056	0.030490763705104812
1519	MB066	MT149	0.030523144872323556
1520	MB032	MT038	0.030596708688605926
1521	MB090	MT131	0.030643556640254404
1522	MB055;MB058	MT069	0.03065901573358821
1523	MB038	MT034	0.03068647415264939
1524	MB005	MT063	0.030727922970598263
1525	MB021	MT083	0.030727922970598263
1526	MB124	MT025	0.030741150119944778
1527	MB100	MT041	0.030793509385434507
1528	MB088	MT008	0.03086926710581577
1529	MB122	MT071	0.030929087240319123
1530	MB116	MT068	0.030933407094202125
1531	MB083	MT005	0.030933407094202125
1532	MB001	MT136	0.030946695246457007
1533	MB067	MT023	0.030956273661722003
1534	MB008	MT037	0.031070307313838353
1535	MB048	MT046	0.031122381527343375
1536	MB012;MB016	MT012	0.03125518136954038
1537	MB132	MT072	0.031293872066696066
1538	MB085	MT132	0.031293872066696066
1539	MB125	MT088	0.03133765702071098
1540	MB152	MT007	0.03133765702071098
1541	MB073	MT059	0.031338884083528515
1542	MB064	MT027	0.031338884083528515
1543	MB129	MT068	0.03135601392075503
1544	MB064	MT004	0.03135601392075503
1545	MB141	MT106	0.03135601392075503
1546	MB034	MT018	0.0313713984071123
1547	MB040	MT063	0.0313713984071123
1548	MB016	MT118	0.03138588912335607
1549	MB151	MT022	0.03139090907660561
1550	MB039	MT073	0.03146936487435361
1551	MB153	MT042	0.031480750217387006
1552	MB070	MT030	0.03153572094088988
1553	MB067	MT085	0.031536684532647644
1554	MB115	MT056	0.03158904475909027
1555	MB087	MT148	0.03158904475909027
1556	MB094	MT093	0.03159639250229112
1557	MB007	MT006	0.031619726415818825
1558	MB003	MT079	0.031619726415818825
1559	MB035	MT145	0.03162709885948196
1560	MB079	MT104	0.03162709885948196
1561	MB062	MT020	0.03175160702529885
1562	MB122	MT044	0.03179494598905587
1563	MB034	MT044	0.031809192386852085
1564	MB092	MT135	0.031841362775815264
1565	MB166	MT149	0.03185033950649361
1566	MB094	MT030	0.03185359942615083
1567	MB060;MB062	MT025	0.031879089575500875
1568	MB007	MT003	0.031896760726544814
1569	MB045	MT116	0.031896760726544814
1570	MB045	MT061	0.031970384442701213
1571	MB037	MT131	0.03197788672459286
1572	MB063	MT140	0.03197788672459286
1573	MB124	MT051	0.032018524852039904
1574	MB036	MT142	0.03202228656046173
1575	MB061	MT070	0.03202352848934117
1576	MB129	MT143	0.03202352848934117
1577	MB162	MT086	0.03212071631816844
1578	MB038	MT010	0.03219481210768717
1579	MB020	MT134	0.03228157597924395
1580	MB112	MT022	0.03228685234264504
1581	MB164	MT053	0.03228685234264504
1582	MB154	MT030	0.032332948779664306
1583	MB149	MT003	0.032333996293694135
1584	MB040	MT045	0.0326376714590423
1585	MB038	MT050	0.032645733957563004
1586	MB034;MB036	MT112	0.03271949336334184
1587	MB038	MT071	0.03272020491181908
1588	MB085	MT100	0.03272020491181908
1589	MB110	MT019	0.03274905458037065
1590	MB114	MT082	0.03280683806754512
1591	MB162	MT079	0.03280683806754512
1592	MB157	MT098	0.03293224058599338
1593	MB009	MT027	0.033003444310703546
1594	MB035	MT011	0.033147284424942844
1595	MB145	MT098	0.03319393008252883
1596	MB103	MT054	0.033257753616325186
1597	MB058	MT049	0.03327026362862168
1598	MB027	MT036	0.033286402870192404
1599	MB094	MT115	0.03335864027655263
1600	MB022	MT102	0.033365934298249716
1601	MB079	MT132	0.03345378689491959
1602	MB063	MT088	0.033477377704382846
1603	MB043	MT130	0.03352013072519332
1604	MB109	MT036	0.03355701634961304
1605	MB119	MT102	0.03355701634961304
1606	MB148	MT131	0.03357924574996678
1607	MB152;MB144;MB150	MT071	0.033582940110167
1608	MB103	MT108	0.033582940110167
1609	MB022	MT020	0.03358454815436514
1610	MB122	MT153	0.03359527667054818
1611	MB031	MT039	0.033638169659554545
1612	MB103	MT029	0.03367756110285121
1613	MB058	MT028	0.03367756110285121
1614	MB006	MT143	0.033772411243802515
1615	MB035	MT137	0.03380997183689652
1616	MB111	MT088	0.033826113719678294
1617	MB117	MT087	0.03387351482067809
1618	MB027	MT116	0.03396331143530215
1619	MB054	MT042	0.03410875837048493
1620	MB147	MT091	0.034125696785265024
1621	MB036	MT006	0.03418643222643619
1622	MB121	MT025	0.03418643222643619
1623	MB091	MT002	0.03425797547628369
1624	MB009	MT092	0.03425797547628369
1625	MB053	MT148	0.03425797547628369
1626	MB097	MT092	0.03436321272931542
1627	MB136	MT044	0.0344458624069216
1628	MB072	MT123	0.0345277319730355
1629	MB114	MT123	0.034559659371582736
1630	MB125	MT068	0.0345810163294959
1631	MB108	MT042	0.03460510862442863
1632	MB008	MT127	0.03462009707017985
1633	MB158	MT025	0.03462009707017985
1634	MB147	MT066	0.03463953863701681
1635	MB104	MT020	0.03467426895091112
1636	MB014	MT043	0.03484047031863966
1637	MB161	MT147	0.03492422571789266
1638	MB095	MT134	0.03499946564528896
1639	MB115	MT113	0.03503926489976529
1640	MB006	MT002	0.035060271601118714
1641	MB036	MT018	0.035060271601118714
1642	MB071	MT150	0.035156936178299424
1643	MB109	MT076	0.03518500026073695
1644	MB059	MT004	0.035258709820265334
1645	MB122	MT021	0.035278788607312886
1646	MB138	MT100	0.035278788607312886
1647	MB047	MT102	0.035491881805890045
1648	MB149	MT002	0.035498464531662305
1649	MB053	MT127	0.035525676743713284
1650	MB148	MT119	0.03552748679764366
1651	MB106	MT072	0.03554792357071945
1652	MB081;MB084	MT104	0.03562443057354309
1653	MB018	MT068	0.03563267953135982
1654	MB027	MT118	0.03572276341731555
1655	MB034	MT139	0.035799560114164505
1656	MB061	MT032	0.03590018208624593
1657	MB164	MT040	0.03590018208624593
1658	MB127	MT042;MT045	0.03599589275648242
1659	MB107	MT097	0.03599589275648242
1660	MB147	MT081	0.03601589798717742
1661	MB154	MT019	0.036026921836654
1662	MB090	MT052	0.036026921836654
1663	MB131	MT022	0.036026921836654
1664	MB090	MT142	0.036072609013748876
1665	MB163	MT093	0.03607431883601181
1666	MB057	MT153	0.03607431883601181
1667	MB053	MT101	0.03616109726895302
1668	MB043	MT107	0.03616349335887127
1669	MB161;MB162	MT102	0.03617151291317054
1670	MB013	MT066	0.03621838892194168
1671	MB075	MT052	0.036259687512638236
1672	MB075	MT091	0.03629596876452854
1673	MB079	MT070	0.03637415145628131
1674	MB152	MT011	0.036401053909167994
1675	MB032	MT067	0.036401053909167994
1676	MB109	MT137	0.036423786209843816
1677	MB105	MT120	0.036423786209843816
1678	MB003	MT085	0.036423786209843816
1679	MB065	MT134	0.0364884582812909
1680	MB046	MT100	0.0365947568076794
1681	MB016	MT042	0.03659658091121331
1682	MB121	MT102	0.036639598598316205
1683	MB103	MT135	0.036700552803178375
1684	MB115	MT020	0.036700552803178375
1685	MB163	MT148	0.036700552803178375
1686	MB038	MT074	0.036700552803178375
1687	MB073	MT142	0.036742157818419274
1688	MB019	MT076	0.036742157818419274
1689	MB057;MB077	MT146	0.036784008903932665
1690	MB070	MT072	0.03690513998170013
1691	MB078	MT125	0.03690963105137929
1692	MB075	MT023	0.03690963105137929
1693	MB047	MT094	0.03693293194134697
1694	MB051	MT070;MT081	0.03693752328974206
1695	MB126	MT017	0.037021757404430186
1696	MB118	MT110	0.03710137548556427
1697	MB028	MT086	0.037107996166413054
1698	MB133	MT062	0.037196354335439656
1699	MB035	MT029	0.03720900128186653
1700	MB087	MT067	0.037213567649190794
1701	MB110	MT119	0.03729094750426805
1702	MB049	MT142	0.03730275130956612
1703	MB077	MT071	0.03730275130956612
1704	MB117	MT009	0.037420767682534
1705	MB036	MT094	0.03757682595162795
1706	MB106	MT077	0.03757682595162795
1707	MB110	MT033	0.03757682595162795
1708	MB075	MT003	0.03757682595162795
1709	MB097	MT143	0.03760531651668123
1710	MB158	MT051	0.037719380108442085
1711	MB064	MT016	0.0377431636532489
1712	MB094	MT142	0.037752655762393866
1713	MB118	MT002	0.03790985473468008
1714	MB152	MT069	0.03797233057924079
1715	MB160	MT152	0.038039418759286854
1716	MB083	MT027	0.03810653841317801
1717	MB159	MT055	0.03812093074744979
1718	MB023	MT139	0.038125687016495415
1719	MB156	MT136	0.03816414521583573
1720	MB103	MT057	0.03819514916215512
1721	MB091	MT103	0.03820259944682317
1722	MB003	MT105	0.03820259944682317
1723	MB161	MT020	0.03821917800820742
1724	MB031	MT089	0.0385447313501753
1725	MB110	MT130	0.03857004181449905
1726	MB129	MT032	0.03866238970654713
1727	MB003	MT001	0.038823260640670584
1728	MB090	MT045	0.03888190862910527
1729	MB144	MT090	0.03898962995487338
1730	MB129	MT002	0.03900162349968166
1731	MB094	MT068	0.03902397920884841
1732	MB059	MT031	0.039069853249822935
1733	MB096	MT080	0.039069853249822935
1734	MB054	MT085	0.039069853249822935
1735	MB034	MT024	0.03907378478706987
1736	MB095	MT126	0.03910240551944881
1737	MB114;MB115	MT059	0.03910270194634049
1738	MB149	MT147	0.03911969169027457
1739	MB005	MT042	0.03914430453439683
1740	MB009	MT068	0.03919853483274803
1741	MB065	MT090	0.03922104443933338
1742	MB048	MT070	0.03922104443933338
1743	MB008	MT054	0.03923586591773159
1744	MB150	MT081	0.03952285813964126
1745	MB054	MT101	0.03955983908346
1746	MB103	MT105	0.03961726253661006
1747	MB124	MT150	0.03983655669162376
1748	MB028	MT134	0.03983655669162376
1749	MB109	MT086	0.03983673223669634
1750	MB050	MT034	0.039851837691408855
1751	MB047	MT040	0.03990700102217962
1752	MB074	MT152	0.03993962064359505
1753	MB078	MT048;MT069	0.03994715579117262
1754	MB120	MT042	0.03996947779509807
1755	MB055	MT061	0.0399775810946003
1756	MB143	MT037	0.0399775810946003
1757	MB108	MT041	0.04003777745332483
1758	MB032	MT126	0.04004797817769251
1759	MB092	MT127	0.040068126436062876
1760	MB010	MT131	0.04019890015632891
1761	MB117	MT142	0.040207134912145476
1762	MB001	MT025	0.040207134912145476
1763	MB105	MT146	0.040207134912145476
1764	MB093	MT010	0.040285728258373406
1765	MB151	MT048	0.040285728258373406
1766	MB107	MT002	0.04038655595495514
1767	MB031	MT105	0.04045793055274153
1768	MB131	MT068	0.04045793055274153
1769	MB047	MT134	0.040468294785906106
1770	MB059	MT085	0.040468294785906106
1771	MB066	MT010	0.04052927890976785
1772	MB093	MT070	0.04057500621197457
1773	MB054	MT022	0.040595141594373
1774	MB073	MT002	0.040674074491313876
