SampleID	SubjectID	BroadBodySite	BodySubsite	Habitat	PrimaryHabitatIncluded	NumberReads	CandidateRank	Representative	SelectionReason
SRS019329	HMP_2012_765337473	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	8341214	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019333	HMP_2012_765337473	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	25388540	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019339	HMP_2012_765337473	Nasal cavity	anterior_nares	Anterior nares	TRUE	389318	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019379	HMP_2012_765337473	Vagina	posterior_fornix	Posterior fornix	TRUE	738816	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019386	HMP_2012_765560005	Nasal cavity	anterior_nares	Anterior nares	TRUE	638394	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019387	HMP_2012_765560005	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	34564071	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019389	HMP_2012_765560005	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	38482373	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019391	HMP_2012_765560005	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	4007851	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019397	HMP_2012_765560005	Stool	stool	Stool	TRUE	112797443	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019582	HMP_2012_763597684	Stool	stool	Stool	TRUE	85374050	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019587	HMP_2012_765620695	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	24812944	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019591	HMP_2012_765620695	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	65873757	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019597	HMP_2012_765620695	Nasal cavity	anterior_nares	Anterior nares	TRUE	806081	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019600	HMP_2012_765620695	Vagina	posterior_fornix	Posterior fornix	TRUE	1225711	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019601	HMP_2012_765620695	Stool	stool	Stool	TRUE	114089749	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019607	HMP_2012_765620695	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	97297561	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019685	HMP_2012_763678604	Stool	stool	Stool	TRUE	110483882	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019787	HMP_2012_764669880	Stool	stool	Stool	TRUE	110457538	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019867	HMP_2012_764892411	Nasal cavity	anterior_nares	Anterior nares	TRUE	1070172	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019872	HMP_2012_764892411	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3260565	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019894	HMP_2012_764892411	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	93410688	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019906	HMP_2012_764892411	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	43907386	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019910	HMP_2012_764892411	Stool	stool	Stool	TRUE	68306917	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019968	HMP_2012_160643649	Stool	stool	Stool	TRUE	108450944	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019974	HMP_2012_160643649	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	95838286	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019976	HMP_2012_160643649	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	7964300	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019980	HMP_2012_160643649	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	73656326	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019986	HMP_2012_160643649	Nasal cavity	anterior_nares	Anterior nares	TRUE	3313315	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS019989	HMP_2012_160643649	Vagina	posterior_fornix	Posterior fornix	TRUE	3976857	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020220	HMP_2012_160400887	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	84356400	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020222	HMP_2012_160400887	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	6281715	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020226	HMP_2012_160400887	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	83996022	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020232	HMP_2012_160400887	Nasal cavity	anterior_nares	Anterior nares	TRUE	1647656	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020233	HMP_2012_160400887	Stool	stool	Stool	TRUE	124316791	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020261	HMP_2012_160400887	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	40649268	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS020263	HMP_2012_160400887	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	68504708	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020328	HMP_2012_160704339	Stool	stool	Stool	TRUE	103939044	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020334	HMP_2012_160704339	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	56826133	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020336	HMP_2012_160704339	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	2467781	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020340	HMP_2012_160704339	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	91561207	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020349	HMP_2012_160704339	Vagina	posterior_fornix	Posterior fornix	TRUE	2888370	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020386	HMP_2012_160704339	Nasal cavity	anterior_nares	Anterior nares	TRUE	4257186	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020856	HMP_2012_160765029	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	93114622	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020858	HMP_2012_160765029	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	12681009	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020862	HMP_2012_160765029	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	29405254	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020868	HMP_2012_160765029	Nasal cavity	anterior_nares	Anterior nares	TRUE	1098288	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS020869	HMP_2012_160765029	Stool	stool	Stool	TRUE	99624463	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS021473	HMP_2012_158479027	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	10107290	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS021477	HMP_2012_158479027	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	63552188	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS021483	HMP_2012_158479027	Nasal cavity	anterior_nares	Anterior nares	TRUE	658740	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS021484	HMP_2012_158479027	Stool	stool	Stool	TRUE	125074548	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS021496	HMP_2012_158479027	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	101173678	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS021948	HMP_2012_158256496	Stool	stool	Stool	TRUE	102234331	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS021954	HMP_2012_158256496	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	94172870	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS021960	HMP_2012_158256496	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	27274798	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS021969	HMP_2012_158256496	Vagina	posterior_fornix	Posterior fornix	TRUE	800296	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS021986	HMP_2012_158256496	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	13351536	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022006	HMP_2012_158256496	Nasal cavity	anterior_nares	Anterior nares	TRUE	6043618	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022071	HMP_2012_158337416	Stool	stool	Stool	TRUE	103039042	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022077	HMP_2012_158337416	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	92359658	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022079	HMP_2012_158337416	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	4022086	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022083	HMP_2012_158337416	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	33385171	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022092	HMP_2012_158337416	Vagina	posterior_fornix	Posterior fornix	TRUE	845522	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022129	HMP_2012_158337416	Nasal cavity	anterior_nares	Anterior nares	TRUE	1297960	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022137	HMP_2012_638754422	Stool	stool	Stool	TRUE	90157406	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022143	HMP_2012_638754422	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	113919133	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022145	HMP_2012_638754422	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	15150177	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022149	HMP_2012_638754422	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	27228865	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022158	HMP_2012_638754422	Vagina	posterior_fornix	Posterior fornix	TRUE	1010167	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022524	HMP_2012_809635352	Stool	stool	Stool	TRUE	20749729	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022530	HMP_2012_809635352	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	53677084	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022532	HMP_2012_809635352	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	6861053	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022536	HMP_2012_809635352	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	88738899	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022545	HMP_2012_809635352	Vagina	posterior_fornix	Posterior fornix	TRUE	194357	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022602	HMP_2012_158499257	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	65402864	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022609	HMP_2012_158499257	Stool	stool	Stool	TRUE	122234158	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022621	HMP_2012_158499257	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	115834084	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022625	HMP_2012_158499257	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	23985855	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022645	HMP_2012_158499257	Nasal cavity	anterior_nares	Anterior nares	TRUE	379405	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022713	HMP_2012_370425937	Stool	stool	Stool	TRUE	88734996	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022719	HMP_2012_370425937	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	87119431	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS022721	HMP_2012_370425937	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3953752	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022725	HMP_2012_370425937	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	107799831	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS022734	HMP_2012_370425937	Vagina	posterior_fornix	Posterior fornix	TRUE	678966	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023212	HMP_2012_158924089	Nasal cavity	anterior_nares	Anterior nares	TRUE	1749655	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023346	HMP_2012_246515023	Stool	stool	Stool	TRUE	82433077	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023352	HMP_2012_246515023	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	96098625	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023354	HMP_2012_246515023	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3771900	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023358	HMP_2012_246515023	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	29927588	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023468	HMP_2012_246515023	Vagina	posterior_fornix	Posterior fornix	TRUE	95426784	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023526	HMP_2012_158802708	Stool	stool	Stool	TRUE	111858301	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023534	HMP_2012_158802708	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	851556	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023538	HMP_2012_158802708	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	39540063	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023557	HMP_2012_158802708	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	50380877	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023583	HMP_2012_159005010	Stool	stool	Stool	TRUE	98928169	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023591	HMP_2012_159005010	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	2863958	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023595	HMP_2012_159005010	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	100338948	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023604	HMP_2012_159005010	Vagina	posterior_fornix	Posterior fornix	TRUE	74724213	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023617	HMP_2012_159005010	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	111617542	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023829	HMP_2012_158883629	Stool	stool	Stool	TRUE	119161196	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023835	HMP_2012_158883629	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	82831327	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023837	HMP_2012_158883629	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	4073083	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023841	HMP_2012_158883629	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	31702457	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023847	HMP_2012_158883629	Nasal cavity	anterior_nares	Anterior nares	TRUE	8031792	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023850	HMP_2012_158883629	Vagina	posterior_fornix	Posterior fornix	TRUE	809718	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023914	HMP_2012_159268001	Stool	stool	Stool	TRUE	124938155	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023926	HMP_2012_159268001	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	99043965	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023930	HMP_2012_159268001	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	84325882	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023938	HMP_2012_159268001	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	109247154	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023958	HMP_2012_159369152	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	103480620	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023964	HMP_2012_159369152	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	41939190	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS023970	HMP_2012_159369152	Nasal cavity	anterior_nares	Anterior nares	TRUE	576833	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023971	HMP_2012_159369152	Stool	stool	Stool	TRUE	126732939	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS023987	HMP_2012_159369152	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	17390822	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024009	HMP_2012_159247771	Stool	stool	Stool	TRUE	106311352	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024015	HMP_2012_159247771	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	94659573	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024017	HMP_2012_159247771	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	12596024	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024021	HMP_2012_159247771	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	87819639	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024064	HMP_2012_159247771	Nasal cavity	anterior_nares	Anterior nares	TRUE	996486	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024068	HMP_2012_159247771	Vagina	posterior_fornix	Posterior fornix	TRUE	1750265	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024075	HMP_2012_159510762	Stool	stool	Stool	TRUE	142090693	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024081	HMP_2012_159510762	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	111436227	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024087	HMP_2012_159510762	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	70844726	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024132	HMP_2012_159207311	Stool	stool	Stool	TRUE	109866478	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024138	HMP_2012_159207311	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	93817498	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024140	HMP_2012_159207311	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	11331753	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024144	HMP_2012_159207311	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	28150203	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024265	HMP_2012_158944319	Stool	stool	Stool	TRUE	86568981	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024277	HMP_2012_158944319	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	109625273	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024281	HMP_2012_158944319	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	35434468	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024289	HMP_2012_158944319	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	38417688	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024301	HMP_2012_158944319	Nasal cavity	anterior_nares	Anterior nares	TRUE	1110167	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024310	HMP_2012_158944319	Vagina	posterior_fornix	Posterior fornix	TRUE	18321541	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024318	HMP_2012_159551223	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	67876019	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024331	HMP_2012_159551223	Stool	stool	Stool	TRUE	115172475	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024347	HMP_2012_159551223	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	11353543	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024355	HMP_2012_159551223	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	107914156	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024375	HMP_2012_159713063	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	88273942	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024377	HMP_2012_159713063	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	9970927	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024381	HMP_2012_159713063	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	57638878	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024388	HMP_2012_159713063	Stool	stool	Stool	TRUE	129924073	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024424	HMP_2012_159713063	Nasal cavity	anterior_nares	Anterior nares	TRUE	5004357	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024428	HMP_2012_159713063	Vagina	posterior_fornix	Posterior fornix	TRUE	1759084	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024435	HMP_2012_159571453	Stool	stool	Stool	TRUE	118861246	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024441	HMP_2012_159571453	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	102435603	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024447	HMP_2012_159571453	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	77289106	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024470	HMP_2012_159571453	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	8932485	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024482	HMP_2012_159571453	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	15217789	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024549	HMP_2012_159591683	Stool	stool	Stool	TRUE	97726931	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024557	HMP_2012_159591683	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	3853233	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024561	HMP_2012_159591683	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	46178633	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024567	HMP_2012_159591683	Nasal cavity	anterior_nares	Anterior nares	TRUE	439938	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024580	HMP_2012_159591683	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	85125309	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024596	HMP_2012_159591683	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	43795837	3	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024598	HMP_2012_159591683	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	47468302	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024620	HMP_2012_159611913	Skin	l_retroauricular_crease	Retroauricular crease	TRUE	3485645	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024625	HMP_2012_159611913	Stool	stool	Stool	TRUE	107803179	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024637	HMP_2012_159611913	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	43745180	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024641	HMP_2012_159611913	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	713215	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS024649	HMP_2012_159611913	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	57276236	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS024655	HMP_2012_159611913	Skin	r_retroauricular_crease	Retroauricular crease	TRUE	11463286	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042131	HMP_2012_764487809	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	88138909	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042284	HMP_2012_764811490	Stool	stool	Stool	TRUE	67237357	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042428	HMP_2012_706846339	Vagina	posterior_fornix	Posterior fornix	TRUE	1820763	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042457	HMP_2012_686765762	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	5101543	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042628	HMP_2012_764447348	Stool	stool	Stool	TRUE	103123237	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042643	HMP_2012_404239096	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	102730971	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042858	HMP_2012_159753524	Vagina	posterior_fornix	Posterior fornix	TRUE	3562525	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042910	HMP_2012_763820215	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	107301563	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS042984	HMP_2012_638754422	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	114806163	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS043001	HMP_2012_550534656	Stool	stool	Stool	TRUE	121405453	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS043018	HMP_2012_763759525	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	53404815	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS043239	HMP_2012_675950834	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	13209679	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS043411	HMP_2012_763759525	Stool	stool	Stool	TRUE	69774175	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS043646	HMP_2012_604812005	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	4327797	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS043663	HMP_2012_686765762	Oral cavity	tongue_dorsum	Tongue dorsum	TRUE	130849555	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS043676	HMP_2012_763820215	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	25855292	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS043701	HMP_2012_159814214	Stool	stool	Stool	TRUE	119648452	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS043755	HMP_2012_404239096	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	38852101	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
SRS043772	HMP_2012_763982056	Oral cavity	supragingival_plaque	Supragingival plaque	TRUE	32352250	2	FALSE	lower number_reads or lexical tie-break within subject x selected habitat
SRS043803	HMP_2012_765094712	Oral cavity	buccal_mucosa	Buccal mucosa	TRUE	7959374	1	TRUE	maximum finite number_reads; lexical sample_id tie-break
