FeatureID	Taxon	Species	Prevalence	MeanRelativeAbundance	SelectedForMixedModel
S247	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme	s__Clostridium_asparagiforme	0.2980958634274458	0.00030029114034699423	False
S248	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	s__Clostridium_bolteae	0.6001313197636244	0.003720756589705855	True
S249	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	s__Clostridium_butyricum	0.004596191726854892	5.0231887814885235e-05	False
S250	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	s__Clostridium_celatum	0.001969796454366382	3.1485379525554487e-06	False
S251	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae	s__Clostridium_citroniae	0.15167432698621142	0.0002500574273691873	False
S252	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	s__Clostridium_clostridioforme	0.2521339461588969	0.002313041600634819	True
S253	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	s__Clostridium_hathewayi	0.32764281024294156	0.001790949727783628	True
S254	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae	s__Clostridium_hylemonae	0.003282994090610637	2.3216311906086514e-06	False
S255	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum	s__Clostridium_leptum	0.4510833880499015	0.001840927219182965	True
S256	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum	s__Clostridium_methylpentosum	0.0006565988181221273	9.139222863934316e-07	False
S257	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile	s__Clostridium_nexile	0.14970453053184504	0.000763504862579987	False
S258	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	s__Clostridium_perfringens	0.017071569271175313	1.950057484798975e-05	False
S259	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_phytofermentans	s__Clostridium_phytofermentans	0.0013131976362442547	7.063689535850368e-07	False
S260	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	s__Clostridium_scindens	0.03742613263296126	1.7053461248962738e-05	False
S261	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	s__Clostridium_sp_ATCC_BAA_442	0.02232435981615233	0.0002958737231176011	False
S262	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5	s__Clostridium_sp_D5	0.0026263952724885093	8.803115690258973e-06	False
S263	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_HGF2	s__Clostridium_sp_HGF2	0.0006565988181221273	6.756405216679299e-06	False
S264	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755	s__Clostridium_sp_KLE_1755	0.03939592908732764	0.0007540564227769942	False
S265	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50	s__Clostridium_sp_L2_50	0.004596191726854892	0.0002443199466352267	False
S266	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sporogenes	s__Clostridium_sporogenes	0.0006565988181221273	1.4118690788469172e-06	False
S267	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	s__Clostridium_symbiosum	0.40118187787261983	0.0015155972540009282	True
S268	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum	s__Eubacterium_infirmum	0.001969796454366382	3.4367007601765944e-06	False
S269	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_lactolyticus	s__Anaerococcus_lactolyticus	0.0006565988181221273	1.8955992714391647e-07	False
S270	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_obesiensis	s__Anaerococcus_obesiensis	0.005252790544977019	9.012074982060682e-06	False
S271	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis	s__Anaerococcus_vaginalis	0.005252790544977019	6.988644573028281e-06	False
S272	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Clostridiales_Family_XI_Incertae_Sedis_noname|s__Clostridiales_bacterium_BV3C26	s__Clostridiales_bacterium_BV3C26	0.0013131976362442547	4.55077364206273e-07	False
S273	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna	s__Finegoldia_magna	0.0026263952724885093	8.304665945867687e-07	False
S274	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra	s__Parvimonas_micra	0.001969796454366382	1.5851617181071242e-06	False
S275	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified	s__Parvimonas_unclassified	0.011818778726198293	1.2156154304733618e-05	False
S276	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_duerdenii	s__Peptoniphilus_duerdenii	0.001969796454366382	1.5456827690737517e-06	False
S277	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_harei	s__Peptoniphilus_harei	0.006565988181221274	1.3456093811547438e-05	False
S278	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	s__Peptoniphilus_lacrimalis	0.007222586999343401	1.1076893694453951e-05	False
S279	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus	s__Bacteroides_pectinophilus	0.005252790544977019	6.295753390433765e-05	False
S280	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	s__Clostridiales_bacterium_1_7_47FAA	0.2843072882468812	0.00032082211136817105	False
S281	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii	s__Flavonifractor_plautii	0.5561391989494419	0.0012366570051942432	True
S282	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	s__Pseudoflavonifractor_capillosus	0.1103086014445174	5.234906114233742e-05	False
S283	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	s__Anaerofustis_stercorihominis	0.004596191726854892	2.0483560094070833e-06	False
S284	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy	s__Eubacterium_brachy	0.0013131976362442547	7.738016868684019e-07	False
S285	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	s__Eubacterium_eligens	0.5994747209455022	0.005823653639190243	True
S286	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	s__Eubacterium_hallii	0.4812869336835194	0.0010951755357447453	True
S287	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	s__Eubacterium_limosum	0.001969796454366382	1.1306899428517805e-06	False
S288	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	s__Eubacterium_ramulus	0.28233749179251477	0.00044523099988993655	False
S289	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	s__Eubacterium_rectale	0.8128693368351937	0.039695939086877706	True
S290	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	s__Eubacterium_siraeum	0.3887065003282994	0.010336171956870002	True
S291	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	s__Eubacterium_sp_3_1_31	0.0984898227183191	0.00038297009736767203	False
S292	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	s__Eubacterium_ventriosum	0.3427445830597505	0.0016683068660417084	True
S293	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	s__Anaerostipes_caccae	0.014445173998686802	5.170015112973649e-06	False
S294	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	s__Anaerostipes_hadrus	0.36112934996717005	0.0005081325397569091	False
S295	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	s__Anaerostipes_unclassified	0.08141825344714379	0.00014855938668156696	False
S296	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	s__Blautia_hansenii	0.011162179908076166	5.230005850303259e-06	False
S297	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	s__Blautia_hydrogenotrophica	0.04727511490479317	2.1247955074144298e-05	False
S298	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	s__Blautia_producta	0.05581089954038083	8.080851960199857e-05	False
S299	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	s__Ruminococcus_gnavus	0.5219960604070912	0.004018228866941765	True
S300	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	s__Ruminococcus_obeum	0.7524622455679579	0.001619898789249806	True
S301	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	s__Ruminococcus_torques	0.9487852921864741	0.006248333802705226	True
S302	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	s__Butyrivibrio_crossotus	0.03742613263296126	0.0014119175341948886	False
S303	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified	s__Butyrivibrio_unclassified	0.021011162179908074	4.449295734957647e-06	False
S304	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_lentocellum	s__Cellulosilyticum_lentocellum	0.0026263952724885093	1.2688313688168236e-05	False
S305	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	s__Coprococcus_catus	0.23177938279711097	0.00025842402327812725	False
S306	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	s__Coprococcus_comes	0.4865397242284964	0.0011670149254473267	True
S307	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	s__Coprococcus_eutactus	0.0334865397242285	0.0002232827461331574	False
S308	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	s__Coprococcus_sp_ART55_1	0.06762967826657912	0.002906277100767063	False
S309	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	s__Dorea_formicigenerans	0.5430072225869993	0.0008141042140766751	False
S310	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	s__Dorea_longicatena	0.618516086671044	0.00222026263284203	True
S311	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	s__Dorea_unclassified	0.20945502298095864	0.00018355065729133309	False
S312	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	s__Lachnospiraceae_bacterium_1_1_57FAA	0.2744583059750492	0.0012685180476850427	True
S313	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	s__Lachnospiraceae_bacterium_1_4_56FAA	0.08338804990151018	7.601444877325488e-05	False
S314	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA	s__Lachnospiraceae_bacterium_2_1_46FAA	0.013131976362442548	2.7414962334964024e-05	False
S315	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	s__Lachnospiraceae_bacterium_2_1_58FAA	0.16283650689428758	0.0002506582244419456	False
S316	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	s__Lachnospiraceae_bacterium_3_1_46FAA	0.5318450426789232	0.0016308966150946442	True
S317	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.19304005252790546	0.000324509682287284	False
S318	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA	s__Lachnospiraceae_bacterium_4_1_37FAA	0.006565988181221274	2.446921698319999e-06	False
S319	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	s__Lachnospiraceae_bacterium_5_1_57FAA	0.08141825344714379	4.8133157760318895e-05	False
S320	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	s__Lachnospiraceae_bacterium_5_1_63FAA	0.45042678923177937	0.00041123904409958676	False
S321	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA	s__Lachnospiraceae_bacterium_6_1_63FAA	0.02298095863427446	7.061306535424468e-05	False
S322	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	s__Lachnospiraceae_bacterium_7_1_58FAA	0.680236375574524	0.000915904446092654	False
S323	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	s__Lachnospiraceae_bacterium_8_1_57FAA	0.36966513460275774	0.0006978343108959422	False
S324	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	s__Lachnospiraceae_bacterium_9_1_43BFAA	0.021667760998030205	8.840576401137259e-06	False
S325	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens	s__Marvinbryantia_formatexigens	0.003282994090610637	8.832258473759639e-07	False
S326	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	s__Oribacterium_sinus	0.0	1.1556141510177743e-08	False
S327	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	s__Roseburia_hominis	0.6106369008535785	0.0028650357639097546	True
S328	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	s__Roseburia_intestinalis	0.5863427445830598	0.026551978897728493	True
S329	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	s__Roseburia_inulinivorans	0.6336178594878529	0.004957068503650476	True
S330	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	s__Roseburia_unclassified	0.2764281024294156	0.0012049283059876175	True
S331	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia|s__Shuttleworthia_satelles	s__Shuttleworthia_satelles	0.0006565988181221273	4.825260147064605e-07	False
S332	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	s__Stomatobaculum_longum	0.0	1.3525924832575958e-08	False
S333	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1728	s__Oscillibacter_sp_KLE_1728	0.07419566644780039	0.0008317403612869249	False
S334	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1745	s__Oscillibacter_sp_KLE_1745	0.08470124753775443	0.0011637386170250616	False
S335	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	s__Oscillibacter_unclassified	0.7957977675640184	0.006850957140127024	True
S336	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	s__Clostridium_bartlettii	0.21405121470781352	0.0002557968811818403	False
S337	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile	s__Clostridium_difficile	0.010505581089954037	2.493590889847201e-05	False
S338	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum	s__Clostridium_glycolicum	0.003282994090610637	7.508399336078537e-07	False
S339	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	s__Peptostreptococcaceae_noname_unclassified	0.252790544977019	0.00044303241750330374	False
S340	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	s__Peptostreptococcus_anaerobius	0.01772816808929744	2.7500584198206267e-05	False
S341	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	s__Peptostreptococcus_stomatis	0.008535784635587657	5.8548728158411814e-06	False
S342	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	s__Peptostreptococcus_unclassified	0.007879185817465528	1.186848017902723e-05	False
S343	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	s__Anaerotruncus_colihominis	0.19041365725541695	0.0002047905058358975	False
S344	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	s__Anaerotruncus_unclassified	0.25344714379514116	0.0001708591552710779	False
S345	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	s__Faecalibacterium_prausnitzii	0.9323703217334208	0.10688514450789105	True
S346	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	s__Ruminococcaceae_bacterium_D16	0.22521339461588968	0.00048354865058983573	False
S347	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_albus	s__Ruminococcus_albus	0.026263952724885097	9.401244027711573e-06	False
S348	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	s__Ruminococcus_bromii	0.29349967170059094	0.004655059346901926	True
S349	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	s__Ruminococcus_callidus	0.1792514773473408	0.0005622444074470981	False
S350	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis	s__Ruminococcus_champanellensis	0.015101772816808929	6.540503758392409e-05	False
S351	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_flavefaciens	s__Ruminococcus_flavefaciens	0.005252790544977019	1.864849618714554e-06	False
S352	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	s__Ruminococcus_lactaris	0.2646093237032173	0.0014573775845216719	True
S353	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	s__Ruminococcus_sp_5_1_39BFAA	0.07616546290216678	0.0009765673451726505	False
S354	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA	s__Subdoligranulum_sp_4_3_54A2FAA	0.028233749179251477	0.00025263908683262375	False
S355	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	s__Subdoligranulum_unclassified	0.9546946815495733	0.03029007400525297	True
S356	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_variabile	s__Subdoligranulum_variabile	0.009192383453709783	9.880073111009048e-06	False
S357	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	s__Catenibacterium_mitsuokai	0.038739330269205514	0.00018430620415168944	False
S358	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_29_1	s__Coprobacillus_sp_29_1	0.006565988181221274	5.5161992661419415e-05	False
S359	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_D6	s__Coprobacillus_sp_D6	0.0026263952724885093	1.718274355200491e-05	False
S360	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified	s__Coprobacillus_unclassified	0.19304005252790546	0.00038624861481170156	False
S361	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum	s__Clostridium_innocuum	0.03282994090610637	4.741973128324379e-05	False
S362	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum	s__Clostridium_ramosum	0.08141825344714379	0.00022559210284496878	False
S363	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_spiroforme	s__Clostridium_spiroforme	0.003939592908732764	4.228467952288082e-05	False
S364	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3	s__Erysipelotrichaceae_bacterium_21_3	0.04727511490479317	4.0519149265894176e-05	False
S365	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A	s__Erysipelotrichaceae_bacterium_2_2_44A	0.05712409717662508	3.6956348815829184e-05	False
