FeatureID	Species	Term	Estimate	SE	DF	TStatistic	PValue	QValueWithinTerm	QValueGlobal	CILower	CIUpper
S129	s__Prevotella_copri	DiagnosisCD	-0.394035249853367	0.95509432424308	104.183094819469	-0.412561607635606	0.680775586958221	0.765872535327998	0.809223810912602	-2.2660201253698	1.47794962566307
S312	s__Lachnospiraceae_bacterium_1_1_57FAA	DiagnosisCD:WeekYearCentered	-0.253576634688487	0.631757819422548	1429.97985848647	-0.40138266103341	0.688198385860286	0.821057314713803	0.814907072656022	-1.49182196075668	0.984668691379707
S292	s__Eubacterium_ventriosum	DiagnosisCD:WeekYearCentered	-0.172024654289674	0.432282544927909	1415.93061909557	-0.397944946674545	0.690730756822723	0.821057314713803	0.814907072656022	-1.01929844234838	0.675249133769028
S094	s__Bacteroides_xylanisolvens	DiagnosisUC:WeekYearCentered	-0.201447130824224	0.520317524220813	1415.58368856635	-0.387161918341874	0.698694537961582	0.800322834392358	0.815482342735626	-1.22126947829702	0.818375216648569
S306	s__Coprococcus_comes	DiagnosisUC	0.276398071874597	0.71255559751796	105.489430703924	0.387896850207019	0.698873997305945	0.913595619838732	0.815482342735626	-1.1202108992606	1.6730070430098
S306	s__Coprococcus_comes	DiagnosisCD	-0.248604691009683	0.641148682351816	105.260398710025	-0.387748891720044	0.698984865201965	0.772562219433751	0.815482342735626	-1.50525610841924	1.00804672639988
S077	s__Bacteroides_massiliensis	DiagnosisUC	0.40027673094765	1.0509754657452	104.574904789813	0.380862107626681	0.704078178204713	0.913595619838732	0.818393454370791	-1.65963518191294	2.46018864380824
S065	s__Bacteroides_cellulosilyticus	DiagnosisUC	-0.373304060069286	1.00324778104932	104.613738860563	-0.372095575111902	0.71057437098568	0.913595619838732	0.822907819340034	-2.33966971092595	1.59306159078738
S328	s__Roseburia_intestinalis	DiagnosisUC:WeekYearCentered	-0.278331164024518	0.823265018374346	1420.81162792317	-0.338082097274245	0.735351267963723	0.818653043600481	0.848482232265834	-1.89193060003824	1.3352682719892
S147	s__Alistipes_putredinis	DiagnosisUC:WeekYearCentered	0.190599667743904	0.575812661588109	1413.89378187015	0.331009858689499	0.740686087067102	0.818653043600481	0.851518676737727	-0.93799314896879	1.3191924844566
S399	s__Veillonella_parvula	DiagnosisUC	0.268496771898909	0.832716580922689	105.46095927326	0.32243476117817	0.747761683766863	0.942179721546248	0.856527019587498	-1.36362772670956	1.90062127050738
S253	s__Clostridium_hathewayi	DiagnosisCD:WeekYearCentered	-0.170643189134086	0.536561309399143	1420.04407071722	-0.318031110601652	0.75050809962766	0.875592782898936	0.856558157183742	-1.22230335555641	0.881016977288235
S095	s__Bacteroidales_bacterium_ph8	DiagnosisCD	-0.208441631981849	0.67217997085855	104.841668447758	-0.31009795146918	0.757102035609937	0.822369452472863	0.860964408726102	-1.52591437486461	1.10903111090091
S384	s__Dialister_invisus	DiagnosisUC	0.306523736053939	1.12742592442845	104.772003653204	0.271879268883525	0.786249880612326	0.971249852521108	0.890894648895261	-1.90323107582582	2.5162785479337
S253	s__Clostridium_hathewayi	AntibioticsYes	0.0615813240400017	0.238919447580675	1464.98364253719	0.257749315359554	0.796636583916583	0.850645843843131	0.899245526599794	-0.406700793218121	0.529863441298125
S286	s__Eubacterium_hallii	DiagnosisCD:WeekYearCentered	0.128422323854025	0.508873818708062	1422.22645637282	0.252365751848004	0.800794835484784	0.899961630145024	0.899245526599794	-0.868970360813777	1.12581500852183
S255	s__Clostridium_leptum	DiagnosisCD:WeekYearCentered	0.127883407399138	0.516047172040893	1420.10873210706	0.247813406075605	0.804314607315533	0.899961630145024	0.899245526599794	-0.883569049801013	1.13933586459929
S064	s__Bacteroides_caccae	DiagnosisCD	-0.244952624733795	0.989874078606877	104.543256932913	-0.247458368723561	0.805038852384578	0.85961775763099	0.899245526599794	-2.18510581880327	1.69520056933568
S129	s__Prevotella_copri	DiagnosisUC	-0.255435917109707	1.06120790378404	104.31312286754	-0.240702991561671	0.810257766306208	0.981658447640214	0.901877019033412	-2.33540340852642	1.824531574307
S267	s__Clostridium_symbiosum	DiagnosisCD:WeekYearCentered	0.129843446737979	0.552550562461327	1418.01472463523	0.234989258104442	0.814250998702641	0.899961630145024	0.902133429545051	-0.953155655686221	1.21284254916218
S312	s__Lachnospiraceae_bacterium_1_1_57FAA	AntibioticsYes	-0.0645642369755495	0.277749050125695	1507.50671630484	-0.232455293533249	0.81621596006457	0.857026758067799	0.902133429545051	-0.608952375221911	0.479823901270812
S316	s__Lachnospiraceae_bacterium_3_1_46FAA	DiagnosisUC	-0.146145026025365	0.67772489093019	105.848341479541	-0.215640635280163	0.829682863186369	0.986226799636628	0.913811545117854	-1.47448581224854	1.18219576019781
S077	s__Bacteroides_massiliensis	DiagnosisUC:WeekYearCentered	-0.0956796508227186	0.466179779199082	1413.17728099905	-0.205241958342982	0.837412647623514	0.904403841102618	0.919111442513613	-1.00939201805292	0.818032716407482
S267	s__Clostridium_symbiosum	DiagnosisUC:WeekYearCentered	0.118381605094114	0.613354895618636	1417.20740575617	0.193006701242211	0.846981375000865	0.904403841102618	0.926385878907196	-1.08379399031841	1.32055720050664
S144	s__Alistipes_finegoldii	DiagnosisCD:WeekYearCentered	0.0602788481249428	0.36392775430332	1413.84510478862	0.16563410570413	0.868468585751685	0.927396629065067	0.943386226117913	-0.653019550309563	0.773577246559449
S149	s__Alistipes_shahii	DiagnosisCD:WeekYearCentered	0.067754159579319	0.409202788596794	1414.24268641423	0.165575996712183	0.868514303410142	0.927396629065067	0.943386226117913	-0.734283306070398	0.869791625229036
S292	s__Eubacterium_ventriosum	DiagnosisUC	-0.0958609306412476	0.756411114688953	105.164140161607	-0.1267312560322	0.899395097964352	0.995335137912649	0.967887759107829	-1.5784267154316	1.3867048541491
S330	s__Roseburia_unclassified	DiagnosisUC:WeekYearCentered	-0.0945407762175646	0.754089932882377	1432.64730449688	-0.125370691339425	0.900247679641603	0.945260063623683	0.967887759107829	-1.57255704466702	1.3834754922319
S092	s__Bacteroides_uniformis	DiagnosisCD	0.0905421449523246	0.720885347979208	105.28178087547	0.125598536863224	0.900289248947918	0.936088831176517	0.967887759107829	-1.32239313708692	1.50347742699157
S108	s__Parabacteroides_merdae	DiagnosisCD	-0.118396258260393	1.00419285328468	104.488998646141	-0.117901912837881	0.906371725424881	0.936088831176517	0.969344038248369	-2.08661425069837	1.84982173417758
S316	s__Lachnospiraceae_bacterium_3_1_46FAA	DiagnosisCD:WeekYearCentered	-0.0519608703679506	0.448570101936783	1417.83234613154	-0.115836677798186	0.907798385026251	0.949879814955994	0.969344038248369	-0.931158270164045	0.827236529428144
S092	s__Bacteroides_uniformis	DiagnosisUC:WeekYearCentered	-0.052908821100684	0.507128049720437	1415.7018460643	-0.104330299082945	0.916922012003353	0.946985028790348	0.975465803237637	-1.04687979855274	0.941062156351373
S049	s__Collinsella_aerofaciens	DiagnosisCD:WeekYearCentered	0.0424083752142201	0.420725420522842	1416.6108270603	0.100798224080491	0.919724900195486	0.949879814955994	0.975465803237637	-0.78221344901055	0.86703019943899
S095	s__Bacteroidales_bacterium_ph8	AntibioticsYes	0.0144598287432241	0.171058410218953	1437.95692283253	0.0845315277086679	0.932645603775674	0.963224148161762	0.985850218756166	-0.320814655285923	0.349734312772371
S049	s__Collinsella_aerofaciens	DiagnosisCD	0.0489933208298705	0.621231781761495	105.103501705092	0.0788648009780674	0.937290116539169	0.952407699063994	0.987446109397452	-1.16862097142266	1.2666076130824
S072	s__Bacteroides_finegoldii	DiagnosisUC	0.0513771897984255	0.870416135069793	104.341168344416	0.0590260080533846	0.95304429272679	0.995335137912649	0.991591306108957	-1.65463843493837	1.75739281453522
S301	s__Ruminococcus_torques	DiagnosisUC	0.0188526652035802	0.380799745271854	105.981381174068	0.0495080824965394	0.960607579511013	0.995335137912649	0.991591306108957	-0.727514835529255	0.765220165936415
S031	s__Bifidobacterium_adolescentis	DiagnosisUC	0.0328942079896592	0.730800784585376	105.593544438789	0.04501118318903	0.9641834072442	0.995335137912649	0.991591306108957	-1.39947532979768	1.465263745777
S039	s__Bifidobacterium_longum	DiagnosisUC:WeekYearCentered	0.023454228434342	0.549662810605471	1416.16669438348	0.0426702115948256	0.965970440790635	0.981550609190484	0.991591306108957	-1.05388488035238	1.10079333722106
S285	s__Eubacterium_eligens	DiagnosisCD:WeekYearCentered	0.0225581239523092	0.546730458466047	1417.43496134565	0.0412600461580285	0.967094395294216	0.967442511068596	0.991591306108957	-1.04903357464114	1.09414982254576
S129	s__Prevotella_copri	DiagnosisCD:WeekYearCentered	-0.0191172309245798	0.468291892638913	1413.59542716291	-0.0408233224300567	0.967442511068596	0.967442511068596	0.991591306108957	-0.936969340496849	0.89873487864769
S310	s__Dorea_longicatena	DiagnosisUC	-0.0292369048419102	0.742220277361351	105.144456335954	-0.0393911426751228	0.968653238939338	0.995335137912649	0.991591306108957	-1.48398864847016	1.42551483878634
S147	s__Alistipes_putredinis	AntibioticsYes	-0.00898777381766863	0.232290862482418	1434.58143560708	-0.0386918956760467	0.969141418347044	0.969555943750981	0.991591306108957	-0.464277864283208	0.446302316647871
S103	s__Odoribacter_splanchnicus	AntibioticsYes	-0.00911017143747346	0.238662104535775	1445.73444112861	-0.0381718390324001	0.969555943750981	0.969555943750981	0.991591306108957	-0.476887896327593	0.458667553452646
S071	s__Bacteroides_faecis	DiagnosisUC	0.031818877673091	0.93431086458643	104.367185655363	0.0340559859455081	0.972897554247614	0.995335137912649	0.991788768893199	-1.79943041691631	1.86306817226249
S352	s__Ruminococcus_lactaris	DiagnosisUC	-0.0224369685503096	0.783868220709601	104.744231548429	-0.0286233935214243	0.977219420182737	0.995335137912649	0.992981023734072	-1.55881868114113	1.51394474404051
S108	s__Parabacteroides_merdae	DiagnosisUC:WeekYearCentered	-0.00506394971946791	0.464153097587895	1412.99391348683	-0.010910084939181	0.991296724481898	0.991296724481898	0.995335137912649	-0.914804020991741	0.904676121552805
S329	s__Roseburia_inulinivorans	DiagnosisUC	-0.00612903069557339	0.696493558842844	107.009367834529	-0.00879983830109812	0.992995220113141	0.995335137912649	0.995335137912649	-1.37125640602755	1.3589983446364
S069	s__Bacteroides_dorei	DiagnosisCD	0.00671733960090552	0.920903305061732	104.647992831208	0.00729429416094367	0.994193934246092	0.994193934246092	0.995335137912649	-1.79825313832009	1.8116878175219
S330	s__Roseburia_unclassified	DiagnosisUC	-0.00338464712751617	0.521023117376088	110.280249462853	-0.0064961553809004	0.994828591173642	0.995335137912649	0.995335137912649	-1.02458995718465	1.01782066292962
S069	s__Bacteroides_dorei	DiagnosisUC	0.00599664856335105	1.02322504899088	104.781277706924	0.00586053729750363	0.995335137912649	0.995335137912649	0.995335137912649	-1.99952444745878	2.01151774458548
