community	medium	receiver	donor	compound	scs	mus	mps	smetana	Compound	CompoundName	PositiveSMETANA
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tlf_a_m5a_e	0.0	0.0	0	0.0	tlf_a_m5a	tlf a m5a	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tlf_a_m5b_e	0.0	0.0	0	0.0	tlf_a_m5b	tlf a m5b	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tlf_a_m6_e	0.0	0.0	0	0.0	tlf_a_m6	tlf a m6	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tlf_a_m9_e	0.0	0.0	0	0.0	tlf_a_m9	tlf a m9	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tlms_e	0.0	0.0	0	0.0	tlms	tlms	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tlms_glc_e	0.0	0.0	0	0.0	tlms_glc	tlms glc	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tmacmp_e	0.0	0.0	0	0.0	tmacmp	tmacmp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tolcp_ac_e	0.0	0.0	0	0.0	tolcp_ac	tolcp ac	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tolcp_ac_glc_e	0.0	0.0	0	0.0	tolcp_ac_glc	tolcp ac glc	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tolcp_am_e	0.0	0.0	0	0.0	tolcp_am	tolcp am	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tolcp_am_glc_e	0.0	0.0	0	0.0	tolcp_am_glc	tolcp am glc	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tolcp_e	0.0	0.0	0	0.0	tolcp	tolcp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tolcp_glc_e	0.0	0.0	0	0.0	tolcp_glc	tolcp glc	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tpno_1glc_4g_e	0.0	0.0	0	0.0	tpno_1glc_4g	tpno 1glc 4g	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tpno_4g_e	0.0	0.0	0	0.0	tpno_4g	tpno 4g	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tpno_4glc_e	0.0	0.0	0	0.0	tpno_4glc	tpno 4glc	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tpnoh_e	0.0	0.0	0	0.0	tpnoh	tpnoh	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tsacmgluc_e	0.0	0.0	0	0.0	tsacmgluc	tsacmgluc	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_tsul_e	0.0	0.0	0	0.0	tsul	tsul	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_ttdca_e	0.0	1.0	0	0.0	ttdca	ttdca	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_ura_e	0.0	0.14	0	0.0	ura	ura	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_val_L_e	0.0	0.06	0	0.0	val_L	val L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Prevotella_copri	M_zn2_e	0.0	1.0	0	0.0	zn2	zn2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_7a_czp_e	0.0	0.29	1	0.0	7a_czp	7a czp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_C02528_e	0.0	0.0	0	0.0	C02528	C02528	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_adocbl_e	0.0	0.0	0	0.0	adocbl	adocbl	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_alaasp_e	0.0	0.0	0	0.0	alaasp	alaasp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_alagln_e	0.0	0.0	0	0.0	alagln	alagln	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_alaglu_e	0.0	0.0	0	0.0	alaglu	alaglu	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_alagly_e	0.0	0.0	0	0.0	alagly	alagly	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_alahis_e	0.0	0.0	0	0.0	alahis	alahis	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_alaleu_e	0.0	0.0	0	0.0	alaleu	alaleu	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_alathr_e	0.0	0.0	0	0.0	alathr	alathr	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_anzp_e	0.0	0.29	1	0.0	anzp	anzp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_arab_L_e	0.0	0.0	0	0.0	arab_L	arab L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_arsenb_e	0.0	0.0	0	0.0	arsenb	arsenb	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_asn_L_e	0.0	1.0	0	0.0	asn_L	asn L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_brv_e	0.0	0.0	0	0.0	brv	brv	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_btn_e	0.0	0.0	0	0.0	btn	btn	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_but_e	0.0	0.0	0	0.0	but	Butyrate	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_bvu_e	0.0	0.0	0	0.0	bvu	bvu	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ca2_e	0.0	1.0	0	0.0	ca2	ca2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cbl1_e	0.0	0.0	0	0.0	cbl1	cbl1	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cbl2_e	0.0	0.0	0	0.0	cbl2	cbl2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cd2_e	0.0	0.0	0	0.0	cd2	cd2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cgly_e	0.0	1.0	0	0.0	cgly	cgly	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_chlphncl_e	0.0	0.0	1	0.0	chlphncl	chlphncl	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cholate_e	0.0	0.0	0	0.0	cholate	cholate	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cl_e	0.0	1.0	0	0.0	cl	cl	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_co2_e	0.0	0.09	1	0.0	co2	Carbon dioxide	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cobalt2_e	0.0	1.0	0	0.0	cobalt2	cobalt2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cro4_e	0.0	0.0	0	0.0	cro4	cro4	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ctbt_e	0.0	0.0	0	0.0	ctbt	ctbt	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_cu2_e	0.0	1.0	0	0.0	cu2	cu2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_czp_e	0.0	0.0	1	0.0	czp	czp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_dextrin_e	0.0	0.0	0	0.0	dextrin	dextrin	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_dfdcytd_e	0.0	0.0	0	0.0	dfdcytd	dfdcytd	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_dfduri_e	0.0	0.0	0	0.0	dfduri	dfduri	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_dgchol_e	0.0	0.0	0	0.0	dgchol	dgchol	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_dgsn_e	0.0	0.0	0	0.0	dgsn	dgsn	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_din_e	0.0	0.0	0	0.0	din	din	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_drib_e	0.0	0.55	0	0.0	drib	drib	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_duri_e	0.0	0.0	0	0.0	duri	duri	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_fe2_e	0.0	1.0	0	0.0	fe2	fe2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_fe3_e	0.0	1.0	0	0.0	fe3	fe3	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_fol_e	0.0	0.0	0	0.0	fol	fol	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_fru_e	0.0	0.2	0	0.0	fru	D-fructose	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_gbbtn_e	0.0	0.0	0	0.0	gbbtn	gbbtn	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_gchola_e	0.0	0.0	0	0.0	gchola	gchola	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glc_D_e	0.0	0.0	0	0.0	glc_D	glc D	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_gln_L_e	0.0	0.0	0	0.0	gln_L	gln L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glu_L_e	0.0	0.0	0	0.0	glu_L	glu L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glyasn_e	0.0	0.0	0	0.0	glyasn	glyasn	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glyasp_e	0.0	0.0	0	0.0	glyasp	glyasp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glyb_e	0.0	0.0	0	0.0	glyb	glyb	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glyc3p_e	0.0	0.0	0	0.0	glyc3p	glyc3p	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glycys_e	0.0	0.0	0	0.0	glycys	glycys	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glygln_e	0.0	0.0	0	0.0	glygln	glygln	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glyglu_e	0.0	0.0	0	0.0	glyglu	glyglu	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glyleu_e	0.0	0.64	0	0.0	glyleu	glyleu	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glymet_e	0.0	0.0	0	0.0	glymet	glymet	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glyphe_e	0.0	0.0	0	0.0	glyphe	glyphe	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glypro_e	0.0	0.0	0	0.0	glypro	glypro	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_glytyr_e	0.0	0.0	0	0.0	glytyr	glytyr	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_h2o_e	0.0	0.0	0	0.0	h2o	h2o	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_h_e	0.0	0.2	0	0.0	h	h	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_hg2_e	0.0	0.0	0	0.0	hg2	hg2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_his_L_e	0.0	0.49	0	0.0	his_L	his L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_hxan_e	0.0	1.0	0	0.0	hxan	hxan	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ile_L_e	0.0	1.0	0	0.0	ile_L	ile L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ins_e	0.0	0.0	0	0.0	ins	ins	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_isobut_e	0.0	0.0	1	0.0	isobut	isobut	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_isocapr_e	0.0	0.0	1	0.0	isocapr	isocapr	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_isoval_e	0.0	0.0	1	0.0	isoval	isoval	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_k_e	0.0	1.0	0	0.0	k	k	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_lac_D_e	0.0	0.0	1	0.0	lac_D	D-lactate	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_leu_L_e	0.0	0.36	0	0.0	leu_L	leu L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_lys_L_e	0.0	1.0	0	0.0	lys_L	lys L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_malt_e	0.0	0.0	0	0.0	malt	malt	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_malthx_e	0.0	0.0	0	0.0	malthx	malthx	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_malttr_e	0.0	0.0	0	0.0	malttr	malttr	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_met_D_e	0.0	0.0	0	0.0	met_D	met D	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_met_L_e	0.0	0.36	0	0.0	met_L	met L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_metala_e	0.0	0.0	0	0.0	metala	metala	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_metsox_S_L_e	0.0	0.34	0	0.0	metsox_S_L	metsox S L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_mg2_e	0.0	1.0	0	0.0	mg2	mg2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_mn2_e	0.0	1.0	0	0.0	mn2	mn2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_na1_e	0.0	0.4	0	0.0	na1	na1	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_nac_e	0.0	1.0	0	0.0	nac	nac	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_nchlphncl_e	0.0	0.27	1	0.0	nchlphncl	nchlphncl	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_nh4_e	0.0	0.8	1	0.0	nh4	Ammonium	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_nzp_e	0.0	0.0	1	0.0	nzp	nzp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_o2_e	0.0	0.0	0	0.0	o2	Oxygen	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_pb_e	0.0	0.0	0	0.0	pb	pb	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_pcresol_e	0.0	0.0	0	0.0	pcresol	pcresol	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_phe_L_e	0.0	0.0	0	0.0	phe_L	phe L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_pi_e	0.0	1.0	0	0.0	pi	pi	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_pime_e	0.0	0.0	0	0.0	pime	pime	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_pnto_R_e	0.0	0.27	0	0.0	pnto_R	pnto R	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ppa_e	0.0	0.0	1	0.0	ppa	Propionate	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ppi_e	0.0	0.0	1	0.0	ppi	ppi	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_pro_L_e	0.0	0.14	0	0.0	pro_L	pro L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ptrc_e	0.0	0.0	0	0.0	ptrc	ptrc	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_pydxn_e	0.0	0.0	0	0.0	pydxn	pydxn	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_q8_e	0.0	0.0	0	0.0	q8	q8	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_r406_e	0.0	0.0	0	0.0	r406	r406	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_r788_e	0.0	0.0	0	0.0	r788	r788	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_rib_D_e	0.0	0.2	0	0.0	rib_D	rib D	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ser_L_e	0.0	1.0	0	0.0	ser_L	ser L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_sheme_e	0.0	0.0	0	0.0	sheme	sheme	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_so4_e	0.0	1.0	0	0.0	so4	so4	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_spmd_e	0.0	0.0	0	0.0	spmd	spmd	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_srv_e	0.0	0.0	0	0.0	srv	srv	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_succ_e	0.0	1.0	0	0.0	succ	Succinate	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_taur_e	0.0	0.0	0	0.0	taur	taur	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_tchola_e	0.0	0.0	0	0.0	tchola	tchola	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_tdchola_e	0.0	0.0	0	0.0	tdchola	tdchola	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_thymd_e	0.0	0.0	0	0.0	thymd	thymd	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ttdca_e	0.0	1.0	0	0.0	ttdca	ttdca	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_ura_e	0.0	0.14	0	0.0	ura	ura	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_urea_e	0.0	0.0	1	0.0	urea	urea	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_val_L_e	0.0	0.06	0	0.0	val_L	val L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Alistipes_putredinis	M_zn2_e	0.0	1.0	0	0.0	zn2	zn2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_4ahmmp_e	0.0	0.0	0	0.0	4ahmmp	4ahmmp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_7a_czp_e	0.0	0.29	1	0.0	7a_czp	7a czp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_Cit_Mg_e	0.0	0.0	0	0.0	Cit_Mg	Cit Mg	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_Lcyst_e	0.0	0.0	0	0.0	Lcyst	Lcyst	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_acald_e	0.0	0.0	1	0.0	acald	acald	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_adocbl_e	0.0	0.0	0	0.0	adocbl	adocbl	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_alaasp_e	0.0	0.0	0	0.0	alaasp	alaasp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_alagln_e	0.0	0.0	0	0.0	alagln	alagln	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_alaglu_e	0.0	0.0	0	0.0	alaglu	alaglu	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_alagly_e	0.0	0.0	0	0.0	alagly	alagly	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_alahis_e	0.0	0.0	0	0.0	alahis	alahis	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_alaleu_e	0.0	0.0	0	0.0	alaleu	alaleu	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_alathr_e	0.0	0.0	0	0.0	alathr	alathr	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_anzp_e	0.0	0.29	1	0.0	anzp	anzp	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_arab_L_e	0.0	0.0	0	0.0	arab_L	arab L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_arbt_e	0.0	0.0	0	0.0	arbt	arbt	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_arsenb_e	0.0	0.0	0	0.0	arsenb	arsenb	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_asn_L_e	0.0	1.0	0	0.0	asn_L	asn L	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_btn_e	0.0	0.0	0	0.0	btn	btn	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_but_e	0.0	0.0	1	0.0	but	Butyrate	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_butso3_e	0.0	0.0	0	0.0	butso3	butso3	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_ca2_e	0.0	1.0	0	0.0	ca2	ca2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_cbl1_e	0.0	0.0	0	0.0	cbl1	cbl1	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_cbl2_e	0.0	0.0	0	0.0	cbl2	cbl2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_cd2_e	0.0	0.0	0	0.0	cd2	cd2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_cgly_e	0.0	1.0	0	0.0	cgly	cgly	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_chlphncl_e	0.0	0.0	1	0.0	chlphncl	chlphncl	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_cl_e	0.0	1.0	0	0.0	cl	cl	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_co2_e	0.0	0.09	1	0.0	co2	Carbon dioxide	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_cobalt2_e	0.0	1.0	0	0.0	cobalt2	cobalt2	False
all	western_diet_gut_anoxic_membership	Phascolarctobacterium_succinatutens	Acidaminococcus_intestini	M_cro4_e	0.0	0.0	0	0.0	cro4	cro4	False
