Branch	Sequence	Gene	Accession	VirulenceFactor	VFCCategory	ReferenceCoveragePercent	IdentityPercent	AlignedBp
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliR	NP_250139	Flagella	Motility	99.36	95.08	772
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	flhB	NP_250140	Flagella	Motility	100.00	94.99	1137
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	flhA	NP_250143	Flagella	Motility	100.00	96.19	2124
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	flhF	NP_250144	Flagella	Motility	100.00	94.19	1290
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fleN	NP_250145	Flagella	Motility	100.00	96.20	843
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fliA	NP_250146	Flagella	Motility	100.00	97.04	744
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	cheY	NP_250147	Flagella	Motility	100.00	97.60	375
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	cheZ	NP_250148	Flagella	Motility	100.00	94.30	789
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	PA1458	NP_250149	Flagella	Motility	99.07	90.48	2247
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	PA1459	NP_250150	Flagella	Motility	99.64	91.54	1107
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	motC	NP_250151	Flagella	Motility	100.00	94.60	741
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	motD	NP_250152	Flagella	Motility	100.00	93.27	891
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	PA1464	NP_250155	Flagella	Motility	100.00	96.88	480
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tssC	NP_250349	HSI-2	Effector delivery system	100.00	91.80	1476
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tssG	NP_250352	HSI-2	Effector delivery system	100.00	93.25	1008
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tssH	NP_250353	HSI-2	Effector delivery system	100.00	94.46	2634
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	PA1663	NP_250354	HSI-2	Effector delivery system	100.00	90.48	1512
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	PA1664	NP_250355	HSI-2	Effector delivery system	100.00	99.29	141
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	PA1665	NP_250356	HSI-2	Effector delivery system	100.00	97.74	1194
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tssJ	NP_250357	HSI-2	Effector delivery system	100.00	98.62	507
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tssK	NP_250358	HSI-2	Effector delivery system	100.00	98.57	1332
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	icmH/tssL	NP_250359	HSI-2	Effector delivery system	100.00	98.62	870
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tssM	NP_250360	HSI-2	Effector delivery system	100.00	98.36	3528
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	stp1	NP_250361	HSI-2	Effector delivery system	100.00	97.67	729
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	stk1	NP_250362	HSI-2	Effector delivery system	100.00	97.27	990
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	fimL	NP_250513	Type IV pili	Adherence	99.82	93.55	1686
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000001.1	tse1	NP_250535	HSI-1 T6SS secreted effectors	Effector delivery system	100.00	92.99	471
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	aprA	NP_249940	Alkaline protease	Enzyme	100.00	93.40	1440
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fliJ	NP_249796	Flagella	Motility	100.00	94.82	444
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fliI	NP_249795	Flagella	Motility	100.00	94.32	1356
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fliG	NP_249793	Flagella	Motility	100.00	95.48	1017
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fliF	NP_249792	Flagella	Motility	99.72	96.10	1792
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fliE	NP_249791	Flagella	Motility	100.00	97.88	330
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fleR	NP_249790	Flagella	Motility	99.23	90.87	1413
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fleS	NP_249789	Flagella	Motility	99.92	91.32	1209
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	fleQ	NP_249788	Flagella	Motility	100.00	93.89	1473
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgJ	NP_249776	Flagella	Motility	100.00	94.85	1203
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgI	NP_249775	Flagella	Motility	100.00	96.49	1110
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgH	NP_249774	Flagella	Motility	100.00	97.99	696
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgG	NP_249773	Flagella	Motility	100.00	96.95	786
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgF	NP_249772	Flagella	Motility	100.00	95.60	750
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgE	NP_249771	Flagella	Motility	100.00	93.67	1389
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgD	NP_249770	Flagella	Motility	94.12	94.94	672
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgC	NP_249769	Flagella	Motility	100.00	96.60	441
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000002.1	flgB	NP_249768	Flagella	Motility	100.00	97.30	408
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	pilZ	NP_251650	Type IV pili	Adherence	100.00	98.32	357
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpZ	NP_251785	Xcp secretion system	Effector delivery system	100.00	92.00	525
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpY	NP_251786	Xcp secretion system	Effector delivery system	100.00	92.78	1149
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpX	NP_251787	Xcp secretion system	Effector delivery system	100.00	94.11	1002
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpW	NP_251788	Xcp secretion system	Effector delivery system	100.00	94.54	714
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpV	NP_251789	Xcp secretion system	Effector delivery system	100.00	92.05	390
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpU	NP_251790	Xcp secretion system	Effector delivery system	100.00	95.57	519
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpT	NP_251791	Xcp secretion system	Effector delivery system	100.00	97.99	447
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpS	NP_251792	Xcp secretion system	Effector delivery system	100.00	95.07	1218
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpR	NP_251793	Xcp secretion system	Effector delivery system	100.00	95.03	1509
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	xcpP	NP_251794	Xcp secretion system	Effector delivery system	100.00	96.33	708
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000003.1	wbpM	NP_251831	LPS	Immune modulation	98.80	90.68	1974
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	pilF	NP_252494	Type IV pili	Adherence	100.00	91.70	759
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	lasB	NP_252413	LasB	Effector delivery system	100.00	93.05	1497
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	mucP	NP_252339	Alginate	Biofilm	100.00	97.12	1353
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	rpoS	NP_252312	Type IV pili	Adherence	100.00	94.73	1005
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algA	NP_252241	Alginate	Biofilm	100.00	98.48	1446
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algF	NP_252240	Alginate	Biofilm	100.00	97.39	651
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algJ	NP_252239	Alginate	Biofilm	100.00	95.75	1176
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algI	NP_252238	Alginate	Biofilm	100.00	98.02	1563
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algL	NP_252237	Alginate	Biofilm	100.00	97.10	1104
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algX	NP_252236	Alginate	Biofilm	100.00	97.97	1425
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algG	NP_252235	Alginate	Biofilm	98.65	96.97	1610
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algE	NP_252234	Alginate	Biofilm	100.00	98.37	1473
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algK	NP_252233	Alginate	Biofilm	100.00	98.53	1428
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	alg44	NP_252232	Alginate	Biofilm	100.00	97.52	1170
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	alg8	NP_252231	Alginate	Biofilm	100.00	98.05	1485
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000004.1	algD	NP_252230	Alginate	Biofilm	99.92	96.64	1310
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	tse7	NP_248789	HSI-1 T6SS secreted effectors	Effector delivery system	100.00	97.50	1161
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	vgrG1b	NP_248785	HSI-1	Effector delivery system	100.00	96.14	2226
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	vgrG1a	NP_248781	HSI-1	Effector delivery system	100.00	96.95	1932
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	clpV1	NP_248780	HSI-1	Effector delivery system	100.00	97.64	2709
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiH1/tssG	NP_248779	HSI-1	Effector delivery system	100.00	97.23	1047
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiG1/tssF	NP_248778	HSI-1	Effector delivery system	100.00	96.50	1860
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiF1/tssE	NP_248777	HSI-1	Effector delivery system	100.00	96.28	510
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiE1	NP_248776	HSI-1	Effector delivery system	99.76	93.61	844
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hcp1	NP_248775	HSI-1	Effector delivery system	100.00	98.77	489
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiC1/vipB/tssC	NP_248774	HSI-1	Effector delivery system	100.00	97.73	1497
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiB1/vipA/tssB	NP_248773	HSI-1	Effector delivery system	100.00	97.50	519
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiA1	NP_248772	HSI-1	Effector delivery system	99.71	92.56	1032
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	fha1	NP_248771	HSI-1	Effector delivery system	100.00	93.23	1521
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	lip1	NP_248770	HSI-1	Effector delivery system	100.00	95.48	465
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	hsiJ1	NP_248769	HSI-1	Effector delivery system	100.00	96.18	1335
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	dotU1	NP_248768	HSI-1	Effector delivery system	100.00	96.22	1350
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	icmF1/tssM1	NP_248767	HSI-1	Effector delivery system	100.00	97.43	3306
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	tagF/pppB	NP_248766	HSI-1	Effector delivery system	100.00	95.30	681
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	pppA	NP_248765	HSI-1	Effector delivery system	100.00	96.43	729
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	ppkA	NP_248764	HSI-1	Effector delivery system	100.00	98.03	3099
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	tagT	NP_248763	HSI-1	Effector delivery system	100.00	97.50	720
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	tagS	NP_248762	HSI-1	Effector delivery system	100.00	96.25	1200
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	tagR	NP_248761	HSI-1	Effector delivery system	100.00	97.43	1713
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	tagQ	NP_248760	HSI-1	Effector delivery system	100.00	97.16	915
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000005.1	algB	NP_254170	Alginate	Biofilm	100.00	93.85	1350
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000006.1	exlB	WP_003155066	Exolysin	Exotoxin	100.00	99.59	1713
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000006.1	exlA	WP_012076956	Exolysin	Exotoxin	100.00	99.50	4956
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000006.1	mucD	NP_249457	Alginate	Biofilm	100.00	96.00	1425
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000006.1	mucC	NP_249456	Alginate	Biofilm	100.00	91.89	456
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000006.1	mucB	NP_249455	Alginate	Biofilm	100.00	90.01	951
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000006.1	mucA	NP_249454	Alginate	Biofilm	100.00	94.70	585
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000006.1	algU	NP_249453	Alginate	Biofilm	100.00	97.42	582
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	PA3348	NP_252038	Flagella	Motility	100.00	94.91	825
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	PA3349	NP_252039	Flagella	Motility	100.00	96.78	933
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	flgA	NP_252040	Flagella	Motility	100.00	91.56	699
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	flgM	NP_252041	Flagella	Motility	100.00	94.75	324
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	rhlI	NP_252166	Quorum sensing	Biofilm	100.00	92.28	609
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	rhlR	NP_252167	Quorum sensing	Biofilm	100.00	94.49	726
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	rhlB	NP_252168	Rhamnolipid	Immune modulation	100.00	90.24	1281
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	rhlA	NP_252169	Rhamnolipid	Immune modulation	100.00	91.78	888
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	tse3	NP_252174	HSI-1 T6SS secreted effectors	Effector delivery system	100.00	96.74	1227
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000007.1	motY	NP_252216	Flagella	Motility	100.00	92.75	966
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	vfr	NP_249343	Type IV pili	Adherence	100.00	96.74	645
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	chpE	NP_249108	Type IV pili	Adherence	100.00	93.79	612
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	chpD	NP_249107	Type IV pili	Adherence	100.00	95.60	795
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	chpC	NP_249106	Type IV pili	Adherence	100.00	94.87	507
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	chpB	NP_249105	Type IV pili	Adherence	100.00	94.57	1032
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	chpA	NP_249104	Type IV pili	Adherence	99.88	93.86	7419
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	pilK	NP_249103	Type IV pili	Adherence	100.00	94.64	876
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	pilJ	NP_249102	Type IV pili	Adherence	100.00	97.41	2049
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	pilI	NP_249101	Type IV pili	Adherence	100.00	97.21	537
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	pilH	NP_249100	Type IV pili	Adherence	100.00	97.00	366
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	pilG	NP_249099	Type IV pili	Adherence	100.00	97.06	408
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	pilU	NP_249087	Type IV pili	Adherence	100.00	97.39	1149
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000008.1	pilT	NP_249086	Type IV pili	Adherence	100.00	97.97	1035
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000009.1	xcpA/pilD	NP_253218	Type IV pili	Adherence	100.00	95.53	873
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000009.1	rpoN	NP_253152	Type IV pili	Adherence	100.00	94.71	1494
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000009.1	algW	NP_253136	Alginate	Biofilm	99.83	94.61	1168
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000011.1	ptxR	NP_250948	Pyoverdine	Nutritional/Metabolic factor	100.00	92.12	939
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000011.1	pvcD	NP_250947	Pyoverdine	Nutritional/Metabolic factor	100.00	95.99	648
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000011.1	pvcC	NP_250946	Pyoverdine	Nutritional/Metabolic factor	100.00	97.67	1503
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000011.1	pvcB	NP_250945	Pyoverdine	Nutritional/Metabolic factor	100.00	97.60	876
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000011.1	pvcA	NP_250944	Pyoverdine	Nutritional/Metabolic factor	100.00	98.48	987
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000013.1	crc	NP_254019	Type IV pili	Adherence	100.00	98.08	780
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000013.1	algC	NP_254009	Alginate	Biofilm	100.00	94.52	2607
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000013.1	algZ	NP_253949	Alginate	Biofilm	100.00	95.73	1077
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000013.1	algR	NP_253948	Alginate	Biofilm	100.00	95.31	747
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000013.1	algQ	NP_253942	Alginate	Biofilm	100.00	92.96	483
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	waaA	NP_253675	LPS	Immune modulation	100.00	93.43	1278
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	waaP	NP_253696	LPS	Immune modulation	100.00	93.19	807
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	waaG	NP_253697	LPS	Immune modulation	100.00	92.60	1122
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	waaC	NP_253698	LPS	Immune modulation	100.00	92.32	1068
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	waaF	NP_253699	LPS	Immune modulation	100.00	96.15	1038
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	pilQ	NP_253727	Type IV pili	Adherence	100.00	92.49	2145
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	pilP	NP_253728	Type IV pili	Adherence	100.00	96.38	525
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	pilO	NP_253729	Type IV pili	Adherence	100.00	95.03	624
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	pilN	NP_253730	Type IV pili	Adherence	100.00	92.97	597
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000014.1	pilM	NP_253731	Type IV pili	Adherence	100.00	96.15	1065
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000015.1	motB	NP_253640	Flagella	Motility	98.56	91.86	1029
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000015.1	motA	NP_253641	Flagella	Motility	100.00	92.96	852
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000015.1	fimX	NP_253646	Type IV pili	Adherence	100.00	94.99	2076
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	PA2383	NP_251073	Pyoverdine	Nutritional/Metabolic factor	100.00	96.09	921
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	pvdQ	NP_251075	Pyoverdine	Nutritional/Metabolic factor	100.00	92.36	2289
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	pvdM	NP_251083	Pyoverdine	Nutritional/Metabolic factor	99.78	92.67	1347
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	pvdN	NP_251084	Pyoverdine	Nutritional/Metabolic factor	100.00	96.89	1284
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	pvdO	NP_251085	Pyoverdine	Nutritional/Metabolic factor	100.00	96.61	855
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	mbtH-like	NP_251102	Pyoverdine	Nutritional/Metabolic factor	100.00	99.09	219
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	pvdH	NP_251103	Pyoverdine	Nutritional/Metabolic factor	100.00	94.75	1410
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	pvdL	NP_251114	Pyoverdine	Nutritional/Metabolic factor	99.98	96.92	13029
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000019.1	pvdS	NP_251116	Pyoverdine	Nutritional/Metabolic factor	100.00	93.79	564
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000021.1	pilE	NP_253246	Type IV pili	Adherence	100.00	92.49	426
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000021.1	pilX	NP_253243	Type IV pili	Adherence	96.43	90.65	567
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000021.1	pilV	NP_253241	Type IV pili	Adherence	99.82	92.67	558
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000021.1	pilR	NP_253237	Type IV pili	Adherence	100.00	93.27	1338
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000021.1	pilS	NP_253236	Type IV pili	Adherence	100.00	91.71	1593
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchB	NP_252920	Pyochelin	Nutritional/Metabolic factor	100.00	93.46	306
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchC	NP_252919	Pyochelin	Nutritional/Metabolic factor	100.00	91.14	756
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchD	NP_252918	Pyochelin	Nutritional/Metabolic factor	100.00	92.21	1644
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchR	NP_252917	Pyochelin	Nutritional/Metabolic factor	99.66	92.14	888
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchE	NP_252916	Pyochelin	Nutritional/Metabolic factor	99.86	93.61	4311
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchF	NP_252915	Pyochelin	Nutritional/Metabolic factor	100.00	96.56	5430
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchG	NP_252914	Pyochelin	Nutritional/Metabolic factor	100.00	97.14	1050
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchH	NP_252913	Pyochelin	Nutritional/Metabolic factor	100.00	91.30	1713
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	pchI	NP_252912	Pyochelin	Nutritional/Metabolic factor	100.00	93.28	1725
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	fptA	NP_252911	Pyochelin	Nutritional/Metabolic factor	99.86	92.46	2160
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	PA4218	NP_252908	Pyochelin	Nutritional/Metabolic factor	100.00	95.10	1245
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000026.1	phzS	NP_252907	Pyocyanin	Nutritional/Metabolic factor	100.00	96.03	1209
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000029.1	vgrG2b	NP_248953	HSI-2 T6SS secreted effectors	Effector delivery system	100.00	93.95	3060
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000029.1	hcpA	NP_250203	HSI-2	Effector delivery system	100.00	96.15	519
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000030.1	phzB2	NP_250591	Pyocyanin	Nutritional/Metabolic factor	100.00	94.89	489
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000030.1	phzA2	NP_250590	Pyocyanin	Nutritional/Metabolic factor	100.00	95.71	489
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000034.1	phzB1	NP_252900	Pyocyanin	Nutritional/Metabolic factor	91.21	90.14	446
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000036.1	phzG1	NP_252906	Pyocyanin	Nutritional/Metabolic factor	94.73	94.76	611
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000036.1	phzF1	NP_252904	Pyocyanin	Nutritional/Metabolic factor	100.00	98.45	837
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000036.1	phzE1	NP_252903	Pyocyanin	Nutritional/Metabolic factor	100.00	96.50	1884
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000036.1	phzD1	NP_252902	Pyocyanin	Nutritional/Metabolic factor	100.00	95.67	624
Pseudomonas core 90/80	GCA_002563335.1|PDLX01000036.1	phzC1	NP_252901	Pyocyanin	Nutritional/Metabolic factor	100.00	96.31	1218
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	adsA	WP_000645781	AdsA	Immune modulation	100.00	96.72	2319
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	spa	WP_000728751	SpA	Exotoxin	100.00	94.96	1527
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	capA		Capsule	Immune modulation	100.00	99.55	669
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8B	WP_000037328	Capsule	Immune modulation	100.00	98.98	687
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8C	WP_000565297	Capsule	Immune modulation	100.00	99.61	765
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8D	WP_000940793	Capsule	Immune modulation	100.00	99.84	1825
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8E	WP_000459062	Capsule	Immune modulation	100.00	99.03	1029
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8F	WP_001028293	Capsule	Immune modulation	100.00	99.55	1110
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8G	WP_000413169	Capsule	Immune modulation	100.00	99.56	1125
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8L	WP_001291010	Capsule	Immune modulation	100.00	99.75	1206
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8M	WP_000825101	Capsule	Immune modulation	100.00	99.82	558
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	capN	WP_001230668	Capsule	Immune modulation	100.00	98.65	888
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8O	WP_000779494	Capsule	Immune modulation	100.00	98.73	1263
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	cap8P	WP_000723452	Capsule	Immune modulation	100.00	99.39	1146
Staphylococcus core 90/80	GCA_000013465.1|CP000255.1	isdI	WP_000480603	Isd	Nutritional/Metabolic factor	100.00	100.00	327
