EvaluationSet	Reference	GenBankAssembly	ExpectedAbundancePct	AbundanceBin	Branch	EvidenceClass	GenomeFractionPct	RecoveredGe90Pct	FullGenomeGe99Pct	MismatchesPer100Kbp	IndelsPer100Kbp	ReferenceReportPresent	BranchReportPresent
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	lr-ont-polypolish	biological	99.763	yes	yes	45.9	172.76	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	lr-ont-careful	biological	99.763	yes	yes	69.88	230.58	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	2.16	0.54	yes	yes
MOCK1	Chlorobium_phaeobacteroides_DSM_266	GCA_000015125.1	0.690261801222	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	2.19	0.54	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	sr-megahit-m1	biological	1.138	no	no	271.17	17.49	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	sr-metaspades-m1	biological	2.745	no	no	210.52	18.15	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	lr-flye-ont	biological	98.29	yes	no	576.46	1606.72	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	lr-flye-hifi	biological	100	yes	yes	2.29	3.18	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	lr-hifiasm-hifi	biological	99.054	yes	yes	2.51	5.58	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	lr-metamdbg-hifi	biological	99.883	yes	yes	2.29	1.99	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	sr-spades-10m	biological	98.796	yes	no	66.29	7.24	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	hybrid-illumina-ont	biological	99.825	yes	yes	75.67	17.75	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	hybrid-illumina-hifi	biological	99.627	yes	yes	107.87	3.98	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	lr-ont-polypolish	biological	98.341	yes	no	386.97	936.83	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	lr-ont-careful	biological	98.341	yes	no	390.46	948.02	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	2.29	3.18	yes	yes
MOCK1	Pyrobaculum_calidifontis_JCM_11548	GCA_000015805.1	2.54495465747	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	2.29	3.18	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	sr-megahit-m1	biological	0.508	no	no	748.33	71.76	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	sr-metaspades-m1	biological	0.573	no	no	517.92	36.35	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	lr-flye-ont	biological	15.171	no	no	1063.23	1999.87	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	lr-flye-hifi	biological	2.806	no	no	127.02	53.77	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	lr-hifiasm-hifi	biological	10.254	no	no	11.67	96.87	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	lr-metamdbg-hifi	biological	10.546	no	no	5.42	38.96	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	sr-spades-10m	biological	70.66	no	no	131.83	19.14	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	hybrid-illumina-ont	biological	86.328	no	no	285.99	261.82	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	hybrid-illumina-hifi	biological	75.368	no	no	135.42	21.46	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	lr-ont-polypolish	biological	20.392	no	no	991.64	1851.19	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	lr-ont-careful	biological	20.188	no	no	1011.53	1879.68	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	2.806	no	no	127.02	53.77	yes	yes
MOCK1	Ruminiclostridium_thermocellum_ATCC_27405	GCA_000015865.1	0.268844896556	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	2.806	no	no	127.02	53.77	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	sr-megahit-m1	biological	0.21	no	no	196.73	20.71	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	sr-metaspades-m1	biological	0.204	no	no	149.32	32	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	lr-flye-ont	biological	13.54	no	no	874.89	1769.47	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	lr-flye-hifi	biological	86.374	no	no	2.05	37.67	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	lr-hifiasm-hifi	biological	94.888	yes	no	7.2	61.33	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	lr-metamdbg-hifi	biological	92.531	yes	no	1.57	18.21	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	sr-spades-10m	biological	55.802	no	no	120.86	20.47	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	hybrid-illumina-ont	biological	73.977	no	no	331.54	330.66	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	hybrid-illumina-hifi	biological	88.562	no	no	124.83	18.93	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	lr-ont-polypolish	biological	17.31	no	no	827.16	1589.55	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	lr-ont-careful	biological	17.006	no	no	825.55	1591.23	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	86.374	no	no	2.05	37.67	yes	yes
MOCK1	Shewanella_loihica_PV-4	GCA_000016065.1	0.553251012493	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	86.374	no	no	2.05	37.67	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	sr-megahit-m1	biological	88.483	no	no	92.15	2.01	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	sr-metaspades-m1	biological	91.693	yes	no	103.23	5.37	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	lr-flye-ont	biological	100	yes	yes	101.36	479.18	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	lr-flye-hifi	biological	100	yes	yes	0.36	0.41	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	lr-hifiasm-hifi	biological	100	yes	yes	1.06	0.86	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	lr-metamdbg-hifi	biological	99.983	yes	yes	1.01	0.86	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	sr-spades-10m	biological	99.432	yes	yes	8.39	1.59	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	hybrid-illumina-ont	biological	99.969	yes	yes	14.66	3.09	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	hybrid-illumina-hifi	biological	100	yes	yes	11.12	1.63	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	lr-ont-polypolish	biological	100	yes	yes	0.81	4.71	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	lr-ont-careful	biological	100	yes	yes	5.12	11.8	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	0.36	0.41	yes	yes
MOCK1	Chlorobium_phaeovibrioides_DSM_265	GCA_000016085.1	1.29391754241	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	0.36	0.41	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	sr-megahit-m1	biological	27.141	no	no	494.3	15.58	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	sr-metaspades-m1	biological	31.966	no	no	362.71	16.08	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	lr-flye-ont	biological	90.103	yes	no	906.64	1073.15	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	lr-flye-hifi	biological	100	yes	yes	0.11	0.5	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	lr-hifiasm-hifi	biological	100	yes	yes	0.28	1.67	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	lr-metamdbg-hifi	biological	99.661	yes	yes	0.11	0.34	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	sr-spades-10m	biological	98.948	yes	no	42.38	2.63	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	hybrid-illumina-ont	biological	99.137	yes	yes	101.73	9.32	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	hybrid-illumina-hifi	biological	99.039	yes	yes	63.3	3.76	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	lr-ont-polypolish	biological	91.795	yes	no	874.42	347.5	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	lr-ont-careful	biological	91.795	yes	no	897.58	500.12	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	0.11	0.5	yes	yes
MOCK1	Methanococcus_maripaludis_C5	GCA_000016125.1	1.15404679485	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	0.11	0.5	yes	yes
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	sr-megahit-m1	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	sr-metaspades-m1	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	lr-flye-ont	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	lr-flye-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	lr-hifiasm-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	lr-metamdbg-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	sr-spades-10m	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	hybrid-illumina-ont	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	hybrid-illumina-hifi	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	lr-ont-polypolish	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	lr-ont-careful	biological	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	diagnostic-fragmented-50kb	diagnostic	0	no	no	NA	NA	no	no
MOCK1	Pyrobaculum_arsenaticum_DSM_13514	GCA_000016385.1	0.0479935628542	<0.1%	diagnostic-chimeric-rotation	diagnostic	0	no	no	NA	NA	no	no
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	sr-megahit-m1	biological	0	no	no	NA	NA	yes	no
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	sr-metaspades-m1	biological	0	no	no	NA	NA	yes	no
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	lr-flye-ont	biological	2.113	no	no	1195.18	1770.57	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	lr-flye-hifi	biological	94.877	yes	no	2.94	27.83	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	lr-hifiasm-hifi	biological	96.649	yes	no	6.39	58.72	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	lr-metamdbg-hifi	biological	92.792	yes	no	26.16	14.76	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	sr-spades-10m	biological	3.567	no	no	544.48	31.87	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	hybrid-illumina-ont	biological	6.16	no	no	809.21	561.4	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	hybrid-illumina-hifi	biological	19.896	no	no	541.96	59.91	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	lr-ont-polypolish	biological	2.113	no	no	1186.97	1745.12	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	lr-ont-careful	biological	2.113	no	no	1190.62	1752.4	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	94.872	yes	no	2.94	27.81	yes	yes
MOCK1	Micromonospora_tropica_CNB-440	GCA_000016425.1	0.49099119431	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	94.877	yes	no	2.94	27.83	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	sr-megahit-m1	biological	95.32	yes	no	19.79	2.01	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	sr-metaspades-m1	biological	94.525	yes	no	30.15	2.85	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	lr-flye-ont	biological	99.665	yes	yes	28.86	424	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	lr-flye-hifi	biological	99.826	yes	yes	11.91	2.04	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	lr-hifiasm-hifi	biological	11.527	no	no	0.88	0.29	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	lr-metamdbg-hifi	biological	99.584	yes	yes	12.18	1.15	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	sr-spades-10m	biological	95.235	yes	no	23.59	2.37	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	hybrid-illumina-ont	biological	98.612	yes	no	26.77	3.24	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	hybrid-illumina-hifi	biological	99.44	yes	yes	30.33	4.15	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	lr-ont-polypolish	biological	99.665	yes	yes	13.31	15.39	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	lr-ont-careful	biological	99.665	yes	yes	13.67	38.63	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	99.741	yes	yes	8.8	1.88	yes	yes
MOCK1	Caldicellulosiruptor_saccharolyticus_DSM_8903	GCA_000016545.1	0.891081566244	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	99.826	yes	yes	11.91	2.04	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	sr-megahit-m1	biological	98.12	yes	no	20.12	0.78	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	sr-metaspades-m1	biological	97.991	yes	no	38.87	1.34	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	lr-flye-ont	biological	99.726	yes	yes	38.68	357.54	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	lr-flye-hifi	biological	100	yes	yes	0.99	0.16	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	lr-hifiasm-hifi	biological	32.289	no	no	1.19	0	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	lr-metamdbg-hifi	biological	99.796	yes	yes	0.93	0.16	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	sr-spades-10m	biological	99.001	yes	yes	40.08	1.38	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	hybrid-illumina-ont	biological	99.447	yes	yes	56.06	2.42	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	hybrid-illumina-hifi	biological	97.116	yes	no	44.44	2.91	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	lr-ont-polypolish	biological	99.726	yes	yes	25.82	21.69	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	lr-ont-careful	biological	99.726	yes	yes	28.71	47.85	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	0.99	0.16	yes	yes
MOCK1	Thermotoga_petrophila_RKU-1	GCA_000016785.1	6.95026306091	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	0.99	0.16	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	sr-megahit-m1	biological	45.085	no	no	1120.39	19.88	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	sr-metaspades-m1	biological	45.472	no	no	1083.83	24.59	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	lr-flye-ont	biological	91.769	yes	no	1490.71	455.26	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	lr-flye-hifi	biological	100	yes	yes	10.43	0.48	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	lr-hifiasm-hifi	biological	98.434	yes	no	2.81	0.06	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	lr-metamdbg-hifi	biological	98.141	yes	no	0.69	0.02	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	sr-spades-10m	biological	53.29	no	no	553.29	10.64	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	hybrid-illumina-ont	biological	70.359	no	no	906.02	24.41	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	hybrid-illumina-hifi	biological	80.367	no	no	1137.66	29.46	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	lr-ont-polypolish	biological	93.189	yes	no	1503.89	191.66	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	lr-ont-careful	biological	93.043	yes	no	1512.28	243.65	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	diagnostic-fragmented-50kb	diagnostic	100	yes	yes	28.54	0.92	yes	yes
MOCK1	Shewanella_baltica_OS185	GCA_000017325.1	1.35662189775	>=1%	diagnostic-chimeric-rotation	diagnostic	100	yes	yes	845.39	25.9	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	sr-megahit-m1	biological	55.195	no	no	140.34	1.26	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	sr-metaspades-m1	biological	64.826	no	no	143.77	7.49	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	lr-flye-ont	biological	99.578	yes	yes	93.8	590.96	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	lr-flye-hifi	biological	99.969	yes	yes	0.38	2.31	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	lr-hifiasm-hifi	biological	100	yes	yes	1.08	4.16	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	lr-metamdbg-hifi	biological	99.891	yes	yes	0.15	1.31	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	sr-spades-10m	biological	99.92	yes	yes	2.78	0.31	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	hybrid-illumina-ont	biological	100	yes	yes	4.16	0.39	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	hybrid-illumina-hifi	biological	100	yes	yes	4.16	0.39	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	lr-ont-polypolish	biological	99.578	yes	yes	9.85	34.86	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	lr-ont-careful	biological	99.578	yes	yes	14.85	51.64	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	diagnostic-fragmented-50kb	diagnostic	99.969	yes	yes	0.38	2.31	yes	yes
MOCK1	Ignicoccus_hospitalis_KIN4_I	GCA_000017945.1	2.83860327179	>=1%	diagnostic-chimeric-rotation	diagnostic	99.969	yes	yes	0.38	2.31	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	sr-megahit-m1	biological	0.036	no	no	873.36	0	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	sr-metaspades-m1	biological	0.017	no	no	513.35	0	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	lr-flye-ont	biological	12.694	no	no	1069.35	1671.04	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	lr-flye-hifi	biological	98.785	yes	no	2.86	8.58	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	lr-hifiasm-hifi	biological	90.999	yes	no	3.46	16.39	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	lr-metamdbg-hifi	biological	98.215	yes	no	7.81	3.54	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	sr-spades-10m	biological	25.732	no	no	371.61	25.65	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	hybrid-illumina-ont	biological	43.775	no	no	956.73	481.11	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	hybrid-illumina-hifi	biological	68.461	no	no	942.54	62.99	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	lr-ont-polypolish	biological	15.12	no	no	1072.3	1617.06	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	lr-ont-careful	biological	15.12	no	no	1074.52	1625.13	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	diagnostic-fragmented-50kb	diagnostic	98.785	yes	no	4.73	8.9	yes	yes
MOCK1	Micromonospora_arenicola_CNS-205	GCA_000018265.1	0.390563872567	0.1-<1%	diagnostic-chimeric-rotation	diagnostic	98.785	yes	no	2.86	8.58	yes	yes
